,tf_list
YGL054C,YIL131C; YNL068C; YMR037C; YKL062W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YFR034C; YIL036W; YGL237C; YLR403W; YKL112W; YKR099W; YCL055W; YMR043W; YKL020C; YPL038W; YDR253C; YCR084C; YFL021W; YOR028C; YJL127C; YIR033W; YPL254W; YNL199C; YLR182W
YJR093C,YHR084W; YDL020C; YEL009C; YIR017C; YJR060W; YIL036W; YKL112W; YPL038W; YDR253C; YFL021W; YPL177C; YBR083W; YGL162W; YER068W
YPL043W,YNL068C; YMR037C; YKL062W; YNL216W; YHL027W; YHR084W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YJL056C; YGL237C; YLR403W; YBR240C; YOR344C; YKL112W; YCL055W; YPL089C; YHR124W; YKL032C; YPL038W; YDR253C; YER040W; YNL027W; YKL015W; YCR084C; YER169W; YHR178W; YOR162C; YFL021W; YOR290C; YPL177C; YBR083W; YDR216W; YDR421W; YDR392W; YDR310C; YBR049C; YGL209W; YPR008W; YER045C; YPL133C; YHL009C
YMR131C,YIL131C; YNL068C; YMR037C; YKL062W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YJR060W; YIL036W; YER111C; YPL075W; YGL237C; YLR403W; YKR099W; YLR013W; YKL109W; YDL106C; YPL089C; YMR016C; YML027W; YPL038W; YDR253C; YDR451C; YGL073W; YCR084C; YHR178W; YFL021W; YOR290C; YBR083W; YJL127C; YIR033W; YGL254W; YNL199C; YNL097C; YIL130W; YLR256W; YMR021C; YDR259C; YPR008W; YMR042W; YGL162W; YKL038W
YDL054C,YIL131C; YNL216W; YHR084W; YDR207C; YGL013C; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YNL103W; YLR403W; YOR363C; YKL112W; YKR099W; YFL031W; YKL109W; YMR016C; YPL038W; YDR253C; YER040W; YLR098C; YNL167C; YNL314W; YHR178W
YGR133W,YOL108C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YFR034C; YKR099W; YMR043W; YMR016C; YML027W; YPL038W; YDR253C; YGL073W; YHR178W; YFL021W; YGL071W; YOR028C; YBR049C; YGR249W; YMR182C; YPL128C
YKL170W,YIL131C; YOL108C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YOR032C; YDR123C; YPL075W; YGL237C; YPL248C; YOR363C; YOR344C; YKL112W; YPL038W; YDR451C; YPL177C; YMR070W; YBR297W; YGL162W; YLR014C
YNR037C,YOL108C; YHL027W; YHR206W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YGL166W; YOR032C; YDR123C; YNL103W; YGL237C; YPL248C; YOR363C; YBR240C; YOR344C; YKL112W; YMR043W; YKL020C; YML027W; YDR253C; YDR451C; YKL015W; YER169W; YNL167C; YOR028C; YPL177C; YBR083W; YDR421W; YDR392W; YBR049C; YPL202C; YAL051W; YPR008W; YOR380W; YGL162W; YHR056C; YLR014C; YPR009W; YML051W; YJL089W; YDR477W
YBR034C,YOL108C; YMR037C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YDR123C; YPL075W; YLR403W; YKL112W; YPR104C; YLR013W; YMR043W; YMR016C; YKL020C; YKL032C; YJR127C; YPL038W; YER040W; YGL073W; YNL167C; YHR178W; YOR162C; YFL021W; YOR290C; YOR028C; YPL254W; YNL097C; YER184C
YMR314W,YNL068C; YMR037C; YKL062W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YFR034C; YIL036W; YPL075W; YKL185W; YKR099W; YMR043W; YDL106C; YMR016C; YKL020C; YHR124W; YDR463W; YPR199C; YJR127C; YPL038W; YDR253C; YKR064W; YNL027W; YLR228C; YER088C; YBL103C; YNL167C; YHR178W; YOR162C; YGL071W; YJL127C; YMR164C; YGL035C; YJL110C; YNL199C; YBR049C; YGL209W; YPL202C; YLR256W; YLR266C; YAL051W; YGR044C; YPL049C; YOR380W; YPL128C; YDL170W; YLR176C; YOR113W; YGL162W; YOR230W; YLR113W; YPL139C; YLR014C; YPR009W; YHL020C; YJL089W; YDR477W; YBL054W; YBR239C
YGR136W,YIL131C; YNL068C; YOL108C; YMR037C; YHL027W; YHR084W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YOR032C; YDR123C; YLR403W; YIR023W; YMR043W; YKL020C; YIL101C; YDR463W; YPL038W; YDR253C; YNL027W; YCR084C; YBL103C; YGL071W; YOR290C; YOR028C; YBR083W; YDR392W; YJL127C; YDR310C; YMR164C; YGL035C; YIR033W; YPL254W; YPL202C; YMR021C; YAL051W; YPL049C; YDL170W; YOL028C
YAL017W,YIL131C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YJR060W; YKL112W; YKR099W; YMR016C; YKL020C; YDR146C; YML027W; YHR124W; YPR199C; YOR162C; YFL021W; YGL071W; YOR028C; YDR310C; YGL254W; YBR049C; YDR043C; YMR182C; YOR140W
YOR070C,YIL131C; YHL027W; YHR206W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YLR403W; YMR016C; YHR124W; YPR199C; YPL038W; YDR253C; YCR084C; YOR028C; YBR083W; YBR297W; YLR256W; YCR065W; YGR249W
YPL111W,YIL131C; YNL068C; YMR037C; YKL062W; YNL216W; YHR206W; YHR084W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YER111C; YML099C; YPL075W; YLR403W; YKL112W; YKR099W; YIR023W; YPR104C; YMR043W; YMR016C; YKL020C; YHR006W; YHR124W; YDR463W; YPR199C; YPL038W; YDR253C; YER040W; YDR451C; YNL027W; YGL073W; YCR084C; YBL103C; YNL167C; YHR178W; YOR162C; YFL021W; YOR028C; YBR083W; YER028C; YMR164C; YIR033W; YJL110C; YLR182W; YBR049C; YKR034W; YLR256W; YLR451W; YAL051W; YER161C; YMR042W; YGL162W; YOL067C; YBR112C; YML081W; YNL229C
YOR287C,YMR037C; YKL062W; YNL216W; YHL027W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YNL103W; YLR403W; YPL248C; YOR363C; YOR344C; YMR043W; YMR016C; YER040W; YPR065W; YER169W; YHR178W; YFL021W; YOR028C; YPL177C; YBR083W; YDR421W; YDR392W; YMR070W; YDR310C; YBR049C; YPL133C
YNL077W,YOL108C; YMR037C; YKL062W; YNL216W; YHL027W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YFL031W; YCL055W; YDL056W; YMR016C; YHR124W; YKL032C; YPL038W; YDR253C; YER040W; YGL073W; YCR084C; YER169W; YOR162C; YGL071W; YLR183C; YGR288W
YIL048W,YIL131C; YMR037C; YKL062W; YNL216W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YFR034C; YOR363C; YKL112W; YPR104C; YFL031W; YMR043W; YHR124W; YPL038W; YDR253C; YDR451C; YLR228C; YCR084C; YNL314W; YFL021W; YGR044C; YOR230W
YML034W,YIL131C; YNL068C; YOL108C; YMR037C; YHL027W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YGL237C; YLR403W; YKL109W; YCL055W; YKL020C; YDR253C; YOR290C; YBR083W; YPR008W; YOR113W
YNL147W,YOL108C; YKL062W; YHL027W; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YOR032C; YDR123C; YER111C; YGL237C; YLR403W; YPL248C; YOR363C; YBR240C; YOR344C; YLR131C; YER109C; YCL055W; YDL106C; YDR146C; YIL101C; YKL032C; YJR127C; YPL038W; YDR253C; YER040W; YKL015W; YBL103C; YNL167C; YFL021W; YOR028C; YPL177C; YDR421W; YDR392W; YER028C; YLR256W; YAL051W; YGR044C; YMR042W; YOL028C; YPL133C; YLR183C
YKL157W,YIL131C; YNL068C; YMR037C; YKL062W; YNL216W; YHL027W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YGL237C; YLR403W; YPR104C; YLR223C; YMR016C; YKL032C; YPL038W; YDR253C; YER040W; YCR084C; YOR290C; YOR028C; YBR083W; YDR216W; YBR297W; YMR164C; YIR033W; YPL254W; YLR451W; YOL028C
YML060W,YHL027W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YEL009C; YML099C; YKR099W; YPR104C; YIL101C; YPL038W; YHR178W; YBR083W
YDR246W,YGR249W; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YJR060W; YPL038W; YDR123C; YLR403W; YGL013C; YER111C; YOR290C; YCR084C; YDR451C; YDR253C; YCR065W; YOR363C; YPR104C; YML099C; YER109C; YFL021W; YPR199C; YKL062W; YNL216W; YHR006W
YDR313C,YKR099W; YIL131C; YGR249W; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YLR403W; YGL013C; YER111C; YCR084C; YGL071W; YBR049C; YDR253C; YGL073W; YER169W; YOR028C; YDR213W; YKL112W; YMR037C; YFL021W; YKL020C; YKL062W; YDR096W; YER088C
YJL173C,YMR016C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YDL056W; YOL108C; YLR403W; YGL013C; YER111C; YDR253C; YFR034C; YER040W; YGL166W; YER169W; YOR363C; YFL021W; YER028C; YDL106C; YNL216W; YER161C; YIR023W
YDR263C,YIL131C; YNL068C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YDL056W; YDR207C; YGL013C; YER111C; YBR049C; YDR253C; YIR018W; YER040W; YLR451W; YOR028C; YHR124W; YPL202C; YBR297W; YMR182C; YLR182W
YHR184W,YKR099W; YIL131C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YPL038W; YDR207C; YHR178W; YKL109W; YOL108C; YGR044C; YLR403W; YKL032C; YJR127C; YGL071W; YGL073W; YML027W; YFR034C; YOR028C; YDR213W; YHR124W; YMR037C; YFL021W; YNL199C; YPR199C; YIL101C; YER028C; YHR206W; YDL106C; YNL216W; YKL015W; YMR070W; YDR096W; YOR140W; YDR310C; YMR021C; YER045C; YDR501W
YER009W,YMR016C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YGL237C; YHL027W; YLR403W; YGL013C; YOR290C; YCR084C; YDR253C; YER040W; YOR028C; YOR363C; YBR240C; YOR344C; YML099C; YKL112W; YFL021W; YBL103C; YNL216W; YNL314W; YLR182W; YPL075W; YJL127C; YIR033W
YER036C,YKR099W; YNL068C; YMR016C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YDR123C; YDL056W; YHR178W; YGL237C; YBL021C; YOL108C; YLR403W; YGL013C; YER111C; YOR290C; YCR084C; YGL071W; YBR049C; YPL254W; YGL073W; YER040W; YDR520C; YOL116W; YER169W; YOR028C; YPL177C; YMR043W; YHR124W; YKL112W; YMR037C; YNL199C; YKL020C; YKL062W; YKL043W; YGL035C; YDL106C; YNL216W; YPR065W; YOR162C; YHR006W; YBR297W; YDR096W; YPL075W; YOR140W; YNL103W; YJL127C; YLR228C; YLR223C; YPL089C; YDR310C; YMR021C; YIR033W; YPL128C; YLR013W; YOR113W; YJL110C; YGL209W; YML076C; YMR172W; YDR463W; YBR112C; YGL254W
YOR272W,YKR099W; YIL131C; YNL068C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YDR207C; YGL237C; YOL108C; YLR403W; YGL013C; YER111C; YKL032C; YGL071W; YBR049C; YDR253C; YGL166W; YLR451W; YER169W; YMR043W; YPR104C; YHR124W; YER109C; YMR037C; YFL021W; YNL199C; YKL020C; YIL101C; YKL062W; YDL106C; YER161C; YPR065W; YKL015W; YLR182W; YIL130W; YMR042W; YHR056C; YJL127C; YMR021C; YMR280C; YPL128C; YLR013W; YML076C; YDR259C; YLR256W; YDR277C; YER184C; YNL097C
YER109C,YIL131C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YGL237C; YLR403W; YGL013C; YDR253C; YER040W; YPR104C; YER109C; YFL021W; YER028C; YCL055W; YOR162C; YHL020C
YJL128C,YIL131C; YNL068C; YMR016C; YHR084W; YDL020C; YBL005W; YEL009C; YJR060W; YPL038W; YDR253C; YGL166W; YMR037C; YFL021W; YKL020C
YKR001C,YKR099W; YIL131C; YGR249W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YGL237C; YGL013C; YNL167C; YGL071W; YPL254W; YIR018W; YFR034C; YER169W; YMR037C; YKL062W; YHR206W; YDL106C; YOR162C; YMR070W; YPL089C; YBR239C; YDR277C
YOR205C,YIL131C; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YPL038W; YOL108C; YHL027W; YLR403W; YGL013C; YKL032C; YGL071W; YBR049C; YDR253C; YDR421W; YKL112W; YNL216W; YJL127C
YOR372C,YKR099W; YIL131C; YNL068C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YDL056W; YDR207C; YOR358W; YLR403W; YGL013C; YER111C; YKL032C; YBR049C; YDR451C; YDR253C; YCR065W; YER040W; YDR520C; YGL166W; YPR008W; YPL248C; YDR392W; YHR124W; YER109C; YMR037C; YPR199C; YIL101C; YKL062W; YDL106C; YNL216W; YER161C; YJL103C; YMR070W; YBR297W; YIL130W; YMR042W; YMR021C; YML076C; YPL139C; YOR380W; YER184C; YGR288W; YDL048C
YJL216C,YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YDR123C; YHR178W; YLR176C; YGL013C; YER111C; YKL032C; YCR084C; YDR253C; YGL073W; YER040W; YLR451W; YOR028C; YOR032C; YKL112W; YER109C; YMR037C; YFL031W; YKL062W; YGL035C; YCL055W; YPL133C; YOR162C; YMR070W; YDR096W; YOR140W; YOL067C; YDR043C; YGL209W; YBR112C; YDR259C; YLR266C; YBR239C
YKR017C,YKR099W; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YPL038W; YGL013C; YKL032C; YNL167C; YJR127C; YDR253C; YOR028C; YPR104C; YHR124W; YKL020C; YMR070W; YBL054W
YGL009C,YKR099W; YIL131C; YNL068C; YMR164C; YMR016C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YDR216W; YDR207C; YHR178W; YGL237C; YOR358W; YLR176C; YHL027W; YLR403W; YGL013C; YER111C; YKL032C; YNL167C; YOR290C; YKL038W; YGL071W; YBR049C; YDR451C; YDR253C; YPL254W; YFR034C; YER040W; YDR423C; YLR451W; YER169W; YDR421W; YOR028C; YPL177C; YPL248C; YOR032C; YOR363C; YDR392W; YBR240C; YOR344C; YLR131C; YKL112W; YER109C; YMR037C; YFL031W; YBL103C; YPR199C; YKL020C; YKL062W; YKL043W; YHR206W; YHL009C; YDL106C; YNL216W; YCL055W; YKL015W; YPL133C; YOL028C; YOR162C; YMR070W; YBR033W; YBR297W; YLR182W; YPL075W; YDR146C; YHR056C; YOL067C; YNL027W; YDR310C; YER045C; YMR280C; YIR033W; YDR463W; YJL056C; YOL089C; YDR477W; YLR098C; YLR266C; YER130C
YCR033W,YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YOL108C; YGL013C; YDR253C; YPL254W; YML027W; YDR520C; YOR028C; YDR213W; YHR124W; YKL020C; YIL101C; YER028C; YGL162W
YGL012W,YKR099W; YNL068C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YPL038W; YIL036W; YDR123C; YDL056W; YDR207C; YHR178W; YLR176C; YHL027W; YLR403W; YGL013C; YER111C; YKL032C; YJR127C; YOR290C; YCR084C; YBR049C; YDR253C; YGL073W; YER040W; YDR421W; YOR028C; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YMR043W; YHR124W; YLR131C; YKL112W; YMR037C; YIL101C; YER028C; YKL062W; YNL216W; YPR065W; YOL028C; YOR162C; YPL075W; YDR146C; YJL127C; YLR228C; YDR043C; YBR066C; YNL027W; YIR033W; YPL128C; YOR113W; YLR256W; YML081W
YGR010W,YDL020C; YBL005W; YML007W; YEL009C; YPL038W; YDR123C; YOL108C; YGL013C; YNL167C; YGL071W; YBR049C; YDR253C; YGL073W; YML027W; YOR028C; YLR131C; YFL021W; YKL020C; YIL101C; YKL015W; YOL028C; YOR162C; YPL202C; YLR113W; YLR013W
YNL085W,YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YGL237C; YLR403W; YGL013C; YCR084C; YDR451C; YDR253C; YFR034C; YPR008W; YPL177C; YMR043W; YHR124W; YKL112W; YFL021W; YNL216W; YPR065W; YBR297W; YPL075W; YIR023W
YHR009C,YKR099W; YNL068C; YMR016C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YOL108C; YLR403W; YGL013C; YNL167C; YDR253C; YOR028C; YPR104C; YHR124W; YFL031W; YNL216W; YJL089W; YPR065W; YOL028C; YJL127C; YLR223C; YMR280C; YJL110C; YLR256W
YPL130W,YKR099W; YIL131C; YNL068C; YMR164C; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YPL038W; YDR207C; YGL237C; YOL108C; YGR044C; YGL013C; YJR127C; YOR290C; YDR451C; YDR253C; YER040W; YOR032C; YPR104C; YHR124W; YLR131C; YMR037C; YKL062W; YDL106C; YNL216W; YPR065W; YJL103C; YOR162C; YMR070W; YPL202C; YDR310C; YDR259C; YOR230W
YNL297C,YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YJR060W; YGL237C; YGL013C; YER111C; YJR127C; YCR084C; YDR253C; YPL177C; YMR043W; YOR162C
YFR010W,YKR099W; YIL131C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YDR123C; YGL013C; YKL032C; YOR290C; YCR084C; YDR253C; YPL254W; YML027W; YOR028C; YMR043W; YLR131C; YKL112W; YBL103C; YNL216W; YMR021C
YHR156C,YIL131C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YHR178W; YOL108C; YHL027W; YGR044C; YGL013C; YKL032C; YGL071W; YDR253C; YGL073W; YFR034C; YDR421W; YOR028C; YDR392W; YPR104C; YHR124W; YMR037C; YFL021W; YBL103C; YKL020C; YER028C; YKL062W; YNL216W; YOR162C; YOR140W; YLR228C; YOL067C; YDR043C; YPL128C; YJL110C; YML076C; YDR463W; YGL254W; YKR034W; YDL170W
YBR236C,YKR099W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YLR403W; YGL013C; YGL071W; YBR049C; YDR451C; YDR253C; YPL254W; YGL073W
YAL060W,YKR099W; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YJR060W; YIL036W; YHR178W; YKL109W; YOL108C; YGR044C; YLR403W; YGL013C; YKL032C; YNL167C; YOR290C; YBR049C; YDR451C; YPL254W; YGL073W; YML027W; YIR018W; YER169W; YPL248C; YDR392W; YOR344C; YMR043W; YPR104C; YLR131C; YKL112W; YMR037C; YFL031W; YNL199C; YPR199C; YGL162W; YKL062W; YHR206W; YDL106C; YNL216W; YPR065W; YKL015W; YOR162C; YMR070W; YPL075W; YHR056C; YLR228C; YDR043C; YNL027W; YLR256W; YJL056C; YLR098C
YFR013W,YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YHL027W; YLR403W; YGL013C; YOR290C; YCR084C; YPL254W; YHR124W; YER161C; YLR183C
YOL090W,YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDL056W; YGL237C; YKL109W; YHL027W; YGR044C; YGL013C; YER111C; YGL071W; YDR253C; YER040W; YGL166W; YPR008W; YER169W; YMR037C; YPR199C; YKL062W; YDL106C; YNL103W; YJL127C
YCR014C,YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YDL056W; YKL109W; YHL027W; YGL013C; YER111C; YKL032C; YJR127C; YDR253C; YFR034C; YOR028C; YDR392W; YER109C; YMR037C; YFL031W; YFL021W; YNL199C
YKL205W,YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YHR178W; YGL237C; YHL027W; YGL013C; YNL167C; YDR253C; YGL166W; YPR008W; YPR104C; YHR124W; YFL021W; YPR199C; YBR297W; YPL075W
YBL013W,YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YJR060W; YPL038W; YOL108C; YGL013C; YKL032C; YGL071W; YBR049C; YER040W; YER169W; YOR028C; YPR104C; YKL112W; YIL101C; YER028C; YKL062W; YNL216W; YOR162C; YLR183C
YDR202C,YMR016C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YLR403W; YGL013C; YCR084C; YDR253C; YPL254W; YER040W; YBL103C; YNL216W; YAL051W; YBR033W
YDR086C,YIL131C; YNL068C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YGL237C; YLR176C; YLR403W; YGL013C; YKL032C; YKL038W; YDR253C; YER040W; YDR520C; YLR451W; YOL116W; YER169W; YOR028C; YPL177C; YPL248C; YOR032C; YOR363C; YDR392W; YBR240C; YOR344C; YML099C; YLR131C; YFL021W; YKL020C; YGL035C; YDL106C; YNL216W; YJL089W; YER161C; YPR065W; YJL103C; YCL055W; YKL015W; YPL133C; YOL028C
YNL258C,YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YGL237C; YLR403W; YGL013C; YER111C; YDR253C; YKL112W; YNL216W; YER088C; YIL130W; YPL075W; YMR042W; YJL127C
YLR132C,YIL131C; YNL068C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YJR060W; YPL038W; YIL036W; YDR123C; YDL056W; YDR207C; YOL108C; YHL027W; YGR044C; YGL013C; YOR290C; YDR253C; YER040W; YGL166W; YOR032C; YMR043W; YHR124W; YKL112W; YFL031W; YFL021W; YNL199C; YNL216W; YCL055W; YIR013C; YHL020C; YJL056C; YER130C
YMR296C,YIL131C; YNL068C; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YIL036W; YDR207C; YHR178W; YKL109W; YLR403W; YJR127C; YCR084C; YGL071W; YBR049C; YDR253C; YOR028C; YPL248C; YOR032C; YOR363C; YOR344C; YMR043W; YHR124W; YKL112W; YMR037C; YNL199C; YER028C; YKL062W; YKL043W; YNL216W; YBR297W; YPL075W; YJL127C; YPL128C; YJL110C; YDR259C; YDR477W
YDR404C,YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YGL237C; YLR403W; YGL013C; YCR084C; YBR049C; YDR253C; YPL254W; YIR018W; YDR423C; YMR043W; YKL112W; YMR037C; YER028C; YKL062W; YNL216W; YNL314W; YPL075W; YJL127C; YLR228C; YGL096W; YOL067C
YBR008C,YIL131C; YNL068C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR216W; YHR178W; YLR403W; YGL013C; YKL032C; YNL167C; YCR084C; YIR018W; YDR423C; YOR028C; YOR344C; YKL112W; YMR037C; YBL103C; YER028C; YKL062W; YOL028C; YOR162C; YOR230W
YPR143W,YIL131C; YNL068C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YHR178W; YHL027W; YGL013C; YOR290C; YDR253C; YGL073W; YER169W; YOR028C; YMR037C; YFL021W; YCL055W
YLR247C,YKR099W; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YHR178W; YGL237C; YHL027W; YLR403W; YGL013C; YKL032C; YOR290C; YCR084C; YIR018W; YER040W; YDR392W; YMR037C; YHL009C; YMR182C; YER045C
YER167W,YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YDR123C; YLR176C; YLR403W; YGL013C; YDR253C; YML027W; YFR034C; YER169W; YHR124W; YNL216W; YMR070W; YLR182W; YDR259C
YKL040C,YGR249W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YBL021C; YOL108C; YHL027W; YLR403W; YGL013C; YDR253C; YPL254W; YER040W; YDR423C; YOR028C; YPL177C; YOR363C; YOR344C; YMR043W; YKL112W; YMR037C; YIL101C; YNL216W; YOL028C; YBR297W; YLR228C; YPL089C; YGL254W; YDR259C; YCR106W; YOR380W
YMR101C,YKR099W; YNL068C; YMR016C; YDL020C; YBL005W; YML007W; YEL009C; YDR207C; YKL109W; YLR176C; YGL013C; YKL032C; YJR127C; YDR451C; YDR253C; YML027W; YIR018W; YFR034C; YER040W; YER169W; YOR028C; YDR392W; YMR043W; YPR104C; YFL021W; YIL101C; YER028C; YKL043W; YNL216W; YPR065W; YOR162C; YIR013C; YHR006W; YOR140W; YJL127C; YML076C; YDR463W
YBL042C,YKR099W; YMR164C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YEL009C; YIL036W; YDR123C; YDR207C; YHR178W; YBL021C; YOL108C; YHL027W; YLR403W; YGL013C; YPL049C; YKL032C; YOR290C; YCR084C; YGL071W; YDR253C; YGL073W; YIR018W; YER040W; YDR520C; YDR423C; YOL116W; YDR421W; YOR028C; YPL177C; YMR043W; YPR104C; YHR124W; YKL112W; YMR037C; YFL021W; YNL199C; YBL103C; YKL020C; YER028C; YGL162W; YKL062W; YKL043W; YNL216W; YCL055W; YPL202C; YER088C; YOR140W; YJL127C; YOL067C; YNL027W; YDR310C; YPL128C; YJL110C; YGL209W; YDR463W; YDR259C; YLR256W; YOR380W; YDL170W; YIR023W
YDR347W,YKR099W; YMR016C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YIL036W; YDR123C; YKR064W; YHR178W; YKL109W; YHL027W; YLR403W; YGL013C; YNL167C; YOR290C; YCR084C; YDR253C; YPL254W; YGL073W; YDR520C; YGL166W; YER169W; YOR032C; YKL112W; YMR037C; YPR199C; YKL020C; YER028C; YGL162W; YER161C; YPR009W; YIL130W; YPL075W
YGL252C,YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YPL038W; YHL027W; YLR403W; YGL013C; YDR451C; YDR253C; YER040W; YKL015W; YOL028C; YLR013W; YCR106W
YGR113W,YMR016C; YHR084W; YDL020C; YBL005W; YML007W; YEL009C; YIR017C; YJR060W; YHL027W; YLR403W; YGL013C; YER111C; YNL167C; YCR084C; YDR253C; YML027W; YPR104C; YHR124W; YPR199C; YKL020C; YNL216W; YPL075W; YLR228C; YER068W
