YHR044C;DOG1;Bas1p;Doc
YHR044C;DOG1;Gcn4p;Doc
YHR044C;DOG1;Hap4p;Doc
YHR044C;DOG1;Pdr3p;Doc
YHR044C;DOG1;Xbp1p;Doc
YHR044C;DOG1;Yap1p;Doc
YHR044C;DOG1;Met28p;Doc
YHR044C;DOG1;Abf1p;Doc
YHR044C;DOG1;Gln3p;Doc
YHR044C;DOG1;Mga2p;Doc
YHR044C;DOG1;Pho4p;Doc
YHR044C;DOG1;Tup1p;Doc
