,best_network_score,mean_network_score,model_score
YJR013W,0.3785931493000489,-1.1866714287930547,0.07952488910956859
YMR251W,0.3779998471157456,-4.008341402016931,-0.02909305670469653
YGR105W,-8.994341981101936,-28.31879682267385,-5.293364466200904
YBR049C,0.44900568720302153,-0.6427549528036625,-0.3776496311477778
YLR034C,-0.14331501717232437,-2.720908464055219,0.2624848499301976
YNL073W,0.16605615827915385,-3.3375358491980256,-0.26833833366496573
YBR257W,0.2729152766221059,-2.1285359966738517,0.6214553499715679
YIL142W,0.40811291545425854,-4.601955275818934,0.3385097632366406
YPR041W,0.5402312207634143,-0.3035888977545068,0.14260369311062857
YMR159C,0.38964485306783103,-1.431267396578206,0.7507439362881427
YDL047W,-0.3115496211871827,-0.7448979323786113,-0.36412573292764716
YBR273C,0.47317358100568657,-1.8178457750901948,0.03922445925901228
YOR285W,-0.17453882103600746,-2.949762741414303,0.5252952260566588
YPL140C,-0.21682118244208587,-1.1258680541409907,0.0630554344238546
YJL174W,0.08492175726462174,-0.4519059674822934,0.21812240488064827
YDR308C,-2.531860650991205,-11.594840900379076,0.2509916469845934
YPR056W,0.2509936705467196,-1.0928665691214787,0.4021042892408017
YHR058C,-0.5389232999033616,-3.326487731350285,0.6680678627346065
YPL186C,-0.4488967042811886,-5.117348774119304,-0.4162300819461704
YDR496C,0.3482913032139978,-3.4780983459158468,-1.1354391628935276
YJR040W,-0.8279009019482715,-4.148309490261825,-0.4661194609530249
YIL119C,0.6159164165507353,-0.7103206829328151,0.7376746365853502
YHR070W,0.009434508651711582,-4.187589339015246,0.22912389183308052
YMR128W,-0.820181322554815,-9.502798239335718,-2.495489334493175
YEL009C,0.6531421417028602,-4.433416857272848,0.17358988784279497
YKL105C,-1.4173547181786468,-11.394253052793898,0.030020824182045124
YOL140W,-1.033954647794414,-4.888633061236916,0.17048500918967774
YOR363C,0.05783034031554599,-3.864684671263362,-0.9515574133480081
YER057C,-3.366296631935211,-14.085530610198724,-3.172829089805837
YDL031W,-0.8417837583053043,-4.548042354189949,-0.7128856214854538
YHR005C-A,-1.0462290143317037,-2.960536218856346,-0.6187888165327111
YNL267W,-0.1691715006413985,-1.5782251120108302,0.1111752119714898
YNL275W,0.5408533140514524,-0.9450747536298413,0.46359959194636663
YJL138C,-3.3662307670691796,-16.192474509746333,-4.025727534608963
YBL058W,-26.19091117565639,-218.25507812007513,-59.752830687295045
YOR351C,0.6085365083321955,-1.575249002989322,0.7685161830424857
YER078C,0.6311658061624903,-0.364775635131202,0.21035102369453912
YJL143W,0.3229556933983194,-1.2665527804997023,0.17427723071455276
YGR278W,0.49656543538236664,-0.9150439502271149,0.7016101998212422
YNL212W,-0.30143892004219736,-4.375820034768187,-0.14373139141327274
YOR004W,-1.1903318936418772,-6.452037861521039,-1.6180905661809146
YJR125C,-1.5501171389666497,-24.441860258905507,-11.992536333365429
YHR216W,-1.3164721615452204,-2.4107781387654104,-0.16371390487740695
YGL191W,-0.0035612870291909402,-0.9239800241987048,0.44429521663971194
YNL281W,-0.4897415785371731,-2.094313484014762,0.12392579642344044
YDL043C,-0.04106465801587289,-3.228630891378228,0.43300379350982937
YLR405W,0.19278177256351883,-0.2933671167237596,0.5009898850435758
YDL217C,-0.7534546295465436,-6.623313578262391,0.27468533858637895
YOL135C,-0.46583992912000216,-7.81336472115521,-0.07129526712683001
YLR220W,-3.7109386628611225,-22.825954305061714,-2.2722901476363644
YDR339C,-2.1147380993834606,-7.255919857516154,-2.0189407321750754
YEL037C,-1.389571327452496,-5.9829732865112675,-1.50673321114141
YML058W,-0.03343140465871437,-0.5770596407057076,-0.26756772864236195
YDR148C,-1.4785661368836422,-20.908409324532286,-0.5671761942413694
YJR069C,-1.3373840459542532,-4.172498386104327,0.19744478128521217
YLR219W,0.14909426299327985,-2.794436416690627,0.4468267956653258
YNL216W,0.13381334289359778,-1.254312902740013,0.03342169520004155
YJR042W,0.010908188070334557,-2.508462670748905,0.11014908111462121
YGL111W,0.39410645542839473,-8.465831400366863,-0.6538028059564165
YBR004C,0.3476252400581015,-5.027213966306493,0.012419528944774405
YER080W,0.0200688017805164,-21.2694487602186,-12.824877311987823
YPL189W,0.4827009877741257,-1.9836148661886321,0.7520330925044791
YDR043C,-1.5036335028958978,-161.57668392613175,-28.18004032408237
YOR269W,0.6745429460591124,-0.5289948012415275,0.6606772204946937
YEL061C,0.35652728034969156,-2.68516752365751,0.022684134169809654
YMR235C,0.3165316084533926,-1.2351790957281132,0.18513512923650305
YIL013C,-0.061424694456453,-3.1727778185566122,-0.6489781901407761
YOR245C,-1.1390989891545271,-5.70225858538933,-0.5925602117060698
YLR272C,-1.071574383955299,-5.713740334289133,-3.7735482900868065
YMR182C,0.6888256693752404,-0.3758344231216689,0.5473451543152639
YKL110C,-0.021829340140544294,-24.358351366370524,-7.138421853933347
YDR143C,-0.3674890563127654,-2.979938293445714,0.3771056335184412
YHR134W,0.3251144151494043,-1.4819036102819634,0.35815399649822977
YHR187W,-0.11803866765511166,-3.324106064381414,0.3726554018227673
YER140W,0.42097915130166663,-0.5646560762022556,0.5560769302557615
YGR028W,-0.25992684058248416,-9.947197024753095,0.28050130070533846
YOR157C,-3.5910703142457336,-16.305453775669744,-6.700487734053917
YBR222C,-0.539704790327173,-20.24973664101567,-0.11068054875695048
YBR118W,0.5855579250693366,-0.3074150137374221,0.38451473494682614
YIL140W,-1.1813328779352583,-11.273002545028346,-1.010272037866733
YDR052C,0.2118703139814163,-1.0711110505309354,0.5155308753929194
YMR063W,0.24052031138280833,-1.5630895997370673,0.727637764452573
YJL180C,0.6230653460633245,-2.1835432478395136,0.06617462828055869
YEL044W,0.45875450479595575,-1.1144569310679746,0.19729550100657295
YBR108W,0.5261730965607802,-0.29221736153639016,0.45261640009233683
YML046W,0.29088652183028263,-0.37569118568340665,0.30321853535757237
YJL179W,-5.243971608353705,-18.40999832992116,-2.51488146211087
YPR006C,-0.3248335554518493,-1.684006609180612,0.15309623225886795
YJL185C,0.4555689623131963,-0.11444948940199783,0.3047919808226588
YNL021W,0.6222518483566022,-0.27799745201136616,0.5925566460159492
YJL088W,0.28651107841941104,-2.678851835073353,0.23473843776002443
YOL066C,-0.415198856244673,-1.1699948675406087,-0.30659178697551226
YJR155W,-1.4134301972375445,-14.823931676215068,-2.201265859412763
YBL009W,-0.6307426743868925,-7.146095656856118,-0.8504726390498323
YBR107C,0.15677320103502307,-0.25971208417165453,0.09707235058531563
YGL002W,0.354266124448817,-0.2591499142490797,0.40800284067617076
YBR106W,0.37480201506238614,-0.18453935782112893,-0.04479000063583434
YNL187W,0.2248970811829487,-1.6982847866025024,0.7039161902245645
YLR363C,-0.1130018522345905,-0.7498069006388236,0.056694297855748935
YNL139C,0.5097030179807498,-0.08647199293562648,0.39680444451243296
YGR077C,-3.212682625608088,-10.001624605033657,-1.6550584705759352
YGL128C,0.7223172281261295,-2.8313428082886474,0.07214937916901869
YEL046C,0.467332446983905,-0.2560401769186877,-0.2090418857501631
YGR108W,0.24401750347021745,-0.8957720182335658,0.1387557146787232
YDR525W-A,0.07361140177954609,-6.4824844314764505,-1.0472833959370345
YGL184C,-0.1901694345933601,-15.591870943435802,0.22987668366359965
YBL068W,-0.6876604132668636,-9.926656813659203,-1.6457042810775495
YBR026C,0.089306140859852,-7.968834025248619,-0.7174931518057799
YOR168W,0.12587909901542862,-2.365083543827285,-0.34508781712652875
YJL037W,0.5135978124406033,-1.8875373308666983,0.7525912199446407
YJL069C,0.429531769596605,-6.3442588642168625,-1.6381004109584185
YER022W,0.49929313540522846,-0.3448269602352795,0.6182554713667654
