V1	V2	N_Overlap	padj	Correlation	Synergy
AT1G01060_LHY	AT2G25000_WRKY60	11	7.82381477693002e-08	0.954940470584354	74.6499844670227
AT1G14687_HB32	AT1G14687_HB32	560	0	1	Inf
AT1G14687_HB32	AT1G26960_HB23	12	0.109335978292334	0.38198543578029	4.40614197568186
AT1G14687_HB32	AT1G69180_CRC	4	1	-0.11318976304308	0
AT1G14687_HB32	AT3G46590_TRFL1	0	1		
AT1G14687_HB32	AT1G10240_FRS11	2	1	1	0
AT1G14687_HB32	AT2G25000_WRKY60	3	1	0.999904065528129	0
AT1G26960_HB23	AT1G26960_HB23	192	0	1	Inf
AT1G26960_HB23	AT1G69180_CRC	7	4.07762211057672e-07	0.518866343770539	23.2074133955783
AT1G26960_HB23	AT3G46590_TRFL1	0	1		
AT1G26960_HB23	AT1G10240_FRS11	1	1		
AT1G26960_HB23	AT2G25000_WRKY60	1	1		
AT1G69180_CRC	AT1G69180_CRC	31	1.24623059531246e-103	1	3190.03644931785
AT1G69180_CRC	AT3G46590_TRFL1	0	1		
AT1G69180_CRC	AT1G10240_FRS11	3	0.000466211978449169	0.908886558450028	9.08363922943869
AT1G69180_CRC	AT2G25000_WRKY60	0	1		
AT3G46590_TRFL1	AT3G46590_TRFL1	1	0.0219474883706256		
AT3G46590_TRFL1	AT1G10240_FRS11	0	1		
AT3G46590_TRFL1	AT2G25000_WRKY60	0	1		
AT1G10240_FRS11	AT1G10240_FRS11	18	3.59006432444853e-63	1	1124.008159859
AT1G10240_FRS11	AT2G25000_WRKY60	0	1		
AT2G25000_WRKY60	AT2G25000_WRKY60	175	0	1	Inf
