,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score,rf_rmse,linear_rmse,gs_rf_rmse,gs_linear_rmse,rf_with_linear_top_features_rmse,linear_with_rf_top_features_rmse,rf_top_feature_num,linear_top_feature_num,test_var,test_std
YGR086C,0.40771499253709487,-0.314755539176772,0.37245102756965276,-0.04062424144914667,0.4432992710568434,0.2726973108823345,0.5162021165063068,0.7690895594482506,0.5313469873511127,0.6842288476679615,0.5004553152043996,0.5720210460176635,8,8,0.4577854236611415,0.6765984212671069
YNL072W,0.8159497910218901,0.8287603988163513,0.8365178822414462,0.6932530058381055,0.8269947006340722,0.7076527499549474,0.023877060071255275,0.02303110622718679,0.02250338353285276,0.030824983476191888,0.02314954171062504,0.030092772445053997,8,10,0.003151944248398202,0.056142178871132195
YDL201W,0.7928412735341643,0.6597262386196048,0.8220473560371355,0.5645034690039112,0.69244606822884,0.6186441733376231,0.024755243563100687,0.031727059153007504,0.022943930048217955,0.03589284945336681,0.03016311772393549,0.03358773983447087,7,9,0.0030101234890558565,0.05486459230738762
YJL109C,0.868367639620316,0.6770085251947975,0.8712295065039279,0.5908034218351905,0.7597354708497649,0.5551979833811669,0.03499198010651593,0.05481289167648184,0.034609503125123516,0.06169545635093356,0.04727505187718831,0.06432363191794452,7,6,0.009465150122565727,0.09728900309164303
YGR003W,0.8093309591751394,0.8212156891019886,0.7343297591560238,0.5922621225177929,0.7365748227776046,0.6706490006965047,0.024914856691520503,0.02412587120462462,0.029409643312468117,0.036434165897149845,0.02928511562170905,0.032745211157475855,7,10,0.003312758241068389,0.057556565577424695
YNL155W,-0.022813567428604076,0.37687013756973053,-0.10107784478476933,-0.01092310473296143,-0.031977988338675045,0.16179636236983863,0.3654323402040315,0.28523185166726694,0.37915584122788887,0.36330200967240894,0.36706582825691414,0.3308137174595272,7,8,0.13285277059651102,0.3644897400428591
YMR198W,0.8176104730562128,0.8434569400019678,0.8781438295454689,0.8406605002967501,0.8794016302232499,0.7633489989278573,0.029262786137734656,0.027110194557038694,0.023918805520234485,0.027351267026832226,0.023795040233615488,0.0333326542755395,7,9,0.004777322804919617,0.06911817998847783
YPR006C,0.6575447671213642,0.7039899217820292,0.37873297112911974,0.6176158409956387,0.5205483518026024,0.5901272019350599,0.1697477001676227,0.1578175308742119,0.22863417582322235,0.17937088122530007,0.20085118737102173,0.18570626005071564,8,8,0.08561643278155712,0.2926028584644332
YLR033W,0.6586007063647362,0.6718419719188626,0.6244835702163218,0.5378306180056449,0.6735458502888891,0.45009670919429434,0.02334907812635472,0.022891800155914452,0.024487976557338264,0.027166833095919985,0.022832292841776076,0.029633407182064857,8,9,0.0016249125626085041,0.04031020419953866
YGR110W,0.8731116566382848,0.919625633664823,0.8482124180969395,0.835943269485458,0.8748570632946906,0.8600057234028783,0.02792831387269248,0.022227603133416693,0.030545833078935932,0.03175637188384262,0.027735565436100274,0.029335195939462957,6,9,0.006254906813262182,0.07908796882751624
YIL071C,0.7442147680671842,0.7267313366918444,0.6902643144591907,0.6770023193877872,0.6768436694851712,0.6600588119540967,0.038139786982573226,0.039421708852764525,0.04196972776706797,0.04285882217517748,0.042869346574619695,0.04396857837040374,6,9,0.005786743037047766,0.07607064504161751
YOL067C,0.8489363541481532,0.8879792427013184,0.8349180814399468,0.7888239490838231,0.873554680638658,0.7918183247245959,0.05009869591641307,0.04314154482330038,0.05237164242218661,0.059233687836862024,0.04583506156647199,0.05881223579041748,6,9,0.016906200620736955,0.13002384635418596
YDR165W,0.7605798192071072,0.5772148642414461,0.741700629886417,0.5270010164798562,0.6482853748132213,0.42877197280119383,0.02715369724910207,0.03608348280433208,0.028203971546045658,0.038166180336833264,0.0329112068556172,0.04194240680796304,8,8,0.003133648833826473,0.05597900350869487
YKR103W,0.8178056930232331,0.8123528768372323,0.7220627406329592,0.6653124297118764,0.7680767828472542,0.6006247896764492,0.02476166769226644,0.025129476708868916,0.030583407762708306,0.03356079821410441,0.027937311044579364,0.036660893200507486,7,10,0.0034243497650343147,0.05851794395768117
YOR004W,0.7234083818173447,0.31297671391032866,0.6774526995467456,0.23982684142454047,0.5796376280289544,0.23700141367474403,0.033455355076846466,0.052726854634221824,0.03612791028278344,0.05546287797528538,0.041243741197351885,0.05556585517880293,7,8,0.004117611896174918,0.06416862080623924
YEL035C,0.8512703731530085,0.8361008050342115,0.8331512503220031,0.7923023728100069,0.7836503039058066,0.6862420924604333,0.02709712517820782,0.028445454916944897,0.02870026797062608,0.03202139449074789,0.032681547922668065,0.03935698429228209,7,10,0.005023450009724853,0.07087630076213666
YPR137W,0.7264804480599916,0.4718542328860945,0.7050798115322383,0.40363007563507525,0.6600352587170402,0.26667718172949284,0.029097315466141048,0.04043296930790008,0.030214192078854254,0.04296517658764068,0.03243961364552588,0.0476437935211243,7,8,0.003149710271500567,0.05612227963563639
YGR087C,0.31553442774518214,0.6190079783222172,0.38285058146858986,0.5507218035422264,0.4130853389512579,0.6279602450640152,1.116348246862392,0.8328788446608723,1.0600321870560685,0.904443749538728,1.033740114628778,0.8230354946547869,6,7,1.8526821562406128,1.3611326740037553
YIL073C,0.7322041642060585,0.7564858707794737,0.6672983257464226,0.5991554641611863,0.7184613214957539,0.5532328775521662,0.10586593157856311,0.10095234144756768,0.11799994555833114,0.12952162892358615,0.10854838032589316,0.13673979255728944,7,9,0.042585501440299996,0.20636254854091135
YDR291W,0.7936426626918642,0.821003680285558,0.785186362270539,0.567157564016199,0.7799737933132858,0.6616907865870165,0.024576543294743954,0.022889320076078908,0.025075047605076346,0.03559391488893587,0.025377453875622142,0.03146789947020768,7,10,0.0029783437470825517,0.05457420404442516
YPR151C,0.8002774482665965,0.7209597763664327,0.7033641887939139,0.6466743312289965,0.7721821425520554,0.7373364427467454,0.10080164693970407,0.11914819854590049,0.12284737041294545,0.13407310570691688,0.10765840873542132,0.11559897561817399,6,8,0.05176798815727359,0.2275257966852849
YER021W,0.5767024307979836,0.5258301032240797,0.6159548175666171,0.5091655179798135,0.5926128623453442,0.37185322266832543,0.18859102181678133,0.19960210440612763,0.1796343087537134,0.20307930052892875,0.18501280297387795,0.22973580911857713,9,10,0.08549670755724041,0.2923982003317401
YGL047W,0.7070218305611421,0.7689808109823104,0.6846887777595316,0.6865420194820848,0.7981349882647187,0.7005349301340638,0.045892535623357406,0.040751955238963466,0.04760955663573295,0.04746943785967954,0.03809385714311264,0.046397812928078486,6,8,0.007314792048826063,0.08552655756445517
YKL061W,0.7917053737273405,0.7577346229425415,0.7672490914732623,0.6007305702862659,0.7912189100392248,0.670440040505875,0.028744658237152866,0.031000149806670596,0.030385319614982042,0.03979707433021793,0.028778204656258563,0.03615641286442718,7,10,0.004036355140730256,0.06353231571987798
YLR135W,0.8200889651950274,0.8588250398106565,0.8048781463760306,0.734380227103688,0.7921311087959139,0.6849761459324006,0.025928765500261984,0.022968454647586754,0.027002619439009376,0.03150526520272313,0.027870687959346774,0.03431031137757082,7,10,0.003802410638103998,0.06166368978664833
YOL021C,0.7447946168526143,0.5479615204786965,0.7281846807131507,0.3426145086948964,0.6092727065862028,0.3302028751090905,0.026073776922038546,0.03470137893889993,0.02690890310592198,0.04184745851584911,0.03226234303425535,0.04224065749702827,7,8,0.0027106359761132747,0.05206376836258853
YLR430W,0.8550100966299092,0.8537904344921375,0.8085789297192632,0.6177651840624805,0.7971433543187949,0.7307341097352589,0.021574977517764403,0.021665532360150216,0.02478998943572607,0.03503052069880825,0.025519730963045332,0.02940167973091663,7,8,0.0032667513641828783,0.05715550160905666
YJL006C,0.8626598888373502,0.8727361033080516,0.8112229810703704,0.7086039294577731,0.8606797447613231,0.7643404878814243,0.02028110857447091,0.019522957152929035,0.023777574691451538,0.02954165610973905,0.020426789969943567,0.026566569598744316,6,10,0.003047467785284801,0.05520387473071796
YHR024C,0.6629629345369945,0.6722727777194888,0.5181706263536592,0.414697096471615,0.6902428599029237,0.42784638460657687,0.026912686194919697,0.026538383985258228,0.032178430027851763,0.0354657014918609,0.02580054489013861,0.03506505612643585,7,9,0.0021867018284931193,0.04676218374384498
YIL068C,0.8514742002410602,0.826411710533358,0.7598461863264175,0.5161262889002936,0.7452215950846199,0.7141790469471703,0.020548856135120686,0.02221503049032927,0.026129520834219145,0.037089648333208276,0.02691336547255044,0.028505832790959956,7,10,0.002892854172035339,0.053785259802620076
YJL025W,0.8014583265285683,0.8145412446829003,0.8119664550867801,0.7005063243249018,0.7408548025204518,0.6667908702701577,0.025620828548110573,0.024762301178221723,0.024933600574536315,0.031467421620156234,0.029271091248476766,0.03319141575413198,7,9,0.003364246429656741,0.058002124354688434
YLR292C,0.2247833381892298,0.11266325168756774,0.2344758322982573,0.06705180997242832,0.20678569250807877,0.13784389520026674,0.1014089908466654,0.1084948554698032,0.10077304108012622,0.11124837473240369,0.10257940632217102,0.10694435501051784,7,8,0.013498420755248756,0.11618270420010354
YOR348C,-1.234211213749659,-1.928997999341704,-1.7478556677093593,-6.549025774022653,-1.2459516393989016,-3.714397178765335,0.2801683296564674,0.3207867819153832,0.31070903777258124,0.5149942514826408,0.2809034852134499,0.40697713613699105,5,8,0.03574925473007886,0.18907473318790868
YPL239W,0.7445837821373245,0.7774469441681862,0.7412535156632377,0.7465187686569499,0.5680696427882757,0.6571878226208989,0.040667773643031375,0.03796146320186047,0.0409320401614254,0.0405134349719186,0.05288506311680198,0.04711446707264902,6,10,0.006588786929640194,0.08117134303213293
YKL196C,0.595955440944099,0.5406139532042304,0.4880042161756474,0.5476602693990349,0.5036137083139185,0.26038766180846906,0.17519241824878137,0.1868054643930739,0.19721224106102578,0.18536726556152272,0.19418271353828176,0.2370296906412036,6,10,0.07729554965844672,0.27802077199095526
YKR087C,0.6946349246966761,0.7344681181643894,0.7018277789762569,0.6546590394168459,0.684601123916434,0.6072161940249543,0.025193094463722317,0.023492550504705962,0.024894615484222567,0.026791429015367945,0.02560365126276009,0.02857252487772482,6,11,0.002114933921427794,0.045988410729528306
YLR238W,0.7327692868592772,0.7333175800942755,0.6659805501107872,0.7025498964542668,0.64900491292271,0.5493119442445678,0.035168708932732794,0.035132611535795846,0.039318697102966926,0.037103963345529144,0.04030544856645136,0.0456721297998103,6,9,0.004709552233081146,0.06862617746225667
YOL116W,0.78731109163459,0.7793787239486996,0.7422592966496843,0.6154745593243371,0.6963662377510077,-0.06423729799123601,0.02333948161493544,0.023770727903506192,0.0256927321539509,0.03138205101149201,0.02788648749417433,0.05220811612827265,7,10,0.0026060977865649633,0.0510499538350914
YOR168W,0.9348733038631748,0.8337653789154795,0.936865763834674,0.7024679034007082,0.9259630182954834,0.7318605008083192,0.041703109108687964,0.06662690654968856,0.041060229836308894,0.08913655024935116,0.04446448468346047,0.08461927649309538,6,7,0.027172585217665763,0.16484109080464665
YDR356W,0.7561961051453898,0.8000665780919074,0.7205564173347241,0.6090339259846024,0.7702382274750894,0.6635661078654268,0.030954679621444176,0.028031652024547323,0.03314004273346739,0.03919904896218608,0.030050027949784914,0.03636267829594622,6,8,0.0039991263484699825,0.06323864600440132
YGR177C,0.7386664034132329,0.6534641186116809,0.7481633313821182,0.6287711881873422,0.752878608340172,0.5098398841996958,0.02628486902297945,0.030267900614723953,0.025802849982731923,0.03132773757911072,0.02556014805245204,0.035997901105134365,7,9,0.0026901068292124516,0.051866239782853464
YLL003W,0.8340855356870469,0.8424186717940378,0.7841981544755805,0.5805163633307667,0.7975594929398839,0.6410545881549223,0.022088259600180377,0.021526417131067895,0.02519108947655034,0.03512180970368455,0.024398778338001068,0.03248879295717878,6,10,0.0029922087213493462,0.05470108519352561
YPL046C,0.3712591219849465,0.38773442150963044,0.33940278045446315,0.44685931310592697,0.5465310355032359,0.5026539638447733,0.07641432938853591,0.07540651668925305,0.0783262488692246,0.07167319421343898,0.0648952249361383,0.06796233442878843,7,8,0.009449983557764228,0.09721102590634577
YBR221C,0.2818228956974893,0.3918557424878093,0.10705520607399899,0.3141767062966835,0.43588238261146817,0.3282917697410881,0.14921764842159438,0.13731175526964326,0.16638597596956978,0.1458177959468138,0.13224804028821854,0.14430944236845852,8,9,0.03154728326076835,0.17761554903996538
YPL152W,0.7558714958410733,0.864277781765149,0.708215507382969,0.7611567274776858,0.7491009013605481,0.7159316932068914,0.034869476440556414,0.025999300048112413,0.03812126335797585,0.03448995978993906,0.03534969996910703,0.03761383133848132,6,10,0.005067870408516214,0.07118897673457748
YAL010C,0.8332326276390113,0.8167879203579722,0.799200955695266,0.7375381085694295,0.7798592358953308,0.6845497176298418,0.025242486313152877,0.02645779448584989,0.027698573762342263,0.031667203548593266,0.029001924743555563,0.034716988592209716,6,10,0.0038878214439412844,0.06235239725897702
YDR121W,0.7923647896148052,0.7159416409441095,0.7214566153959259,0.6566689967092483,0.7194520815375818,0.8095302271414707,0.03134018499040862,0.03665682459872489,0.03629923552412454,0.04030023381176358,0.036429614865388135,0.030016778911843695,7,9,0.004813436500285523,0.06937893412474368
YPL177C,0.8327367036916173,0.853669524420968,0.7978263323987128,0.8247244829485629,0.7833972870957377,0.6671206990252811,0.07552914607683077,0.07064503441416686,0.08303793562541051,0.07731697916385294,0.08595006211425456,0.10655102806476352,6,9,0.03470416790542173,0.18629054701036693
YGL068W,0.7802664259649628,0.5510852649425775,0.8106328003709264,0.37631868278571756,0.7697528560692255,0.43492406813569073,0.03267753118956457,0.04670710593724047,0.030335657085704147,0.05505317815345941,0.033450156490068134,0.052402792760614,8,8,0.004944873590457056,0.07031979515369094
YBL005W,0.7872730807284007,0.8112111660757229,0.8029150924286005,0.7643985900126703,0.6775547733262688,0.7852822879475425,0.07569708281210145,0.07131092498903753,0.07286091180053919,0.0796630372537889,0.09319570412492505,0.07605046139220743,7,9,0.027408733836771563,0.1655558329892715
YDR026C,0.8082815796509906,0.7809832929461618,0.7375049767178393,0.3194852390535773,0.7296250957432652,0.5948912065737737,0.019677857032900904,0.021032190290580618,0.02302535935319874,0.03707359103627778,0.023368404915770573,0.02860432573981128,7,10,0.0020551564943148293,0.04533383388061095
YEL004W,0.802219885687506,0.7911879343076298,0.652514280587412,0.6099951316589485,0.7018018878612042,0.5921310638734983,0.025507512844992183,0.02620925022151854,0.033810008722543056,0.03581886468832103,0.03132054042622641,0.03663001675274305,6,9,0.0033473932987907566,0.05785666166303373
YDL188C,0.8234997301219346,0.7413646692035774,0.7840698654867535,0.699435656320337,0.8013812972011662,0.7628778172794772,0.02282471390998574,0.027629726211928395,0.025245808492445582,0.029785259282613795,0.024212672419856866,0.026455668972522633,6,8,0.003003436466597472,0.05480361727657648
YNR016C,0.7761816600863481,0.6590305913214483,0.7720188653638969,0.6300171747238703,0.7368763185191511,0.6524631847215525,0.20493342790609237,0.25294300727044666,0.20683042521558304,0.2634849123003173,0.22220045191804955,0.25536735482744655,8,9,0.190933914608744,0.43695985468775506
YHR176W,0.8730877116853927,0.9596181665387675,0.813260838121161,0.6191256814659378,0.8936047948907688,0.9293939565045104,0.08907260107372188,0.05024412807000518,0.10804632503881476,0.15430611687296078,0.08155551327321135,0.06643749286065027,6,6,0.06361180696640717,0.2522138120056219
YLR227C,0.24050465420633205,0.03133881374147529,0.3070216684940711,0.10132063044441697,0.2855166088320341,-0.017999763957512238,0.07860243775685281,0.08876860725039702,0.07508155946200691,0.08550191521956982,0.07623765437264936,0.09100123694970322,7,7,0.008277516435718597,0.09098085752353952
YLR403W,0.44156549997540484,-0.10985041612190538,0.3838087894645503,0.2595167533786492,0.35907867194284726,0.4124683512454296,0.03895627545644528,0.05491911524588509,0.04092126560841099,0.04485893161971395,0.04173435149459637,0.03995829422493458,7,8,0.0027652586075033064,0.052585726271520736
YDL048C,0.5927586317899067,0.5334734231691161,0.5342720584869562,0.37149111784981903,0.5257420735858267,0.47940219214570345,0.03765350797417213,0.04030117367179044,0.0402666636045984,0.046777306306239906,0.04063374009632195,0.04257264828753565,8,8,0.0035425185789098473,0.05951906063531116
YFL005W,0.7812077353697222,0.8260857533511563,0.6839341064099846,0.7147736808748579,0.7567671871777019,0.4929734141162342,0.11672326639711976,0.10406604043066807,0.14029114754405572,0.13327118192835544,0.12307009383427647,0.17768747531564455,6,9,0.06336304492230087,0.2517201718621312
YGL219C,0.7497157129647287,0.675376667418959,0.7783628677208179,0.6070331840530407,0.7577910929303524,0.6528448096720534,0.03613862695139358,0.04115709576138944,0.03400761039167358,0.04528275008923448,0.035550843568629385,0.04256147660733373,6,9,0.005309612763369269,0.07286708971387061
YIL091C,0.7091753824714133,0.48505817020796416,0.646678950653456,0.462424357791559,0.3123618469714019,0.3174429371299299,0.02735039598179692,0.036393776327045615,0.03014621495121232,0.03718500351493645,0.04205600525174064,0.04190033721004588,8,8,0.0026172741103905857,0.051159301308663176
YIR034C,0.6794743789519668,0.27462765928497024,0.5784892629172511,0.4258776692198496,0.5790982459730394,0.34587167336177393,0.04242454156671772,0.06382139292954675,0.04865081319108994,0.05677903440670813,0.04861565604419073,0.06060622881177523,8,9,0.005713795645445125,0.07558965303164927
YOR205C,0.7790471472879553,0.7292301475834337,0.6805159604027373,0.6144568869454483,0.692807533410263,0.5389700710082818,0.023301780672710666,0.02579523315849403,0.028019726197913916,0.030780507670704237,0.027475435450684423,0.03365920572403723,8,10,0.0025005281332019444,0.050005281053124226
YER049W,0.7928901173539847,0.4363553517262442,0.7861194857306371,0.4686523876549651,0.5821530935888155,0.6414162960510821,0.04413807323559963,0.0728141281067043,0.044853730518340344,0.07069721833885347,0.06269336131262894,0.058077542874267495,7,7,0.009571479139781338,0.09783393654443912
YJL093C,0.7812965233696026,0.7630986728240968,0.8011474735030937,0.5867773565795363,0.7546548292616242,0.7005501109418923,0.030408126643904965,0.03164794890709118,0.02899528477724809,0.04179784370798086,0.03220702266366642,0.03558147112807389,7,10,0.004302063156014448,0.06559011477360326
YOR090C,0.4112344656390702,0.47237775186260067,0.446793464454723,0.4327390880060923,0.4514584798717297,0.3699368311835213,0.06958224859355888,0.06587017536735583,0.06744828645151422,0.06829968474170224,0.06716329936461435,0.0719812387304763,6,8,0.00836773036072242,0.09147529918356331
YGL040C,0.6185970847607539,0.4373934087838208,0.6004481750875337,0.3281415163807212,0.5496213596452046,0.44163980685000703,0.04551255372381783,0.05527663642168312,0.046582818256717645,0.0604057252790741,0.04945703691471927,0.05506763496500608,8,8,0.005526262863656039,0.07433883819145978
YMR256C,0.592675605566325,0.679960162988078,0.507638851068315,0.5680299846651217,0.7031656970655555,0.48740774605531156,0.3367540475523299,0.2985002054422255,0.37024099320766557,0.34679227520790795,0.2874747188674853,0.37777101550812187,7,8,0.28329464549074923,0.5322543052815536
YOR226C,0.6344728299374607,0.6678312101434304,0.6213976481501378,0.7122390292424088,0.6330423721138907,0.41221452876657627,0.15055456211156235,0.1435203550711494,0.15322362816152077,0.13358264330921404,0.15084886535385986,0.19091652089236671,5,9,0.06309883107770733,0.25119480702774755
YPR180W,0.7564033435484211,0.790101026644146,0.7407455081156398,0.6003329144454832,0.7241399964230482,0.6297651056399236,0.025132006549471928,0.0233290288360695,0.025927142080700485,0.03219146152266069,0.02674458550600994,0.030983478691106507,7,11,0.002638372692707854,0.05136509216099835
YKR010C,0.8399234968606736,0.8489358720988067,0.7805866035643407,0.7283778732538957,0.812211056453509,0.6671454987897074,0.02321043244890191,0.022547589099933388,0.027173839625628117,0.030234445672275623,0.025139373315676204,0.033469301980549974,7,9,0.003424459336760531,0.05851888017350068
YLR389C,0.7641412421388027,0.5700515996241238,0.6753042606243747,0.4226344875837136,0.7406876906149883,0.5617016489350994,0.02689697158858819,0.036314958271578664,0.031558450804305874,0.04208262286713208,0.028202586971530934,0.03666589573373239,7,9,0.0031211015497538013,0.05586681975693445
YLR025W,0.7387609955178577,0.6488603393120151,0.7182710894807789,0.6402991989053319,0.7584641716441866,0.5759795727988033,0.11289926553203891,0.13089168217329533,0.11724324077630442,0.132477709015302,0.10855826336066553,0.1438353042056271,7,9,0.049647496176690176,0.22281718106261506
YOL072W,0.7897094031442324,0.7966699411820637,0.7788442749024643,0.5944988428732974,0.7660059407874116,0.6041720480144009,0.026837367676595714,0.026389476952221082,0.027521942461688424,0.03726713771324753,0.028309513431756972,0.03681995208156216,8,10,0.003485082926891628,0.0590345909352443
YOL004W,0.8199598632295794,0.7622327667404749,0.7567656778630901,0.4645940030535063,0.7429398437839609,0.6862070916268141,0.025312474798878364,0.029088809210951815,0.029421334630871442,0.04365073458690424,0.030245956599574336,0.033417311217805994,7,9,0.003621204238740971,0.060176442556377246
YBR123C,0.8124569780402018,0.8333331000774348,0.7525526121676432,0.7107178103018125,0.7803982191565878,0.6767982839510107,0.023581137381810245,0.022229974899326165,0.02708667708970103,0.02928701716111911,0.025517153281933026,0.03095644796389732,7,10,0.0030170445642162965,0.05492763024395187
YDR296W,0.7780989789202128,0.5774223268384262,0.7720952969873979,0.5319491705351156,0.6763983221590425,0.6302382857711863,0.02232307031584078,0.030805449530217646,0.02262303777041822,0.03242058048409396,0.02695750281838619,0.02881610299230391,7,8,0.0022850814866525017,0.047802525944268905
YDR285W,0.7936597492478114,0.8510728563426563,0.607909745295717,0.7061773658965381,0.7381507797661078,0.7202443689771552,0.05506635626183145,0.04678227022812824,0.0759079717474665,0.06571083518663325,0.06203260304905061,0.06411856316345003,7,9,0.014953465886262639,0.12228436484793401
YER150W,0.6457371942876315,0.16129317326470738,0.5214452804475986,0.39102600760932116,0.8007260682402444,0.43118552194844195,0.07252695613002898,0.11159423544543458,0.0842951278936177,0.09509026218430842,0.05439536771406968,0.09190137158536454,9,9,0.015108678576528313,0.12291736482909285
YFR031C-A,0.9087835271272867,0.8795067873123531,0.9035004959950306,0.7780707700689875,0.9157637074224236,0.8875792052562876,0.29087383665845945,0.33430995864328217,0.299178625351621,0.4537067859417856,0.27952306129078713,0.3229173258871953,6,9,0.943820011947023,0.9715039948178407
YDR425W,0.8492297205010606,0.9019250372555532,0.8264891639867447,0.7291697912965549,0.7986542218680405,0.7894459471366682,0.026020797930258018,0.020986587001921898,0.027914254986801442,0.03487476520123433,0.03007003987240355,0.030749959126423452,6,10,0.004569604549907656,0.06759885021143226
YDR069C,0.7089900450535288,0.6043949983488015,0.6702205757376571,0.5296822718830847,0.7315377558017369,0.6035904015436231,0.034800775328860514,0.04057568718889922,0.037046465086123366,0.04424158438043148,0.03342539937672346,0.04061692843368183,8,9,0.00423470470703956,0.06507460877361892
YJR010C-A,0.5791202602246326,0.4316072597415135,0.5879611752639902,0.5170328928541816,0.4157062597847754,0.3992373377110493,0.03706233862714449,0.04307031725442324,0.036671010671279716,0.039702018419439065,0.04366861584486808,0.04427976182728545,8,9,0.003320937919571307,0.05762757950470683
YGR215W,0.679458399655652,0.5585153986568725,0.6967729684866848,0.3181942242839698,0.69833408219923,0.3739005754944822,0.06847542931171427,0.08036192724786002,0.06660035138416452,0.0998672063612765,0.0664286897650732,0.09570050194492483,8,9,0.014884637577348493,0.12200261299393753
YLR133W,0.8354889852841658,0.9000350632478966,0.8283666339157137,0.855647710810349,0.861916039650998,0.8038556771753698,0.027944575079643364,0.021783309769422186,0.02854308294892098,0.026176516863923346,0.025601866983993495,0.03051320950118497,6,9,0.004830067245401833,0.06949868520628166
YLR303W,0.8379929073502996,0.9397751142234688,0.7989700175828292,0.6932253486939004,0.8620449262306009,0.8619647119105605,1.6954097585771561,1.0337027149235567,1.8885917219192925,2.333014295801309,1.564503371205336,1.5649581472913734,5,6,18.053793335883018,4.248975563107303
YBL064C,0.5139283729798116,0.3017062979034282,0.5591907638596277,0.39462767622093375,0.544361456548001,0.5109666299821123,0.31372304838951504,0.3760238167447357,0.29875943780139075,0.3501124639050257,0.30374316793225975,0.3146773891496694,7,9,0.2060372379886974,0.4539132494086259
YDL097C,0.6067406956394668,0.6076530643587841,0.5370062540187912,0.3140644928874463,0.6363084985996683,0.3714416162693537,0.19565706941370903,0.19542997364564937,0.21229687593078794,0.2584030784198444,0.1881579693263869,0.24735964711459615,9,9,0.09905244950413347,0.31472599114806754
YHL024W,0.7780319776225751,0.7646872792472134,0.7662854422453504,0.7227076167085558,0.7517540419257059,0.6157712734230802,1.4460399729637978,1.4888734812581592,1.4838089093139142,1.6162333436912597,1.5292418866117163,1.9025234028728562,7,9,9.585688720347989,3.0960763427842
YLR240W,0.7909464959817758,0.7546514600586581,0.7823485602237931,0.5897564140962915,0.7842095853895719,0.7273353330210318,0.02698993277145535,0.029239154901066506,0.02753936038405304,0.037808894309319226,0.027421370193326095,0.030823894466030233,6,10,0.0035456779955762726,0.05954559593770368
YMR123W,0.8526379704741682,0.844484480731537,0.8328215659320494,0.6535010918463552,0.8385062428615394,0.6379035355760252,0.028309927612484166,0.029082573156137163,0.03015338607249821,0.043410710807047614,0.02963628967343535,0.0443770168094043,6,9,0.005534075266720125,0.07439136553875138
YOR043W,0.5227726991294884,0.4673359758509963,0.491539031022186,0.3481440660198496,0.36551572749494277,0.27225922926208124,0.027327094018317316,0.028870711944111324,0.02820717682871294,0.031937919535903636,0.03150948038527269,0.03374575614864583,9,10,0.0015922628385970595,0.03990316827768266
YMR068W,0.8295162671549663,0.8390894652666139,0.7790841434751761,0.7308308490702664,0.8366815750086095,0.7390625599138073,0.02514085516085601,0.024424788519612595,0.028618839403446922,0.03159011561387979,0.024606858085857455,0.031103321664894937,7,10,0.003772508995426377,0.06142075378425746
YNR035C,0.699470563578485,0.5530037335832139,0.6725265751909638,0.5752902075613529,0.6484047995637462,0.6549670704112807,0.050218985139993275,0.0612458083881404,0.05242186339467115,0.05969948170858428,0.05431826536587974,0.05380897215059634,7,9,0.00853890112706762,0.09240617472370351
YLR307W,-0.028401141345216763,-0.06389730081783784,0.11880763354530965,0.06048189647099966,0.1475514051741572,0.09933627263967293,0.926544800544882,0.9423994019405995,0.857670576823163,0.8856002383658048,0.8435663511199322,0.8670946060975057,6,7,0.8494218620921576,0.9216408530941744
YAL036C,0.8634808475385062,0.7939453030838557,0.8347820533500567,0.7889128485699533,0.7951832796106583,0.7233156348141954,0.027054962872450024,0.033238499485792355,0.029763140930283677,0.03364194141496584,0.033138500616210015,0.038516113691801655,8,7,0.005455737157555083,0.07386296201449738
YFL021W,0.6734655177056983,-0.6139021371549376,0.5226396246329639,-1.424063061198046,0.48388420991742565,0.31586687012308257,0.0682207958630699,0.15166691568238902,0.08248508757129719,0.18587638325567968,0.08576810796538152,0.09874669471864514,7,10,0.014502993461497356,0.1204283748187999
YEL065W,0.302003797186011,-0.6790372344873448,0.3261544297767538,-1.8280606564911959,0.5487641513444407,0.07325878437245925,0.53072646400378,0.8231412714462015,0.5214640851278723,1.0682885502362125,0.42672296036727453,0.6115380059110633,7,9,0.41062138669831566,0.6407974615261172
YHR187W,0.7430995297051612,0.7518338100018475,0.6538234146899347,0.53688411741978,0.690867347165965,0.5106444280664759,0.026547587996476878,0.026092393887814966,0.030817078470670282,0.03564408388456761,0.029121588429984156,0.03663995133783335,7,10,0.00279150478496329,0.05283469300529047
YJR049C,0.823284874418273,0.7804359055344579,0.7652387820353448,0.6536751483696811,0.7738290502789751,0.02360848990125819,0.024530294101003148,0.027343024636875383,0.028273467240619538,0.03434058757036476,0.027751362099354374,0.057660431823802274,7,10,0.003464853881740014,0.0588630094519471
YNL289W,0.16973091016105601,0.29722675445833024,0.05726001823202831,-0.18798763486936787,0.2825128590024567,-0.21874816529671026,0.05315555196477028,0.04890427299210667,0.05664155403398433,0.0635836064605499,0.049413573026215345,0.06440152994692987,8,8,0.0034628328793557908,0.0588458399494458
YDL156W,0.8492808614124392,0.8590438155836407,0.8318882088957968,0.7557305688549059,0.8125865316231586,0.7544836121126903,0.02465944743500099,0.02384740935566075,0.026043432707860248,0.0313930635808255,0.02749790062488896,0.031473089888149314,7,10,0.004105361603219164,0.06407309578301304
