,linear,ridge,lasso,elastic_net,bayesian_ridge,quantile,quadratic,linear_gs,ridge_gs,lasso_gs,elastic_net_gs,bayesian_ridge_gs,quantile_gs,quadratic_gs
YLR114C,-29.538976299044155,0.6511518969982588,-0.033264943581756246,-0.033264943581756246,0.44261276385919635,-0.019194184453958263,-4.822886016104343,0.578495661057879,0.5920293204511055,-0.033264943581756246,-0.033264943581756246,0.6141997398689275,-0.019396351764424447,-29.40804257185546
YFL002C,-50.710577368546666,0.7102718891491833,-0.0007140525433109168,-0.0007140525433109168,0.7110807642583061,-0.01618297703196303,-0.9043884170918768,0.6603475388155343,0.538615551250019,-0.0007140525433109168,-0.0007140525433109168,0.6883783132832293,-0.01652290392562117,-114.03571320021827
YIL015W,-68.50186811653589,0.5929868991353912,-0.041792875721241574,-0.041792875721241574,0.14335429592006643,-0.0002654967911650541,-14.758455893310844,-100.54156265602718,0.6030242866320521,-0.041792875721241574,-0.041792875721241574,0.277727511483838,-0.00034040701555992925,-13.160926774140535
YOL032W,-5.207469777457865,0.48044245741080316,-0.13064967870972422,-0.13064967870972422,-12.673326968290807,-0.1766974938644308,-39.721445432451574,-2.521253429925102,0.6377721253806234,-0.13064967870972422,-0.13064967870972422,0.6013366647829874,-0.17551661635610638,-10.690446577376045
YDL213C,-49.41315943388396,-0.09261859730996669,-0.4060119171288554,-0.4060119171288554,-0.3734691216088315,-0.2593712771681955,-12.774055388700717,-0.9563202233177288,0.24051411502426912,-0.4060119171288554,-0.4060119171288554,-0.3934974918657692,-0.250643386677464,-181.74800001883344
YBR105C,-41.88487424199018,-0.8647008821145494,-0.5749352201322384,-0.5749352201322384,-7.333301461599222,-0.015334151541366303,-55.717336897224264,-43.80937076440754,-0.5505831807148001,-0.5749352201322384,-0.5749352201322384,-3.778284655960901,-0.015352000750513906,-7.215258234177483
YDR063W,-269.3145631919083,0.5186616431370887,-3.2339569969508375e-05,-3.2339569969508375e-05,-0.31563916099722755,-0.018978979517294103,-14.271851773297554,0.5817928695596273,0.48169389532357754,-3.2339569969508375e-05,-3.2339569969508375e-05,0.681700974449089,-0.019089295101845094,-63.78869440041473
YDR470C,-53.5574762085194,0.7268790907115343,-0.05373908748177847,-0.05373908748177847,0.7237252685291424,-0.0017389343461176043,-3.4166220047827407,0.7302971287341978,0.5856481361447046,-0.05373908748177847,-0.05373908748177847,0.6621828411654189,-0.0014979004706445753,-4.208920657021965
YOR148C,-26.215211532303112,0.819604294715629,-0.003517754097807524,-0.003517754097807524,0.8025953605915939,-5.5636835295747034e-05,-0.6108652656386893,0.717298807251904,0.6127474243839022,-0.003517754097807524,-0.003517754097807524,0.7646168938999279,-8.744333880539301e-06,-2.0214102536668173
YGR183C,-73.09191249031802,0.6658974165997608,-0.007475470075117396,0.011446134671084018,0.7289701673355116,-0.044915122506193006,-11.749564457614047,0.1459111959950331,0.5687405605365142,-0.007475470075117396,-0.007475470075117396,0.656483783234876,-0.04496652778994692,-2.7902585781292766
