,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score
lmrB,0.5003800800646,-15.806819559394004,-0.02448937657125594,0.33020983905995527,0.40474831175883874,0.4832757596996161
ydbM,0.4596721573011652,-20.024774017149266,-1.1870826396405851,-0.20047210742059485,0.3282073134665733,0.35137012373213405
opuE,0.2569256573564067,-12.308210741659384,0.02973004231614851,-0.141194490941412,-0.12293819458378907,-0.16905205980301474
rsbW,0.10267458443392408,0.05267577804307311,0.04285570499987401,-0.0686910264400542,0.057327236114980695,-0.24425196738102928
ymaG,-0.5441790620389448,-212.17426101594467,-33.49469558123522,-2.069938750773355,0.42061154799259304,-0.8115973453904091
ccpB,0.07740692267875071,-29.969273821679785,-1.9414264448845344,-1.6900479739381713,0.1378453099156468,-0.3513731764654544
sspA,0.3691255128096721,-15.740334228562801,-1.4124697625224503,-0.9448477021541737,0.356862567629348,0.05382598550384343
argJ,0.15892112768303057,-0.4600072482984787,-0.6290968704240276,-0.42597263430587295,0.23118365509097605,-0.06759414186876378
yybI,0.14490892114484244,-16.89992362713003,-0.4843717879224516,-0.4051845473491287,0.34270822925275424,0.21039626496462915
ytaB,0.4017846636914426,-17.924868966565164,-0.1961601432520701,-0.19413952591937966,0.33377515088603205,0.23961366023253627
ylaE,-0.029180521959999206,-41.099861336452726,-0.979484440731625,-0.7676997371584855,-0.07497672840726488,-0.12888354884471065
yqzL,0.5105494994332992,0.38073409988435236,-0.3613298750466598,0.06168320900135349,0.5804169651383414,0.22200575300100722
bceB,0.3240926907304812,-26.24929363453438,-0.6169686224136581,0.0005441482683846699,0.19344270379998652,0.2636815682103427
yotC,0.4728421475533652,-22.849497058122203,0.07008250549497774,0.23978923195351265,0.2900309927118545,0.4226716972421183
yxlG,0.0973413667830626,-23.484904683074266,-0.5687803990148506,-0.02028856041907523,0.265142790552908,0.06863702950956596
infA,0.6587710158134521,-7.685013128649512,0.22430647510952684,0.2641554163047154,0.660740538273964,0.7693028907829306
spsG,-1.4642098350211548,-30.36443732524153,-3.0020788371992877,-2.81862970868758,-1.2797558425869036,-2.059070925652015
ypuD,-0.3030633054768719,-24.476046275975378,-0.6790380964073701,-0.6739724918007239,-0.42225903182633595,-0.6214347466768728
ribH,0.27951440428881,-0.3691715743782986,-0.28433094323497077,0.08990940281326654,0.28532063565330623,0.30257281301624217
yitP,0.45510564324146774,-5.883223959613849,-0.3816461451826847,-0.14778983353255848,0.4431599328579613,0.4297310581069702
spoIIGA,0.7416584884383179,-3.385831543218897,0.4551238596330902,0.08088873495843585,0.508529821418927,0.5958124029843279
rpsH,0.5931568731674259,-20.293467622849413,0.20470595407158076,0.054385901480868415,0.4086218450837965,0.532407436486493
yosX,0.46431495067242456,-23.215988838749524,0.0381672316805477,0.24723485373936183,0.35952123891120824,0.29099506350056226
epsO,0.8784835658004669,0.4877784757669861,0.3259811602616043,0.16591027939017977,0.8678842999764237,0.7327859476909722
yhxD,0.18441714647740215,-29.952873700554356,-0.6503131506550077,-0.31666343985936773,0.23349726420281258,0.026555999246782758
ywsB,0.4017547606093814,-2.0043781366155744,-0.6378220092748195,0.13733051394396867,0.1349399085664975,-0.4259296385414071
trpF,-0.7004703279732132,-50.63474782110028,-1.709601786692227,-0.5863842127959005,-0.6642762326813101,-0.8346583143522992
tuaH,0.5815329674774232,-2.3857359726326366,0.19141983811636976,0.1667872835199159,0.4832356051825253,0.14703119192282543
ydjN,0.19722327535493067,-19.92723959755937,-0.16297985744919385,0.11174445481566819,0.28542946508964306,0.29954374179031296
yjcP,-0.3286595787872115,-36.21378616599264,-1.0139718699910274,-0.05858392626669895,-0.5840688179430251,-0.31794317197845645
cccA,0.5138490811017138,-0.6216895907451148,0.07992990091194829,0.11828737798379663,0.5370559718306103,0.551286279791174
bdhA,0.9174562086303568,0.8274041587812229,0.19669058758721114,0.14730669252313333,0.9079567351470286,0.9027937518590095
yvcB,0.07943679528108771,-25.016189693971903,0.05730707287606496,-0.14069624236931366,0.10960703195609212,0.1676246395886306
bioD,0.7958293483925387,-0.12848576746682228,0.1466746258511208,0.08455791818518221,0.8715029431713177,0.872119282858258
nifS,0.896286972783085,-0.7382058874487398,0.8394762118758735,0.6457935075374723,0.8287960572858325,0.8537907498820838
acoA,-0.1629971049230412,-9.342902061787695,0.1551429348959068,0.0988978294905718,-0.25815363940109237,-0.26453453854738207
epsC,0.6372983533255722,0.6568116460857454,0.3153051583118537,0.03101009187458259,0.5160119507650651,0.6310166235179715
opuAA,0.5320125209930491,0.24780923167654145,0.1619230249190441,0.2575279575091053,0.5114965337339499,0.5605473373241487
ywtG,0.42526119324822786,-8.736628524611305,-0.269704817557362,-0.06642938510629204,0.12572287460913845,0.11248283773185463
rplN,0.5000095944600533,-6.796700591023886,0.1353638811865674,0.03353759699766634,0.5630585440991063,0.7217194848136909
pgk,0.7269657350029486,-3.7275689185844296,0.3260808274594852,-0.15309260563134797,0.7576252679042426,0.815965354242801
dapG,0.43634643881801316,-24.56781266054038,-0.5084019138376306,0.06843182613262622,0.5251358178153402,0.2923751704154367
comZ,0.20303498223130978,-2.3683284100767152,0.10557875372233727,-0.060891590424695385,0.04694564203821783,-0.16781169806259366
perR,0.6362328979262039,-1.5012762363502512,0.6133739425803607,0.7086545839457379,0.476130423276364,0.574855153501039
yclK,-0.13183226894128808,-41.72245342104373,-2.7965997701397427,-0.5752404702735989,-0.23916345134100614,-0.31405521623473875
tlpC,-0.46601239533645433,-43.28654881331315,-2.793723705035271,-0.49886925036689256,-0.3305200498100527,-0.37724214202791817
tnrA,-1.9021650513078527,-25.818276886612214,-0.845363834881639,-0.508945637553269,-0.5943168787127806,-1.1161434321020907
yknX,0.5773880578529745,-5.139918899570036,0.4158095995293921,0.48184778328156663,0.48416746425142054,0.3505543510528536
yqjL,0.7111481028436311,-2.959289818236955,0.6577353664934557,0.5728164667148217,0.5988584533268411,0.5030208540750112
rplW,0.6050196363804164,-30.746540326044762,-0.28921042722774404,-0.2573799632991156,0.3648853541952991,0.25674264429165927
ytrA,0.38474485519978285,-25.3562059749204,-0.014764546376351717,0.12178179346981888,0.3811351439452446,0.10681307554865371
rsiV,0.340477109811548,-26.809645640221024,-0.8298294902556056,0.07949137031374398,0.18413594587871118,-0.0027642676056705007
gudB,0.810545897824379,-1.527138311016301,-0.05963409865707936,0.293110823660261,0.660618346054308,0.7898645832239761
pycA,0.2508201458103143,-2.5789022505340826,-0.1556236232707746,-0.38826723857386747,-0.12663363574097208,-0.10899814319517698
gtaB,0.7751107466456887,0.2846480672238515,0.2820617482921617,0.2837680676991816,0.6779729298903274,0.7305330904589532
gerPB,0.28372692768048013,-14.673145011339852,-3.4017366400606335,-0.5768352817946538,0.1779292343217368,0.5531653773696348
yfkT,0.06735207276732835,-34.06622157499363,-1.1123618833041102,-1.7659001820051023,-0.26553406945986735,-0.6993656645982416
ykcC,0.3875738897448783,-24.43049754001814,-0.47850769163325735,0.07662837089023544,0.2390715239060146,0.119049999017949
yknZ,0.4623351467818029,0.12155584278806453,0.1336624088697005,-0.16874052748101298,0.25283671654262685,0.640898001550704
yhfQ,0.8486566157185799,0.6540537655334655,-0.2429525824314338,0.007562335979133583,0.810329972182175,0.8579147325866397
gspA,0.488857328677202,-1.442711139512634,-0.7977450877630512,0.05038183768602611,0.13435612701721378,-0.3934048858065169
ktrC,0.4226527039839014,-6.51012209111882,0.1500916569092311,0.31652768906678175,0.266851218123355,0.19074163057446625
yhaR,0.6777254980970606,0.012476934766056158,-0.5526918053269136,-0.03537275686303487,0.7516058303933388,0.6633437502545797
yphE,0.8567256282852047,0.4553308373347257,0.2451689990060708,0.007369961969946215,0.7801775434387052,0.9202440590697241
yvdQ,0.836236373075721,-3.424290739686061,0.1573881479888104,-0.08684315140576859,0.7301366532027384,0.7450452104756082
yqzO,0.5856934538992852,-17.70393933494632,-0.3550675326878028,0.4523269433271987,0.5337465506645597,0.5185348997326797
speB,0.6880010066097826,-15.478632277636194,-0.0878444985306488,0.44646829270173505,0.6032641181088385,0.6426651289938525
ykzP,0.6325588315108863,-6.276058270536992,0.36603213041736105,-0.27140646466239926,0.40859514561278465,0.6218295592186237
pucL,-1.1072930711374234,-34.29433994916147,-0.6647029409890215,-0.8089329096341789,-1.2636648849074672,-0.3866975743238432
yrkQ,0.27359134881177105,-26.276746059903253,-1.0970219730420698,0.10385668599013942,0.11156308247866564,-0.013430065756005583
gutB,0.6912603157911701,-6.390459183393548,0.18779332176205232,0.3444665067825068,0.5605326233613832,0.6647085604629566
hemAT,0.3165989617269652,-15.015350132381464,-0.26625665984911606,0.13007079805083455,0.12821074273267374,0.13652529627604248
sbcC,0.3381564488488037,-25.631708077032116,-0.00026095016145655237,0.17973088656294944,0.15466998127536025,-0.07681253606928862
hutH,0.11188584306742877,-0.001518277447963845,0.17804646569677218,0.044877073250516264,0.12191044782669935,0.10674791396234451
pdeH,-0.5585805384662266,-54.091555434838234,-1.3880773568581066,-0.3203246349767108,-0.5718932267691839,-0.67504814314127
ftsX,0.3746934129690872,-1.0538345991764486,-0.2190164008522275,-0.09064216469254771,0.29242321609741484,0.3407571595671247
fliE,0.8347692475783635,-0.32384650870787923,0.6469844434697722,0.5811731710054396,0.8215031354283712,0.8502267164611055
qcrA,0.25593277980892404,-24.42272549875893,0.01277094796585232,-0.07618617057863708,0.08997689986935542,-0.06067469127060199
cheA,0.15508833624482599,-24.883649971936755,0.39709826499420453,-0.17595186661001683,0.045286580462641224,0.22925038960257083
csbA,0.5908086845807621,-5.268127859527921,-0.6819331564455586,-0.21007084701373846,0.17487563002529205,0.5277152648111859
sdhC,0.33780163166219845,0.03310411094255583,0.15390333537363898,-0.04486411874762708,0.27210711453143954,0.2600418099605495
gerM,0.44331144001296896,-2.7974837207316443,0.190570141593165,0.24298550174483102,0.2196485135160774,0.3181630024199983
ycbP,0.40941471508896066,-5.283929195814504,-0.8264495339593589,-0.03690276006478199,0.1408025490097542,0.08210629719195606
rapG,0.6993616172015487,-4.437232910596594,0.40007339548567933,0.327210332565803,0.6589092970948907,0.684599659343597
qoxA,0.9531295798221214,0.7922269512969482,-0.4183697152595578,0.03174192777444362,0.9400062839001804,0.9650206166908747
yrzE,0.7159327989581432,-0.4604254297971144,0.1908666377999274,-0.2833510822110241,0.6853919353643995,0.24758242436197875
mleA,0.32400210023008247,-2.2811372191441297,-0.24331273339517567,-0.14477113272890563,-0.05230116086036474,0.3888582494269398
yhjE,0.27360355165515604,-12.301252229926648,-0.7271863131129306,-0.3011792689291206,0.21433739008728625,0.5109530543828229
bdbD,0.7433954331379902,0.051816622945398905,0.5153780141411453,0.5642325211653669,0.7137675369874562,0.6317951059880815
licH,0.6295303676780359,-1.1990420125776229,0.07586946897330793,0.034428720144253466,0.7139341000994378,0.4610642472220051
ssuD,0.8556943636522625,0.42417398101380865,0.012811270999593671,0.27279402537460573,0.927198986284981,0.9202219637239818
ispG,0.5170909843575728,-3.7356887460407258,-0.1291193524252805,0.15936523867944608,-0.0009487578163420718,0.11347959728057688
cotF,0.10695848320141388,-27.901858680698727,-2.498155218454897,-0.4814134881510501,0.10878466830733169,0.41324317885943374
yisP,0.016757165364214788,-31.57016854651559,-0.5849054558717506,-0.30611935110553645,0.16026462879264047,-0.017148020263667574
yneJ,0.8459614810018443,-0.34443203015217905,0.495801187863818,0.6033476143928058,0.773183994986629,0.8184173760718922
yqeZ,0.732986826937702,-0.588833217180432,0.23930779895942778,0.5636118362953837,0.6169830183953676,0.44286808872887007
ylaB,0.42598916501784534,-23.971588390839727,-0.16058994108973468,0.25097622426051436,0.29456449052846845,0.2720001122852468
fliG,0.7891471693700498,-1.707041990990679,0.6207832919882474,0.6606680690023987,0.7758255282258573,0.8484249667585839
spoIVA,0.4727774525059528,-5.2521395418503065,0.6854543134457173,0.5828640429075065,0.17957472331526658,0.39018978354273925
ytpA,-0.023621379606690862,-16.626166691728972,-0.8337806769213496,-0.2694171284699802,0.09367971706992195,0.11015390796141933
ymfC,0.5462872771498801,0.2510316809698151,0.4189288899798277,0.5088044411479249,0.5879833656081026,0.6302845733513994
yoaR,0.43074574110064245,-18.445567009897402,-0.8233410096315337,-1.0342684115038114,0.3192250123361985,0.2678755484056945
sacX,0.3062049218676104,-25.867306106618738,0.2433316246722964,0.10364455182041343,0.19503502883446,0.230345421526859
ykzQ,0.0401093857578948,-121.66601451014643,-2.8827464287471942,-0.4439698144697368,0.0016379046249145324,-0.26606625540790185
csbD,0.09209276990547044,-16.982134182803964,-0.9809107857700192,-0.2385337984511835,0.026400740008834633,0.13598167471494982
sdpA,0.8801162771051179,0.7673893968383739,0.6614308855710538,0.02442614662812226,0.8226801551226524,0.9080199360056659
nprE,0.6799877302226534,0.7305418458733499,0.5592586438366696,0.23160999155616602,0.684495954535357,0.737995749925397
yfhC,0.8153170615369248,0.7650228922453945,-0.44630303605451105,-0.01947258753694925,0.7820352065596549,0.8407775031102878
yobO,0.3140905474375364,0.7172124768116249,-0.05814107308076344,0.205695258162937,0.327874305323576,0.44519164505608066
opuBA,0.3659248995801424,-17.80976940700694,-1.0293736816398007,0.10598811262999919,0.4124154469741219,0.10341767409617453
rbsA,0.5633380035703802,-2.8693196085896675,0.554691362025169,0.5807506548570103,0.44441994449793154,0.6228078944064903
pspA,0.2584689622274454,-27.154362319399347,-0.7124142360845185,0.06215520821345322,-0.21337535044770273,0.2719550746824241
exoA,-0.34484408382894394,-43.357081414383394,-2.985900327204896,-1.814218600183814,-0.3832387718473147,-0.4211715337150417
rplS,0.872157196346506,0.04843218544526573,0.22468705052745852,0.40103179049625093,0.8541311858848674,0.9011974240826036
ytlQ,-0.38985133130488947,-35.332302742556806,-1.454276271612689,-0.3543586483911756,-0.49111551506004814,-0.6124779204461226
yocL,0.3453748657866238,-14.638673492697981,-0.556856525942754,-0.5592860770199262,0.2861272492984903,-0.02653154278040093
rpsC,0.6526583190478734,-20.574105032975886,0.3307351556247904,0.06434350500026076,0.3730354514868295,0.7133625346707673
ytxM,-0.2462991758530899,-50.66328353133717,-0.9349414282506792,-0.13328391840995168,-0.3760584140058061,-0.49892520491996284
ywoF,0.18227118175237234,-25.822899536372265,-0.2164648270106988,-0.021332833312629473,0.3504273160124203,-0.19538362062125292
ykzB,-9.348514609170026,-108.82946780952895,-2.857998088770256,-5.2145563402787065,-3.6141080333195905,-8.065060704341967
nadB,0.811278224944404,0.6346751330760562,0.7258187222237764,0.6368251444287832,0.8015322822360945,0.8460712540442192
ybbA,0.802200773665438,-0.4797338633333179,0.3950234655541428,0.38703941366647865,0.7371633588486788,0.8153014801733409
parB,0.6445697517005076,-6.351287229248693,0.1538168183372417,-0.025552145733764853,0.5588594997686266,0.6816941757328325
degS,0.5472422059813125,-9.732487463675685,0.2859228375150734,0.24250843719067983,0.4499740324338689,0.3519980476888719
ypqA,0.275880929002319,-25.293736259800955,-0.5753126977700775,-0.5084037057210262,0.12167014066863724,0.37016982497533024
addB,-0.1705188271621516,-37.431017549294,-0.6886859266319507,-0.03932224643251647,0.006624086409494412,-2.2233343938857852
tyrA,0.6377255220249403,-5.626082190273475,0.04825083719384027,-0.2418497272913369,0.6356110468174836,0.5481103593433458
pyrC,0.031200712468706926,-16.53184086044031,-0.220003598370627,-0.19828926465135965,-0.055090269537747094,-0.19977304905981086
yycA,0.21743301647835644,-27.339073843047434,-0.8576878323630968,-0.12758796796622174,0.10521536239402551,-0.07270865121351111
sda,0.8909127885964149,0.07208499217737474,0.6861316985640911,0.5116726270885216,0.8807261436787064,0.7613705445784111
yjiB,0.3510511918408421,-11.095579570447292,0.05429323848073442,-0.3661544175810467,0.474119528991254,0.39572971730368756
yfhE,0.4802033204576457,-0.4880805956369749,0.4388103138028058,0.45074655448961987,0.606220585981988,0.3878808348012063
grpE,0.35666171041322026,-6.127970725608399,0.03929136811216005,-2.418408357123827,0.030798545295902313,-0.24788149407310134
mcpA,0.4143922238335548,-13.240545968853139,0.5441895254906994,0.3674026189326861,0.0880624245969387,0.20654365558456467
yvcJ,0.601210966952043,-0.6815141633318569,-0.04110741047447952,0.30172756809248247,0.7239448771176291,0.5463387282405192
yuaF,-0.6975762844602875,-18.167002141997166,-0.4229903658367189,-0.6354396217597731,-0.8393375090721251,-1.9832843195848362
tagH,-0.25661566365250144,-48.15812018046386,-0.7598272816249432,-0.8034169236961783,-0.25053611784885543,-0.33103954557594073
yusE,-0.5855415568615321,-65.09457583626828,-1.9047408390333818,-0.3717087641668064,-0.9742569434384787,-1.0430443471733866
sirB,0.8343275140374999,0.7968479553278117,0.38296198497123024,0.5158044594180886,0.8132911371585764,0.8758994716272792
mtnK,0.3352073759186063,-0.019283282984621675,-0.41232990742534503,-0.16726081573178542,-0.09743176491826144,0.013465399166900593
ylmG,0.44382731087206906,-5.249163198041634,0.10600222481510235,0.10075196044412216,0.2738310477025604,0.3426684925401322
ywdK,0.12445711287309191,-7.361450006983217,-0.6329036724616968,-0.1970195698164945,0.06948811522698473,0.12818721089071217
ykzE,0.49960896401734933,-6.3807381045360545,0.5408180900474701,-0.0005092645805895302,0.3272899419852,0.5125070226327468
mtnD,0.7561197758954545,0.6210426751096015,0.24472940877618077,0.3150125838138289,0.5168486843917619,0.757487304594469
ysnD,0.17492310528219568,-3.863382288822743,-0.46559002315558473,-0.5734293543307691,0.4250343014779283,0.6576748664695065
iolS,0.6292749679782246,-1.5996994376614229,-0.286415704941132,-0.041570998774528745,0.07292059458603584,0.6829173119810724
tlp,0.6875980940026957,-0.943902499042754,0.4793734854304964,0.23250617297378118,0.461846902669207,0.6553342163481104
cotB,-1.9467656242287985,-20.043531999418832,-1.6619156587304542,-2.356282772344018,-1.4430725190852511,-2.3231152413126397
yabM,0.20470896944841943,-29.680294656398583,-0.31807955760531414,-0.042994067389254154,0.05573522661480734,-0.13834315331001612
yyaD,0.26676922790508173,-17.31940244223581,-0.7546847290107936,-0.3582988580983266,0.162043067458986,-0.11579742469560328
fliH,0.7901532626922241,-0.785968711569581,0.579765574145324,0.6207723128267211,0.7569215397716135,0.84741785066501
ydfR,0.3967372545931088,-21.249180415010763,-1.1092478715109362,-1.2253299552896162,0.25533332043299206,0.33813503821094726
sspJ,0.6406544316447795,-0.9865696305294172,0.22314243102315623,0.3558580085059424,0.4353027496091145,0.5384758857160667
frlM,0.2043899903301818,-8.482303448058392,-0.05412971842107073,-0.06770080222770414,0.17100828567270177,-0.2717933538963613
ydaP,0.4000136825695787,-8.084496653586351,-0.19820022366842283,-0.037974325526088704,0.17269673535277197,0.17008782544833312
tetB,0.12190762348756312,-30.920996247194132,-0.7633147279727197,0.22366351724605893,0.08413948214257594,-0.4159571573623413
qoxC,0.5301275899647613,-2.2302976688364433,-0.14746859837489978,-0.12340049621292559,0.5573517930953944,0.5583718780353774
yhjB,0.2203804003530474,-19.106561647815454,-1.7872259442883704,-0.6880264626437897,0.25077512867797236,-0.33905354150345857
yqjB,-0.30419125862719665,-33.00142490516311,-1.92818072691596,-1.3585580651001163,-0.06571394982227674,-0.43580523621861333
iolE,0.6039209657504672,-9.949163465379625,0.34454703960371125,0.4177372940876166,0.575004288351444,0.3957784893626327
yddA,0.4019940457952922,-24.049511418838915,-2.8498316145779192,-0.11203903929038472,0.2651499772361571,0.2782975676074495
yodQ,0.37099472419042123,-2.0743860515625467,0.37648434374926265,0.5230852688500829,0.2970673407841682,0.3364016314056836
eno,0.22739108429759847,-4.209711053332032,0.6234952173195956,-0.053202938053868776,0.43386578987269686,0.29659853808382364
tcyM,0.6198859517392701,-2.361170679925619,-0.08413739208758853,0.2924283152473378,0.5285641182165006,0.6386980739963188
thrC,0.08039979123637786,-0.2905629391111717,0.12626114612296402,-0.08860784727836557,0.10902118872848043,0.32425862523988225
gntZ,0.16848955086710482,-32.24803075757373,-0.11143477819318992,0.14443992093620528,0.17256957469495704,-0.24499807098677762
mdxG,0.42722907985715275,-20.94944507136168,-0.40050129871606366,0.1774649953298748,0.2784739021068896,0.37993030557771224
ycgA,0.3079951204189869,-2.687416622166125,-1.838272302656216,-0.014854458291038153,0.15095479191377237,-0.2524229266630811
sodF,0.3760113289883569,-1.343682510305947,0.41470793866946454,0.5644723458331755,0.37754979785321763,0.5121569989636197
xkdT,0.21686343056348978,-22.150632906036563,-0.07622135022886312,0.1224933825044825,0.22837789050718815,0.03927745455221476
rpmH,0.18410945826126957,-146.9032077133427,-0.5863328460760258,-0.15231916530958456,0.5010336343500661,-0.5636551085047952
iolJ,0.5503364982668346,0.8594119137711163,0.07265670540892799,0.2380962864482955,0.5035690815973597,0.556835626671766
yfnH,-0.01636289469442298,-16.58254491974545,0.17145355208402902,0.23730847221829265,0.17277951440643358,-0.08539650483925865
yhcY,0.4071791731903933,-3.0176347979662204,-0.6680366704143985,-0.6870614626951475,-0.05920393975567051,0.3152124492333501
spsA,-0.5056937652435916,-41.73306661524525,-0.28132726190208857,-0.28385553226499516,-0.15465622316460603,-0.37889140604486915
ansZ,-0.6320674868270566,-29.024879594819193,-0.7300654018851411,-0.40305347087198906,-0.24979491493778205,-1.006565772033519
epsB,0.9063002850532147,0.7949995909016336,0.16601598310888255,0.05151616369074263,0.6006485034058713,0.47649394112076615
yrrT,0.6973101608051482,-2.2376962718385065,0.039970196130774904,0.30034282165422965,0.5407053401150667,0.6542432081828709
comEA,0.17708289305837066,-23.760205412090656,-0.32049367866345047,0.10912966941904767,0.11153077721638682,0.11062989277020352
yrpD,0.6824636682733622,-1.281819216059457,-0.6546409445393144,-0.22588107968441373,0.5483950232629939,0.7882485174459392
xkdM,0.6235184310330044,-7.29697742701058,0.49094507356513384,0.31748304609089506,0.300673590532752,0.46326121537920917
flhO,0.03639829088969049,-31.786011637445334,-0.3332577340321703,0.02024938286411271,-0.2475639533047298,-0.07351722480379741
ftsZ,0.24572183824389215,-2.50266174996073,-0.14031220756573215,-0.07552935515494874,-0.13786803710109896,0.2882669194025289
yjcA,0.8786176262252368,0.20368217166286973,0.029450137165533463,0.019830874924548048,0.7547266533665966,0.8539561855305244
cysL,-0.006098641696965945,-38.03666181738156,0.01026532898219068,-0.2116655165163619,0.04977369671653009,-0.2223357748053687
yxlC,0.34921689382921417,-23.242215129837366,-0.5314511403765856,0.12694629174567584,0.2827142180645229,0.3428018161950872
ywdA,0.5739935189209517,-3.2393153036922335,-0.8089774157821743,-0.4823679826780458,0.5671903946280166,0.49374437785572955
fhuB,0.4616110500705852,-8.271042771984273,-0.43898663534499316,0.08319777273194584,0.2727199790362941,0.4105163327910334
pucC,-0.8601834514196212,-32.00450097341928,-0.5970612346829567,-0.6396064480119588,-0.8948430739184059,-0.9386343498467766
pbpX,-0.010505703704688063,-33.32261412661314,-0.41757721518754054,-0.004395420895015656,-0.10077349838735272,-0.1464769734771385
cssR,0.12319153977368136,-37.31192458476951,-0.406165633168331,0.01378584331310062,-0.028519085345414696,-0.39266570746276797
yqaG,0.578623518966201,-21.394502313008857,-0.5142879780881964,0.45689612682415837,0.252683866549707,0.45305168748525493
fadM,0.12449962622215327,-36.00509720979232,-1.362304686486342,-0.51471234895057,0.10396220336076656,0.14170017339856
pstA,0.6197934379648394,-0.8905251047883596,0.1987846101463826,0.23137491121993237,0.455955578558354,0.47204791351072095
phrK,0.6925985159415745,-0.29149829050431886,0.4174076789461866,0.3818740944627145,0.4513853878470032,0.36155925723334004
ycgQ,0.006569835641568655,-33.981862288501176,-0.7264559233857735,-0.1087514750023173,-0.00609822155665829,-0.37473738894049835
bglS,0.8212595246413499,-0.8116784807258108,0.31967497279035206,0.3140873388949389,0.5129161766080335,0.8025149535501129
fbp,0.5234699416600053,-4.131051302726706,0.13157279452284087,0.13948688841494128,0.30119063182905537,0.08985651193969468
spoIIR,0.6732031221685675,-7.358254181996299,0.31816664520199467,-0.03723721086521392,0.5872829448403152,0.4031805226445254
araD,0.6532921396332585,-15.749771357065327,0.47404799109720164,0.5356773149878712,0.44058981343560844,0.6940263294615385
rapD,-0.3730125826408106,-36.67140759556587,-0.6970969048732292,-0.21063778984307047,-0.2576812142179339,-0.558362174033149
gmuB,0.355787344218192,-17.772097464905496,0.2917088029802062,0.2997845414592575,0.30738395070439073,0.305673497081717
ycsG,0.05336127224171405,-30.46375577421432,-0.4662913608108936,-0.6828817111598275,-0.3640523105823288,-0.6131255314801114
yviE,-0.06388346333557848,-37.46046025264151,0.16009510394144344,0.020689241928300572,0.06482043551796546,-0.4501592487088568
ohrA,0.12400145002927365,-29.94962977637393,0.0626139327993801,0.2426217480842131,0.16587005473766914,-0.025536437071667528
lytD,-0.13465090374564093,-36.70042582937251,-1.834143969115516,-0.3270671868109596,-0.15816611907940548,-0.19946265512034178
rsfA,0.5513463495402757,-3.869869806848815,0.4443233080422003,0.32931037573879895,0.3279778518270736,0.5241258194642368
yfiY,0.8197157056739481,0.3791780390151839,-0.46920077064762067,0.007832978862558515,0.6695916652235341,0.7605879413771997
yrdK,0.2980596348661424,-23.126417380795818,-1.1958429343718673,0.03940826447056722,0.11631542467518685,0.25698725372501996
ytxO,-3.6313722447596355,-116.16084688454475,-10.655866445920186,-3.607478503983276,-2.544791426983287,-5.406251065524366
rpoE,0.7727947531965195,-0.1784266656150275,0.3739164240964187,0.29103209986600154,0.7663435454393328,0.6615680917956864
spsC,-0.15097875829616902,-57.06622707125478,-0.676121271015462,-0.21645416967001307,-0.43476111932905326,-0.5622324324622221
rpsK,0.730754021163132,-12.43411363919737,0.22734696017893918,0.29841066717117937,0.7240258868306135,0.7130179652660302
sbp,-0.5319340711283636,-47.512071983500114,-0.41773369171920893,-0.26153116133881693,-0.40396247632891513,-0.4625413285662907
bceA,0.36113142669654075,-24.18072167075307,-0.640360014218631,0.05141031550899888,0.1822290607592052,0.32303427058031753
hemX,0.06332374163339272,-6.363780642341442,-0.2966612470272154,-0.08968676694182043,0.15272619229762363,-0.3674735308661552
yxeM,0.6057549713118617,-11.827365748876684,-0.2908200296056076,0.007508033277031423,0.2732594365775033,0.12124169022853049
flgL,0.6761717032373327,-3.440082594888543,0.5093742379135375,0.5560873623205218,0.512412638595751,0.7015958952568166
mcsA,-0.876407753465662,-29.782343779551105,-1.0602021830739852,-2.79454413445883,-1.5887982561564047,-1.8789178556071993
uxaA,0.43367592386980236,-21.330238748802,0.2558909795009574,0.007717511253692133,0.26584996056257504,0.3685576197306707
yfmB,0.151520562751028,-11.968501074760741,-0.2715461274081379,-0.597134725104731,0.2564595629075407,-0.07147081461006843
malA,0.8262433939519463,-5.733452327311966,0.2051437919650878,0.4129622867680085,0.7284189640985639,0.7548507865539986
yvrP,-0.0376471991427747,-33.507119369699225,-0.8114638784623018,-0.523123537687227,-0.0014035674134091902,0.07551305097799099
sdpI,0.8094105143598247,0.6413204588983964,0.726808338673445,0.6953078587598769,0.5874746660762684,0.7952357461950174
ydjI,0.47013079496464505,-6.364409771952904,0.1888365258665411,0.18262874535373308,0.27950688581656613,0.21919290040112893
yngF,0.6979598744540605,-1.220737187530501,-0.6564544210116023,-0.5643780424448575,0.254667743869022,0.4113109724264955
yxkF,-0.17253405595277505,-42.396954603176845,-0.7978594532091383,-0.40170045043172453,-0.22361524933706334,-0.24188375261820738
ysnF,0.25332516467588906,-17.857720756118084,-0.7547171192532991,-0.41131649081642396,-0.29103354208448784,-0.4943748405346715
aldY,0.5077969559897066,-18.04516144077109,-0.034173152385890804,-0.20895190170145916,0.43545957165368787,0.41119776509522865
dhbC,0.7757958458139098,0.6444996553269602,0.5077636110388313,0.49958751460492956,0.8704568610589545,0.809967926262978
xylA,0.7892930951046879,-1.0495059834798703,0.6967624810182618,0.5900226052432341,0.7317330919795131,0.6390957476935841
ydeC,0.1409625717109807,-29.60934115498729,-0.6141975902338648,-0.25971578400222195,0.011097211104820981,0.08883992469652024
