,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score
yngI,0.8668867025232729,-0.8817622604844644,-0.12647815347767644,-0.08188543484978195,0.6904951481145859,0.7677251032889029
pdhA,0.526169413665807,0.19889558355323445,-0.7811741400582943,-0.048533887779356855,0.6020547985008218,0.5723748343800118
tasA,0.5143390037462909,-0.7898580415341521,-0.07990072083171462,-0.1584750153309924,0.40286827101098666,0.32355257665001547
yvrN,0.40541071984907007,-15.562362108982448,-0.23897932471616423,-0.2582673001623106,0.38623051937109765,0.34132618424422245
dltC,0.2696311173187861,-2.0128610669689757,0.16405565050467874,-0.3730044462848392,0.20330622469893989,-0.10103120094607987
cotC,0.7244630628558788,-4.585918765546799,-0.09352306334291982,-0.4250836918637566,0.6303513908009697,0.4333991370594593
kapB,-0.3364982409565682,-39.893760469327184,-0.5314707362587126,-0.47650852079753525,-0.5733022492873565,-0.3099955109832262
nusB,0.8544440211788331,-0.02269494504842262,-0.11190316362808184,0.22588934462219534,0.7682081740378597,0.8954454142851557
ssuC,0.8044712816275873,-0.11507596092446848,0.01475295493012585,0.2480526837895729,0.9102249030214709,0.9295213522545492
gerKC,0.4295738944419153,-19.825878108677284,-0.5046679988785314,-0.412889151383091,0.3543026913238265,0.3012175912522085
azlC,0.22959771288623954,-27.644998662843765,-1.7571920461581212,-0.010455942599971069,0.16156995795625284,0.09198217531165132
skfA,0.33179192796509416,0.20200656929240246,0.2415754390963749,0.09802254959794332,-0.1066291319810877,0.32440684956410004
pksG,0.3680503301040381,-1.3204740896858698,0.24120363643293485,0.2997677055285529,0.20801630064578813,0.4852244618068916
katA,0.31451806357271295,-0.9778573934616916,-0.09612725105200037,0.044543192429970846,0.25099533444725464,0.13442428186997257
lexA,0.4547090587152145,0.22589141747361074,0.44374482417226646,0.5269662795725119,0.42890006548190907,0.23956060122157286
ydfK,0.16914635100016262,-26.815299476155914,0.10808020867898249,0.1895670868919761,0.20114880247319733,-0.06335429689213301
rapB,0.8146840008536611,-3.936204032595766,0.42371183568393056,0.42711348209843647,0.6330996172488814,0.8073278418818461
cotT,-1.4142646479347833,-129.152148990585,-2.5509371535393024,-2.0107132464137942,-0.6535047945598351,-1.085144611024086
ypeB,0.6571976682220823,-7.405889015315072,-0.08811887167299082,-0.2985760642668309,0.5028857610562452,0.49495465400869565
sufB,0.6363653446785693,-0.9165293435225244,0.19164663824375416,0.3874672786725891,0.6334406562200697,0.5864114782146331
yqaK,0.4957292123033601,-20.601445792236323,-0.4431462761937086,0.3976707112977921,0.2987267032622841,0.4193326153497643
yhfS,0.16760223131006213,-27.291699102327332,-0.6439295535481273,0.17650889557120053,-0.12656869607028476,0.2522611747362036
mtnU,0.22830951534469768,-0.6376534435682379,-0.05474827447863473,-0.07237842037552467,0.31348224737241015,0.17194049950763535
ykzS,0.0361902980322365,-37.775669265281216,-1.3641322438362575,-0.26560952038685115,-0.08819533990676987,-0.49940605621408474
yfnE,-2.036164035036871,-41.011017170270435,-3.0652386376188536,-2.720747298699217,-1.0875624855280384,-2.4324310341505844
odhB,0.4941535015061129,-3.788003305670082,0.11358001218543834,0.35884306215451756,0.39814887616437733,0.5336263873093782
rbsK,0.49783299086058674,-3.839491466121709,0.4560217209328997,0.5011076738648421,0.36962444522501137,0.4593772691833604
ycbG,0.1929635236542374,-23.388399112497318,0.06828162411149119,0.05224008791282131,0.1424172837976998,-0.19258044527270535
menE,-0.13137081138170714,-36.3620619348355,-0.4395608474354178,-0.10458044485635876,-0.1344551208181468,-0.1461018942586345
dnaK,0.6323458756823452,-19.751221651851974,0.054401933015646775,0.019288432228474206,0.6637582664878029,0.5282478372676058
rpmI,0.7446086629835968,-3.449269040263668,0.10483259457549932,0.16449262481236393,0.7031453815667652,0.6697614201205714
cotV,-27.049066101052066,-974.2691374417451,-15.215423787534341,-16.867580544923268,-11.590963886240772,-19.77006902681282
yhaL,0.657467130755097,-10.019776849624598,-4.528451869306302,-2.373486504314514,0.46546413701761324,-0.8823791326854087
yesV,0.45239949936257795,-20.725537694359765,0.3849153190201057,0.4161475988968477,0.331928274487289,0.41441709392411563
spo0E,0.6837844759249028,0.09655343548998496,0.7625848454301175,0.05230355118629104,0.5919808626321375,0.5017427456525372
rnjA,0.35192805327536725,-3.763320486767256,0.10552304429859716,0.2703044131803839,0.3886744239311919,0.5146505347316174
spoIIIAF,0.7045151378445478,-1.661706715777009,0.12254632641786378,-0.15656816382146932,0.3732440028138321,-0.16451145873247253
fnr,0.35379309074947296,-6.847933037276124,0.3166623319507279,0.2898930917426066,0.523760784853989,0.45473365429943435
ftsE,0.4672467015593792,-2.9896464879500333,-0.17913974696314883,-0.10096126200697553,0.3036535456701329,0.47202125746568213
dppC,0.37495158608013235,-0.4238081913723346,-0.11264351014051344,0.36877289548559533,0.2593154639437366,0.39112231826315524
yhaM,0.8572743056581869,0.6279255266793349,0.03176804246559306,-0.036559188002111,0.6988513652114277,0.8514345177124254
skfE,0.47253281213667986,-9.579457600670956,0.1822340814606408,0.3895838312689375,0.43820222052307345,0.20982737899244686
thrZ,0.24192218550902445,-26.67086263289519,-0.5846154879645671,0.2929243446651838,0.0903497283774003,0.055169370303113974
uxaC,0.36484776952024967,-23.173930864034983,0.38310527749876166,0.12321674931658977,0.21114193388207148,0.3624657216361227
nhaC,0.056933610782397115,-29.74472965440017,-1.7141960611494031,-0.3321545938181145,0.06628433285910496,-0.5525717249791025
lonA,0.27058384390340606,-26.374988509184757,0.4422329567989802,0.02280882366229464,0.3178966958511489,-0.03443561123455097
yfkQ,0.32916967278831855,-22.632021891200896,-0.4686822069072065,-1.245736057344696,0.27237591612806156,0.3425321750464593
tcyL,0.6825135558150581,-1.1812615305525718,-0.027341837326558593,0.3498575477948176,0.5810827543892834,0.7356830897897615
yfkJ,0.31301004933479404,-5.425015237359054,-0.11056659917856959,0.04507996522187474,0.06681694552163053,0.0933694401707198
menB,0.808194458738254,-12.581962303734144,-0.49978206807807424,-0.05029991211161522,0.6642537328436555,0.5972055110776968
bioA,0.8324028150831786,0.679659566489019,0.01690025279848073,0.07332896487623841,0.859692113329775,0.9023331085013562
splB,0.4499584820049576,-8.19210016983694,-0.2992373378400399,0.26712474455580015,0.4374564072943805,0.45960299529889626
sigV,0.48471291294419894,-21.89043198843891,-0.8189509056578088,0.15131780265235584,0.36773523759618687,0.4325374013651372
xkdW,0.17096919424349277,-23.87778585477849,-0.23654890764111225,0.029652621311758276,0.06457724273796628,0.08704479238727059
ypzI,0.39935026775294313,-0.3327926664023573,0.1736423788031215,-0.02094002195969713,0.3363107915725081,0.19568684944257975
ganQ,0.44366975401614983,-21.56253633118505,0.5148387352763035,0.4656157906584991,0.398580676403295,0.4217059948078714
fadN,0.6029147285630232,-0.3407492453468248,0.25276332072321384,0.3680143976191136,0.673418071787684,-0.09573709011336407
araB,0.6942408052747258,-7.481178287333764,0.625050691246839,0.5911919267730594,0.6387492465531914,0.6263076165495007
recA,0.41630404515656727,-2.1270101559468597,0.3874850092193578,0.39651771018573145,0.2524699950002387,0.2360938820445796
bacD,0.3387068357579064,0.7570172431742916,0.28984547553291595,0.1960416475315766,0.3652980175526469,0.36971204455691253
rpsM,0.5039871331257987,-24.09131470749902,-0.055238647485789105,0.049478492155991316,0.44885939223907245,0.36654343291260505
pksL,0.3795748204280863,-5.566877608736108,0.3615048460949237,0.42632821029821344,0.26861934774396,0.40937385902400725
hisC,0.6637584523342335,0.5239579268552189,-0.03149072983348411,0.01730289929193174,0.6931567312037625,0.5578930482488075
dgcW,0.14215668951365745,-28.477797313008494,-2.2380029367657124,-0.25224316654817325,0.17192099790316717,-0.13336784622159992
sbcD,0.3948192740208327,-15.368595096026826,-0.3835760929908216,0.3034823628439508,0.32278801091601217,-0.9833198830022254
trpB,0.13338864859690658,-6.1503224838613315,0.07087757572007525,0.10064642315994854,0.2375973941311219,-0.03357970648905306
thrB,0.25311186168903854,-10.285447957614268,-7.345391803655941,-3.102391800716493,0.3639949658893632,-2.4702164639107287
comGA,0.3592775062100101,-21.93545910408838,0.3029218041826589,0.26741582308209066,0.3543895458077886,0.3923408966814177
yocB,0.09348850626923055,-25.91333965911616,-0.8054389997724485,-0.4761807380183469,-0.3711529747728657,-0.6067692299352998
yraA,0.8340514959325038,-1.9199901107547093,0.45485640746979417,-0.24582367844565423,0.5825926660113288,0.4850032314747864
pucR,-0.12739199829800274,-27.834910084652098,-1.1398085681211372,-0.18752455067368468,-0.20568268934009026,-0.5290680705239128
ydhF,0.4464791239547694,-7.31185823469319,-0.16378754948901597,0.01948472200181839,0.4883988934707286,0.12332701629283738
gntK,0.18128169512291126,-28.784628775260998,0.187635791470388,0.17143977099618535,0.09469872535035995,0.029025495622005848
yrkN,0.20685903860164034,-29.154044116810446,-1.2344964264890046,0.06161742849952134,0.11205862568699554,-0.1273436917013575
ywlF,0.06781997244583216,-3.0988078369015577,-3.022845404331524,-0.002468357966071366,0.10717477444503631,-0.24667084294330177
yutC,0.22980753086474692,-19.688482528418632,-0.8623926916788109,-0.9239363723937775,0.33297915308948034,0.12211720060911158
gntP,0.20360832688140684,-33.32094077772185,0.05050470429359133,0.1342336332341464,0.09785701409890557,-0.09866895045891333
malL,0.5154229676937552,-19.214748529663947,-0.34598929155532954,0.18509920595078788,0.4140158764941817,0.3877539367550744
yjiC,0.6573661719910386,-4.201907386853657,-0.004432573629546521,-0.3199753245740118,0.6882445412680886,0.6702824567501484
yotK,-0.3627101047360908,-30.755732743390084,-0.7293705114208509,-0.5201686814384172,-0.15191547441770847,-0.6187909926607289
yhfT,0.38292360546922954,-18.476800405211783,-0.5387596479556742,-0.042079630624692665,0.31589589222455505,0.21641875839548652
buk,0.38813004217387725,-20.05961635585068,0.19833722946696153,0.2407256188745912,0.3339918480130909,-0.7031989781148411
yabR,0.39500751160577674,-13.311514385220365,0.2640165097987256,0.40865816718569725,0.5277426741212463,0.2021450546715563
glnR,-13.05425067645711,-179.12650663968876,-6.955520788938063,-7.530206701405026,-14.007105091331118,-12.12225646047122
minD,0.46424424051992974,-1.2994821380662804,0.5047113141639742,0.27532279448440744,0.42211394931306356,0.4172622946537601
ssbB,0.49595471061484375,-0.29924623501192715,0.012944038888473064,0.07850519970847081,0.30214189645305756,0.36742816457620764
mrgA,0.34025441097536546,-0.6057662887636648,-0.12300661498169818,-0.03579936598024003,0.12084814275692402,0.16645427320995332
sspF,0.6307782243071951,-1.9420701212493516,0.4412766228439019,-0.013987433379172742,0.5156648143554956,0.7088044261747609
ytrI,0.38667987729063136,-13.3083491590759,-0.3933957919628619,-0.45760103781424144,0.2992021420025882,-0.35537538119531753
fecD,-0.30520918947966,-36.502559676809064,-0.9738388778790801,-0.43567108091926854,-0.05069901390437925,-0.7432475872777164
gmuF,0.32815308657340325,-20.121304864375354,0.21613304936111433,0.1946336679404551,0.19877967761513526,-0.042592578098974876
kdgR,0.56221412778322,-5.245197561501504,0.6574798509010845,0.7409038515937268,0.5418501487012741,0.6023021748946253
epsA,0.004158010080098529,-35.612509889110505,-0.5763841217672399,0.26159853774562436,0.16734740704285112,-0.3379193047229472
rapH,0.7967063514768193,0.4015208322427213,0.3269449296132415,0.27984915166425595,0.7558931287600312,0.8207481885997867
ytpP,0.5278398386566007,-2.6025158886785946,-0.25704631503551867,0.20888695160108905,0.42748493715562064,0.3418491139119214
ssuA,0.8346523557960398,-0.14490202279468223,0.07668262068029752,0.30286653277249753,0.8518768459142949,0.8712134098135065
spoIIIE,0.6136350740325814,-12.215234493984697,-0.7633042812062221,0.18161341378610252,0.43387881082411206,0.5370420573299927
ywtE,-0.4461761185216433,-63.23846715081879,-2.6361673333459383,-0.5259457739678786,-0.4962749389991581,-0.46601801691120026
pksC,0.7542001256221663,-6.318330248743554,0.06019057627938118,0.09416620939412879,0.6287580982634207,0.7626434105629809
degU,0.7633353480985081,-4.3161125944665555,0.36135975080880545,0.49845970159817055,0.5423720878876288,0.524895417676438
dps,0.10296491162348054,0.13232938329992305,-0.18076275836608957,0.01911459749755484,0.044385230882390325,0.09008198880279616
argG,0.1470722853608757,-1.2885393367140496,-0.3031246215419723,0.03045850428994923,-0.07373373390772309,0.23557404152166006
ysdB,0.7680171000710253,-3.0478985063295685,0.7044536453752896,0.3109162941231134,0.5943129796167768,0.7310030930939376
ytfI,0.583568936071446,-4.916793261016229,0.2752375910823732,-0.09063511074312891,0.5221079312421433,0.4405838065970099
sacY,-0.003348496632345155,-30.192926191104153,0.058682170402484024,-0.06791252574075068,-0.16977483584155917,0.03609897616227964
spoVAEB,0.763388653812602,-3.5691877303711115,0.3455824480156925,0.5064677389443317,0.6708199761467113,0.7412513116587246
arfM,0.41753624255586497,-23.15768397209441,0.1190185157697018,0.313117373767833,0.35968787271663705,0.39515808368031835
rocA,0.19680063941067916,-1.6042924310617437,0.057601455838872107,-0.004742510633357622,0.10521067909556592,0.1346513929072256
sigG,0.24364994458060973,-1.4768788394877386,0.33924268639085675,0.516742836547708,0.20367488358755736,0.3705502288005751
hutU,0.18367661810948654,0.35500051533985644,0.2878327718055115,0.09150833037210249,0.2047025822363695,0.1849207226635008
opuBD,0.4579934942556183,-12.77738073747646,-0.35379837154538896,0.2642783932935566,0.33322455327534817,-0.20040924833221263
codY,0.5052797223285324,-5.767046047765181,0.3771988618475812,0.43872248708165884,0.5939093617507403,0.44791984908727955
pit,0.5643543076155496,-7.634122436869312,0.20343465970722374,0.23794696051649245,0.41071794040405785,0.6089661028897722
trxA,0.6831406582702915,-0.9228224536676071,0.5665839853842818,0.017515874882553906,0.7668143034463295,0.24048767852138142
rplP,0.5601993668186904,-25.921692588973798,0.2141318437569799,-0.07675918429647344,0.38831899062655917,0.5441926963175934
rplV,0.5296560213638187,-10.977246538351586,0.25911782297788843,0.031488738893886925,0.3855356902660434,0.7294396443706372
ccpA,0.4237723359751404,-0.9509862551037773,-0.28059549137077466,-0.11922047014070536,0.43671600443642633,0.3943769636086655
pcrB,0.05127084897466161,-35.83723074714062,-1.3538439663513966,-0.8420316054504053,0.19820283469921418,-0.5862240587731542
xynC,0.5556875213950265,-1.8281054030137782,-0.010115076426258085,0.09168571933888525,0.4678953969082241,0.3348268277487183
ymfH,0.5327807688799571,-2.6875003308316545,-0.15685342033798477,-0.04173901053409246,0.5625700128674864,0.5952802469582046
racX,0.4140717740450731,-15.846320065658706,-0.05826718847589829,0.270989857425602,0.45029555381165454,0.32561843918936173
purL,0.6803763695674929,0.13518679614191131,0.5116353899107702,0.32109422328384296,0.48018985817376314,0.6735518522925235
ydaG,0.5832444792267613,0.5881347850328424,0.48125434174509196,-0.10566175751566909,0.66576000587818,0.6745712880933306
purN,0.6756315923850248,-1.2906739866280392,0.4147454225539581,0.27006311540473604,0.5698017349068709,0.5340414435428895
ydaN,0.3998745681200657,-24.487364990800316,-0.4569500294891038,-0.20340819547720557,0.30938479527248075,0.38004890182729156
glpF,0.5896825680154842,-0.9912790980454327,0.6853639937001437,0.48139898262579095,0.6775552577780899,0.5109856700923653
yisK,0.4483123051590733,-4.299307100968252,-0.3344426052849585,-0.39181018558871017,0.28999945263191496,0.495077355479585
sigI,-0.3631681522987902,-48.485694570341956,-0.7580431034421582,-1.1579620865677485,-0.42596644443623766,-0.7081839600319377
yhdB,0.20276715169624449,-33.48617997875529,-1.581392382092508,-1.5163840882250113,0.21283320575944054,0.2131764538873766
sunA,0.8621825306551163,0.8334738323929479,0.8390019623857898,0.6409575448195219,0.7594155186325791,0.8852964362065355
rnc,0.6050621303828065,-1.566799684302001,-1.1349416841808262,0.09904486395097056,0.28531232605053936,0.4887345663563083
acsA,0.5090058719185148,0.5274366119056031,0.45112725988404856,0.32869166713141895,0.5877535171874151,0.5145451519099824
ponA,0.5476057006331224,-16.357119767483507,0.09681987131193237,-0.11190326591244149,0.5855973637962972,0.49994219484212754
feuC,0.7905085421837262,0.05067185813231656,0.37071332259278234,0.3803641720238602,0.7807185781426287,0.8370719328951534
qoxD,-0.12218899013850071,-2.196566272791218,-0.26666760360167907,-0.3918223287411442,-0.08720970378461601,-0.10301642595394078
dnaG,0.9075713684352689,0.7728493389322179,0.6733018170089421,0.6451236119583232,0.8530869209599822,0.8937011927982678
sspC,0.6698687247123353,0.025366288410453852,0.042653800204702774,-0.0057093039032287685,0.45577905615153325,0.5359633927826302
spo0M,0.9110432743736301,-0.565815434040023,0.8592480564140355,0.4813372779018603,0.8491190133183176,0.8845019628126779
csgA,0.49285000920365407,-13.668673421259578,-0.23763097314106552,-0.2928783899422538,0.3815574064060677,0.5115609166750816
acoL,0.4773092232169768,-0.61230672101298,0.44351220838349714,0.3945943280445956,0.324243288012218,0.2110360457684356
pdhC,0.4258734608694845,-3.0045335519528367,-0.27629172553382686,0.1996532169979356,0.4576452800917863,0.46203122078668946
sipT,0.14957570875239212,-8.291961624000775,-1.2694968348504259,-0.29674122888579,0.18004677355215604,-0.27783997170196617
resC,-0.21603835870912458,-7.873873291969186,-0.0763900748634736,-0.20409282848117227,0.07433016905247858,-0.20723562105770488
ydcP,0.2133547357455291,-26.184169359156304,-3.1375906810619263,-0.18490415844413977,0.16115012232478998,0.037278204611375654
guaC,-0.16244809254138826,-23.24930582199236,-1.7652581930869502,-0.5249262692623244,-1.4650559621477997,-1.1010388356363117
xkdO,0.28903123015086285,-20.803115324138936,0.11004431882027099,0.1792863735503154,0.2380014897102115,0.5312152791271082
argF,0.15967592757535565,-1.42158550878034,-0.20067381137038032,-1.1692095849463082,0.08537586095521588,0.014943825071390804
fruR,0.32310978495117315,-35.16139157363964,-1.2161220534786326,-0.05737896572265422,0.1939768794724921,-0.03376762156485347
flgB,0.9077970658724821,0.5588805368147152,0.6676493304477871,0.6879811905914004,0.8668068587451442,0.9182313855534492
tagE,0.2934546970923819,-17.59223955545463,0.03542222105830373,-0.05531757748276189,0.2524534527029171,0.0386778017758328
nadR,0.8256541816905943,0.1380419250878241,0.6789490976711394,0.6346444766061008,0.8312472993733583,0.638876926426889
iolR,-0.4764891763982313,-43.565697033443676,-0.7401099154429764,-0.5740062721822825,-0.4656112930680756,-0.29325486695587233
citZ,0.22108083749734242,0.06362752952324635,0.0005508695732742153,0.05915296590762864,-0.28805952733063656,-0.03119834138427624
yotH,0.30895362730485576,-24.54511558040333,-0.10825136744343156,0.12399025126035101,0.2273837936159543,0.016207694999934685
purR,0.6116778703677073,-3.946153736171431,-0.5515784762551232,0.19660344308529476,0.3442883429122068,0.4305291972188876
