,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score,rf_rmse,linear_rmse,gs_rf_rmse,gs_linear_rmse,rf_with_linear_top_features_rmse,linear_with_rf_top_features_rmse,rf_with_top_features_score,linear_with_top_features_score,rf_with_top_features_rmse,linear_with_top_features_rmse,rf_top_feature_num,linear_top_feature_num,rf_top_features_gs_overlap,linear_top_features_gs_overlap,rf_linear_top_features_overlap,gs_edge_num,test_var,test_std
TLR1,-0.10285669898728456,-0.8833924718991821,-0.16278136164589463,-0.03405717071936043,-0.21549293441091222,-0.2566564134322651,0.5809326272976364,0.7591658103345567,0.5965066049581129,0.5625206905867174,0.6098772667642827,0.6201182345939232,-0.3085814002276799,-0.6026651164365202,0.6328001850630192,0.7003056304015612,9.0,15.0,0.0,0.0,2.0,1.0,0.30926317031689166,0.5561143500368352
SHISA5,-0.12418063974397042,-0.7825866228732965,-0.1626864414554563,0.010972246339964853,-0.18724291757378997,-0.23130125115655598,1.1526983168353229,1.451519684091316,1.1722734043091112,1.0811895700051606,1.1845881991268745,1.2063678885843396,-0.15945975715119598,-0.5179735449883598,1.170645629166202,1.3394598785969087,15.0,15.0,0.0,0.0,4.0,3.0,1.1945132403093932,1.0929378940769658
COPB2,-0.06309965621356284,-1.8515425200950575,-0.574700614957468,-0.022120708261315514,-0.05715565813616319,-0.015634027291178132,0.5637360200837559,0.923269995712862,0.6861005931358963,0.5527641768675684,0.5621578318356104,0.5510073824942322,-0.09800340407436758,-0.07082492600774248,0.5729155889458947,0.5657805743036233,16.0,12.0,0.0,0.0,2.0,1.0,0.3021157343481365,0.5496505565794839
GANAB,-0.2594075496018091,-4.237350857218484,-1.441035316515388,-0.47928617671113893,-0.38114888368396826,-0.6449986345857326,0.29839920847088647,0.6085136925844189,0.41543353583025144,0.3234004501645972,0.3124890249910585,0.34103369578120074,-0.25425526248232955,-1.5629336792227924,0.29778820131356226,0.4256799595777915,9.0,16.0,0.0,1.0,2.0,8.0,0.07145371162475432,0.26730827077506286
TMEM39A,-0.07673985554857699,-1.20989633940412,-0.3436447688048787,-0.040775658439643925,-0.15455252414334142,-0.4600274556538346,1.0758861845966272,1.5413344582976185,1.201858029325126,1.057765747528978,1.1140836070885922,1.252827990512194,-0.15572018025228562,-0.4815643228065949,1.1146468286662314,1.2620343976368347,17.0,17.0,0.0,0.0,2.0,1.0,1.0864697137628239,1.0423385792355686
MTHFD2,-0.009699733419205936,-0.9454709903571108,-0.23614219416445303,-0.051623952221394376,-0.0733536648662454,-0.06853925296350138,1.00890808948347,1.4004508228529051,1.1163225529482972,1.029640740009798,1.0402240853053812,1.0378885570457033,-0.04977994636780547,-0.24226328588882562,1.0287376146115677,1.1190830260763887,13.0,14.0,0.0,0.0,4.0,1.0,1.0188417158681449,1.0093768948555069
PRKRA,-0.03671311823460277,-0.7098712467698027,-0.27729877511409495,-0.01247453027663692,-0.10053091910112522,-0.3518766825992192,0.31946050942271326,0.4102698357269377,0.35459624369073767,0.31570389231475166,0.32914632245299624,0.3648013371503162,-0.22777262364403872,-0.23278781013681926,0.34765369979460364,0.34836302138578923,11.0,16.0,0.0,0.0,1.0,1.0,0.09948818717305907,0.31541748076645826
ARHGDIB,-0.06320364815544899,-1.1303604402134413,-0.5566438639369922,-0.036899194972891625,-0.05405014090008731,-0.2693046501250924,1.4767352828388183,2.090359424153478,1.7868539409622288,1.4583531060595925,1.4703646656379354,1.613531164003381,-0.16658589718576255,-0.2536648908267589,1.5468663187104832,1.6035597770108725,15.0,16.0,0.0,0.0,0.0,1.0,2.0729298066195523,1.4397672751592712
NUFIP1,-0.040955580610480435,-0.6194266063446692,-0.05035670183422081,0.012544492439995447,-0.08250755183885317,-0.35426176275924925,0.2546719455319787,0.3176476467446389,0.2558193626244873,0.24804117236434356,0.25970509778601397,0.290480053149362,-0.12936042911327839,-0.30150218567985587,0.26526581791159126,0.2847655561715878,14.0,16.0,0.0,0.0,2.0,8.0,0.06296885059846218,0.2509359491951326
RIF1,-0.07117833283263764,-1.8857370171937031,-0.2930749855769905,0.004133719363353827,-0.34015635374912434,-0.2990899960079332,0.21372271391520484,0.35079077659394736,0.2348181411657922,0.2060726255719005,0.2390548314488721,0.23536366050361257,-0.18573198086799492,-0.5881742423729788,0.22486044065538693,0.2602368927070303,13.0,16.0,0.0,0.0,0.0,3.0,0.043095838292283965,0.20759537155795157
GIT2,-0.24995046905446605,-2.1023303783502354,-0.8790640832826508,-0.010079981963457385,-0.3350683119874105,-0.1817696741353878,0.35157781450535397,0.5538843355052916,0.4310680708668216,0.3160479242629201,0.3633513718233569,0.34185464144068006,-0.43980565333335564,-0.9613514447419111,0.37733491923874374,0.44040553654079334,12.0,17.0,0.0,0.0,1.0,1.0,0.09994150200426369,0.3161352590336353
TSN,-0.024843208330891597,-1.03303460533889,-0.2961320237737046,0.016381886013181135,-0.1076196667875502,-0.20371226432207146,0.6333990170024812,0.8921154421145916,0.7123169714234856,0.6205287821981058,0.6584821407120184,0.6864517461389139,-0.0862930840387588,-0.19100561804135707,0.6521119798496948,0.6828189672606624,15.0,15.0,0.0,0.0,2.0,2.0,0.3956335330796163,0.6289940644231997
GMFB,-0.1701633286726374,-1.226091956502116,-0.5219108308074261,-0.03691801785027948,-0.2763720380157437,-0.4179985921869629,0.4959342106166894,0.6840256322907116,0.5655818053831045,0.4668453490495656,0.5179519431243883,0.5459322193078451,-0.15364972973272684,-0.7158727108525229,0.49242241114997415,0.6005419635985114,15.0,18.0,0.0,0.0,3.0,1.0,0.21242097783854264,0.4608915033264799
PPTC7,-0.07866402198117894,-1.1522036172977472,-0.4794288443219863,-0.0224431571341972,-0.12504338021373607,-0.37440328607755347,0.1669610102763726,0.23583792536330972,0.19553252483840036,0.1625517141514343,0.17051264905078095,0.18846428434837328,-0.18369566681447225,-0.4520924929400527,0.1749008806247778,0.19371761226834813,15.0,17.0,0.0,0.0,3.0,3.0,0.02611798608833032,0.16161060017316414
SDC3,-0.12215124831653479,-2.513400159504645,-0.29422931229716953,-0.08418479247447941,-0.13027838822797166,-0.08377995505447222,0.5447518513940967,0.9639107522884626,0.5850306671815293,0.5354570883295572,0.546720965327428,0.5353571084611094,-0.19940316767531252,-0.19101752419117202,0.5631908783563215,0.5612186467636624,16.0,13.0,0.0,0.0,1.0,2.0,0.2672648127068113,0.5169766075044511
CLINT1,-0.09798466296833652,-2.251654814645326,-0.5020651335542656,-0.15627740761555997,-0.20310845595184213,-0.2865219419860432,0.36034981254786946,0.6201237742514676,0.42147376446100226,0.36979172083565104,0.37720596612490537,0.3900630051871024,-0.21790296588049896,-0.4293081558263798,0.37951811267546387,0.41113940166926255,13.0,14.0,0.0,0.0,1.0,2.0,0.11952206251207051,0.3457196299200705
NUS1,-0.016717951053101476,-0.6560779895054565,-0.1753011963853086,-0.014118820044288105,-0.11379811841362009,-0.12634793146739942,0.5016937766119023,0.6402931572158636,0.5394026268770954,0.5010521029397875,0.5250996247722093,0.5280496400392705,-0.12169869502307495,-0.3950587023207244,0.5269586954855376,0.5876716080040859,14.0,17.0,1.0,0.0,0.0,4.0,0.2501915788108586,0.5001915421224739
TNRC6A,-0.11668577467896535,-0.558620278343269,-0.2873629179374304,-0.0013825538984248986,-0.07942923453938855,-0.1521598455267723,0.32258822776379514,0.38111249172656053,0.3463646172023174,0.3054801767049892,0.3171612426324133,0.32767204411028633,-0.3500929578777092,-0.19764368345975503,0.3547029975996766,0.33407719986579726,13.0,18.0,0.0,0.0,4.0,2.0,0.09418067465357574,0.30688870075904673
RNF113A2,-0.05318993139928918,-0.048172407428655584,-0.09723104155444151,-0.09012675487881383,-0.10201848979871664,-0.07598785252675677,0.5382147004357082,0.5369311099133202,0.5493526820438918,0.5475713357894885,0.5505498478494837,0.5440087568102564,-0.15918511910643107,-0.08683782584367061,0.5646490541551089,0.5467446962894407,11.0,17.0,0.0,0.0,4.0,2.0,0.27797143198156005,0.5272299611948851
RAB11FIP5,-0.08017149387330491,-1.4911186579055404,-1.4743727826820665,-0.0007054905040373427,-0.19199007893897968,-0.56772295721113,0.16741210652133112,0.2542363895347462,0.2533804307434086,0.16113639619442915,0.1758639508472551,0.20168572665028311,-0.15229393737010333,-1.361717371795478,0.17291080934346958,0.24754517582351687,12.0,16.0,0.0,0.0,1.0,1.0,0.02622266108672085,0.16193412576328947
H2-D1,-0.10136223333675565,-1.3795850634329359,-0.17339098742126424,-0.1262114035562112,-0.14291386022927943,-0.3459265988605633,1.345751959893823,1.9781104991604845,1.3890609584771914,1.3608488517897246,1.3709028543789208,1.4876837489320105,-0.07822468739487398,-0.18063537724377632,1.3315410708522801,1.3933423170036867,16.0,14.0,0.0,0.0,1.0,3.0,1.661864510905717,1.2891332401678723
NDUFS7,-0.10450897015850802,-1.0566882083914009,-0.6644997841188807,-0.011112635375293944,-0.15267045990916617,-0.0709067553470113,1.054476210047558,1.4389191468142353,1.2944760928449477,1.00890884913545,1.077220833654251,1.0383122826874491,-0.09417382969809185,-0.1447332046854264,1.0495311284979971,1.073505571161387,15.0,15.0,0.0,0.0,2.0,1.0,1.01741954561969,1.0086721695475145
SOD2,-0.1381573969595815,-0.8449831939925676,-0.1615677446257997,-0.1381805128536293,-0.17048953646104192,-0.14024561930060297,1.1660385751754303,1.4845948946528065,1.1779694497516446,1.1660504161946839,1.1824846813505685,1.1671077734951687,-0.11201858171165413,-0.2277276416188032,1.152571237782645,1.2110519475144483,16.0,16.0,1.0,0.0,2.0,8.0,1.2073112920747928,1.0987771803576887
NDST2,-0.16696722177914247,-1.0898033332708223,-0.34437808225314326,-0.05568499658279924,-0.20909761592230103,-0.07170724373114457,0.2687848561839058,0.35968984452394437,0.28849359731091884,0.2556481427919769,0.2735937359346215,0.25758083719972497,-0.25820817244104677,-0.7748632042536285,0.2790947828317891,0.33148044278685845,11.0,17.0,0.0,0.0,0.0,2.0,0.06256719517126477,0.2501343542404057
VAT1,-0.09789991381013952,-3.124669328402492,-0.25141498574356747,-0.11655937552807027,-0.1758294047861837,-0.29012755130404266,0.22362587995424887,0.43344625564319483,0.23874889086185866,0.22551820093511313,0.23142637106842476,0.24241361718702745,-0.3172091714959788,-1.1090552720604538,0.24494470742214539,0.3099450235392946,14.0,15.0,0.0,0.0,1.0,4.0,0.04603383171125251,0.21455496198236132
CAMK2G,-0.026363361573695787,-0.49634995779468793,-0.0753616481081738,-0.08365365045516526,-0.07662031901266264,-0.28787639220762906,0.36260446350658915,0.4378235957212304,0.37115887300945916,0.37258710887554447,0.3713760233303729,0.4061810581803139,-0.051922433481977226,-0.14827154722241942,0.36709158918742957,0.383534889735196,14.0,17.0,1.0,3.0,0.0,9.0,0.1294675419820279,0.3598159834999383
CDKN2D,0.0016092917278657248,-0.4659144155164099,-0.4165264341395001,-0.03458172492335887,-0.08375149575098217,-0.10293481520957193,0.483184430681369,0.585486619656782,0.575539331896289,0.49186403472091145,0.5034165876957694,0.507852493985598,-0.08501300935033318,-0.2775593441023525,0.5037094971741389,0.5465793350914541,12.0,17.0,0.0,0.0,2.0,1.0,0.2363312134735121,0.48613908860892074
MZT1,-0.008251451952986821,-1.405166382283173,-0.7639583000771348,-0.05879100017939631,-0.0332119661487027,-0.42043877493590487,0.4675888398495036,0.7221913319675464,0.6184774450344852,0.47916471486740564,0.4733413256320068,0.5549974255993576,-0.3003889304623193,-0.4688676608236111,0.531026679318846,0.56437925734804,10.0,16.0,0.0,0.0,1.0,2.0,0.2191569106794639,0.46814197705339766
NPY,-0.1316326887807655,-1.7267967190802316,-0.3663731337911398,-0.10035260659831913,-0.1389774522956999,-0.31616214747106364,0.6108601908569244,0.9482338677868819,0.6712336782505509,0.602358467531175,0.6128393521194838,0.6587851176763045,-0.14245679066842332,-0.47453192348813533,0.6137746865013104,0.6972943899965637,11.0,14.0,0.0,1.0,3.0,7.0,0.3332528824959574,0.5772805925162887
SQSTM1,0.022259270258131347,-1.2895250315600357,-0.11613973428979674,-0.08365792238480974,0.05459601559438776,-0.07252221709722462,1.3028898564863305,1.993740116488428,1.3920509596599826,1.3716457261852566,1.2811635188036732,1.3645799885454484,-0.010105802621679816,-0.23523305333263234,1.3242783603629904,1.4644356799764808,15.0,15.0,1.0,1.0,4.0,9.0,1.7546376768370306,1.324627372824913
CLP1,-0.379185205619339,-3.4335637445389207,-0.1654508678606761,-0.6563206117557447,-0.43019086976102416,-1.0369385154721744,0.6164072017666948,1.105179670816902,0.5666349966340566,0.6755050691100676,0.6277018516960255,0.7491096113422684,-0.4271252037694806,-1.1660804680306547,0.627028739952106,0.7724914873760135,8.0,15.0,2.0,2.0,7.0,16.0,0.27842521909965606,0.5276601359773695
BAZ1B,-0.08316365208572063,-1.4301360667246708,-0.16507012652315312,-0.044784829240777535,-0.10760749012892501,-0.4467626341849511,0.5252572200636806,0.7867564053689263,0.5447547493171991,0.5158678004083465,0.5311509148900959,0.6070488401928106,-0.14659342246054852,-0.644348429538063,0.5404178868216557,0.6471752733582278,9.0,17.0,0.0,1.0,2.0,15.0,0.2574220446281325,0.5073677607299586
GM2382,0.03930321384170066,-0.9538246015409662,-0.5842350701776575,-0.0055398885678343834,-0.09943606412624595,-0.1520303164868715,0.9211400698786463,1.313636758841078,1.1828844352401293,0.942393229547146,0.9854112023540441,1.0087056646663308,-0.004862966659372914,-0.3724264243705051,0.9420759701182924,1.100973945081973,16.0,17.0,0.0,0.0,2.0,1.0,0.8926079758973694,0.9447793265611655
4930420K17RIK,-0.2194386100645087,-2.3156097369530135,-0.47621326600698066,-0.03279252888296602,-0.5363984113762883,-0.7076933687031697,0.3666441637176098,0.6045698828141934,0.4034032170916189,0.3374204103496975,0.4115444318929593,0.4338801198247631,-0.7340972373746142,-0.7014240468447492,0.4372215188695628,0.4330829523365869,13.0,16.0,0.0,0.0,2.0,2.0,0.11141030484408326,0.3337818222193702
PRDM9,-0.05849555544422946,-0.8571730630567727,-0.5309014701343175,-0.04066566351330958,-0.08793096074576234,-0.06615323527297412,0.2761742784748679,0.3658178530848498,0.332133229763841,0.2738383828074849,0.27998797322228774,0.2771714687744504,-0.06753794107477762,-0.4601143225837563,0.27735140369851674,0.3243636204221626,10.0,16.0,0.0,1.0,1.0,1.0,0.07282377183259593,0.26985879980574273
TBC1D15,0.024133419692808022,-0.35946650516316225,-0.3396469254435184,-0.04086418256229396,0.11872987305759797,-0.15588074255872986,0.7861113373790252,0.9278400034092619,0.9210517094726139,0.8118688323974694,0.74703914835789,0.8555499125322426,-0.10827110544778873,-0.11927333160895515,0.8377449959669189,0.84189303222028,15.0,15.0,0.0,0.0,1.0,1.0,0.6399903504262342,0.7999939689936633
NUDT16L1,-0.013241337706905831,-0.8178597834950339,-0.2947439625049064,-0.0027204237215028293,-0.047476942631628605,-0.17720150070537977,0.47964807847052165,0.6424605277079012,0.5421983685088125,0.4771513859236427,0.4876839861842492,0.5170013328262596,-0.14346002396861945,-0.22834083783698356,0.5095382042535335,0.5281115971651401,13.0,18.0,0.0,0.0,3.0,1.0,0.2294712439997505,0.47903156889682175
ETHE1,-0.3321716364361196,-2.855953468798225,-0.9218252042287376,-0.2985626942107318,-0.199304634601976,-0.6549947829002918,0.324610283519219,0.552265704885131,0.38988733236267625,0.32048938050377934,0.30799732072870595,0.3618099425653871,-0.7312288842066288,-0.8205926218523312,0.37004916388764614,0.3794797202807495,10.0,16.0,0.0,0.0,6.0,2.0,0.07993925875183441,0.28273531571389243
PNPLA8,-0.08960312674408044,-0.5164886207565702,-0.17481231205513148,-0.025334995165868346,-0.11257455191830523,0.007722344242056756,0.6285120527382433,0.7414792772102654,0.6526249675622369,0.6096945741690111,0.6351027613553021,0.5997856154885569,-0.1429682250106592,-0.3054432454622802,0.6437192824210209,0.6879524754865791,10.0,17.0,0.0,1.0,1.0,1.0,0.36639929694749923,0.6053092572788716
NOL12,-0.049500718099293683,-4.130063943611273,-1.738903767384595,-0.022428331124476397,-0.0953779702586175,-0.2707867322076869,0.2638132662620214,0.5832659852507194,0.42618057165327744,0.2603884392400158,0.269517681536916,0.2902963643786605,-0.18169407080368094,-0.9021399057695338,0.27993537890915215,0.35516199706790963,11.0,17.0,0.0,0.0,3.0,1.0,0.06702028548899466,0.25888276398592985
RNPC3,-0.0067827586535162965,-0.9619425866597591,-0.054733455056888536,-0.0154745143074968,-0.057852670476278956,0.03972328035514794,0.43550571193747545,0.6079517567888334,0.44575613737190706,0.43738157564621377,0.4464147791102189,0.42532819276631184,-0.06526791790057107,-0.1709459189469673,0.4479766673353412,0.4696716964119304,13.0,17.0,0.0,0.0,1.0,4.0,0.19039156028802648,0.43633881363915644
MAT2A,-0.09729910955883292,-1.4802719918482192,-0.1494997536389744,-0.04143536397834313,-0.3318070675704268,-0.2912193238968521,0.6491938116344945,0.9760262823454151,0.6644561097842631,0.6324526525534365,0.7152082501703438,0.704225693872507,-0.3146914376123524,-0.4201668176698128,0.7105976634760431,0.7385527821389976,14.0,14.0,1.0,0.0,1.0,10.0,0.3881677654760156,0.623031111162208
CISD3,-0.037772178329404715,-0.3515824230940596,-0.15212108251303014,-0.04395466270537218,-0.04336872045473106,-0.02486639800978141,0.9694771767457888,1.1063889900275348,1.0214935755988426,0.9723606983874417,0.9720877807959977,0.9634300871182027,-0.0723439623299229,-0.06513799655976804,0.9854932027296697,0.9821764494843411,12.0,17.0,0.0,0.0,1.0,1.0,0.9153114751583022,0.9567191203055901
MTHFR,-0.04709043243330013,-0.8519951029670432,-0.16732219528778236,-0.18587828423987274,-0.22413447153106425,-0.21931519243287179,0.7610499314276465,1.012140894638668,0.8035565159721979,0.8099181168007522,0.8228783182596708,0.8212569314011751,-0.13830886638325035,-0.3362668889726832,0.7935076441047721,0.8597410414153946,13.0,16.0,0.0,0.0,3.0,6.0,0.5590335373025607,0.7476854534512228
ZDHHC12,-0.0002667058140868317,-0.08310854465795803,-0.14352358742635474,-0.004884344821006081,-0.05029691131279046,-0.031606207990152235,0.5073246577876127,0.5279150647998009,0.5424386519323278,0.5084943181842618,0.5198572541449689,0.5152108944414515,0.026660906323880074,-0.18467294421838742,0.5004493711375922,0.552112143534025,12.0,16.0,0.0,0.0,2.0,2.0,0.260047019457924,0.5099480556467727
DDX1,-0.09119173923242041,-0.6012689604315278,-0.2367647362922043,-0.08005939795812522,-0.14797176039933024,-0.23474782491180224,0.5595015035874132,0.6777708177308086,0.5956542846521589,0.5566401690654226,0.5738737047726292,0.5951683910653186,-0.2409374469198553,-0.25996205306292675,0.5966582751339602,0.6012145133413622,13.0,17.0,0.0,0.0,0.0,1.0,0.28993269877919625,0.5384539894728204
TRAF2,-0.05221651782543146,-0.9152349302708136,-0.08898546887175085,-0.1842201953388669,-0.1692000328667107,-0.1400296187923431,0.4923702774101324,0.6642786549849105,0.5008991711645033,0.5223426671522592,0.5190195062194615,0.5125040929618282,-0.045824420748643124,-0.43214848033453634,0.49087245211831193,0.5744249484883922,13.0,17.0,1.0,1.0,0.0,14.0,0.23284895495981836,0.48254425181512456
AKR7A5,-0.2170334789007915,-4.4749749432765205,-0.9241850170729358,-0.0045639882248562635,-0.07983725087879501,-0.44852121340517903,0.17871956853237567,0.3790634514605212,0.22472131056736336,0.16237144191975883,0.168344912889746,0.1949769509288739,-0.1686461520062572,-0.32004483092747904,0.1751307313817385,0.18612948902227147,12.0,13.0,0.0,0.0,4.0,1.0,0.026523903613620146,0.16286160877757577
SPATA6,-0.005174977279118087,-1.47250414824981,-0.11700460193080753,-0.008386749646605685,-0.23159124431357525,-0.7031503078224339,0.3103178089135442,0.48669219345229237,0.3271247072113989,0.3108131830057963,0.3434940053193219,0.4039358083130915,-0.11749926560983504,-1.3553193218534818,0.3271971325173416,0.475018761682593,12.0,17.0,0.0,0.0,2.0,2.0,0.09682053614070048,0.31115998479994256
EIF3L,-0.296452229593245,-2.47277055311031,-0.7004170848646052,-0.09410202330098483,-0.6701260700461615,-0.6208649843089167,0.4783565079658415,0.782909337045285,0.5478367437726984,0.4394427845609426,0.5429352699039203,0.5348682854024622,-0.9258041502280221,-1.0708243981623053,0.5830146750697213,0.6045678717309838,13.0,17.0,0.0,0.0,2.0,1.0,0.1783785406045122,0.4223488375792127
MKI67,-0.8072628101857058,-4.280022432151231,-0.7458901072139632,-0.5486422557836639,-1.0640146119101144,-0.7512923130665121,0.3000254775657736,0.5128204832962756,0.29488720685196906,0.2777301523395286,0.32062978481937476,0.29534308061436354,-0.609232868656993,-2.664703137452767,0.2831111194746707,0.4272350550951881,13.0,16.0,0.0,1.0,0.0,10.0,0.05033739205721765,0.2243599609048318
IRG1,0.0336786013933168,-1.3806432409663882,-0.268702060079695,-0.06444821520692767,-0.10634524587149663,-0.19104687651451235,1.7567938931441125,2.7574469985012784,2.012981748571236,1.8438359729652445,1.8797727590059905,1.950403384727477,-0.05522759412730771,-0.23014669543980837,1.8358326287197515,1.9821589001180286,17.0,14.0,0.0,0.0,2.0,2.0,3.2278681087452976,1.7966268696491483
TWISTNB,-0.06627888790634073,-0.2548880725018712,-0.13068959238936206,-0.005010699792738382,-0.05846406392911496,-0.12321694404404293,0.4136296807903621,0.44872346993532897,0.425939568885717,0.40157034377385287,0.412111134525557,0.4245297332547752,-0.06257544429991513,-0.28274057281608234,0.4129107381882863,0.453675895829969,13.0,16.0,0.0,0.0,1.0,2.0,0.16216171584394326,0.4026930789620592
RPL7L1,-0.13594055994935927,-1.2364177727241503,-0.9241877468879931,-0.0310986466483838,-0.1988996877639384,-0.5613775769511278,0.5513435256357047,0.7736079838707266,0.717576484406987,0.5252844978173713,0.5664165041084336,0.6463956792049897,-0.4084659275274618,-0.4321391952081082,0.613928292969825,0.6190661974297426,15.0,17.0,0.0,0.0,2.0,1.0,0.2704485784817548,0.5200467079808839
LYPLA2,-0.07379426579978476,-1.683696428587429,-0.2859528064361163,0.0031180116369456945,-0.07507244905213217,-0.31744362497623224,0.1614335955836747,0.25521140224364636,0.17666311950480038,0.15554471311342022,0.16152964766598998,0.1788131277328455,-0.21210234208079282,-0.19672830198052904,0.1715153622124753,0.170424159419358,14.0,15.0,0.0,0.0,1.0,2.0,0.024528021089933693,0.15661424293445886
CALM3,-0.14468222693769683,-1.1187927009164413,-0.2115854972021578,-0.013578124556163695,-0.43896715575337053,-0.5570711930638337,0.5560590004466975,0.756523875874991,0.572078251811774,0.5232473279902928,0.6234531814859947,0.6485338365129213,-0.43329952021953,-0.718191371976564,0.6222241778915382,0.6812620103192293,13.0,15.0,0.0,0.0,2.0,2.0,0.2729936601397203,0.5224879521479134
EIF3G,-0.37520657502024934,-2.1268267897796287,-0.4825715666678123,-0.23307315730932499,-0.39142067294691785,-0.6484178079584917,0.5011563203172664,0.7556856127025121,0.5203518167257797,0.4745518421753538,0.5041020546413634,0.5486847510975928,-0.37915485109336977,-0.815680081953029,0.5018752251509617,0.5758493838208095,12.0,15.0,1.0,0.0,2.0,3.0,0.18457557720917744,0.42962259857830737
JOSD1,0.03029662559678148,-0.6783897860421724,-0.15212653020145028,-0.025445135370856464,-0.06461330831616996,-0.22778837790933126,0.34965722067388,0.4600123185387442,0.38113000132164637,0.35956653278335016,0.3663692311756248,0.3934457032000846,-0.07512635746321772,-0.3278097019483879,0.3681737340836804,0.40915792410898894,12.0,16.0,0.0,0.0,3.0,2.0,0.1274212458760999,0.3569611265615626
PLEKHA3,-0.007336734165572123,-2.9763664853387746,-0.17432521061741157,-0.0012896742001262673,-0.09988505943695136,-0.26048669244566813,0.3027641647997691,0.601534218431307,0.3268972952395324,0.3018540476033332,0.3163667159642011,0.33867743930799765,-0.13467455138720985,-0.24357705380595496,0.3213311233269317,0.33639806184860377,13.0,13.0,0.0,0.0,1.0,3.0,0.09196657685705306,0.3032599163375421
ARL6IP6,0.07351745535589216,-0.3582285476082949,-0.22232899712814502,-0.012820063610356813,-0.06701938589178469,-0.18874430980886148,0.3378742639053841,0.4090938201490685,0.3880882992929497,0.35326664988607964,0.36259569771021727,0.3827196117394927,-0.03803286865748645,-0.21339025935957467,0.35763667171156527,0.3866666750950923,12.0,16.0,0.0,0.0,4.0,1.0,0.12452849383627791,0.35288595018260205
TTC5,-0.047566273123648584,-1.6246994575146818,-0.15997628409307252,-0.002467535078985783,-0.2238056704610043,-0.5079609253624451,0.39576433764053026,0.6264489623799092,0.4164572802275008,0.38715160311708097,0.4277619334387988,0.4748330585746794,-0.0859348783484859,-0.5406141955813131,0.402946877361653,0.47994652449382486,11.0,17.0,0.0,0.0,3.0,2.0,0.1511080352036094,0.3887261699495024
CD180,-0.05413720988985693,-1.1998197970932587,-0.9633890717457725,-0.06906777443167811,-0.12094556535307222,-0.09137100252643826,0.30859198175614105,0.4457892779215697,0.4211523712583363,0.3107697116813128,0.31822062705828397,0.3139946662257522,-0.16707618881148867,-0.26151718666281054,0.32470252797566707,0.3375846192336121,13.0,17.0,0.0,0.0,2.0,1.0,0.09129939147249817,0.3021578916270402
1200016B10RIK,0.02044852732024449,-1.3261210213026096,-0.8544552633990499,0.007355559235857068,-0.061878165917264916,-0.2267929663042081,0.3374352393256535,0.5199875641545664,0.4642853548632208,0.3396828820616845,0.35132912155356516,0.3776264822426701,-0.0549459831549981,-0.6609935330625276,0.3501804655097225,0.4394007309840417,10.0,17.0,0.0,1.0,4.0,1.0,0.1174760567189332,0.34274780337579586
TAF12,-0.02211712567011248,-1.113579718036418,-0.6158571028837418,0.0011404298761078513,-0.1764303524484485,-0.23201183314054719,0.7094467763427105,1.0201846942388832,0.8920125465714633,0.7013288502470424,0.7611190598875208,0.7788914323682777,-0.21442316591977884,-0.3063640245239134,0.7733115712841031,0.8020502770400537,15.0,17.0,0.0,0.0,5.0,1.0,0.497662281252259,0.7054518277333038
LARP1B,0.019928266307900233,-0.6571038127183388,-0.5089183572996603,-0.00930870816251872,-0.15357159569676648,-0.06435147287778475,0.46281366553197306,0.601799884785756,0.5742620448317406,0.46966614080266855,0.5021107492859636,0.4823027905665632,0.0583333540902502,-0.33670132801347297,0.45365514003345236,0.5404984237264948,13.0,17.0,0.0,0.0,0.0,1.0,0.22087686810522172,0.46997539095703905
SASH3,-0.9639092737322854,-51.925002273414684,-1.4555456376977651,-0.7727200971553818,-2.067343878676688,-1.4909130334721965,0.202245877174796,1.0499035626181445,0.226148114824242,0.19214940804657238,0.25275525887853245,0.2277709059878713,-1.2289877877827986,-5.074469639301695,0.215463053984951,0.35569122373965895,11.0,13.0,0.0,0.0,1.0,5.0,0.02104910745386807,0.14508310533576288
IFI35,-0.14299358113024185,-1.0828368177008367,-0.08729184342570462,-0.021846382312157298,-0.15423237099523535,-0.028326911584756864,1.080606667982682,1.4587248127283643,1.0539470979935814,1.0217356648456848,1.0859063491516605,1.0249704577559808,-0.07644594205873712,-0.2472749622502426,1.0486772820203902,1.128825598858821,12.0,14.0,0.0,0.0,3.0,7.0,1.0324933100071487,1.0161167797094726
RALGDS,-0.04161841947846856,-1.3527782603777583,-0.3901642199494244,-0.019197107364890886,-0.10091153782380236,-0.3154986698958666,0.32407338965232146,0.48705672634588254,0.3743881544501594,0.3205665012978504,0.3331695158425285,0.36419522946511695,-0.5110791975019129,-0.6690354162204437,0.3903306542324496,0.41022471527106885,12.0,16.0,0.0,0.0,0.0,2.0,0.10189992019226286,0.3192176689850718
ALCAM,-0.06506808415131071,-0.3854070623414354,-0.14673679691102737,-0.1344066443551768,-0.04879493270945234,-0.14705001013478936,0.835802350638758,0.9532429487470543,0.8672549295708019,0.8625798000893736,0.8293926703437827,0.8673733600455703,-0.002528322692947116,-0.1331187385245507,0.8108923966179109,0.8620900123006253,15.0,16.0,0.0,0.0,2.0,3.0,0.6628657157685546,0.8141656562202526
