,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score,rf_rmse,linear_rmse,gs_rf_rmse,gs_linear_rmse,rf_with_linear_top_features_rmse,linear_with_rf_top_features_rmse,rf_with_top_features_score,linear_with_top_features_score,rf_with_top_features_rmse,linear_with_top_features_rmse,rf_top_feature_num,linear_top_feature_num,rf_top_features_gs_overlap,linear_top_features_gs_overlap,rf_linear_top_features_overlap,gs_edge_num,test_var,test_std
Gys2,0.6537558100097876,0.7800060686558242,-0.3062836836174936,-0.07099060660799483,0.7712860925957941,0.5433385198990167,0.01218310907888598,0.00971118517985411,0.02366386267580536,0.02142691842274348,0.009901777701806311,0.01399149350622331,0.631996262508747,0.6477769475477914,0.012560097190380448,0.012287846386788433,8.0,14.0,0.0,0.0,1.0,1.0,0.00043225287926371137,0.020790692130463365
Pigg,0.8738873477964116,0.8723434733086676,0.695856044687444,0.2655032767993575,0.9480277457366203,0.7289071732135112,0.010661089451452041,0.01072614761839384,0.016556245304366893,0.025728661252224012,0.006843969019234797,0.015630802323623575,0.8713072119522252,0.6488690885542825,0.01076959477602262,0.01778921522893455,9.0,21.0,0.0,0.0,0.0,2.0,0.0009087588215120661,0.030145626905275433
Ivns1abp,0.05302960349538832,0.0645355515574304,0.047397839370246775,0.07634023906665521,0.0409941197940531,0.05201480316528606,0.25339313431077304,0.2518490318852605,0.25414549939937475,0.2502549371590712,0.25499829536042545,0.2535288695901606,0.03249895860622487,0.05770638025162245,0.25612523080010213,0.25276664698390905,7.0,12.0,0.0,0.0,2.0,11.0,0.06836871362868856,0.26147411655590036
Rps6kc1,0.4080101374529612,0.3514801752076683,0.4210828074949261,0.10466528288557897,0.40598844118608646,0.2927682362633609,0.03833499569175184,0.04012360185284391,0.03790936479966051,0.047144495898157925,0.03840039855299002,0.04190049588600809,0.3923936316099679,0.3519276046818598,0.038837336903066726,0.04010975834419196,8.0,17.0,0.0,0.0,0.0,1.0,0.0025031143620717175,0.05003113392750276
Slc23a1,0.8720416101406998,0.8330116605839425,0.6626737554484229,0.38713632314100344,0.834543102946185,0.741375511342868,0.008340179042461716,0.009527612019611656,0.01354147762020308,0.018252524154754653,0.009483822745718525,0.011857027118349437,0.7429616632657613,0.4576371651750579,0.011820611442331978,0.017170618997136684,9.0,14.0,0.0,0.0,0.0,3.0,0.0005481331972417685,0.023412244600673565
Bptf,0.868869087554891,0.9188293222968543,0.8408314313589258,0.5816284579813225,0.8933092769484132,0.6008380115720393,0.012559767430296154,0.009881631218422374,0.01383750247131091,0.02243417606591792,0.011329021089094607,0.021913091125503326,0.8242014650048409,0.7810255298221684,0.014542419949219041,0.016230272000353044,10.0,21.0,0.0,1.0,0.0,7.0,0.0012130040094009387,0.034828207094263965
Xylb,0.7439406085093183,0.8503305979622903,0.7113807678916899,0.1809184833482168,0.8441690270813174,0.6972985382198484,0.010175704345667964,0.007779660361997712,0.010803308026968855,0.018199425901629374,0.007938181356732365,0.011063725312145374,0.7965379726927511,0.8059150097276828,0.009070595691013431,0.00885911013161534,8.0,18.0,0.0,0.0,0.0,2.0,0.0004077485031124081,0.020192783441427983
Pcbp1,0.3105587801394726,0.3332090014440293,0.28437103786993856,0.25822608618802756,0.295642649619157,0.2323902229391357,0.465181546533762,0.4574764262645132,0.4739339386766711,0.4825136833362442,0.4701867443105388,0.49084469831669353,0.3018014894113179,0.23559688198966644,0.4681265948542899,0.4898183833291875,9.0,13.0,0.0,0.0,0.0,32.0,0.31648405579808475,0.5625691564581947
Ubr4,0.7709285762274412,0.6775975743179237,0.7605910408527904,0.4513842301925308,0.8088908800352503,0.6440328635614221,0.023881123585716736,0.02833142694876625,0.02441403134307376,0.036957572887922494,0.021812729054977668,0.02976968580198473,0.7599058755080905,0.4810460373722548,0.024448941684622322,0.03594460494379092,10.0,13.0,0.0,0.0,2.0,2.0,0.0025103988155453197,0.050103880244401426
Mafb,0.2458111620256176,0.06931027141771251,0.02531665679780959,0.2360795185389265,0.3880162368903932,0.37407992707743876,0.06708015219026782,0.07451718655135604,0.07625806148674272,0.06751154796708878,0.06042601287353759,0.06111016110708319,0.2920891341959171,-0.34725716114201255,0.06498951234240237,0.0896559753116237,9.0,9.0,0.0,0.0,2.0,8.0,0.006016059214300542,0.07756325943576986
Pskh1,0.9044999780547818,0.7397405473127714,0.906159726070091,0.46146988393168964,0.8754582729448281,0.6438521469874571,0.009864814789478064,0.016285100993734584,0.009778716007776456,0.023425679533162398,0.011265348777428177,0.019050323959798412,0.8384526877468523,0.5456048784538192,0.012830307602511038,0.021518105387600156,7.0,18.0,0.0,0.0,0.0,3.0,0.0010274921784197643,0.03205451884555069
Lamc1,0.17578520773506057,0.18158161777793902,0.1677461792143946,0.09354524818146637,0.1770727800868943,0.12567343418421795,0.06802195925662498,0.06778235009576376,0.06835288242914493,0.07133489060685545,0.06796880719795435,0.07005929645545711,0.19458454992948815,0.1758708922131048,0.06724173530756634,0.06801842342008318,7.0,18.0,0.0,0.0,0.0,5.0,0.005660593827487973,0.07523691798238398
Nom1,0.9627197319308731,0.8960042144279227,0.8893792291218793,0.24279241313084943,0.9563753761343778,0.7394272032467013,0.005808730822818213,0.009701739479596547,0.010005990327159918,0.02617876874997266,0.006283586329046383,0.01535699615654375,0.9422167946306911,0.8319102515729632,0.007231735827848407,0.012334238788091123,8.0,16.0,0.0,0.0,0.0,1.0,0.0009126149966779166,0.030209518312576858
Cul2,0.9647418169579635,0.8759160809234239,0.953408581027689,0.5480988411338257,0.9322694043439675,0.7040370039814372,0.005979917652574827,0.011218195142805455,0.006874137393838853,0.021408535874526204,0.008288151614424899,0.017325427000185963,0.9435532998801134,0.8071076087627714,0.00756631675424246,0.013986942449890705,8.0,17.0,0.0,1.0,0.0,4.0,0.0010226678503167078,0.031979178387142905
Abcb10,0.9348617705346668,0.9423341202222507,0.9361279314612612,0.2583485349525785,0.9692904427634236,0.779873793003088,0.007316168996106579,0.006883751988086569,0.007244713983005417,0.02468685028757242,0.005023455174217387,0.013449360323003912,0.9299432709725877,0.893752219647847,0.007587359846091231,0.009343846316541567,9.0,20.0,0.0,0.0,0.0,2.0,0.0008285822620976423,0.02878510486514931
Socs3,0.04322647266400548,-1.0620173811322093,-0.5466964233096461,-1.8174298321574534,0.021099911851962583,-0.10541394902890544,0.48452915640512356,0.7113142372187847,0.6160527224100977,0.8314610222175619,0.4900997988891584,0.5208081967640341,0.17357275785913018,-0.9870727938854851,0.4503162850125262,0.6982681436067378,8.0,12.0,1.0,0.0,1.0,13.0,0.2474200015345789,0.49741331057238397
Rpl7,0.09908985538063908,0.0002276403577144981,0.06032652959140694,-0.015326155456703683,0.06666882065864832,-0.01702465851840773,0.29275145131020003,0.3083961026419208,0.2989832104316593,0.3107857554470635,0.29797251411205644,0.3110455980477933,0.10764390520110723,-0.042214561945576046,0.29135831393177763,0.3148740618562714,11.0,10.0,0.0,0.0,2.0,5.0,0.0959225599382894,0.3097136741222276
Ptdss2,0.8354946317328092,0.8426831284188265,0.7997540159398151,0.2085085199470973,0.8499377997612374,0.6448409130509608,0.0128534674095065,0.01256949744546406,0.014181173513799137,0.028193785123909312,0.012276255490078554,0.018886075814806363,0.8319783052288261,0.6489231541422723,0.012990113443739402,0.01877722270919861,9.0,20.0,0.0,0.0,0.0,3.0,0.0010126623206224623,0.03182235567368422
Mmachc,0.9459859365155915,0.9238562790829917,0.6167200516416123,0.1496235928167583,0.9367070832174147,0.7710410224423726,0.006245919773185046,0.007415834416015569,0.016637996398680778,0.024782697598788372,0.0067611493808210086,0.012859432845142167,0.895915796800535,0.6825025939956497,0.008670325205227977,0.015143039911449772,9.0,14.0,0.0,0.0,0.0,1.0,0.0007282660704255449,0.02698640528906258
Rabggta,0.5559459050553854,0.49430459595642207,0.4385619781644827,-0.056334845033467085,0.5033617411946418,0.4618654260517129,0.012611621897453407,0.013458526238464198,0.014180903855384081,0.01945153169721061,0.013337458728273709,0.013883483546712816,0.5491833959678663,0.5464628944765166,0.012707290366106402,0.012745574453751846,8.0,13.0,0.0,0.0,0.0,1.0,0.0003611687189335926,0.019004439453285452
St3gal4,0.9146192350848645,0.8298249396841079,0.45769793819018767,0.2573157580375558,0.8277572383444509,0.5909942310682099,0.00875638132888345,0.01236210995825735,0.022068116776865074,0.02582538176803654,0.012436985720434602,0.019165023779872586,0.9101695556031199,0.5356733251781912,0.008981656046876275,0.02042003408043088,10.0,14.0,0.0,0.0,0.0,1.0,0.0009055103434222517,0.030091698912195895
Zfp110,0.9316317452961637,0.8811034464975198,0.8450751302293356,0.44984195341831956,0.9450041424304318,0.7578016514458423,0.007886054972489459,0.01039961319342456,0.011871159039145047,0.022370530752908548,0.007072900404545518,0.014842878833868384,0.9312555328288039,0.8546557320272726,0.00790772264544009,0.011498243668601296,10.0,20.0,0.0,0.0,0.0,3.0,0.0009172109505990215,0.030285490760412346
Pnkp,0.14199207043789208,0.11715762900162818,0.10473298846448209,0.04576104024985206,0.14695545817334466,0.07562313756895445,0.05810351541724599,0.05893840009824583,0.05935168449319117,0.06127528365827377,0.05793521361886522,0.06030888393382598,0.14377847941444044,0.05337304738526161,0.05804299690599225,0.061030396463416514,8.0,14.0,0.0,0.0,0.0,4.0,0.00396750644613681,0.0629881452825594
Gnrh1,0.8705999291593858,0.8795507778489233,0.857066487483764,0.665084898355956,0.9360673336196043,0.7469761924311686,0.010791909478757526,0.010411973082505228,0.011342220082959391,0.017361946042801196,0.007585643799339169,0.015090781474017547,0.887494211003584,0.8715975315572666,0.010062791440267588,0.010750229187904217,9.0,21.0,0.0,0.0,0.0,8.0,0.0009075408822147636,0.03012541920396733
Fam193b,0.841969975438837,0.8151579156362474,0.8541801670083079,0.32683750755412166,0.8940176598397314,0.7305794055782155,0.011805221636866524,0.01276746776199644,0.011339989164715552,0.02436488109169316,0.009667653886132919,0.015414155515700297,0.8024030169055797,0.8176973962897316,0.01320062506655878,0.012679460557755,10.0,18.0,0.0,0.0,0.0,3.0,0.0008892273399832108,0.029819915157210136
Abhd2,0.9438267723994872,0.9236296182411701,0.8985038181129865,0.4836549198799609,0.9468681915588287,0.6282701109833295,0.0077847555169150585,0.009077009073615298,0.010464178549362787,0.023602081758944016,0.007571075688919963,0.020025991607250018,0.9409833733885999,0.7794095399517572,0.00797934934891087,0.015426721953955861,10.0,17.0,0.0,0.0,2.0,3.0,0.0010878391935484832,0.032982407334039204
Rfc5,0.9502965800839802,0.9044370349339454,0.9017368631012055,0.41289762063521485,0.9263815633940187,0.7636040299769933,0.006270404601793818,0.00869455255580518,0.008816531041890572,0.02155059915749156,0.007631250750770432,0.01367484659660386,0.9356669252068792,0.8150907022856928,0.007133777887729957,0.01209432969485218,8.0,18.0,0.0,0.0,0.0,2.0,0.0007976437782236125,0.028242588022764706
Brd1,0.025949424972173007,0.025517424064176786,0.037203099728692623,0.010800335275947481,0.03158290596714042,0.010383274256053676,0.2116262703573117,0.21167319431014447,0.21040020870832485,0.21326559801692982,0.21101340620773523,0.21331055122398265,0.019537888400049996,0.03655851830366785,0.2123216264878619,0.21047062718126236,10.0,19.0,0.0,0.0,0.0,4.0,0.04636195845368065,0.21531827245656754
C2cd2,0.9127403155938294,0.9041412780086879,0.8981350111095598,0.49863027535295956,0.9563959424914865,0.7722480229738584,0.00943223377249936,0.009886067110321172,0.010191079935629604,0.02260928298765362,0.006667625346687394,0.015238380540586067,0.917021610364371,0.9015465478205299,0.009197932922810308,0.010018973119946586,9.0,20.0,0.0,1.0,0.0,7.0,0.0010280626901078506,0.032063416694230365
Prkab1,0.72985401712126,0.47428314323284615,0.6865067204467712,0.5307829823583028,0.7620890312671363,0.5144416445337276,0.01593135142771071,0.022224362497158603,0.017161983433946183,0.020996177627248425,0.014950667863298406,0.021358663655181152,0.6906566692012887,0.6103685107495848,0.017048011887596845,0.019132881648107777,8.0,18.0,0.0,0.0,0.0,3.0,0.0009473508430712906,0.03077906501294818
Clip1,0.9027590715461343,0.8941322030691948,0.9111512169841731,0.4792513812377671,0.931996656302152,0.6545009752214619,0.01055204086206001,0.011010165667166914,0.01008643415301727,0.02441889341583583,0.008824234678871036,0.019890024992548355,0.8555512771974161,0.8471640963379095,0.012860823231596945,0.013228926711690273,10.0,18.0,0.0,0.0,1.0,4.0,0.0011545904369626827,0.03397926480903733
Vps13a,0.9146594611678758,0.9191979813915382,0.9115128068593773,0.47341705856835226,0.9545142324673574,0.7596246861294234,0.008831588167854657,0.008593542396318935,0.008992932388725209,0.021937872681986704,0.006447611813887922,0.01482197412616281,0.9000828275267122,0.8775440228786879,0.009556111016055649,0.010579158226350204,9.0,21.0,0.0,0.0,0.0,3.0,0.0009215658258382991,0.030357302677252125
Tcn2,0.696458429034335,0.7151232412065378,0.2763931665744982,-0.012011093477841905,0.6685399898055294,0.64380026131415,0.029322997410731768,0.028407157752434232,0.04527418102850356,0.053541669616714894,0.030641840173302667,0.031764796073151726,0.6912226851315382,0.6499832310054825,0.029574810217048025,0.031487900111501994,8.0,12.0,0.0,0.0,1.0,2.0,0.0028562924430234546,0.05344429289478395
