gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
flgL,BS3610_RS19930,722.5047,776.8052,764.7362,778.8182,722.4506,662.9716,546.5806,475.1185,482.6402,779.0217,361.6301,331.0069,221.5437,465.3754,152.228,283.0569,311.8764,270.5996,320.6009,271.7963,113.9081,138.2611,136.5017,131.5347,80.6845,86.429,66.0798,63.9783
flgM,BS3610_RS19945,568.287,707.8781,689.8389,688.9742,1084.2512,949.0985,636.9069,651.9135,494.4932,682.5,339.5276,321.5929,263.8201,514.5776,183.7132,345.1516,387.6508,348.1998,333.4565,288.3951,114.2552,189.3037,162.5232,132.8246,99.9216,91.3865,63.7421,90.6883
flhA,BS3610_RS09810,172.8434,189.4137,183.8456,181.3653,119.7486,216.1308,158.0267,146.1774,210.9949,306.1615,155.5786,137.9764,86.0048,141.2587,66.1088,91.3408,88.4937,102.8985,74.6786,70.5076,94.6387,49.239,45.6578,62.4499,43.2567,60.5764,67.3715,50.2426
flhB,BS3610_RS09805,155.9,193.374,186.9342,172.5858,112.5971,201.9421,162.108,144.7996,221.2276,296.0111,150.7601,132.2802,94.5471,146.0772,70.9985,104.1754,83.9199,93.6675,85.0986,73.7486,90.2858,53.1524,55.6359,69.9006,40.8826,58.962,70.3103,47.0047
flhF,BS3610_RS09815,147.9468,158.0639,156.5695,149.0133,105.0027,184.8808,139.879,130.5805,197.5838,251.8529,140.6512,112.8781,74.7824,120.9174,62.0971,89.2562,88.457,89.2244,72.3397,72.1421,72.1125,48.2453,41.6723,50.7941,35.8319,61.4559,56.6346,45.8899
flhO,BS3610_RS20450,301.6014,348.5753,361.8809,317.8415,448.025,370.3091,337.6159,272.5653,231.8556,298.2565,169.7721,117.2887,152.0539,267.0601,123.4631,192.9844,195.2082,192.6546,162.6929,156.8596,130.7567,110.2364,86.0116,119.3296,72.2641,91.7404,96.0066,81.1417
flhP,BS3610_RS20445,374.8123,370.0046,361.2597,365.3555,429.7695,350.8765,300.0589,283.254,233.2462,309.1729,163.5851,152.6009,150.8722,224.6189,137.2885,215.3245,186.6433,219.3409,198.7978,191.1074,122.8149,157.4501,162.6848,118.9492,160.0223,125.017,115.0827,124.7438
fliD,BS3610_RS19900,494.0364,623.8473,595.9949,536.0022,573.8031,677.6644,553.1035,459.8004,483.1929,644.5942,315.4748,257.3574,154.8734,333.9527,105.7636,213.2769,199.3869,184.9346,186.7832,140.1627,89.4326,71.435,59.082,75.8541,33.1787,50.979,52.9239,37.1894
fliE,BS3610_RS09700,547.6067,709.6651,616.1144,603.7504,713.392,913.8592,711.8233,696.8621,637.4846,734.4392,489.9116,426.5812,418.5329,694.3498,322.7261,558.4105,500.5474,755.4481,642.4496,561.5531,261.8641,461.4401,451.1834,365.4349,398.7623,243.6731,185.11,245.3035
fliF,BS3610_RS09705,508.7518,602.9206,565.7236,575.9334,530.4703,748.1539,621.1427,581.3652,550.9408,676.2688,418.9991,372.9212,345.3369,577.4631,305.2037,496.2864,449.389,660.7094,520.7789,511.4964,267.0968,411.2601,375.7973,321.345,355.8416,255.131,206.6538,256.0047
fliG,BS3610_RS09710,480.256,557.5323,530.4038,546.323,390.8569,606.1413,546.3814,489.8548,583.0123,651.7257,399.1136,364.6043,308.0117,513.7577,262.0142,419.6906,405.9274,562.6768,438.5622,407.2088,256.343,319.1333,283.459,279.4739,264.5635,237.7112,185.524,218.4055
fliH,BS3610_RS09720,596.2952,664.7623,611.3174,624.7908,435.4464,700.6931,561.1553,530.3189,682.3272,807.0574,452.1591,403.2707,346.7053,588.6022,270.9422,481.9682,417.5641,617.9403,536.2361,477.1621,239.0213,366.8619,340.7523,284.712,328.6334,258.8865,195.6225,225.9331
fliJ,BS3610_RS09730,505.351,515.6238,480.5471,493.7187,303.1803,462.797,372.2159,351.6191,465.1235,604.1047,278.3718,261.077,215.3838,387.9318,168.0602,315.8482,280.6252,406.9188,329.2958,313.5597,162.0177,205.5409,173.6793,176.645,204.5548,160.1891,102.107,117.2299
fliK,BS3610_RS09745,420.7107,394.6916,363.9438,416.9648,303.7211,426.6193,338.66,283.951,422.5266,528.0872,268.2354,225.2607,192.3818,330.4006,145.0504,252.4046,228.9363,331.0571,252.2565,243.8954,136.9322,183.2096,146.124,144.1988,132.8892,134.5505,100.0859,105.0845
fliL,BS3610_RS09765,201.0395,202.2208,183.7547,184.8492,155.7464,256.561,185.7216,153.6896,286.0633,338.1383,156.8967,147.4358,106.9728,192.0376,69.8451,131.6144,135.6267,178.1022,132.4744,119.9668,76.8424,70.2554,69.915,76.1812,61.0581,69.1386,60.0048,57.6937
fliM,BS3610_RS09770,244.2065,251.197,239.8834,226.528,187.3773,293.6425,228.2445,206.4232,324.3483,411.6667,204.5966,167.1526,122.3427,199.2676,107.8695,155.9979,145.8383,207.4421,156.3194,154.1572,102.2778,99.784,87.4276,95.2347,84.3788,92.675,73.4319,65.2708
fliP,BS3610_RS09790,184.2716,206.4539,176.234,187.7876,150.2823,257.2473,195.9978,174.2351,263.6508,338.1757,165.0012,150.6409,99.4618,167.5203,80.1912,114.307,113.375,129.9665,122.5783,104.3542,91.0099,77.6488,73.8708,76.5462,66.9065,76.9116,53.7521,59.8316
fliQ,BS3610_RS09795,146.921,179.8352,169.1,154.6463,119.6552,184.6501,147.2561,119.0957,222.0911,273,123.793,111.3069,85.5231,134.6436,64.5321,94.5064,114.638,96.684,94.8167,92.3397,102.1312,56.3334,40.9471,70.7263,38.8938,67.2976,57.0565,54.3733
fliR,BS3610_RS09800,158.9289,180.3524,190.7371,193.9251,125.8815,202.6992,171.0367,164.9017,224.083,306,154.4501,131.8108,80.4396,156.2152,69.685,104.0892,111.7173,112.1457,90.8052,84.8595,85.0524,60.6001,56.696,69.9491,48.3949,72.5483,65.8345,56.2201
fliS,BS3610_RS19895,372.5104,456.0475,426.0432,478.6696,378.978,450.1674,356.8861,315.9011,351.8437,494.7761,257.8079,213.5953,111.4006,255.0814,87.156,156.3255,138.2979,127.026,119.5823,114.1592,77.2114,55.8807,45.3779,70.4058,27.5347,48.6437,44.526,28.9309
fliT,BS3610_RS19890,604.5991,756.9798,706.573,625.9949,528.8165,627.4023,460.1168,423.7843,514.9977,726.9737,295.3032,270.8893,144.5846,316.6936,94.6938,204.0993,197.7246,182.1195,195.4555,161.2827,81.0194,71.8422,58.188,81.7606,38.1746,55.1537,58.7725,31.7766
fliY,BS3610_RS09775,256.8694,271.7949,260.718,259.1424,218.6775,344.9723,275.7452,247.3588,362.5532,493.9314,242.1531,214.236,136.6237,249.6132,101.6064,174.9005,173.74,221.7382,160.8632,156.4042,111.5394,99.8155,84.109,99.2714,80.3781,97.1034,77.036,70.596
fliZ,BS3610_RS09785,256.5691,262.648,235.8776,253.9528,195.7993,341.8021,250.7627,240.4273,325.124,423.6818,217.5081,196.1755,135.7061,229.8228,113.3457,161.0372,154.4327,185.2725,159.0335,141.4068,131.5998,105.6547,80.4052,106.1755,82.5657,96.489,86.2517,77.7082
fmnP,BS3610_RS13375,773.21,691.3761,714.7934,716.6693,877.2377,629.245,560.9533,484.326,250.1282,284.3325,166.6023,126.1913,230.8026,364.4786,186.0825,310.2506,388.7912,372.456,397.138,326.1389,137.8643,212.3564,212.2389,230.0125,213.4839,154.6285,117.2711,147.7362
fmt,BS3610_RS09465,174.6419,175.0468,162.4854,190.3487,146.0829,147.8279,144.8626,153.1439,168.5555,159.1274,141.1512,129.7975,137.6487,162.4133,145.3163,160.7037,116.7596,195.3843,140.7342,162.3538,141.1739,177.3399,189.1872,128.8586,163.6277,138.0417,125.6474,152.088
fni,BS3610_RS13285,445.3279,418.1349,440.9797,455.9981,342.073,297.4805,328.7029,320.6706,308.082,315.0643,225.3465,224.0245,236.7991,312.559,199.1276,288.8081,246.1535,287.217,339.9856,292.0783,134.1026,211.9375,175.8385,204.7634,188.4022,161.3495,132.0452,141.2697
fnr,BS3610_RS20925,93.3624,156.01,141.9549,137.072,166.9812,160.9643,225.1488,253.8122,157.8894,135.0314,150.9171,135.5138,190.955,163.6471,237.1969,314.1173,236.1928,280.7265,384.8209,427.422,239.6747,247.0548,261.7444,322.4535,651.5583,380.857,342.9532,419.0788
folB,BS3610_RS01170,174.1651,186.8914,181.6095,192.072,121.2839,166.9363,157.036,154.0584,185.9333,180.4959,135.7976,158.1107,178.6283,209.9658,184.1704,221.3391,173.2514,296.4865,195.9023,216.9878,135.0495,203.0582,209.3885,184.1221,167.3207,114.8906,109.9366,121.3288
folC,BS3610_RS16025,81.4926,78.7903,75.4447,78.7516,80.5921,101.1882,116.5148,130.2928,107.9342,115.5974,103.0282,102.4078,56.4622,53.711,66.3516,46.9714,50.0113,57.7342,51.2582,50.3382,86.337,57.55,55.1503,61.1852,54.8762,66.7846,77.2731,64.8803
folD,BS3610_RS14050,827.0124,766.7024,808.2641,772.1012,891.4656,773.6381,708.6994,700.9542,590.1903,645.7658,461.7307,435.2143,480.9992,763.0351,451.6852,707.6431,480.375,566.2897,616.9763,477.5239,220.148,347.1555,334.7857,323.9917,343.7816,251.6552,193.9004,234.5202
folE,BS3610_RS13230,1076.5229,999.0503,932.0688,974.1203,936.3835,746.5374,807.5722,764.9179,540.6148,585.5105,377.6878,350.9696,363.0968,613.4441,365.5546,523.709,495.1067,578.6656,611.0961,542.1529,214.3522,460.2417,443.7722,393.372,396.7532,320.4313,235.0542,283.1611
folK,BS3610_RS01175,294.1699,301.6262,277.5125,317.3166,205.5002,246.4795,256.6209,248.7324,261.9636,264.6429,196.0904,200.8545,250.8308,322.8463,239.365,317.16,238.6118,401.6386,313.7981,268.3513,175.2406,271.6076,259.9409,239.8514,201.6021,149.7029,135.3638,160.3962
frlB,BS3610_RS18475,70.8369,74.0225,81.6855,73.6337,59.6885,61.117,70.3736,80.9762,110.8836,98.6854,102.0803,112.1794,607.0984,1039.6956,589.462,1040.309,1520.0579,2552.7465,1915.0668,1243.7805,500.6006,1121.1631,737.6078,1564.7385,179.7237,63.4696,113.2708,129.4244
frlD,BS3610_RS18455,16.2386,13.5341,12.7639,12.6696,13.7066,16.1079,10.3649,14.7166,28.6197,18.4737,38.8113,37.7924,106.938,95.3013,110.31,100.6315,155.6432,314.1562,181.9815,141.9287,170.7639,201.4319,138.6813,243.2878,41.4941,57.6837,103.8172,66.0061
frlM,BS3610_RS18460,4.6675,5.2766,5.1795,5.0166,4.9106,3.0503,2.9177,2.3224,10.4225,9.0698,17.0427,22.5211,67.4163,70.8001,66.6947,72.1623,117.6776,227.2134,147.1076,94.5577,104.0047,132.678,86.3154,164.0811,23.5731,36.9865,54.4298,37.7941
frlN,BS3610_RS18465,6.4873,8.7764,9.3749,10.5312,6.1257,4.3871,5.4497,5.3018,17.4372,11.6468,22.7057,21.5936,89.6892,110.0982,88.3378,123.0745,184.3638,338.9239,210.6678,145.5837,129.1226,198.5942,135.2093,246.1497,27.7685,35.0433,51.0755,44.6825
frlO,BS3610_RS18470,19.7327,21.9922,16.1465,18.7798,12.9789,14.1087,11.8907,8.6301,29.8777,25.8156,36.9503,44.6937,204.0204,287.6613,213.8633,315.4092,457.5266,906.0295,583.0218,436.0534,255.1967,527.3768,347.1791,655.6692,71.7936,46.2288,82.2031,84.5873
frlR,BS3610_RS18450,69.3793,70.3405,75.1555,73.7569,90.8058,68.3889,88.3799,82.146,89.2643,83.0556,89.7194,92.3683,165.7351,211.1653,176.9177,194.9719,248.8015,484.9908,326.981,262.4009,219.8314,366.8895,294.9707,343.8083,144.4405,117.029,124.7798,134.4294
frr,BS3610_RS09875,909.5178,742.4912,726.8238,745.8176,555.1363,654.0582,666.172,673.1494,751.2803,871.2097,535.651,494.4423,322.2793,523.8971,284.0815,455.3995,379.8104,384.1098,452.6733,398.9613,137.0343,255.8069,273.4209,231.9178,365.2017,222.0511,151.7126,219.0193
fruA,BS3610_RS08780,75.1064,75.7506,77.1572,81.9614,94.1238,104.5189,100.2991,97.3331,83.714,91.9811,82.9263,78.6364,43.764,43.4942,55.784,41.0049,43.8107,47.4059,33.8418,42.4386,77.7085,39.7359,50.9907,55.2251,72.145,63.1255,78.6642,64.5525
fruK,BS3610_RS08775,62.2541,74.6365,75.2158,78.1774,90.297,125.0375,98.2213,110.6302,99.9528,106.1595,95.7099,95.3894,54.7307,49.4834,57.107,43.9338,44.7474,54.4852,34.6206,42.3367,78.877,37.9738,55.4604,49.3555,78.7351,74.0021,81.563,72.9607
fruR,BS3610_RS08770,78.3797,84.9355,82.1932,82.3252,102.6453,131.1642,112.4697,130.6847,117.7325,135.8036,108.462,108.4973,51.5237,55.0513,55.1128,51.0469,53.1987,58.7616,45.1508,47.2789,64.669,49.2144,59.5926,54.5783,94.6066,59.7438,73.7466,75.9108
ftsA,BS3610_RS09240,993.0283,1099.317,1091.3639,1011.1258,1042.374,1068.2598,1008.742,1019.5871,927.0225,836.3775,663.9492,631.5987,909.0028,1237.0918,871.6415,1319.6469,919.8755,1486.9542,1490.6217,1651.3414,652.4794,1590.0708,1671.5189,1113.7328,2072.9781,977.7447,974.4527,1343.4079
ftsE,BS3610_RS19855,740.9003,652.9421,631.5178,685.7594,429.6889,422.1885,437.538,388.6946,390.237,378.0786,206.1596,173.0068,244.1093,363.1181,229.3603,332.4386,300.1702,357.9821,373.0561,320.1933,168.3118,266.0179,269.5535,260.5908,294.9742,234.5131,181.9545,238.9489
ftsH,BS3610_RS01125,2519.0583,2084.3746,2114.299,2252.8418,1928.2065,1533.7992,1686.8513,1632.7972,1303.1934,1635.1881,983.9562,889.7966,702.6594,1265.2369,578.3548,1168.2251,1024.6758,1061.3152,1226.078,1097.4097,359.6236,863.6254,835.3881,637.8193,845.2312,590.8507,417.5374,567.8946
ftsL,BS3610_RS09170,769.0005,819.77,761.2644,798.948,776.6252,732.1854,665.7646,683.9005,551.4719,630.4449,405.5236,360.6445,386.106,617.5823,359.5156,614.7749,451.1016,555.6529,561.6684,577.7637,234.8189,490.4754,416.9316,369.4185,602.1147,341.7024,264.8363,348.4654
ftsR,BS3610_RS10900,82.3541,82.2428,79.171,77.3588,73.8308,54.2543,57.7846,67.8943,61.4269,71.5909,50.7267,54.5151,64.9715,91.1694,67.1024,84.5495,84.7875,74.1944,74.9251,75.3449,81.6677,54.2728,54.441,68.7568,66.82,72.2054,68.5705,63.9976
ftsW,BS3610_RS09010,270.6355,299.9056,298.6099,291.8576,237.812,207.9473,216.194,210.7117,144.6555,132.9765,102.9698,99.3708,159.9229,209.3435,148.4474,203.5743,194.3828,233.7119,241.0316,218.0861,140.5787,182.0647,157.8085,165.4365,173.0551,136.6418,133.8852,144.0959
ftsX,BS3610_RS19850,820.0304,638.4125,631.9064,708.4638,504.7841,392.9186,422.3061,354.0965,433.0761,515.7323,273.3863,244.7281,219.3706,351.7337,185.9868,312.6546,312.2065,313.0281,370.6471,297.6463,146.3715,226.9095,250.3356,227.7172,270.441,196.746,156.4321,201.5728
ftsY,BS3610_RS09575,195.839,150.1173,142.6289,172.485,176.6033,161.65,154.8366,174.6423,145.8576,198.8409,134.0753,122.5669,85.7587,119.0267,77.4768,104.376,95.3878,86.0442,98.5519,99.6199,92.9811,70.6729,72.0297,84.0449,79.4122,75.3384,76.6188,76.4564
ftsZ,BS3610_RS09245,1245.6874,1236.5673,1257.7987,1289.8934,1228.3444,1183.526,1236.1282,1253.6884,1253.6944,1322.4869,936.1035,900.6988,936.2276,1367.9173,896.9955,1476.1747,1121.6338,1603.3183,1555.4395,1805.7864,625.378,1708.6714,1731.7253,1105.2136,2186.8199,1079.272,958.0648,1390.5373
fumC,BS3610_RS18715,799.1207,792.0903,783.1173,782.5742,911.4375,1061.7221,1271.7115,1346.5784,1340.2387,1385.8477,1178.0695,1102.802,604.0187,954.3082,565.5725,902.7394,641.5475,842.0975,764.2677,877.9322,307.2854,642.364,692.6736,371.4439,881.7006,443.4043,402.0189,523.9364
fur,BS3610_RS13620,542.1383,508.7488,521.6527,507.2689,402.6044,466.42,395.9946,368.161,261.7289,310.05,158.17,137.0832,413.621,632.918,404.4479,630.7718,700.9711,590.2815,898.8623,792.814,270.8696,466.9608,426.8735,475.508,613.0506,303.4161,274.8496,341.9162
fusA,BS3610_RS01420,7208.1903,6064.8276,5847.7411,6236.5344,7078.3014,6867.3088,7244.7168,7763.9704,7743.2462,8953.6795,6257.196,5802.5004,2528.5588,4218.2713,2188.8444,3549.8994,2914.0748,4238.1051,3561.4411,3536.7347,1175.0305,3233.5728,3561.8654,2046.9945,3510.9551,2114.2354,1539.6447,2232.9823
fxsA,BS3610_RS16580,567.5252,506.3774,497.6333,555.988,521.2917,469.1171,475.2833,510.9301,512.5897,591.8555,411.4141,393.667,275.1561,352.569,274.7108,376.1829,308.5573,403.1152,361.4887,327.5046,243.1859,297.9849,255.5195,262.8555,329.6448,266.787,217.7828,253.7163
gabD,BS3610_RS02990,551.1916,469.3082,481.5113,534.1469,679.9866,448.763,447.47,397.0788,250.5083,289.1307,222.8031,197.3298,157.0079,246.3837,146.9834,223.9389,195.7288,279.6001,198.6441,261.6165,180.6884,312.3375,280.7706,163.5041,344.7112,225.6266,205.0233,265.0566
gabP,BS3610_RS04375,250.215,288.8485,293.1651,284.8167,281.0174,279.1566,302.8734,336.9603,281.4863,310.5479,254.9571,262.66,200.9876,290.368,180.1198,278.3345,238.9547,269.9141,281.6258,338.463,166.9433,534.7158,580.229,191.7832,265.5023,252.2126,173.8751,255.2945
gabR,BS3610_RS02980,15.8399,15.599,17.4771,16.8233,13.4172,13.3897,10.3124,11.9743,11.3909,14.2187,24.0461,30.9128,38.3882,23.1564,49.5827,23.2849,37.1022,18.4463,22.1239,21.4506,99.8184,36.4001,25.9118,52.8079,28.9733,55.0398,72.9509,51.9018
gabT,BS3610_RS02985,5.2952,7.0959,7.305,9.4647,9.9055,10.9254,9.8655,10.4865,7.7942,9.3707,18.7087,21.5448,28.822,4.9722,39.0043,9.8122,17.1433,4.5413,9.7637,4.8806,74.4823,11.9588,3.3732,43.8282,5.8453,37.3558,54.5012,36.794
galE,BS3610_RS21720,417.8335,396.3987,410.9347,421.1365,394.6757,396.9647,458.8315,458.4879,436.5663,472.0147,354.7981,320.1119,301.6177,434.0824,287.9807,460.6327,378.8336,525.7756,441.7343,498.5911,251.018,456.3008,405.3762,314.0893,416.5472,277.5602,242.0828,304.3077
galK,BS3610_RS21380,101.6657,94.201,103.8587,94.8676,130.96,133.8479,134.3559,136.272,119.893,96.2532,118.4881,100.941,81.7252,84.2131,93.3215,86.1147,72.7751,83.9429,83.4193,94.6115,100.0529,93.7598,72.3381,86.1952,108.1564,93.8282,105.0658,102.7254
galT,BS3610_RS21375,94.7018,110.5046,101.1037,108.4403,132.2807,129.8628,135.4444,134.4888,129.3926,126.5224,129.1192,134.2287,90.908,78.5316,95.3079,86.2948,79.7798,87.3186,71.0203,99.5861,115.4181,82.2492,85.1405,75.4096,163.6289,98.0847,122.1689,120.1823
ganA,BS3610_RS19285,7.0974,8.0365,6.4838,5.6382,6.6082,7.6178,7.2051,9.0447,15.7869,10.0764,22.9844,27.1899,32.8195,12.5297,44.2915,15.5527,23.0532,12.2216,15.7338,14.1309,87.9694,14.8734,11.6672,50.3809,19.5548,46.7683,70.5465,47.6418
ganB,BS3610_RS19280,1.3454,2.1107,1.8991,1.5268,1.9642,1.4947,2.228,2.5288,8.9633,0.907,21.9957,23.1216,37.0661,6.025,57.6972,11.6067,24.6053,3.5502,8.8202,3.2497,115.6591,6.5302,1.4998,56.1728,8.3606,48.964,83.0258,52.6161
ganP,BS3610_RS19295,7.1006,6.3177,6.3785,6.2675,8.0632,7.6695,7.0501,7.6003,16.0441,7.2136,24.8687,33.0763,46.9459,11.369,59.5132,16.9444,25.565,11.8411,14.9353,12.4623,103.6466,14.5203,6.8164,57.6475,16.7086,64.0165,89.6408,53.9975
ganQ,BS3610_RS19290,5.9031,5.1321,5.5679,4.6894,6.7872,7.5419,5.9878,8.0445,11.8444,8.0089,20.8972,22.8651,37.7635,9.5511,43.965,11.5483,26.7558,10.9042,9.8203,7.3545,85.6379,9.75,11.8454,43.8431,17.2319,45.7349,68.1185,43.1254
ganR,BS3610_RS19305,16.4787,15.5376,17.2701,18.2476,19.138,16.3658,18.0901,18.0685,23.2884,12.3716,24.6999,26.6238,40.8707,23.7334,58.9333,22.2987,33.3544,25.3663,26.9268,30.44,82.2362,25.9215,25.8857,49.4504,40.0149,52.9784,73.58,61.0571
gapA,BS3610_RS19185,3629.4068,3965.0334,3721.6721,3864.6588,5386.9955,4665.6211,5138.3587,5453.6199,6210.8324,6061.2499,5197.3494,4815.1286,1481.3828,2938.9457,1179.5396,1585.7999,1298.4785,1772.1622,1523.2754,1261.864,567.6156,1324.1452,1232.2516,730.3797,810.0688,1134.4455,351.6547,659.1753
gapB,BS3610_RS16505,89.6713,107.5699,110.1611,100.1141,202.1774,239.6344,120.1076,110.2428,31.2796,29.1642,34.7881,34.4574,69.9963,60.5345,83.3084,61.43,55.1167,103.638,124.5686,105.249,122.2761,141.5897,342.0463,163.0008,1484.2967,360.1423,601.7829,690.1392
garD,BS3610_RS02240,4.3667,4.5882,4.7943,4.6252,4.5454,5.031,4.6871,4.5599,11.9277,7.8229,25.5676,29.0374,30.1256,9.1586,44.7217,14.1689,24.0487,8.6636,12.4319,10.5064,94.7188,15.8748,8.6542,52.1624,17.9586,46.5082,71.6836,48.8775
gatA,BS3610_RS04575,748.0385,662.944,645.2378,684.8852,525.2835,545.6,595.9895,638.6289,695.6715,673.4722,574.6,542.7412,287.4767,411.4971,266.4157,371.1409,274.3577,367.3554,337.5162,324.5963,149.2039,272.6795,300.4683,206.1681,259.0974,197.1452,144.2011,188.3058
gatB,BS3610_RS04580,774.6269,654.3643,638.8912,688.999,637.0098,622.8789,721.7187,773.1286,812.8997,884.0409,710.7973,676.305,310.9932,481.6335,294.8678,443.8692,339.8773,432.6939,408.0895,395.3231,168.9618,342.5792,365.4335,242.5854,328.0488,237.7486,174.2967,232.6287
gatC,BS3610_RS04570,921.0013,944.2259,923.0128,865.6551,804.3525,796.0452,798.3762,871.1973,745.7111,793.067,570.1657,556.7501,395.1537,568.6337,336.4723,455.0995,340.0974,395.8118,450.6237,393.5031,211.4953,300.7428,310.5858,287.6836,292.5977,238.4655,189.5723,205.0737
gbsA,BS3610_RS17670,3.5346,3.3888,2.7216,2.6742,3.0104,5.0489,4.0651,5.2203,9.4927,5.9572,18.4468,19.9423,34.9947,6.8083,45.129,11.8827,19.1393,5.1301,8.4968,8.388,88.8097,20.9695,14.073,48.3838,10.2121,52.9844,69.9221,48.9269
gbsB,BS3610_RS17665,11.0738,9.5712,8.8424,9.2857,10.7412,10.9358,13.2733,13.1058,14.0121,10.4032,18.2981,25.2314,37.6201,14.931,41.0418,19.187,24.4601,12.69,15.5283,23.7242,83.5208,28.2581,19.4321,43.1541,16.4329,48.2367,68.0795,43.5253
gcp,BS3610_RS04160,87.6445,78.4651,73.3832,77.382,64.8073,60.5926,75.0059,71.1798,78.2676,84.8559,72.762,74.0181,69.4581,56.3569,70.5883,47.808,50.1866,53.8926,41.5335,53.6221,105.3176,42.4842,36.3745,64.5315,35.1707,56.6863,84.8449,53.4799
gcvPA,BS3610_RS14175,107.6752,127.1757,124.9993,128.5253,119.6865,108.7874,141.005,171.9489,172.479,137.4555,144.0625,153.6604,77.9215,66.0758,91.8116,67.7891,114.7469,188.5288,133.8837,128.2531,139.9396,225.4882,244.5882,170.1211,117.9948,91.9855,102.0592,111.8197
gcvPB,BS3610_RS14170,110.8667,125.5887,118.2662,128.484,147.2479,134.0611,146.6139,180.9149,121.1606,122.6227,114.4117,112.5956,75.0454,79.812,83.1395,74.4628,124.7126,175.6047,129.5247,114.9045,141.2056,191.2519,207.8128,162.0165,105.2474,96.1394,109.2125,100.2035
gcvT,BS3610_RS14180,148.8941,162.0976,151.5457,163.858,138.444,124.4434,167.3731,191.5031,223.9595,171.9008,194.5329,196.4971,87.3865,79.4279,89.2157,74.3606,118.3975,193.0316,142.0944,127.6399,137.6183,244.9591,265.9869,185.6878,141.5189,94.8682,116.6729,115.2011
gdh,BS3610_RS03000,1.8926,2.3094,3.4003,1.5035,6.8505,4.5557,3.352,3.5575,9.237,8.5592,23.8626,20.9862,37.3904,13.716,52.5274,17.4394,20.8184,12.236,16.6472,15.7195,90.3351,35.4275,43.9556,57.0505,22.0267,93.3507,84.3715,63.5532
gerAA,BS3610_RS18725,18.4792,15.9719,18.9056,15.7673,13.7711,15.2074,13.5542,14.6337,16.1451,13.1211,19.4161,25.4187,38.3108,16.6106,48.752,15.7179,22.3135,14.855,14.5268,17.663,72.5371,21.3168,21.9359,45.7728,19.1955,50.2791,62.4736,44.0793
gerAB,BS3610_RS18730,17.3867,22.1109,20.081,19.1933,12.9809,15.5534,12.2156,14.0063,21.3062,15.1844,20.3669,21.1967,32.9262,14.3853,39.8439,18.8219,23.5213,16.2669,21.2431,23.7112,59.2065,29.1968,26.9345,38.9761,27.3997,43.4992,54.2505,39.9378
gerAC,BS3610_RS18735,31.8198,31.5469,35.73,39.6719,23.4304,24.795,21.1335,23.2598,29.9576,29.4586,33.8617,38.6672,49.6841,23.9096,56.5462,21.2386,35.318,26.9398,24.5915,26.3503,97.3582,33.369,33.0095,61.2405,36.1731,70.9478,84.9964,61.0043
gerBA,BS3610_RS20140,4.6681,6.8037,8.0762,6.8673,4.1966,5.1862,6.681,5.6872,7.6882,4.4874,20.1223,25.2119,35.4584,8.3922,41.2057,8.8235,22.272,6.068,6.7443,7.5391,80.6347,14.8494,15.4194,45.0626,11.2815,51.2878,67.6289,46.1359
gerBB,BS3610_RS20145,6.9429,10.8631,9.0535,9.6076,21.7451,12.4411,9.5199,7.7882,10.4451,3.9634,17.1603,24.9027,31.3943,6.3415,38.8356,9.1439,17.2749,5.5851,8.9935,6.9758,60.0488,12.6829,7.9897,32.9604,6.1533,36.2672,51.9539,33.0683
