target_gene,minimal_set,disjoint_sets
YNL162W,YHR143W-A: YHL027W: YBR244W,YHR143W-A: YHL027W: YBR244W; YBL016W: YLL051C: YOR059C; YOR230W: YDR034C: YOL128C; YGL133W: YBR216C: YGL094C: YHR006W: YLR220W: YDR216W: YGL073W: YHR071W: YDL190C: YPR072W: YNL239W: YGL013C: YDR333C: YDR335W; YOR363C: YGL254W: YOR352W: YBR297W: YBL025W: YLR403W: YPL202C: YNL167C: YKL096W: YFL021W: YOL149W: YGL110C: YPR009W: YER161C: YGL127C: YKL028W: YLR414C: YEL063C: YKL109W: YKR077W: YGR243W: YLR362W: YOR123C: YPR025C: YNL216W: YDL020C: YLR332W: YKR064W: YJR032W: YNL135C: YMR112C: YJL110C: YKL020C: YDL048C: YLR047C: YDL106C: YGR197C: YBL085W: YDL013W: YOR047C: YNL278W: YML007W: YBR187W: YER045C: YBL107C: YER177W: YOR113W: YGL113W: YOR049C: YMR023C: YOR280C: YGR246C: YMR228W: YIR013C: YPL192C: YPR165W: YBR123C: YKL164C: YDR362C: YMR182C: YJR063W: YDR303C: YDR501W: YML027W: YBL021C: YER159C: YPL133C: YJL173C: YMR039C: YGR281W: YFL034C-B: YCR097W: YNL189W: YNL279W: YOR066W: YMR168C: YPR008W: YPR086W: YLR014C: YOR153W: YER114C: YBL103C: YPL128C: YKL032C: YLR040C: YNL103W: YKL058W: YDR492W: YAL021C: YBR112C: YHR124W: YIL101C: YCR096C: YDR460W: YBR240C: YLR214W: YCR042C: YLR347C: YKL185W: YMR308C: YJR094C: YDR296W: YMR005W: YMR227C: YDR169C: YBR111W-A: YBL093C: YHR190W: YDR423C: YHR084W: YPR156C: YML028W: YDL070W: YER171W: YMR186W: YPL129W: YER064C: YBR151W: YIR037W: YDL115C: YDR146C: YER148W: YER068W: YML098W: YGL060W: YIR033W: YNR009W: YMR243C: YMR043W: YNR007C: YNL176C: YER130C: YGR138C: YGL256W: YOL148C: YBR020W: YPL049C: YPL038W: YLR131C: YGL106W: YML114C: YIR018W: YDL126C: YOL001W: YNL098C: YIR023W: YGR044C: YPR124W: YCR084C: YDR259C: YDR253C: YDR174W: YBR083W: YEL007W: YPR036W-A: YJL124C: YLR398C: YOR172W: YPL031C: YDL179W: YIL154C: YJR147W: YOR080W: YOL135C: YDR167W: YKR062W: YBL007C: YNL289W: YPL139C: YIL131C: YOL067C: YOL145C: YDL132W: YPL048W: YGR209C: YDR392W: YGR186W: YBR047W: YEL009C: YGL107C: YOR290C: YGR224W: YNL236W: YMR021C: YBR253W: YGL151W: YDR311W: YML081W: YLR098C: YLR005W: YFL009W: YGR005C: YER184C: YPL007C: YGR233C: YML051W: YPL177C: YLR256W: YER111C: YOL108C: YPL075W: YKL112W: YOR028C: YLR109W: YOR315W: YOR298C-A: YHR030C: YKR034W: YLR266C: YDR202C: YOL152W: YIL143C: YKL062W: YBL005W: YOR304W: YBR170C: YGR134W: YGL252C: YDR406W: YOL089C: YLR071C: YPR133C: YGL112C: YKL203C: YGL038C: YAL001C: YGL016W: YBR081C: YPL248C: YOR162C: YJR066W: YBR278W
YDR077W,YOR049C: YMR280C: YBR297W,YOR049C: YMR280C: YBR297W; YBR215W: YHL027W: YPR008W: YBR047W: YIL122W: YGL105W: YGR249W; YGR138C: YER116C: YGL237C: YBR289W: YCR096C: YMR164C: YBL103C; YHR006W: YPL202C: YMR172W; YGR146C: YPR156C: YNL189W: YDR202C: YDL115C: YDL013W: YJL065C: YDR223W: YOR028C: YDR123C: YDR520C: YGL254W: YNL314W: YBR128C: YDR463W: YDL170W: YBR033W: YDR259C: YHL010C: YOL135C: YGL096W: YER040W: YDL233W: YBR193C: YLR445W: YLR141W: YNL176C: YLR362W: YMR182C; YHL009C: YNR010W: YDL044C: YNR007C: YER148W: YNL068C: YKR099W: YPR030W: YJL127C: YOR358W: YDR252W: YDR147W: YML015C: YOR113W: YMR021C: YMR042W: YHL031C: YBL021C: YOL001W: YGL110C: YPR104C: YMR228W: YOR083W: YOL051W: YJR078W: YDR501W: YPL133C; YGR224W: YBR066C: YGR005C: YJL156C: YAL061W: YLR109W: YPR013C: YPL230W: YOL108C: YGR197C: YMR016C: YOR295W: YDR485C: YMR023C: YDL106C: YPL139C: YGR243W: YKR064W: YDR216W: YGR246C: YNL039W: YLR182W: YLR013W: YDL080C: YGR104C; YCL032W: YLR256W: YOR229W: YMR168C: YGR047C: YLR055C: YDR169C: YIR018W: YPL007C: YOR352W: YJL210W: YER169W: YIR013C: YNL097C: YIL154C: YGL071W: YBR150C: YMR227C: YOR378W: YML076C: YHR056C: YBR123C: YLR213C: YDL108W
YHR174W,YGL025C: YBL021C: YGR005C: YMR042W: YJL103C: YCL032W: YGR243W,YGL025C: YBL021C: YGR005C: YMR042W: YJL103C: YCL032W: YGR243W; YGR246C: YBR278W: YOR153W; YBL078C: YIL154C: YDR259C; YMR136W: YPL177C: YDL005C
YKL163W,YAL061W: YDR055W: YOL151W,YAL061W: YDR055W: YOL151W; YOR363C: YPL075W: YKL096W; YDR202C: YJL110C: YHR006W: YGL104C: YER148W: YPR052C: YDR310C; YKL185W: YOR230W: YHR030C
YFL041W,YPL048W: YHR064C: YLR220W,YPL048W: YHR064C: YLR220W; YLR445W: YOL067C: YGL025C; YLR213C: YHR190W: YHR124W; YLR175W: YLR109W: YBL021C: YJL089W: YMR308C: YBL078C: YDR167W; YOR153W: YGR243W: YKL109W; YER068W: YDR055W: YNL103W
YDR055W,YOR273C: YGL104C: YHR030C,YOR273C: YGL104C: YHR030C; YAL001C: YKR034W: YBR150C; YCR106W: YOL067C: YPL031C; YNL288W: YAL061W: YDL013W; YGR281W: YJL110C: YDR451C; YLR256W: YML007W: YGL038C
YDR012W,YHR143W-A: YHL027W: YBR244W,YHR143W-A: YHL027W: YBR244W; YNL239W: YBL016W: YOL128C; YDR216W: YLL051C: YOR059C; YOR230W: YDR034C: YHR006W; YDR335W: YHR071W: YLR220W; YGL013C: YGL073W: YDL190C; YBR216C: YBR278W: YGL038C; YKL203C: YGL094C: YKL062W; YKR062W: YPR133C: YDR333C; YDL126C: YGR186W: YOR213C: YLR071C: YGL112C: YPL129W: YDR423C: YGL060W: YOL108C: YKR034W: YGR134W: YDR406W: YBL005W: YOR028C: YPR072W: YPL250C: YMR280C: YBR081C: YOR280C: YLR005W: YOR304W: YDL132W: YJL210W: YOR162C: YBR047W: YGL133W: YPL248C: YBR170C; YNR007C: YDR501W: YIR017C; YGL254W: YJR066W: YPL007C: YBL007C: YPL192C: YJR063W: YJL176C: YEL009C: YJR147W: YDL106C: YER111C: YMR021C: YKR064W: YDL233W: YNL236W: YOR315W: YAL061W: YCL055W: YGL096W: YDR311W: YHR124W: YOL152W: YAL001C: YMR168C: YPL177C: YOR298C-A; YIR033W: YLR213C: YDR202C: YER171W: YGR197C: YCR065W; YER045C: YLR398C: YGR246C: YOL089C: YGR233C: YLR347C: YBR083W: YPL016W: YPR086W: YGL045W: YER040W: YJL103C; YHR030C: YCL032W: YDR520C: YJR132W: YDR463W: YDR480W; YGL035C: YDR303C: YPL128C: YOL151W: YGR257C: YMR228W: YDR167W: YML051W: YPR168W: YGL107C: YCR084C: YLR131C: YGL016W: YBL078C: YPL049C: YMR070W: YPL075W: YNL189W: YLR362W: YBR151W: YBR193C: YLR047C: YOR295W: YBR033W: YJL078C: YJL089W: YDL179W: YFL009W: YLR109W: YIL154C: YDL044C: YPR025C: YML076C: YER114C: YPR030W: YPL122C: YLR335W: YAL051W: YLR098C: YCR093W: YBR253W: YPL230W: YER022W: YPL033C: YOL001W: YLR266C: YER184C; YNL025C: YJL173C: YGR044C: YDR362C: YGL151W: YOL067C: YJL127C: YLR175W: YOR080W: YBR297W; YDR214W: YDL080C: YPL021W: YGR274C: YLR256W; YLR013W: YOR359W: YIL131C: YOR290C: YMR023C: YHL010C: YGL252C: YJR078W: YIR013C; YFR028C: YNR009W: YMR186W: YCR095C: YOR363C: YER161C: YOR083W: YJR127C: YKL038W: YFL034C-B: YAL021C: YGL106W: YIR037W: YBR128C: YKL043W: YNL099C: YMR243C: YJL124C: YKL112W: YDR421W: YCR106W: YPR056W: YDL108W: YDR223W: YML081W: YJR094C: YOR113W: YIL143C: YGL209W: YLL028W: YJL056C: YJL156C: YML028W: YJR060W: YDR252W: YDR284C: YLR014C: YNL097C; YML099C: YHL020C: YER159C: YDR145W: YPL240C: YOR344C: YBR240C: YLL026W: YKL109W: YDR492W: YMR112C: YGR005C: YHL009C: YDR043C: YKL096W: YBL085W: YPR052C: YNL289W: YCL036W: YER064C: YBR111W-A: YIL130W: YFL031W: YMR039C: YPL058C: YMR042W: YDR174W: YHR056C: YPL038W: YER169W: YPR008W: YLR214W: YDR451C: YLR113W: YNL288W: YMR182C: YIL101C: YPR013C: YGR209C: YBR123C: YJL110C: YKL164C: YER148W: YPL048W: YPR165W: YKR077W: YDR296W: YPL139C: YOR372C: YGR211W: YEL007W: YPR124W: YMR043W: YBR215W: YLR401C: YIL056W: YOR378W: YHR064C: YPR065W: YBL066C: YNL313C: YBR154C: YHR058C: YHR190W: YNL216W: YDR310C: YBL025W: YOR229W: YOR380W: YMR270C: YLR055C: YNR052C: YGL104C: YDL056W: YOR123C: YER130C: YIR018W: YGR138C: YLR445W: YDR147W: YGL162W: YLR228C: YDL115C: YGR243W: YJR032W: YPL254W: YLR182W: YML114C: YGR047C: YDR477W: YGL166W: YDR096W: YDR485C: YNR003C: YLR176C: YML098W: YBR112C: YLR032W: YER088C: YBR182C: YOR046C: YNL176C: YPR070W: YBR020W: YOR174W: YDL020C: YGR281W: YPL202C: YNL098C: YDR026C: YHR084W: YNL021W: YML007W: YMR172W: YNL023C: YOR273C: YDR146C: YKL179C: YBL103C: YOR047C: YBR150C: YNL294C: YGR104C: YBR066C: YDR213W: YNL279W: YNR010W: YIL038C: YPL133C: YCR042C: YKL220C: YER116C: YPL011C: YLR141W: YOR049C
YGR008C,YER110C: YOL151W: YHR190W,YER110C: YOL151W: YHR190W; YGL252C: YPL240C: YNL098C; YLR223C: YPL250C: YDR253C; YGR044C: YGR048W: YGR257C; YAL001C: YAL021C: YAL051W: YAL061W: YBL005W: YBL007C: YBL016W: YBL021C: YBL025W: YBL054W: YBL066C: YBL078C: YBL085W: YBL093C: YBL103C: YBL107C: YBR017C: YBR020W: YBR033W: YBR047W: YBR049C: YBR066C: YBR081C: YBR083W: YBR089C-A: YBR111W-A: YBR112C: YBR123C: YBR128C: YBR150C: YBR151W: YBR154C: YBR170C: YBR182C: YBR187W: YBR193C: YBR198C: YBR215W: YBR216C: YBR239C: YBR240C: YBR244W: YBR253W: YBR278W: YBR289W: YBR297W: YCL032W: YCL036W: YCL055W: YCR042C: YCR065W: YCR084C: YCR093W: YCR095C: YCR096C: YCR097W: YCR106W: YDL005C: YDL013W: YDL020C: YDL044C: YDL048C: YDL056W: YDL070W: YDL080C: YDL106C: YDL108W: YDL115C: YDL126C: YDL132W: YDL165W: YDL170W: YDL179W: YDL190C: YDL233W: YDL235C: YDR026C: YDR034C: YDR043C: YDR055W: YDR075W: YDR079C-A: YDR081C: YDR096W: YDR098C: YDR121W: YDR123C: YDR145W: YDR146C: YDR147W: YDR167W: YDR169C: YDR174W: YDR202C: YDR207C: YDR213W: YDR214W: YDR216W: YDR223W: YDR252W: YDR259C: YDR277C: YDR284C: YDR296W: YDR299W: YDR303C: YDR308C: YDR310C: YDR311W: YDR333C: YDR335W: YDR362C: YDR392W: YDR406W: YDR421W: YDR423C: YDR451C: YDR460W: YDR463W: YDR477W: YDR480W: YDR485C: YDR492W: YDR501W: YDR520C: YEL007W: YEL009C: YEL063C: YER022W: YER028C: YER040W: YER045C: YER064C: YER068W: YER088C: YER111C: YER114C: YER116C: YER130C: YER148W: YER159C: YER161C: YER169W: YER171W: YER174C: YER177W: YER184C: YFL009W: YFL021W: YFL031W: YFL034C-B: YFR028C: YFR034C: YGL013C: YGL016W: YGL025C: YGL035C: YGL038C: YGL043W: YGL045W: YGL060W: YGL071W: YGL073W: YGL094C: YGL096W: YGL104C: YGL105W: YGL106W: YGL107C: YGL110C: YGL111W: YGL112C: YGL113W: YGL127C: YGL133W: YGL151W: YGL162W: YGL166W: YGL181W: YGL190C: YGL209W: YGL237C: YGL254W: YGL256W: YGR005C: YGR040W: YGR047C: YGR104C: YGR134W: YGR138C: YGR146C: YGR186W: YGR197C: YGR209C: YGR211W: YGR224W: YGR233C: YGR243W: YGR246C: YGR249W: YGR274C: YGR281W: YHL009C: YHL010C: YHL020C: YHL027W: YHL031C: YHR006W: YHR030C: YHR041C: YHR056C: YHR058C: YHR064C: YHR071W: YHR084W: YHR124W: YHR143W-A: YHR178W: YHR206W: YIL033C: YIL036W: YIL038C: YIL056W: YIL101C: YIL122W: YIL130W: YIL131C: YIL143C: YIL154C: YIR013C: YIR017C: YIR018W: YIR023W: YIR033W: YIR037W: YJL056C: YJL065C: YJL078C: YJL089W: YJL103C: YJL110C: YJL124C: YJL127C: YJL156C: YJL173C: YJL176C: YJL210W: YJL216C: YJR032W: YJR060W: YJR063W: YJR066W: YJR078W: YJR094C: YJR127C: YJR132W: YJR147W: YKL005C: YKL015W: YKL020C: YKL028W: YKL032C: YKL038W: YKL043W: YKL058W: YKL062W: YKL096W: YKL109W: YKL112W: YKL125W: YKL164C: YKL179C: YKL185W: YKL203C: YKL220C: YKR034W: YKR062W: YKR064W: YKR077W: YKR099W: YLL026W: YLL028W: YLL051C: YLR005W: YLR013W: YLR014C: YLR032W: YLR040C: YLR047C: YLR055C: YLR071C: YLR098C: YLR109W: YLR113W: YLR131C: YLR141W: YLR175W: YLR176C: YLR182W: YLR183C: YLR213C: YLR214W: YLR220W: YLR228C: YLR256W: YLR266C: YLR332W: YLR335W: YLR347C: YLR362W: YLR375W: YLR398C: YLR399C: YLR401C: YLR403W: YLR414C: YLR445W: YLR451W: YML007W: YML015C: YML027W: YML028W: YML051W: YML076C: YML081W: YML098W: YML099C: YML114C: YMR005W: YMR016C: YMR021C: YMR023C: YMR037C: YMR039C: YMR042W: YMR043W: YMR070W: YMR112C: YMR136W: YMR164C: YMR168C: YMR172W: YMR182C: YMR186W: YMR227C: YMR228W: YMR236W: YMR243C: YMR270C: YMR280C: YMR308C: YNL021W: YNL023C: YNL025C: YNL027W: YNL039W: YNL068C: YNL097C: YNL099C: YNL103W: YNL135C: YNL161W: YNL167C: YNL176C: YNL189W: YNL199C: YNL216W: YNL229C: YNL236W: YNL239W: YNL278W: YNL279W: YNL288W: YNL289W: YNL294C: YNL313C: YNL314W: YNR003C: YNR007C: YNR009W: YNR010W: YNR052C: YOL001W: YOL051W: YOL067C: YOL089C: YOL108C: YOL116W: YOL128C: YOL135C: YOL145C: YOL148C: YOL149W: YOL152W: YOR028C: YOR032C: YOR046C: YOR047C: YOR049C: YOR059C: YOR066W: YOR080W: YOR083W: YOR098C: YOR110W: YOR113W: YOR123C: YOR140W: YOR153W: YOR162C: YOR172W: YOR174W: YOR194C: YOR213C: YOR229W: YOR230W: YOR273C: YOR280C: YOR290C: YOR295W: YOR298C-A: YOR304W: YOR315W: YOR337W: YOR344C: YOR352W: YOR358W: YOR359W: YOR363C: YOR372C: YOR378W: YOR380W: YPL007C: YPL011C: YPL016W: YPL021W: YPL031C: YPL033C: YPL037C: YPL038W: YPL042C: YPL048W: YPL049C: YPL058C: YPL075W: YPL089C: YPL122C: YPL128C: YPL129W: YPL133C: YPL139C: YPL177C: YPL192C: YPL202C: YPL230W: YPL248C: YPL254W: YPR008W: YPR009W: YPR013C: YPR025C: YPR030W: YPR036W-A: YPR052C: YPR056W: YPR065W: YPR070W: YPR072W: YPR086W: YPR104C: YPR124W: YPR133C: YPR156C: YPR165W: YPR168W: YPR186C
YPR035W,YAL021C: YLR109W: YNL098C,YAL021C: YLR109W: YNL098C; YJR094C: YER068W: YLR214W: YPL075W: YPL048W: YKL179C: YBL016W; YPR124W: YGL107C: YOR153W; YML098W: YDR303C: YDR169C: YBR017C: YMR243C: YBR083W: YCL036W; YGR005C: YMR308C: YGL237C: YDR492W: YOL145C: YMR043W: YHR084W; YGR048W: YIL143C: YLR256W: YOL108C: YDR174W: YNL097C: YBL093C: YNL239W: YDR026C: YDL115C: YDR253C: YKL062W: YGL166W: YGL190C: YPL031C: YOR113W: YPL177C: YOR194C: YGL127C: YML081W: YOL152W: YMR042W: YPR056W: YEL009C: YPL037C: YHR030C: YLR347C: YOR066W: YLR040C: YIL101C: YGL256W: YML007W: YLR141W: YJR132W: YLL028W: YKL096W: YLR005W: YBR240C: YLR335W: YEL007W: YPR008W: YNL313C: YGR211W: YBR154C: YCR093W: YKL032C: YOL151W: YDR121W: YPL058C: YDR167W: YJL173C: YOR047C: YLR401C: YJL176C: YBL107C: YJR032W: YDR146C; YNL236W: YGL209W: YGR134W: YGL151W: YER159C: YGR186W; YGR246C: YFR028C: YJL089W: YNL099C: YOR230W: YDR451C: YPL016W: YER171W: YOR123C: YGL025C: YGR044C: YLR071C
YLR048W,YBL078C: YDR169C: YHL027W,YBL078C: YDR169C: YHL027W
YDL191W,YNL239W: YBR244W: YHL027W,YNL239W: YBR244W: YHL027W; YLL051C: YOR059C: YHR143W-A; YOR230W: YDR216W: YBL016W; YGL073W: YOL128C: YLR220W; YDR034C: YHR006W: YHR071W; YBR278W: YDR335W: YGL013C; YGL038C: YDL190C: YKL062W; YDR333C: YKR062W: YGL094C
YOL132W,YHR124W: YKL109W: YLR220W,YHR124W: YKL109W: YLR220W; YPL048W: YLR445W: YLR213C; YDR167W: YJL089W: YHR064C; YPL129W: YPR086W: YOL067C; YER174C: YOR344C: YBR154C; YNL103W: YER064C: YDR055W; YLR175W: YGL252C: YKL125W; YLR223C: YMR308C: YJL110C; YNL199C: YHR030C: YHR190W; YGL111W: YBR170C: YBR151W; YMR016C: YMR043W: YLR182W: YDL070W: YNL294C: YJR147W: YCR084C: YFL031W: YGR044C: YMR172W: YBL007C: YMR164C: YMR037C: YDR303C: YLR335W: YDR216W: YDR174W: YKR062W: YML081W: YDL126C: YKL020C: YNL098C: YGR048W: YER022W: YNL229C: YBR253W: YAL021C: YFR034C: YLR214W: YGR138C: YPL033C: YMR280C: YLR141W: YNL039W: YBR187W: YBR193C: YNR010W: YDR296W: YNR003C: YOL145C: YOL151W: YDR310C: YGR243W: YOL149W: YCL055W: YDR081C: YPL021W: YDR121W: YDL115C: YDR026C: YBL021C: YLL026W: YPR036W-A: YER088C: YDR299W: YKL058W: YGL025C; YOR213C: YNL161W: YJR063W; YML051W: YMR236W: YDR096W; YIL038C: YOR359W: YKL164C; YHR206W: YDR253C: YKR077W; YOR153W: YKL185W: YDR259C; YGR281W: YHL010C: YGL256W; YIR037W: YDR423C; YGL181W: YER177W: YPR156C: YMR243C: YGR047C; YGL162W: YOR315W; YBR066C: YGR211W; YNL313C: YKL043W; YOL135C: YNL289W; YOL128C: YPL192C; YIL154C: YGL071W; YDR252W: YNL135C: YDL165W: YDR043C: YLR401C; YOR098C: YML027W; YLR414C: YML028W; YOR337W: YDL233W; YIL143C: YMR136W; YDR098C: YEL009C; YDL106C: YMR270C; YGL043W: YBR017C; YBR289W: YOR028C; YBL107C: YKL179C; YGL237C: YPL011C; YBL103C: YBR198C; YLR109W: YGL060W; YPR168W: YLR071C; YPL031C: YBR239C; YBR123C: YDR477W; YOR083W: YPL075W; YNR007C: YPL133C; YIR013C: YFL034C-B; YLR013W: YJR132W; YNL097C: YBR049C; YOL108C: YBL054W; YOR358W: YOR295W; YIL033C: YPL058C
YPR002W,YER159C: YMR070W: YHL020C: YOL149W: YEL063C: YDR277C: YGR048W: YPL128C: YHL031C: YHR190W: YLR109W: YKR034W: YGR246C: YJL176C: YOR113W: YOL051W: YMR186W: YDR296W: YBR066C: YDR174W: YMR043W: YMR243C: YIL122W: YBR020W: YGL025C: YER148W: YLR032W: YBR151W: YHR143W-A: YPL031C: YPR104C: YOL067C: YML051W: YOR153W: YGR243W: YGL071W: YDR259C: YGR249W: YKL015W: YEL009C: YDR477W: YPR065W: YLR213C: YOL116W: YDR423C: YNL176C: YHR030C: YLR332W: YDR463W: YPR072W: YBR089C-A: YOR174W: YMR227C: YFL021W: YDL013W: YDR213W: YOR028C: YDR520C: YPL202C: YGL094C: YDR079C-A: YGL038C: YMR042W: YPR156C: YLR256W: YMR016C: YDR121W: YPR133C: YOL135C: YDR216W: YDR214W: YBR215W: YLR228C: YPR036W-A: YPR013C: YER114C: YKL058W: YBL021C: YGL181W: YGR138C: YBR128C: YNL229C: YHR006W: YNR010W: YLL026W: YER088C: YDR169C: YDR311W: YER040W: YHL027W: YGL105W: YGL237C: YGL060W: YDR202C: YDL115C: YPL011C: YBR081C: YPL133C: YPL021W: YDL165W: YOL089C: YKR062W: YDL233W: YNR007C: YDL020C: YLR445W: YBR253W: YPL139C: YOR049C: YFL031W: YDR096W: YER174C: YPR025C: YJL103C: YPL033C: YMR280C: YMR172W: YBL103C: YGL112C: YGL162W: YOR352W: YPL122C,YER159C: YMR070W: YHL020C: YOL149W: YEL063C: YDR277C: YGR048W: YPL128C: YHL031C: YHR190W: YLR109W: YKR034W: YGR246C: YJL176C: YOR113W: YOL051W: YMR186W: YDR296W: YBR066C: YDR174W: YMR043W: YMR243C: YIL122W: YBR020W: YGL025C: YER148W: YLR032W: YBR151W: YHR143W-A: YPL031C: YPR104C: YOL067C: YML051W: YOR153W: YGR243W: YGL071W: YDR259C: YGR249W: YKL015W: YEL009C: YDR477W: YPR065W: YLR213C: YOL116W: YDR423C: YNL176C: YHR030C: YLR332W: YDR463W: YPR072W: YBR089C-A: YOR174W: YMR227C: YFL021W: YDL013W: YDR213W: YOR028C: YDR520C: YPL202C: YGL094C: YDR079C-A: YGL038C: YMR042W: YPR156C: YLR256W: YMR016C: YDR121W: YPR133C: YOL135C: YDR216W: YDR214W: YBR215W: YLR228C: YPR036W-A: YPR013C: YER114C: YKL058W: YBL021C: YGL181W: YGR138C: YBR128C: YNL229C: YHR006W: YNR010W: YLL026W: YER088C: YDR169C: YDR311W: YER040W: YHL027W: YGL105W: YGL237C: YGL060W: YDR202C: YDL115C: YPL011C: YBR081C: YPL133C: YPL021W: YDL165W: YOL089C: YKR062W: YDL233W: YNR007C: YDL020C: YLR445W: YBR253W: YPL139C: YOR049C: YFL031W: YDR096W: YER174C: YPR025C: YJL103C: YPL033C: YMR280C: YMR172W: YBL103C: YGL112C: YGL162W: YOR352W: YPL122C; YOR194C: YDR421W: YBR083W: YBL054W: YBR150C: YNL039W: YDR167W: YBL025W: YLR141W: YML028W: YIL101C: YOR230W: YJL110C: YLR131C: YPL048W: YOR098C: YML098W: YPL248C: YCL032W: YDR501W: YDL070W: YDL235C: YJL056C: YGL166W: YGL106W: YIL154C: YIR017C: YGL151W: YPL007C: YBR033W: YNL098C: YBR047W: YIR023W: YLR047C: YIL033C: YER116C: YPR008W: YDR098C: YCL036W: YNL216W: YDL005C: YJL173C: YDR362C: YPL250C: YPR086W: YIL056W: YCR084C: YNL103W: YPL049C: YDR253C: YGR209C: YNL278W: YDL190C: YLR347C: YMR270C: YER022W: YDR460W: YPL192C: YNR052C: YLR176C: YDR081C: YLR183C: YGR274C: YDR485C: YGL045W: YDL179W: YGL254W: YGL252C: YDR026C: YGR197C: YMR168C: YNL023C: YGL035C: YDL048C: YJL124C: YGR233C: YML076C: YGR281W: YMR228W: YPL177C: YDR299W: YDR308C: YDR207C: YPR009W: YPR124W: YGR211W: YBR278W: YER184C: YOR298C-A: YGL073W: YPR030W: YOL145C: YMR164C: YDL132W: YBR112C: YPL037C: YOR358W: YML007W: YPL042C: YGL096W: YGL113W: YLR113W: YOL151W: YEL007W: YJR078W: YIL143C: YOR229W: YBR297W: YHR071W: YPR056W: YDR034C: YDR252W: YNL239W: YBR289W: YJR094C: YIR037W: YBR170C: YNL294C: YLR014C: YOR273C: YML015C: YDL108W: YHR124W: YFR034C: YDR145W: YOL128C: YMR136W: YKL005C: YGR146C: YKR064W: YGR186W: YOR295W: YJL089W: YOR304W: YKL164C: YKL185W: YKR099W: YBR123C: YDR223W: YNL189W: YLR220W: YLR451W: YER111C: YGL107C: YLR013W: YIR018W: YOR110W: YGR005C: YLR055C: YOR337W: YOR213C: YPR052C: YOR059C: YOR083W: YIR013C: YJL156C: YNL199C: YNL167C: YMR308C: YDL126C: YJL210W: YNL097C: YER068W: YCL055W: YDR492W: YMR112C: YBR193C: YDR123C: YCR096C: YGL013C: YOR032C: YOL108C: YMR021C: YPL230W: YHR064C: YDL106C: YCR095C: YJR147W: YML114C: YBL066C: YOL001W: YBL078C: YCR097W
YAL038W,YBR278W: YBL021C: YCL032W: YGR005C: YGR243W: YMR042W: YJL103C,YBR278W: YBL021C: YCL032W: YGR005C: YGR243W: YMR042W: YJL103C; YOR153W: YDL005C: YGL025C
YOL052C-A,YHL027W: YJR078W: YBR193C: YOR028C: YGR138C: YKL096W: YBR047W,YHL027W: YJR078W: YBR193C: YOR028C: YGR138C: YKL096W: YBR047W; YBL103C: YER040W: YER022W: YER148W: YGL105W: YMR186W: YMR016C
