target_gene,minimal_set,disjoint_sets
YDR086C,YPL129W: YHR143W-A: YBR240C,YPL129W: YHR143W-A: YBR240C; YDL190C: YCR084C: YCR093W; YLR266C: YDL235C: YDR335W; YBL007C: YDR216W: YLR398C; YIL101C: YKL203C: YBL005W; YLR098C: YDR423C: YGL127C: YOR123C: YGR209C: YHR190W: YML099C: YFL034C-B: YNL236W: YCL032W: YMR043W: YDL070W: YGL016W: YJR132W: YLR256W: YLR399C: YOR028C: YOL152W: YLL028W: YER171W: YDR303C: YGL151W: YBL107C: YLR335W: YDR333C: YHL027W: YHR124W: YJR066W: YBR216C; YGL105W: YKL096W: YGL133W: YGR134W: YML081W: YGL252C; YBR151W: YNL025C: YMR168C: YGL256W: YGL073W: YOR304W: YER184C: YBL025W: YOL128C: YDR460W: YLR014C: YMR016C: YPR133C: YJL210W: YDR277C: YMR070W: YBL103C: YOR194C: YDR310C: YFL009W: YOR080W: YLR214W: YDR406W: YLR071C: YPL058C: YBR081C: YBR017C
YGR086C,YOL051W: YHL031C: YPL202C,YOL051W: YHL031C: YPL202C; YPL192C: YIL154C: YMR043W; YOL067C: YBR253W: YDR253C; YNR007C: YGL025C: YMR136W: YGR249W: YIR017C: YDR169C: YLR005W; YER174C: YFL021W: YAL021C: YEL007W: YER068W: YBR244W: YDR460W: YPR008W: YNL216W: YDR423C: YLR214W: YCR097W: YMR070W: YHL027W; YDL165W: YBL078C: YNL097C: YPR065W: YBR047W: YKR062W: YGL127C; YPR036W-A: YMR243C: YNL135C: YOL128C: YPL177C: YPL007C: YIL033C: YNL176C: YKR034W: YER110C: YKL032C: YHL020C: YMR308C: YDL115C
YGR148C,YDR169C: YKR062W: YHL027W,YDR169C: YKR062W: YHL027W; YJL103C: YER088C: YGL073W: YPL230W: YAL021C: YIR033W: YBL078C; YCL032W: YJR147W: YDL115C: YNR007C: YGL190C: YPR008W: YIL033C; YPL037C: YDR216W: YIR037W; YDR253C: YPL177C: YHR064C; YGR243W: YGL094C: YGR249W: YHR006W: YJL210W: YNL189W: YBR244W: YHR143W-A: YOL067C: YFL021W: YKL062W: YEL063C: YBR170C: YGR048W: YMR243C: YGL106W: YIR017C: YOL108C: YER068W: YLL051C: YPL031C: YDL132W: YGR186W: YIL154C: YLR175W: YOR315W: YNL176C: YML007W: YLR220W; YJR063W: YBR278W: YDR423C; YNL097C: YGL013C: YGR005C: YJL176C: YNL239W: YER114C; YOR059C: YGL127C: YBL103C; YAL001C: YAL051W: YAL061W: YBL005W: YBL007C: YBL016W: YBL021C: YBL025W: YBL054W: YBL066C: YBL085W: YBL093C: YBL107C: YBR017C: YBR020W: YBR033W: YBR047W: YBR049C: YBR066C: YBR081C: YBR083W: YBR089C-A: YBR111W-A: YBR112C: YBR123C: YBR128C: YBR150C: YBR151W: YBR154C: YBR182C: YBR187W: YBR193C: YBR198C: YBR215W: YBR216C: YBR239C: YBR240C: YBR253W: YBR289W: YBR297W: YCL036W: YCL055W: YCR042C: YCR065W: YCR084C: YCR093W: YCR095C: YCR096C: YCR097W: YCR106W: YDL005C: YDL013W: YDL020C: YDL044C: YDL048C: YDL056W: YDL070W: YDL080C: YDL106C: YDL108W: YDL126C: YDL165W: YDL170W: YDL179W: YDL190C: YDL233W: YDL235C: YDR026C: YDR034C: YDR043C: YDR055W: YDR075W: YDR079C-A: YDR081C: YDR096W: YDR098C: YDR121W: YDR123C: YDR145W: YDR146C: YDR147W: YDR167W: YDR174W: YDR202C: YDR207C: YDR213W: YDR214W: YDR223W: YDR252W: YDR259C: YDR277C: YDR284C: YDR296W: YDR299W: YDR303C: YDR308C: YDR310C: YDR311W: YDR333C: YDR335W: YDR362C: YDR392W: YDR406W: YDR421W: YDR451C: YDR460W: YDR463W: YDR477W: YDR480W: YDR485C: YDR492W: YDR501W: YDR520C: YEL007W: YEL009C: YER022W: YER028C: YER040W: YER045C: YER064C: YER110C: YER111C: YER116C: YER130C: YER148W: YER159C: YER161C: YER169W: YER171W: YER174C: YER177W: YER184C: YFL009W: YFL031W: YFL034C-B: YFR028C: YFR034C: YGL016W: YGL025C: YGL035C: YGL038C: YGL043W: YGL045W: YGL060W: YGL071W: YGL096W: YGL104C: YGL105W: YGL107C: YGL110C: YGL111W: YGL112C: YGL113W: YGL133W: YGL151W: YGL162W: YGL166W: YGL181W: YGL209W: YGL237C: YGL252C: YGL254W: YGL256W: YGR040W: YGR044C: YGR047C: YGR104C: YGR134W: YGR138C: YGR146C: YGR197C: YGR209C: YGR211W: YGR224W: YGR233C: YGR246C: YGR257C: YGR274C: YGR281W: YHL009C: YHL010C: YHL020C: YHL031C: YHR030C: YHR041C: YHR056C: YHR058C: YHR071W: YHR084W: YHR124W: YHR178W: YHR190W: YHR206W: YIL036W: YIL038C: YIL056W: YIL101C: YIL122W: YIL130W: YIL131C: YIL143C: YIR013C: YIR018W: YIR023W: YJL056C: YJL065C: YJL078C: YJL089W: YJL110C: YJL124C: YJL127C: YJL156C: YJL173C: YJL216C: YJR032W: YJR060W: YJR066W: YJR078W: YJR094C: YJR127C: YJR132W: YKL005C: YKL015W: YKL020C: YKL028W: YKL032C: YKL038W: YKL043W: YKL058W: YKL096W: YKL109W: YKL112W: YKL125W: YKL164C: YKL179C: YKL185W: YKL203C: YKL220C: YKR034W: YKR064W: YKR077W: YKR099W: YLL026W: YLL028W: YLR005W: YLR013W: YLR014C: YLR032W: YLR040C: YLR047C: YLR055C: YLR071C: YLR098C: YLR109W: YLR113W: YLR131C: YLR141W: YLR176C: YLR182W: YLR183C: YLR213C: YLR214W: YLR223C: YLR228C: YLR256W: YLR266C: YLR332W: YLR335W: YLR347C: YLR362W: YLR375W: YLR398C: YLR399C: YLR401C: YLR403W: YLR414C: YLR445W: YLR451W: YML015C: YML027W: YML028W: YML051W: YML076C: YML081W: YML098W: YML099C: YML114C: YMR005W: YMR016C: YMR021C: YMR023C: YMR037C: YMR039C: YMR042W: YMR043W: YMR070W: YMR112C: YMR136W: YMR164C: YMR168C: YMR172W: YMR182C: YMR186W: YMR227C: YMR228W: YMR236W: YMR270C: YMR280C: YMR308C: YNL021W: YNL023C: YNL025C: YNL027W: YNL039W: YNL068C: YNL098C: YNL099C: YNL103W: YNL135C: YNL161W: YNL167C: YNL199C: YNL216W: YNL229C: YNL236W: YNL278W: YNL279W: YNL288W: YNL289W: YNL294C: YNL313C: YNL314W: YNR003C: YNR009W: YNR010W: YNR052C: YOL001W: YOL051W: YOL089C: YOL116W: YOL128C: YOL135C: YOL145C: YOL148C: YOL149W: YOL151W: YOL152W: YOR028C: YOR032C: YOR046C: YOR047C: YOR049C: YOR066W: YOR080W: YOR083W: YOR098C: YOR110W: YOR113W: YOR123C: YOR140W: YOR153W: YOR162C: YOR172W: YOR174W: YOR194C: YOR213C: YOR229W: YOR230W: YOR273C: YOR280C: YOR290C: YOR295W: YOR298C-A: YOR304W: YOR337W: YOR344C: YOR352W: YOR358W: YOR359W: YOR363C: YOR372C: YOR378W: YOR380W: YPL007C: YPL011C: YPL016W: YPL021W: YPL033C: YPL038W: YPL042C: YPL048W: YPL049C: YPL058C: YPL075W: YPL089C: YPL122C: YPL128C: YPL129W: YPL133C: YPL139C: YPL192C: YPL202C: YPL240C: YPL248C: YPL250C: YPL254W: YPR009W: YPR013C: YPR025C: YPR030W: YPR036W-A: YPR052C: YPR056W: YPR065W: YPR070W: YPR072W: YPR086W: YPR104C: YPR124W: YPR133C: YPR156C: YPR165W: YPR168W: YPR186C
YKL096W,YLR220W: YPR104C: YDL170W,YLR220W: YPR104C: YDL170W; YER169W: YGL151W: YAL051W: YLR047C: YBL005W: YCR106W: YNL021W: YBL021C: YBL025W: YOR194C: YBL066C: YOL001W: YGR274C: YHR143W-A: YBL103C: YIR037W: YBR017C: YGR249W: YPL048W: YGR224W: YOR059C: YBR066C: YGL252C: YLR040C: YBR089C-A: YBR111W-A: YIR023W: YGL254W: YOR290C: YML015C: YNL039W: YDR121W: YBR170C: YBR182C: YDL165W: YBR193C: YJR132W: YBR215W: YBR216C: YBR239C: YNL239W: YDR123C: YGR211W: YHR206W: YJL124C: YBR297W: YCL032W: YJL127C: YCL055W: YCR042C: YJL056C: YCR084C: YDR299W: YHR071W: YLR175W: YJL065C: YIL056W: YBL078C: YHR178W: YDL020C: YDR202C: YCR097W: YDR207C: YDL070W: YMR043W: YDL106C: YER088C: YDL115C: YOL135C: YEL007W: YPR072W: YGR243W: YOR372C: YOL067C: YKL112W: YDL235C: YDR026C: YBR083W: YPL248C: YGR246C: YDR075W: YML051W: YEL009C: YBL007C: YDR098C: YOR344C: YPL122C: YNL278W: YAL021C: YBR289W: YDR167W: YML081W: YDR308C: YML007W: YER064C: YDR213W: YDR214W: YDR216W: YGL043W: YBR253W: YKL164C: YNL099C: YLR399C: YDR284C: YNR003C: YLR375W: YDR303C: YGL105W: YNL288W: YDR311W: YOR080W: YDR335W: YPR168W: YPL037C: YDR406W: YLL026W: YPL254W: YDR451C: YDR460W: YDR463W: YLR414C: YDR480W: YCR065W: YJL089W: YDR501W: YDR520C: YJR127C: YBL085W: YLR445W: YPR086W: YGR047C: YBR047W: YOL108C: YBR128C: YER068W: YLR005W: YIL130W: YER111C: YGL045W: YPR056W: YER130C: YJL078C: YPL011C: YOL089C: YJL156C: YDR096W: YOL152W: YER177W: YER184C: YLR013W: YFL021W: YDL056W: YHR056C: YLR098C: YFR034C: YOR295W: YGL016W: YGL025C: YGL035C: YDL044C: YDR174W: YFL034C-B: YGL060W: YGL071W: YGL073W: YGL181W: YKR062W: YGL104C: YKL043W: YGL106W: YGR134W: YGL110C: YLR362W: YBR240C: YDR477W: YPR025C: YKR034W: YAL001C: YGL111W: YDR081C: YGL013C: YGL190C: YGL209W: YLR014C: YPL139C: YLR214W: YDL179W: YGR005C: YGR040W: YCR096C: YOL051W: YGR048W: YOR378W: YLL028W: YGR197C: YGR146C: YOR162C: YOR380W: YPR052C: YLR332W: YHR006W: YLR055C: YBL107C: YBR123C: YPL075W: YGR257C: YMR227C: YGR281W: YHL009C: YHL010C: YHL020C: YHL027W: YHL031C: YOL145C: YIL154C: YKL058W: YER116C: YPR036W-A: YPR065W: YDR043C: YHR084W: YHR124W: YPL042C: YOR280C: YKL109W: YKR077W: YGL112C: YKL015W: YIL038C: YOL148C: YFL009W: YMR023C: YNL279W: YIL131C: YER110C: YGR104C: YIR013C: YIR017C: YIR018W: YPL133C: YJL216C: YGR209C: YNR007C: YPL192C: YBL016W: YJR063W: YPL240C: YJL110C: YLR398C: YOL116W: YNR052C: YJL173C: YOR358W: YJL210W: YER161C: YER114C: YMR164C: YER040W: YJR066W: YJR078W: YJR094C: YOR230W: YML028W: YJR147W: YKL005C: YOR098C: YCR095C: YKL028W: YKL032C: YKL038W: YGL094C: YPR013C: YKL062W: YNL313C: YDR421W: YDR362C: YBR112C: YLR266C: YKL185W: YKL203C: YKL220C: YNL135C: YCR093W: YKR064W: YGL096W: YNL161W: YER028C: YOL128C: YBR020W: YNR010W: YDR253C: YDR296W: YDL132W: YDR423C: YER148W: YER159C: YLR071C: YBR154C: YLR109W: YLR113W: YNL216W: YBR187W: YMR186W: YDL080C: YLR182W: YLR183C: YFR028C: YLR223C: YLR228C: YLR256W: YNL289W: YPR030W: YDR310C: YLR347C: YGR233C: YDR485C: YLR141W: YIL122W: YGL127C: YLR403W: YDR147W: YPL089C: YLR451W: YDL108W: YOR066W: YML027W: YDR492W: YDR169C: YML076C: YOR083W: YML098W: YKL179C: YML114C: YEL063C: YOR304W: YMR021C: YDR223W: YMR037C: YMR039C: YMR042W: YNL189W: YMR070W: YMR112C: YMR136W: YGL166W: YMR168C: YKL096W: YER045C: YDR055W: YIR033W: YER171W: YGL113W: YLR335W: YDL126C: YMR280C: YMR308C: YDR259C: YNR009W: YNL025C: YLR131C: YJR060W: YNL068C: YNL097C: YBR033W: YOR315W: YNL103W: YDL005C: YHR058C: YGR138C: YIL033C: YOR273C: YNL199C: YBR081C: YNL229C: YML099C: YLR032W: YIL143C: YHR041C: YOR359W: YMR270C: YMR182C: YPL007C: YNL314W: YOR174W: YBR198C: YDR333C: YNL236W: YER022W: YDL190C: YLL051C: YBL093C: YLR401C: YOR028C: YBR244W: YLR213C: YCL036W: YGL256W: YGR186W: YOL151W: YPL031C: YNL027W: YHR030C: YJL176C: YOR046C: YOR047C: YOR049C: YDR146C: YKR099W: YMR016C: YNL176C: YDR252W: YOR110W: YDR079C-A: YOR123C: YIL036W: YOR153W: YHR064C: YDR277C: YBR049C: YOR229W: YOR213C: YKL020C: YGL038C: YNL294C: YMR236W: YIL101C: YOL149W: YOR298C-A: YBL054W: YOR032C: YOR337W: YLR176C: YOR352W: YMR172W: YJL103C: YOR363C: YPR009W: YDR145W: YAL061W: YDL233W: YER174C: YDR392W: YPL021W: YNL023C: YPL016W: YOR172W: YPL038W: YDR034C: YPL049C: YPL058C: YBR150C: YKL125W: YGL133W: YPL033C: YPL129W: YBR278W: YNL167C: YPL177C: YMR243C: YPL202C: YPL230W: YDL013W: YGL107C: YPL250C: YDL048C: YPR008W: YGR044C: YMR005W: YNL098C: YPL128C: YOR113W: YMR228W: YGL162W: YBR151W: YPR070W: YFL031W: YHR190W: YGL237C: YPR124W: YPR133C: YPR156C: YPR165W: YJR032W: YPR186C
YNL241C,YDR303C: YPL250C: YIR017C,YDR303C: YPL250C: YIR017C; YOR344C: YDR253C: YPR072W; YLR109W: YDR043C: YHR190W; YPL049C: YDL132W: YKL164C; YGR257C: YNL161W: YGL252C; YLR113W: YDL235C: YNL098C: YPR168W: YGL043W: YLR335W: YKL096W; YBR170C: YGR233C: YER130C: YGR281W: YOR153W: YPL058C: YLR223C; YOL149W: YDR463W: YNL189W: YNL027W: YDL070W: YNL099C: YIL101C: YML007W: YDR146C: YER169W: YDR096W: YLR398C: YPL122C: YMR243C: YDL165W: YGR246C: YIL056W: YPL202C: YPL033C: YPR009W: YBR278W: YMR005W: YPR056W: YER068W: YOL051W: YDR277C: YPR008W: YDR098C: YPL038W: YJR094C: YMR308C: YDR169C: YJL124C: YML114C: YOL145C: YGR186W: YJR060W: YGL256W: YBR089C-A: YLR098C: YBR151W: YPL240C: YBR198C: YOR304W: YPR124W: YGL162W: YFL009W: YIL036W: YJL103C: YER045C: YBL054W: YPL011C: YPR013C: YHR143W-A: YHL010C: YDR079C-A: YLR266C: YBR081C: YBR240C: YLR220W: YMR037C: YJL176C: YOR047C: YGR211W: YGR005C: YOR273C: YKR034W: YCL032W: YHR084W: YIR018W: YDR284C: YBL021C: YMR186W: YHR064C: YGR209C: YLL026W: YGL127C: YBR017C: YOL151W: YML098W: YKL179C: YDL190C: YOR046C: YPR036W-A: YGL181W: YGL106W: YCR084C: YKL062W: YBL085W: YDL126C: YBR066C: YLR347C: YDR492W: YGL013C: YER159C: YFR034C: YDR174W: YGR048W: YDR214W: YDR335W: YML028W: YLR399C: YER110C: YMR236W: YER177W: YGL071W: YBR112C: YCR093W: YBL007C: YGR044C: YLL028W: YDR167W: YDL179W: YGL105W; YDR121W: YDR477W; YNL239W: YDR075W; YFL021W: YPR133C: YDR299W: YNL229C: YBR187W: YFR028C: YOR059C: YPL037C: YOR230W: YMR042W; YNL216W: YOR298C-A: YNR009W: YGL035C: YHR030C; YNL135C: YLR375W; YPR052C: YJR063W; YFL031W: YGL209W; YGL111W: YBL016W; YMR016C: YBR244W; YLR214W: YGL107C; YBL025W: YGR146C; YML051W: YOR359W; YNL236W: YBR049C: YBR111W-A: YKL185W; YER040W: YNL289W: YBL107C: YNL278W: YMR043W: YMR182C: YDL044C: YPL089C: YER064C; YJL056C: YLR401C; YKR099W: YDR423C: YNL103W: YCR097W; YAL021C: YGL073W: YDR259C: YLR332W; YGR274C: YPL139C: YDR207C: YHR056C; YDR311W: YJR032W: YOL116W: YNL313C; YBL093C: YLR228C; YOR315W: YGR138C: YER161C: YHR178W: YKL125W: YFL034C-B: YDL233W: YKL015W; YGL254W: YMR136W; YPR025C: YPL129W; YEL007W: YHR124W: YCL055W: YDL056W: YCL036W: YPR156C: YPL254W: YOR352W: YKL058W: YDR460W: YDR308C: YMR039C: YDL005C: YGL151W: YCR096C: YOR140W: YDL106C: YPL021W: YOR194C: YIL131C: YHR058C: YHL009C: YOR172W: YLR175W: YKL043W: YJL078C: YDR147W: YDL020C: YPR070W: YOR123C: YDL170W: YOL135C: YLR047C; YNR003C: YOL148C: YOR174W; YGR104C: YLR414C: YDR123C; YBR253W: YMR227C: YLR176C: YLR040C: YPR186C: YBR128C: YOR229W: YGR243W: YJL065C: YBL005W: YCR095C: YNL314W: YGL166W: YJL110C: YBR193C: YNL199C: YLR362W: YMR228W: YML027W: YOR280C: YDL108W: YPL075W: YOR295W: YDR026C: YLR131C: YGL045W: YGL060W: YIR023W; YPL007C: YBR150C: YJR066W: YOR113W: YLR055C: YLR445W: YPL230W: YNR010W: YML015C: YPR065W: YKL038W: YBR083W; YNL021W: YNL068C; YGL025C: YNL176C: YDR501W: YBL103C: YAL051W; YOR213C: YPL192C: YAL001C: YOL001W: YHL027W; YER022W: YOL089C; YPR030W: YBR182C: YER148W: YIL038C: YNL279W; YEL009C: YJL089W: YBR047W: YPL248C: YHL031C; YOR380W: YOR363C: YOR028C: YGL113W: YDR421W: YPL128C: YOR358W: YOL152W: YML076C: YGL133W; YJL173C: YER028C: YKL109W: YIR037W: YGL112C: YBL066C: YDR480W: YPL177C: YMR164C; YDR296W: YDL080C: YCR106W: YCR065W: YIR013C: YDR216W: YHR006W: YIL122W; YJR127C: YLR213C; YKR064W: YKL112W: YBR216C: YDR310C: YDR055W: YBR123C: YER114C: YEL063C; YDL013W: YGR249W: YLR403W; YNL025C: YLR256W: YDL115C
YCL043C,YPR086W: YDL132W: YHR190W,YPR086W: YDL132W: YHR190W; YLR332W: YLR445W: YCR065W: YGR044C: YDL126C: YDL190C: YNL098C; YDR284C: YDL235C: YBL007C; YCL055W: YOR230W: YDR492W
YFL039C,YMR043W: YDR121W: YHR190W,YMR043W: YDR121W: YHR190W; YMR042W: YHR143W-A: YLL026W: YDR075W: YPR065W: YLR113W: YML098W; YDR492W: YLR347C: YCR097W: YNL135C: YDL165W: YPL058C: YOR153W; YBL093C: YGR281W: YER159C: YPR052C: YGL127C: YBL021C: YDR335W; YAL001C: YAL021C: YAL051W: YAL061W: YBL005W: YBL007C: YBL016W: YBL025W: YBL054W: YBL066C: YBL078C: YBL085W: YBL103C: YBL107C: YBR017C: YBR020W: YBR033W: YBR047W: YBR049C: YBR066C: YBR081C: YBR083W: YBR089C-A: YBR111W-A: YBR112C: YBR123C: YBR128C: YBR150C: YBR151W: YBR154C: YBR170C: YBR182C: YBR187W: YBR193C: YBR198C: YBR215W: YBR216C: YBR239C: YBR240C: YBR244W: YBR253W: YBR278W: YBR289W: YBR297W: YCL032W: YCL036W: YCL055W: YCR042C: YCR065W: YCR084C: YCR093W: YCR095C: YCR096C: YCR106W: YDL005C: YDL013W: YDL020C: YDL044C: YDL048C: YDL056W: YDL070W: YDL080C: YDL106C: YDL108W: YDL115C: YDL126C: YDL132W: YDL170W: YDL179W: YDL190C: YDL233W: YDL235C: YDR026C: YDR034C: YDR043C: YDR055W: YDR079C-A: YDR081C: YDR096W: YDR098C: YDR123C: YDR145W: YDR146C: YDR147W: YDR167W: YDR169C: YDR174W: YDR202C: YDR207C: YDR213W: YDR214W: YDR216W: YDR223W: YDR252W: YDR253C: YDR259C: YDR277C: YDR284C: YDR296W: YDR299W: YDR303C: YDR308C: YDR310C: YDR311W: YDR333C: YDR362C: YDR392W: YDR406W: YDR421W: YDR423C: YDR451C: YDR460W: YDR463W: YDR477W: YDR480W: YDR485C: YDR501W: YDR520C: YEL007W: YEL009C: YEL063C: YER022W: YER028C: YER040W: YER045C: YER064C: YER068W: YER088C: YER110C: YER111C: YER114C: YER116C: YER130C: YER148W: YER161C: YER169W: YER171W: YER174C: YER177W: YER184C: YFL009W: YFL021W: YFL031W: YFL034C-B: YFR028C: YFR034C: YGL013C: YGL016W: YGL025C: YGL035C: YGL038C: YGL043W: YGL045W: YGL060W: YGL071W: YGL073W: YGL094C: YGL096W: YGL104C: YGL105W: YGL106W: YGL107C: YGL110C: YGL111W: YGL112C: YGL113W: YGL133W: YGL151W: YGL162W: YGL166W: YGL181W: YGL190C: YGL209W: YGL237C: YGL252C: YGL254W: YGL256W: YGR005C: YGR040W: YGR044C: YGR047C: YGR048W: YGR104C: YGR134W: YGR138C: YGR146C: YGR186W: YGR197C: YGR209C: YGR211W: YGR224W: YGR233C: YGR243W: YGR246C: YGR249W: YGR257C: YGR274C: YHL009C: YHL010C: YHL020C: YHL027W: YHL031C: YHR006W: YHR030C: YHR041C: YHR056C: YHR058C: YHR064C: YHR071W: YHR084W: YHR124W: YHR178W: YHR206W: YIL033C: YIL036W: YIL038C: YIL056W: YIL101C: YIL122W: YIL130W: YIL131C: YIL143C: YIL154C: YIR013C: YIR017C: YIR018W: YIR023W: YIR033W: YIR037W: YJL056C: YJL065C: YJL078C: YJL089W: YJL103C: YJL110C: YJL124C: YJL127C: YJL156C: YJL173C: YJL176C: YJL210W: YJL216C: YJR032W: YJR060W: YJR063W: YJR066W: YJR078W: YJR094C: YJR127C: YJR132W: YJR147W: YKL005C: YKL015W: YKL020C: YKL028W: YKL032C: YKL038W: YKL043W: YKL058W: YKL062W: YKL096W: YKL109W: YKL112W: YKL125W: YKL164C: YKL179C: YKL185W: YKL203C: YKL220C: YKR034W: YKR062W: YKR064W: YKR077W: YKR099W: YLL028W: YLL051C: YLR005W: YLR013W: YLR014C: YLR032W: YLR040C: YLR047C: YLR055C: YLR071C: YLR098C: YLR109W: YLR131C: YLR141W: YLR175W: YLR176C: YLR182W: YLR183C: YLR213C: YLR214W: YLR220W: YLR223C: YLR228C: YLR256W: YLR266C: YLR332W: YLR335W: YLR362W: YLR375W: YLR398C: YLR399C: YLR401C: YLR403W: YLR414C: YLR445W: YLR451W: YML007W: YML015C: YML027W: YML028W: YML051W: YML076C: YML081W: YML099C: YML114C: YMR005W: YMR016C: YMR021C: YMR023C: YMR037C: YMR039C: YMR070W: YMR112C: YMR136W: YMR164C: YMR168C: YMR172W: YMR182C: YMR186W: YMR227C: YMR228W: YMR236W: YMR243C: YMR270C: YMR280C: YMR308C: YNL021W: YNL023C: YNL025C: YNL027W: YNL039W: YNL068C: YNL097C: YNL098C: YNL099C: YNL103W: YNL161W: YNL167C: YNL176C: YNL189W: YNL199C: YNL216W: YNL229C: YNL236W: YNL239W: YNL278W: YNL279W: YNL288W: YNL289W: YNL294C: YNL313C: YNL314W: YNR003C: YNR007C: YNR009W: YNR010W: YNR052C: YOL001W: YOL051W: YOL067C: YOL089C: YOL108C: YOL116W: YOL128C: YOL135C: YOL145C: YOL148C: YOL149W: YOL151W: YOL152W: YOR028C: YOR032C: YOR046C: YOR047C: YOR049C: YOR059C: YOR066W: YOR080W: YOR083W: YOR098C: YOR110W: YOR113W: YOR123C: YOR140W: YOR162C: YOR172W: YOR174W: YOR194C: YOR213C: YOR229W: YOR230W: YOR273C: YOR280C: YOR290C: YOR295W: YOR298C-A: YOR304W: YOR315W: YOR337W: YOR344C: YOR352W: YOR358W: YOR359W: YOR363C: YOR372C: YOR378W: YOR380W: YPL007C: YPL011C: YPL016W: YPL021W: YPL031C: YPL033C: YPL037C: YPL038W: YPL042C: YPL048W: YPL049C: YPL075W: YPL089C: YPL122C: YPL128C: YPL129W: YPL133C: YPL139C: YPL177C: YPL192C: YPL202C: YPL230W: YPL240C: YPL248C: YPL250C: YPL254W: YPR008W: YPR009W: YPR013C: YPR025C: YPR030W: YPR036W-A: YPR056W: YPR070W: YPR072W: YPR086W: YPR104C: YPR124W: YPR133C: YPR156C: YPR165W: YPR168W: YPR186C
YHR203C,YAL021C: YIR033W: YHL027W,YAL021C: YIR033W: YHL027W; YDL115C: YHR143W-A: YBR244W: YDR169C: YGL073W: YER088C: YJR147W; YJL103C: YLR220W: YBL078C; YNR007C: YIL033C: YDR216W; YKR062W: YLL051C: YPL230W; YPR008W: YHR064C: YPL177C: YDR253C: YML007W: YNL239W: YIR037W; YLR175W: YKL062W: YBL016W
YMR251W-A,YPR036W-A: YPR008W: YGR249W,YPR036W-A: YPR008W: YGR249W; YBL078C: YPL230W: YGL025C: YJL103C: YLR113W: YJL124C: YDR259C: YDL005C: YNL176C: YHL031C: YBR047W: YBR020W: YOL051W: YMR042W: YGR246C; YOL067C: YFL031W: YER068W: YJR094C: YPL177C: YDL115C: YOR066W: YGR005C: YMR136W: YMR227C: YGR243W: YDR460W: YBL021C: YBL025W; YMR043W: YHR124W: YDR167W: YLR445W: YPL202C: YDR075W: YLR213C: YOL108C: YHR064C: YKR062W: YIL154C: YBR278W: YOR153W: YCL032W; YER174C: YBL103C: YOR059C: YDR121W: YGL127C: YIR017C: YJL089W: YNR007C: YEL007W: YMR243C: YKR077W: YDR169C: YKR034W; YJL110C: YGL190C: YPR156C: YCL055W: YHR190W: YOR273C: YNL189W: YER114C: YGR048W: YER159C: YFL021W: YLR005W: YCR097W: YMR186W: YBR066C: YMR112C: YGR211W: YHL027W: YPL031C: YLR098C: YIL033C: YHL020C: YLR109W: YDR253C: YIR037W: YMR039C
YBL092W,YNL279W: YML007W: YDL070W,YNL279W: YML007W: YDL070W; YEL063C: YIL033C: YNL288W; YPL037C: YBR154C: YGL043W; YDL020C: YJR063W: YJL124C: YER148W: YOL051W: YNR007C: YNL135C
