target_gene,minimal_set,disjoint_sets
xkdG,yetL: resD: rsoA: mdxR,yetL: resD: rsoA: mdxR; sigO: cysL; gutR: sigD; manR: mtlR: sigV: bltR; kdgR: deoR: cymR: nrdR; comK: sigY: purR: yfhP: walR: treR: mta: ycbG: malR: ahrC: hrcA: glpP: zur: codY: dnaA: yrkP: comA: gabR: sacY: glcR: sdpR: slrR: sigF: xre: sigE: iolR: ywbI: liaR: rsfA: hprT: lmrA: glcT: glnL; sigL: lexA: tilS: ansR: adaA: bkdR; birA: ccpN: sigA: mhqR: hutP: yfmP: ylaC: sigM: licR: yxdJ: gerE: padR
cotH,liaR: yfmP,liaR: yfmP; mtlR: cymR; gutR: ccpA; walR: sigL; ycbG: yxdJ: ansR: malR; ywbI: gltC; sacY: padR: mdxR: bkdR: birA: treR: sigA: araR; hprT: sigD: cysL: fruR; mta: nsrR: perR: citB: levR: aseR: slrR: ydfI: rex: hxlR: sigI: xpf: bmrR: degU: czrA: rpmE: yfiR: abrB: sigM: adaA: rok: yrkP: tilS: iolR: yfhP: licR: splA: rsfA: mntR: cggR: purR: sigY: glcR: sinR: salA: sigE: citT: lmrA: gerE: deoR: lexA: ccpN: dnaA: nrdR: glnL: comA: codY: zur: glcT: licT: bltR: hutP: nusA: arsR: rsoA: sigH: sigV: comK: sigO: resD: mhqR: ahrC
ycnI,sigW: ycnK,sigW: ycnK; nsrR: sigA; rsoA: sigH; sigY: nadR; rsfA: rex; licT: xre: adaA: arsR; bltR: sigV: yrkP: sinR; azlB: mhqR: sigO: frlR; gabR: codY: sigE: cggR
yrzE,birA: zur: dnaA: malR: gltC: ccpA: sigY: yxdJ: gerE,birA: zur: dnaA: malR: gltC: ccpA: sigY: yxdJ: gerE; azlB: sigX: xpf: ycnK: glnR: sacT: hprT: sigW: sigG: yfiR: rsfA: sigH: acoR: rex: rpsD: rplJ: rpmE: glpP: abrB: rpsB: sigL: spoVT: exuR: bltR: arsR: xre: alsR: sigM: deoR: ywbI: tilS: sigD: purR: sigV: resD: iolR: comK: mtrB: lmrA: cymR: mhqR: mdxR: fruR: ycbG: yfmP: cysL: adaA: mtlR: sacY: rsoA: citT: liaR: gutR: codY: sigO: sigA: sigF: salA: treR: walR: glcT: sinR: ccpN: splA: araR: hutP: licR: comA: lexA: sigE: yfhP
gerPC,sigW: rplT: citB: cggR: mntR: nusA: malR: rpsD: dnaA: ylaC: citT: hrcA: mtrB: rplJ: exuR: sigH: rpmE: degU: perR: sigX: rex: spoVT: abrB: rok: sigV: araR: gltC: salA: hutP: cysL: sigA: frlR: ansR: glcR: fruR: deoR: sigF: yrkP: walR: codY: slrR: zur: lmrA: yfhP: ccpN: hprT: purR: mhqR: ywbI: padR: comK: bltR: yfmP: rsoA: licT: adaA: sacY: ycbG: bkdR: yxdJ: cymR: gutR: ccpA: lexA: gerE: sigO: sigY: glnL: tilS: arsR: licR: mtlR: nrdR: rsfA: sigM,sigW: rplT: citB: cggR: mntR: nusA: malR: rpsD: dnaA: ylaC: citT: hrcA: mtrB: rplJ: exuR: sigH: rpmE: degU: perR: sigX: rex: spoVT: abrB: rok: sigV: araR: gltC: salA: hutP: cysL: sigA: frlR: ansR: glcR: fruR: deoR: sigF: yrkP: walR: codY: slrR: zur: lmrA: yfhP: ccpN: hprT: purR: mhqR: ywbI: padR: comK: bltR: yfmP: rsoA: licT: adaA: sacY: ycbG: bkdR: yxdJ: cymR: gutR: ccpA: lexA: gerE: sigO: sigY: glnL: tilS: arsR: licR: mtlR: nrdR: rsfA: sigM; comA: glcT
dppD,sinR: nusA,sinR: nusA; hprT: sigA
skfA,rpsB: rpsD,rpsB: rpsD; mtrB: rplJ; sigY: rpmE; ccpA: nusA; rok: sinR; comK: rex; gabR: mntR; abrB: fur; degU: hprT; phoP: azlB; sigX: arsR; nhaX: citT; yfhP: mgsR: sigD: xpf: sigO: birA: sigB: ccpC: fadR: mdxR: yrkP: perR: dnaA: yetL: lexA; abh: acoR: adaA: ahrC: alsR: ansR: araR: aseR: bceR: bkdR: bltR: bmrR: ccpN: cggR: citB: citR: codY: comA: csoR: cssR: ctsR: cymR: cysL: czrA: deoR: desR: exuR: fnr: frlR: fruR: ganR: gerE: glcR: glcT: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: gutR: hrcA: hutP: hxlR: immR: iolR: kdgR: kipR: levR: liaR: licR: licT: lmrA: malR: manR: mhqR: mta: mtlR: nadR: natR: nrdR: nsrR: ohrR: padR: pucR: purR: pyrR: resD: rocR: rplL: rplT: rsfA: rsoA: sacT: sacY: salA: sdpR: sigA: sigE: sigF: sigG: sigH: sigI: sigL: sigM: sigV: sigW: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xre: xylR: ycbG: yclJ: ycnK: ydfI: yfiR: yfmP: ylaC: yodB: ytrA: ywbI: ywcC: yxdJ: zur
pdhC,hprT: hrcA,hprT: hrcA; glnR: cggR; zur: rex: gutR: dnaA: treR: ctsR: cymR: gerE: tilS
yitC,citT: rsoA,citT: rsoA; splA: licT: mdxR: sigE: bltR: rsfA: comK: hutP: sigY; sigO: adaA; slrR: gerE
yvbI,ansR: yfmP,ansR: yfmP; citT: treR; mtlR: sigM: padR: gerE; liaR: walR; sigO: yxdJ: yfhP: purR; comK: ywbI: sigF: gutR; glcT: slrR: bkdR: lmrA: araR: xre: arsR: adaA: yrkP: lexA: rsoA: codY: sacY: hutP: sigE: fruR: dnaA: gltC: birA: ycbG: cysL: ccpA: resD: cymR: licR: iolR: ccpN: hprT: splA: rsfA: mdxR: mtrB: nusA; azlB: gabR: alsR: glcR: rocR: salA: tilS: glpP: frlR: licT: sigA: deoR: sigH: sigD: zur: malR: bltR: nrdR: sigY: ahrC: comA: mhqR: sigL: glnL: sigV
yrrD,purR: lexA,purR: lexA; malR: zur; licT: salA; hprT: mhqR; walR: ccpN; sigY: spoVT: nrdR: ccpA: abrB: dnaA: xre: rsfA; sigF: codY; exuR: sigV: glnL: abh: comA: lmrA: yfhP: ansR: iolR: yxdJ: mtrB: sigW: sigH: adaA: arsR: licR: yrkP: mtlR: citB: bltR: cysL: rok: resD: glnR: treR: nusA: rsoA: cymR: sigM: sigD: hutP: glcT
oppA,mtlR: sigL,mtlR: sigL; rpmE: birA: glpP: exuR; abh: abrB: acoR: adaA: ahrC: alsR: ansR: araR: arsR: aseR: azlB: bceR: bkdR: bltR: bmrR: ccpA: ccpC: ccpN: cggR: citB: citR: citT: codY: comA: comK: csoR: cssR: ctsR: cymR: cysL: czrA: degU: deoR: desR: dnaA: fadR: fnr: frlR: fruR: fur: gabR: ganR: gerE: glcR: glcT: glnL: glnR: gltC: gltR: gmuR: gntR: gutR: hprT: hrcA: hutP: hxlR: immR: iolR: kdgR: kipR: levR: lexA: liaR: licR: licT: lmrA: malR: manR: mdxR: mgsR: mhqR: mntR: mta: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: padR: perR: phoP: pucR: purR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpsB: rpsD: rsfA: rsoA: sacT: sacY: salA: sdpR: sigA: sigB: sigD: sigE: sigF: sigG: sigH: sigI: sigM: sigO: sigV: sigW: sigX: sigY: sinR: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: yfmP: ylaC: yodB: yrkP: ytrA: ywbI: ywcC: yxdJ: zur
licB,salA: comA: dnaA: sigH,salA: comA: dnaA: sigH; codY: xre: hutP: fruR: malR: nusA: mntR: ccpN: sigY; lexA: comK: sigM: yrkP: mtrB: ahrC: slrR: bkdR; desR: glnR: perR: rex: spo0A: exuR: abh: gntR: fur: sigI: bltR: nadR: ccpC: sigO: nsrR: ohrR: glcT: bmrR: gmuR: tyrZ: levR: sdpR: gltC: zur: yfmP: xylR: licR: araR: sinR: birA: ycbG: aseR: hrcA: arsR: sigE: sigA: sigF: ansR: treR: sigV: resD: sigD: sacY: citT: tilS: nrdR: rsfA: cysL: deoR: ywbI: purR: sigL: licT: rocR: ccpA: splA: glnL: yfhP: gerE: gutR: hprT: liaR: padR: walR: cymR
accA,walR: lexA,walR: lexA
spoIIM,lexA: sigY: slrR: sigO: gerE: resD: mtlR: hprT: sigF: birA: sigD: mdxR: dnaA: nusA: arsR: sigE: comK: tilS,lexA: sigY: slrR: sigO: gerE: resD: mtlR: hprT: sigF: birA: sigD: mdxR: dnaA: nusA: arsR: sigE: comK: tilS; levR: sacT: phoP: comA: kdgR: fadR: bmrR: rplJ: citB: rex: sdpR: cggR: sigH: yodB: sigW: acoR: rpmE: sigG: yfmP: ahrC: fruR: sacY: glcT: yfhP: ccpN: frlR: ycbG: sinR: codY: manR: licT: citT: splA: glpP: adaA: bkdR: zur: yxdJ: xre: ccpA: hutP: glnL: gabR: nrdR: rsoA: sigV: liaR: purR: mhqR: malR: treR: walR: licR: bltR: iolR: mtrB: araR: padR: deoR: ansR: cymR: sigM: lmrA: sigA: sigL: rsfA
hemAT,mtlR: cymR: gerE: fruR: rsoA: sigF: licT: sigY: adaA,mtlR: cymR: gerE: fruR: rsoA: sigF: licT: sigY: adaA; gltC: liaR: tilS: dnaA: hprT: glcR: comK: sacY: ccpA: licR: splA: bkdR: xre: malR: ahrC: arsR: sigL: glcT: treR: gabR: sigV: araR: ywbI: lmrA: padR: purR: walR: rsfA: birA: mdxR: yfmP: sigD: sigO: sigE: bltR; salA: gutR: ansR: nrdR: resD: mhqR: yxdJ: iolR: comA: sigM: mtrB: codY: cysL: ccpN: slrR: zur: hutP: yfhP: citT: yrkP: lexA: nusA: deoR: glnL: sigA: ycbG
ctaB,yrkP: nsrR: licT: ycnK,yrkP: nsrR: licT: ycnK; rex: sigO: rsfA: sinR: sigV: sigH: sigY: xre: sigA; hutP: splA: arsR: sigW: rsoA: sigE: citT: adaA; ccpN: malR: cggR: liaR: iolR: tilS: ccpA: codY: gabR: sigD: comK: mdxR: ywbI: mhqR: slrR: bltR
dnaE,sigF: bltR,sigF: bltR; sigO: mdxR; treR: rsoA; ccpN: sigA; hutP: sigV; splA: sigD; iolR: arsR; yrkP: rsfA
yloC,ytrA: birA: yodB: hrcA: sacT: ganR: xpf: desR: yetL: sdpR: sinR: pyrR: phoP: nsrR: sigH: abh: mhqR: fadR: sigG: acoR: sigW: cggR: rpmE: rex: padR: natR: mntR: malR: mtrB: gltC: glnL: frlR: glpP: fruR: bkdR: mtlR: cysL: adaA: zur: hprT: gutR: rocR: sacY: tilS: purR: sigY: citT: ccpN: iolR: rsoA: gerE: sigF: ccpA: ywbI: walR: bltR: lexA: splA: dnaA: xre: yfmP: sigE: licR: sigO: sigL: yrkP: cymR: hutP: nrdR: yxdJ: liaR: rsfA: comK: sigM: licT,ytrA: birA: yodB: hrcA: sacT: ganR: xpf: desR: yetL: sdpR: sinR: pyrR: phoP: nsrR: sigH: abh: mhqR: fadR: sigG: acoR: sigW: cggR: rpmE: rex: padR: natR: mntR: malR: mtrB: gltC: glnL: frlR: glpP: fruR: bkdR: mtlR: cysL: adaA: zur: hprT: gutR: rocR: sacY: tilS: purR: sigY: citT: ccpN: iolR: rsoA: gerE: sigF: ccpA: ywbI: walR: bltR: lexA: splA: dnaA: xre: yfmP: sigE: licR: sigO: sigL: yrkP: cymR: hutP: nrdR: yxdJ: liaR: rsfA: comK: sigM: licT
yoxB,glcR: sigF,glcR: sigF; sigD: yxdJ; bltR: bkdR: rsoA: purR; mta: deoR: liaR: gerE
flhO,hutP: dnaA,hutP: dnaA; sigF: sigA: sigO: zur
yuzA,rsfA: lexA,rsfA: lexA; salA: resD; dnaA: sigE; sigG: purR; birA: licT; ccpA: deoR: zur: lmrA; sigW: bkdR
ylmH,sigY: comK: splA: gerE,sigY: comK: splA: gerE; hprT: arsR: mdxR: sigF; hutP: ansR; cymR: citT; comA: purR: codY: adaA: sigV: yrkP: slrR: sigO; sigE: sigD: rsoA: rsfA; araR: sigA: lexA
ywlG,nrdR: walR,nrdR: walR; nusA: comK: ansR: sigF
yqaM,adaA: citT,adaA: citT; hutP: mdxR; slrR: arsR; sigV: sigE; rsoA: yrkP; sigO: sigF; hprT: rsfA; sigD: comA: splA: purR; mhqR: gerE; gutR: comK; sigY: bltR; sigL: tilS: licT; codY: liaR: zur; ccpA: yxdJ: yfmP; nusA: sigM: ywbI; nrdR: birA: ahrC; lexA: araR: malR; glcT: dnaA: sigA; ycbG: treR: xre; mtlR: rocR: sigH: lmrA: padR: bkdR: cysL: walR: resD: sacY: glnL: gltC; cymR: yfhP; licR: ccpN; iolR: fruR; abh: abrB: acoR: alsR: ansR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: deoR: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hrcA: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: pyrR: rex: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: salA: sdpR: sigB: sigG: sigI: sigW: sigX: sinR: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC
spoVK,sigE: purR: hprT: resD: dnaA: codY: sigA: rsfA: mhqR,sigE: purR: hprT: resD: dnaA: codY: sigA: rsfA: mhqR; cymR: bkdR: slrR: ccpA; hrcA: sigV: sacT: arsR: glcT: salA: malR: ccpN: citT: ywbI: cysL: sigO: yfhP: mtrB: zur: ansR: rocR: fruR: xre: sigD: ahrC: hutP: sigH: yfmP: gutR: nrdR: liaR: splA: rsoA: treR: comA: lexA: gerE: sigF; rok: yodB: csoR: perR: gntR: sigB: pyrR: rplJ: abh: exuR: acoR: bceR: rpmE: glpP: alsR: padR: gabR: deoR: glcR: spoVT: sdpR: araR: mntR: abrB: rex: sinR: fadR: gltC: bltR: sigY: sigW: cggR: mdxR: sigG: yxdJ: sacY: sigM: yrkP: iolR: tilS: comK: lmrA: ycbG: mtlR: glnL: licT: adaA: birA: walR: sigL: nusA: licR
yngA,sigF: adaA,sigF: adaA; licR: rsfA; arsR: splA; lexA: liaR; hutP: yrkP; citT: sigV; purR: yfhP; salA: xre: padR: lmrA: licT: zur: rsoA: comA: yfmP: slrR: codY: ccpN: yxdJ: bkdR: sigO: mdxR: sigY; comK: sigA: bltR; glcT: walR: ywbI; sigE: gerE: fruR; gltC: iolR: ccpA; resD: araR: ansR; gabR: gutR: sacY: dnaA: birA: cysL
dnaG,arsR: sinR: sigY: ycnK: rsfA: hutP: slrR: sigH: frlR,arsR: sinR: sigY: ycnK: rsfA: hutP: slrR: sigH: frlR; nsrR: sigA; sigW: sigO: xre: rsoA; mhqR: sigE: adaA: mdxR: zur: sigV: yrkP: bltR; acoR: gutR: lmrA: araR: ansR: ccpA: lexA: ycbG: deoR: licT: splA: ccpN: yfmP: hprT: bkdR: licR: yxdJ: gerE: dnaA: sigM: sigD: malR: rex: cysL: resD: birA: glnL: sigF: ahrC: comK: cggR: citT; mtlR: rpmE: purR: iolR: liaR: padR: cymR: comA: codY: yfhP: gltC: nusA
degQ,degU: kdgR,degU: kdgR; hutP: perR; abh: spoVT: nrdR: rplT: padR: sigO: licT: salA: tnrA: ycbG: sigW: ycnK: hxlR: hprT: sigL: sigF: codY: mgsR; xre: deoR; lexA: walR: sigA; citT: cggR: glpP
ssuA,liaR: gutR: bkdR: hrcA: citT: ycbG: yrkP: cggR: ccpN: cymR: cysL: rsfA: arsR: treR: yfmP: hprT: gabR: mdxR: rocR: sigE: dnaA: ywbI: sigY: adaA: mhqR: mtlR: licR: gerE: lexA: malR: glnL: nrdR: comK: tilS: sigM: sigO: splA,liaR: gutR: bkdR: hrcA: citT: ycbG: yrkP: cggR: ccpN: cymR: cysL: rsfA: arsR: treR: yfmP: hprT: gabR: mdxR: rocR: sigE: dnaA: ywbI: sigY: adaA: mhqR: mtlR: licR: gerE: lexA: malR: glnL: nrdR: comK: tilS: sigM: sigO: splA; rex: yxdJ: rpmE: slrR: glcT: yfhP: ahrC: padR: deoR: codY: xre: ansR: ccpA: sigH: resD: sigD: bltR: sigF: walR: fruR: sigV: araR: purR: sigL: licT: hutP: zur: sigA; rpsD: xpf: fadR: desR: ytrA: glcR: frlR: nsrR: glpP: alsR: mtrB: lmrA: sacY: gltC: iolR: sinR: nusA: salA: comA: rsoA: birA
rpsK,hprT: glnR,hprT: glnR; rpsB: cggR: rex: gabR: dnaA: rplJ: adaA: citT: rpsD; yrkP: rplT; sigO: hrcA; sigA: codY: bltR: gerE; pyrR: mtrB: nsrR: mntR: sigV: sigD: rpmE: mdxR
dltE,glcT: sigV: iolR: sigD: sigF: sigE: slrR: citT: sacY: ywbI: sigA: yrkP: rsoA: hprT: purR: bltR: rsfA: codY,glcT: sigV: iolR: sigD: sigF: sigE: slrR: citT: sacY: ywbI: sigA: yrkP: rsoA: hprT: purR: bltR: rsfA: codY; gerE: comA: bkdR: liaR; xre: adaA; walR: arsR: dnaA: sigM: splA: sinR: mtlR: sigH: mhqR: nusA: lmrA: comK: tilS: yxdJ: cymR; mta: rplT: abh: nhaX: pyrR: levR: sigI: nsrR: rex: nadR: abrB: sigW: rpmE: ohrR: yodB: rpsD: tyrZ: ctsR: ycbG: frlR: deoR: sigL: cggR: rocR: mntR: ccpA: alsR: glnR: hrcA: manR: licR: nrdR: resD: cysL: malR: zur: sigY: mtrB: araR: salA: glcR: gltC: mdxR: ansR: sigO: hutP: birA: yfmP: ahrC: licT: fruR: gutR: yfhP: lexA: treR: glnL
yqeZ,arsR: frlR,arsR: frlR; hutP: sigY: licT: bltR: lexA: xre: nsrR: sigH: slrR; degU: cggR: rpsD: xylR: rplT: sacT: ywbI: fur: nhaX: perR: ytrA: codY: pyrR: sigW: ccpC: immR: sdpR: ccpA: kipR: sigB: rex: sinR: glcT: hprT: gabR: sacY: ycbG: glcR: araR: ahrC: ansR: nrdR: salA: sigL: yfmP: liaR: yxdJ: sigA: fruR: zur: bkdR: yrkP: comA: glnL: cymR: iolR: walR: nadR: sigE: mtrB: nusA: yfhP: comK: gutR: sigV: deoR: tilS: dnaA: ycnK: sigM: sigO: malR: splA: gerE: birA: rsfA: citT: mdxR: adaA: rsoA; rplL: fadR: desR: hxlR: rok: acoR: spo0A: cssR: spoVT: yodB: phoP: rpmE: citB: mntR: ylaC: mta: manR: rocR: fnr: lmrA: azlB: hrcA: cysL: bceR: sigD: ccpN: licR: treR: purR: mhqR: gltC: resD: mtlR: padR: sigF
pstBA,slrR: sdpR,slrR: sdpR; arsR: sigH; hutP: sigE: sacY: citT: sigW: sigB: comK: ycnK: licT; gerE: yfmP: ahrC: fnr: sigL: glcR: rok: nrdR: treR: nusA: tilS: deoR: walR: pucR: sigO: padR: cymR: resD: yxdJ: ylaC: aseR: manR: ccpA: pyrR: hxlR: hprT: araR: glnL: immR: rsoA: ywbI: mtlR: licR: kipR: gltC: comA: liaR: xre: bltR: zur: sigY: ansR: ccpN: yfhP: yrkP: sigA: mhqR: fruR: ycbG: adaA: birA: purR: salA: mtrB: lmrA: mdxR: bkdR: gabR: rsfA: sigF: sigV: iolR: sinR: frlR: glcT: splA: codY: nadR: nsrR; csoR: nhaX: gntR: abh: rpsB: tyrZ: cggR: azlB: alsR: fur: acoR: mntR: degU: rex: natR: ydfI: czrA: gmuR: rpmE: mta: xylR: abrB: sigM: spoVT: citB: hrcA: glnR: rocR: sigD: lexA: malR: dnaA: gutR: cysL
yizC,lexA: sigG,lexA: sigG; purR: ccpC; sigF: ycnK; abrB: abh; nsrR: resD; sigH: sigE; acoR: adaA: ahrC: alsR: ansR: araR: arsR: aseR: azlB: bceR: birA: bkdR: bltR: bmrR: ccpA: ccpN: cggR: citB: citR: citT: codY: comA: comK: csoR: cssR: ctsR: cymR: cysL: czrA: degU: deoR: desR: dnaA: exuR: fadR: fnr: frlR: fruR: fur: gabR: ganR: gerE: glcR: glcT: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: gutR: hprT: hrcA: hutP: hxlR: immR: iolR: kdgR: kipR: levR: liaR: licR: licT: lmrA: malR: manR: mdxR: mgsR: mhqR: mntR: mta: mtlR: mtrB: nadR: natR: nhaX: nrdR: nusA: ohrR: padR: perR: phoP: pucR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: rsfA: rsoA: sacT: sacY: salA: sdpR: sigA: sigB: sigD: sigI: sigL: sigM: sigO: sigV: sigW: sigX: sigY: sinR: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: ycbG: yclJ: ydfI: yetL: yfhP: yfiR: yfmP: ylaC: yodB: yrkP: ytrA: ywbI: ywcC: yxdJ: zur
asnO,purR: sigF,purR: sigF; mtlR: deoR: hprT: rsfA; abh: abrB: acoR: adaA: ahrC: alsR: ansR: araR: arsR: aseR: azlB: bceR: birA: bkdR: bltR: bmrR: ccpA: ccpC: ccpN: cggR: citB: citR: citT: codY: comA: comK: csoR: cssR: ctsR: cymR: cysL: czrA: degU: desR: dnaA: exuR: fadR: fnr: frlR: fruR: fur: gabR: ganR: gerE: glcR: glcT: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: gutR: hrcA: hutP: hxlR: immR: iolR: kdgR: kipR: levR: lexA: liaR: licR: licT: lmrA: malR: manR: mdxR: mgsR: mhqR: mntR: mta: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: padR: perR: phoP: pucR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: rsoA: sacT: sacY: salA: sdpR: sigA: sigB: sigD: sigE: sigG: sigH: sigI: sigL: sigM: sigO: sigV: sigW: sigX: sigY: sinR: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: yfmP: ylaC: yodB: yrkP: ytrA: ywbI: ywcC: yxdJ: zur
valS,hprT: tilS,hprT: tilS; nusA: sigY; glcT: arsR; sigV: yxdJ; rsoA: citT; sigO: rsfA; adaA: lexA; sigF: ahrC; sigL: sigE; liaR: cysL; xre: splA; codY: gerE; iolR: bltR: sigA; mdxR: yrkP: ywbI
yqjC,hutP: citT,hutP: citT; comK: sigD; splA: padR: sigY: ccpN; sigL: yrkP; zur: mdxR; sigV: sigA; rsoA: sigE; slrR: bltR; treR: codY; cymR: ccpA; purR: tilS; arsR: gerE: rsfA: yxdJ: nrdR: walR: mhqR; nusA: hprT: sigF; xre: dnaA: sigO; sigM: mtlR: adaA; fruR: birA: ycbG: lexA: lmrA: salA: comA: hrcA: gutR: sacY: sinR: glcT: iolR; licR: liaR: yfhP: yfmP: ywbI: malR: glnL: sigH: ansR: araR: licT: resD
menB,dnaA: ccpA,dnaA: ccpA; glcT: sigA: slrR: hprT; sigE: malR: comA: nusA; araR: sigL; yfmP: ccpN: licT: mtlR: sigY: salA: birA: zur: glnL: sacY: mdxR: sigM: purR: ahrC: nrdR: rocR: lexA: bltR: cymR: splA: padR: treR: ycbG: iolR: fruR: gltC: deoR: adaA: lmrA: gerE: xre: comK: yrkP: liaR; mhqR: codY: rpsB: rok: gabR: sigO: frlR: arsR: sinR: sigD: mtrB: rsoA: citT: sigH: ywbI: rsfA: sigF: resD: walR: yxdJ: cysL: licR: ansR: tilS: gutR: bkdR; abh: abrB: acoR: alsR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: desR: exuR: fadR: fnr: fur: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hrcA: hutP: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: pyrR: rex: rplJ: rplL: rplT: rpmE: rpsD: sacT: sdpR: sigB: sigG: sigI: sigV: sigW: sigX: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: ylaC: yodB: ytrA: ywcC
yycP,sigA: fruR: walR: sigE: hprT: sigF: rsfA: gltC: mdxR: arsR: ansR: sigO: bltR: araR: citT: rsoA: sigV: licT,sigA: fruR: walR: sigE: hprT: sigF: rsfA: gltC: mdxR: arsR: ansR: sigO: bltR: araR: citT: rsoA: sigV: licT; spoVT: glnR: phoP: mgsR: citB: rplT: cggR: rpmE: rok: perR: sigG: yodB: sigW: rpsD: mtrB: abrB: rex: rplJ: salA: natR: splA: glnL: slrR: mtlR: glcR: birA: cysL: ycbG: sigY: comA: sigM: gabR: gutR: lmrA: nrdR: purR: sigH: sigD: sigL: yfmP: rocR: liaR: licR: hutP: glcT: mhqR: codY: frlR: sacY: ccpA: yfhP: nusA: tilS: deoR: malR: yxdJ: gerE: iolR: padR: yrkP: xre: ahrC: adaA: lexA: comK: dnaA
ypmP,acoR: gutR: phoP: bkdR: fadR: liaR: rocR: sdpR: rpmE,acoR: gutR: phoP: bkdR: fadR: liaR: rocR: sdpR: rpmE; rex: cggR: sigB: malR: pyrR: desR: yfmP: yxdJ; sigW: araR: mtlR: yodB: glnL: degU: ywbI: ytrA; abh: hrcA: ycbG: manR: zur: ganR: sigL; abrB: adaA: ahrC: alsR: ansR: arsR: aseR: azlB: bceR: birA: bltR: bmrR: ccpA: ccpC: ccpN: citB: citR: citT: codY: comA: comK: csoR: cssR: ctsR: cymR: cysL: czrA: deoR: dnaA: exuR: fnr: frlR: fruR: fur: gabR: gerE: glcR: glcT: glnR: glpP: gltC: gltR: gmuR: gntR: hprT: hutP: hxlR: immR: iolR: kdgR: kipR: levR: lexA: licR: licT: lmrA: mdxR: mgsR: mhqR: mntR: mta: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: padR: perR: pucR: purR: resD: rok: rplJ: rplL: rplT: rpsB: rpsD: rsfA: rsoA: sacT: sacY: salA: sigA: sigD: sigE: sigF: sigG: sigH: sigI: sigM: sigO: sigV: sigX: sigY: sinR: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: ylaC: yrkP: ywcC
ycnK,tyrZ: bltR,tyrZ: bltR
speB,purR: gltC,purR: gltC; licR: treR; gutR: ansR; sigE: sigF; comK: sigV; mhqR: sigM; sigO: xre: lmrA: malR
yerB,araR: tilS,araR: tilS; comA: sigE: adaA: mdxR: hutP: malR: glnL: yfmP: comK; yrkP: mtlR: licR: codY
nrdE,sigF: bltR,sigF: bltR; rsfA: rsoA; hprT: sigO; codY: ccpA: adaA: mdxR; sigE: hutP; yrkP: gutR; sigV: slrR; dnaA: lexA; licT: sigA; resD: treR: comA: ccpN; purR: nrdR: nusA; splA: mtlR: sigD; ahrC: padR: tilS; xre: sigL: arsR; cysL: walR: sigM: ansR: sacY: citT: sigY; rocR: glnL: sinR: salA: glpP: araR: ycbG: fruR: ywbI: deoR: glcR: birA: gltC: iolR: licR: comK: yfhP: malR: gerE: liaR: yfmP: zur: lmrA: cymR: glcT: mhqR: yxdJ
