target_gene,minimal_set,disjoint_sets
rplS,rpmE: rex,rpmE: rex; sdpR: mtlR: sigL: hprT: liaR: glnL: abrB: rplJ: bkdR: yfmP: rpsD: malR: fadR: desR: gutR: rocR: phoP: yxdJ; pyrR: ycbG: manR: araR: ganR: mgsR: ywbI: ytrA
ndh,glnR: hrcA: hprT: cggR,glnR: hrcA: hprT: cggR; yrkP: mdxR: abrB: sigL: ytrA: comK: phoP: sigH: rpsD: glpP: degU: codY: yodB: kdgR: fadR: rplJ: acoR: ctsR: desR: rex: rocR: rpmE: gabR: yxdJ: sigF: sigD: pyrR: ansR: iolR: cysL: gltC: sacY: padR: yfhP: nrdR: splA: ywbI: lexA: walR: treR: licR: licT: salA: bltR: mtlR: ccpN: purR: sigO: sigV: yfmP: liaR: sinR: gerE: bkdR: sigA: gutR: hutP: dnaA: citT: mhqR: sigM: comA: cymR: glnL: arsR: zur: rsoA: slrR: adaA: resD: sigY: tilS: rsfA
nusA,walR: yodB: alsR: bkdR: gutR: sigY: hutP: sigO: fur,walR: yodB: alsR: bkdR: gutR: sigY: hutP: sigO: fur; ydfI: citT: ytrA: nhaX; frlR: arsR: sigD: ansR: nrdR: degU: gabR: comA: hprT: nsrR: gltR: tyrZ: sdpR: tilS: mhqR: sigV: rsoA; adaA: ywbI: liaR; sigG: tnrA: cssR: spo0A: abh: yxdJ: sigM
spsA,ccpN: sigO,ccpN: sigO; tilS: sigA: ansR: mtrB: licR: iolR: glnL: birA: mdxR: fruR: araR: treR: sigL: yxdJ: bltR: sigM: zur: salA: slrR: resD: sigD: sigY: sinR: dnaA: yfhP: rsoA: liaR: ywbI: comA: ahrC: malR: hutP: ycbG: rsfA: sigE: gerE: sigF; hprT: rocR: mhqR: codY: gutR: mtlR: arsR: frlR: walR: ccpA: splA: yfmP: lmrA: gabR: purR: sigH: licT: nusA: glcT: comK: adaA: sigV: gltC: yrkP: deoR: bkdR: lexA: sacY
comGF,rsfA: citT,rsfA: citT; adaA: sigY: sacY: yxdJ; fruR: sigD; ccpA: cysL; walR: lmrA; licR: gutR; sigO: licT; malR: glnL; hutP: xre: zur: splA; sigA: sigF; mdxR: ycbG: resD; mhqR: mtlR: padR; arsR: ahrC: ansR; codY: dnaA: bltR: lexA: deoR: comA: comK: yfhP: slrR: purR: gerE: sigV: gltC: sigL; yrkP: sigE: yfmP; abh: abrB: acoR: alsR: araR: aseR: azlB: bceR: birA: bkdR: bmrR: ccpC: ccpN: cggR: citB: citR: csoR: cssR: ctsR: cymR: czrA: degU: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glcT: glnR: glpP: gltR: gmuR: gntR: hprT: hrcA: hxlR: immR: iolR: kdgR: kipR: levR: liaR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: perR: phoP: pucR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: rsoA: sacT: salA: sdpR: sigB: sigG: sigH: sigI: sigM: sigW: sigX: sinR: spo0A: spoVT: tilS: tnrA: treR: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywbI: ywcC
ylbD,nrdR: walR: citT: rsoA: gutR: mdxR: sigO: sigV: deoR,nrdR: walR: citT: rsoA: gutR: mdxR: sigO: sigV: deoR; cysL: ywbI: glcT: lexA; iolR: mtlR; comA: sigL; yxdJ: mhqR: lmrA: ahrC; gltC: gabR: ylaC: resD: birA: glpP: ccpN: glcR: yetL: sigA: treR: rsfA: yrkP: sigY: sigF: dnaA: mtrB: padR: licR: ccpA: arsR: liaR: yfmP: malR: bltR: yfhP: glnL: bkdR: gerE: sigD: ansR: ycbG; comK: codY: araR: fruR: splA: zur: hutP: licT: hprT: cymR: sigM: adaA; purR: slrR: sigH: sacY: xre; fadR: yodB: kipR: rex: sigI: ydfI: ccpC: tnrA: spoVT: gmuR: perR: degU: czrA: azlB: abrB: immR: sigW: acoR: citB: gntR: fnr: hrcA: bmrR: kdgR: cggR: sdpR: natR: rok: ytrA: nsrR: alsR: sinR: salA: manR: frlR: mta: rocR: tilS: nusA: sigE; fur: nadR: glnR: mntR: bceR; abh: aseR: citR: csoR: cssR: ctsR: desR: exuR: ganR: gltR: hxlR: levR: mgsR: nhaX: ohrR: phoP: pucR: pyrR: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sigB: sigG: sigX: spo0A: tyrZ: xpf: xylR: yclJ: ycnK: yfiR: ywcC
dacF,yrkP: sigE,yrkP: sigE; ccpN: sigY: sigV: rsfA
dltA,sigA: lexA,sigA: lexA; lmrA: zur: mtlR: sigO; adaA: fruR; codY: glnL: hutP: nrdR: resD: slrR: sacY: rsfA: sigM: sigE: hprT: walR: citT: comA: mdxR: gerE: sigL; sigD: comK: licR: araR: bkdR: deoR: treR: ywbI: sigY: sigH: birA: ccpA: yfhP: arsR: malR; mntR: sinR: padR: tilS: frlR: splA: yfmP: mhqR: salA: mtrB: cymR: ahrC: yxdJ: gutR: bltR: nusA: glcT: dnaA: ansR: xre: purR: sigF: gltC: ycbG: iolR: liaR: sigV
rnjA,mtlR: araR,mtlR: araR; sigL: slrR; treR: deoR: zur: nusA: dnaA: yfmP: sigO: rsfA: gltC; adaA: walR: comA: sigF: sigY: lmrA: ycbG: hutP; ccpA: ccpN: salA: codY: fruR: resD: glcT: gutR: mdxR: purR: yxdJ: sigE: hprT: sinR: citT: ansR: sacY: nrdR: cymR: liaR: sigV: gerE: malR: sigA: bltR: cysL: padR: glnL: rsoA: iolR: ahrC: xre; hrcA: glpP: rex: rocR: mntR: splA: sigH: mtrB: frlR: bkdR: sigD: licR: licT: gabR: lexA: mhqR: yfhP: comK: sigM: ywbI: tilS: birA: arsR: yrkP
pyrF,yxdJ: sigO,yxdJ: sigO; iolR: glnL; gabR: gerE: sigF: xre: fruR: ywbI: glcT: mtlR: hutP; rsoA: yfmP; cymR: zur: mhqR: resD; gutR: dnaA; sigA: liaR: nusA: bkdR; licR: lmrA: mdxR; malR: slrR: comK: sacY: hprT: sigY: adaA; rplL: degU: ytrA: pucR: kdgR: citB: hxlR: acoR: sigG: gmuR: rplJ: sigW: exuR: xpf: fadR: rex: ccpN: walR: sigV: ycbG: yrkP: alsR: glpP: ccpA: rocR: citT: bltR: cggR: treR: salA: ahrC: birA: purR: mtrB: comA: tilS: hrcA: sinR: sigM: natR: arsR: lexA: sigH: padR: rsfA: nrdR: gltC: sigE: codY: sigL: cysL: ansR: deoR: splA: sigD: yfhP: araR: licT; sdpR: manR: frlR
menD,codY: sigA,codY: sigA; yfmP: padR: mdxR: ccpN: sigD: gerE: adaA: sigL: treR; rsoA: citT: hprT: nusA; mtlR: sigO; nrdR: sigF; comA: deoR; yfhP: cymR; ccpA: ansR: gltC: malR; zur: walR: ycbG: purR: gutR: xre: hutP; lexA: mtrB: sigH: slrR: resD: lmrA: yxdJ: liaR: fruR: rsfA: arsR: yrkP: licT: sacY: gabR: bkdR: mhqR: comK: dnaA: iolR: bltR: splA: cysL: glcT: sigE: sigM: ywbI: ahrC: sigV
gpr,sigO: sigE,sigO: sigE; zur: sigA: arsR: mhqR; yrkP: nusA: comK: sigF; hprT: ccpA: gerE: citT: rsoA: dnaA: purR: adaA; iolR: ywbI: rsfA: ccpN: tilS: codY: bltR: sigY; deoR: birA: glnL: yfhP: sigM: sigD: xre: licT: resD: slrR: mdxR: lmrA: fruR: hutP: sigV; gutR: hrcA: mtrB: comA: sinR: sigL: cymR: ycbG: malR: padR: gltC: mtlR: glcT: lexA: sacY: cysL: liaR: gabR: nrdR: splA: licR: yfmP: yxdJ: sigH: ahrC: treR: araR
ytxM,liaR: nusA: yxdJ: hutP: sigM: sigF: mtlR: birA: sigE,liaR: nusA: yxdJ: hutP: sigM: sigF: mtlR: birA: sigE; iolR: sacY: ywbI: fruR; sigY: rsoA: ycbG: cysL; treR: tilS: lmrA: arsR: sigL: licR: sigD: slrR; nrdR: gltC: adaA; gutR: comK: licT; comA: salA: sigA: glnL: cymR: zur: ansR: bltR: sigO: mdxR: splA: padR: rsfA: mhqR: sigV; lexA: yrkP: araR: yfmP: walR: xre: sinR: ccpN: glcT: gerE: resD: yfhP: malR; codY: citT: ahrC: deoR: bkdR; abh: abrB: acoR: alsR: aseR: azlB: bceR: bmrR: ccpA: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: desR: dnaA: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hprT: hrcA: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: purR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sdpR: sigB: sigG: sigH: sigI: sigW: sigX: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC
yxkC,cggR: sigD: gerE: hrcA,cggR: sigD: gerE: hrcA; glnL: fadR: yfmP: bkdR: walR: gutR: rpsD: rex: comK: padR: nrdR: sinR: arsR: mtlR: gabR: adaA: sigE: lexA: bltR: citT: yxdJ: yrkP: splA: sigA: sigY: dnaA: fruR: rsoA: tilS: codY: mdxR: hprT: slrR: zur: rsfA: glnR; abh: abrB: acoR: ahrC: alsR: ansR: araR: aseR: azlB: bceR: birA: bmrR: ccpA: ccpC: ccpN: citB: citR: comA: csoR: cssR: ctsR: cymR: cysL: czrA: degU: deoR: desR: exuR: fnr: frlR: fur: ganR: glcR: glcT: glpP: gltC: gltR: gmuR: gntR: hutP: hxlR: immR: iolR: kdgR: kipR: levR: liaR: licR: licT: lmrA: malR: manR: mgsR: mhqR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: nusA: ohrR: perR: phoP: pucR: purR: pyrR: resD: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: sacT: sacY: salA: sdpR: sigB: sigF: sigG: sigH: sigI: sigL: sigM: sigO: sigV: sigW: sigX: spo0A: spoVT: tnrA: treR: tyrZ: xpf: xre: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: ylaC: yodB: ytrA: ywbI: ywcC
ykgB,cymR: araR: yfmP: yrkP: sigF: nrdR: tilS: lexA: hprT: comK: citT: sigM: sigL: arsR: splA: dnaA: ywbI: sigY,cymR: araR: yfmP: yrkP: sigF: nrdR: tilS: lexA: hprT: comK: citT: sigM: sigL: arsR: splA: dnaA: ywbI: sigY; gerE: licT: ansR: liaR; codY: bkdR: birA: deoR; perR: hrcA: rplT: hxlR: fur: sigG: yodB: xpf: xylR: rpsD: exuR: nsrR: aseR: kdgR: phoP: abh: ccpC: nadR: gltC: sigV: fruR: ccpN: mtrB: frlR: rocR: resD: hutP: slrR: salA: sigD: sdpR: gutR: padR: ccpA: cysL: comA: glnL: ahrC: nusA: sacY: mtlR: xre: purR: glcT: yfhP: sigH: sigO: iolR: licR: sigE: bltR: walR: rsfA: gabR: malR: mdxR: yxdJ: zur: lmrA: rsoA: sigA: adaA
nadA,sigV: adaA: rsfA: hutP,sigV: adaA: rsfA: hutP; sigH: glnL: nadR: gutR: splA: zur: mdxR: yrkP: arsR; lexA: sigE: sigO: codY; sigF: sigL: comK: nrdR: tilS: licR: gerE: sigY: resD: yfmP: slrR: mtlR: lmrA: liaR: birA: bltR; ytrA: fur: abh: exuR: acoR: sigX: glcR: abrB: degU: rpmE: yodB: ccpC: phoP: nsrR: malR: cggR: fruR: sigD: cymR: rex: ylaC: araR: glcT: mntR: sigB: ycnK: salA: alsR: padR: ccpN: yfhP: frlR: sigM: treR: gabR: cysL: sdpR: mtrB: sinR: walR: xre: gltC: ycbG: rocR: sigW: ansR: rsoA: comA: ywbI: citT: bkdR: iolR: mhqR: purR: sigA: ccpA: licT: sacY: hprT
yndA,sigO: mhqR,sigO: mhqR; rsfA: comK; cysL: gerE: resD: zur: sigF: ccpN: nusA: lmrA: adaA: gltC: yrkP: hutP: birA: splA: codY: licT: liaR: bltR; iolR: ansR; slrR: rsoA: deoR; sigM: ccpA: sigA: glcT: gutR: purR: treR; glpP: yxdJ: arsR: nrdR: walR: sacY: sigD: citT: ycbG: mdxR: bkdR: licR: ywbI: sigH: comA: araR: sigL: glnL: cymR: fruR: sigY: ahrC: padR: yfhP: xre: lexA: mtlR: tilS: dnaA
ssuC,mhqR: sigE: zur: comA: sigY: yxdJ: rsoA: adaA: hprT,mhqR: sigE: zur: comA: sigY: yxdJ: rsoA: adaA: hprT; mtlR: sigO: yfmP: cysL: yrkP: sacY: arsR: sigA: mdxR: licT: sigV: bkdR: citT: sigM: rsfA: comK: gerE; rex: hutP: ywbI: nusA: splA: ycbG: codY: gutR: dnaA: glnL: slrR: sigH: yfhP: tilS: bltR; cymR: fruR: cggR: sinR: ahrC: ansR: deoR: sigD: gltC: iolR: glcT: padR: liaR; rpmE: mntR: hrcA: glcR: gabR: salA: manR: sigL: ccpN: treR: lmrA: resD: ccpA: araR: lexA: xre: sigF: malR: walR: rocR: nrdR: birA: purR: licR
gidA,padR: adaA,padR: adaA; cymR: mdxR; mhqR: sigY; citT: licT; yfmP: rsfA; arsR: bltR; slrR: sigO; hutP: cysL; splA: sigF; rsoA: hprT; glcT: zur; xre: ansR; purR: dnaA: yfhP; iolR: walR: gerE; codY: tilS: sigL; comA: yxdJ: sigA; yrkP: ccpN: nrdR; abh: abrB: acoR: ahrC: alsR: araR: aseR: azlB: bceR: birA: bkdR: bmrR: ccpA: ccpC: cggR: citB: citR: comK: csoR: cssR: ctsR: czrA: degU: deoR: desR: exuR: fadR: fnr: frlR: fruR: fur: gabR: ganR: glcR: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: gutR: hrcA: hxlR: immR: kdgR: kipR: levR: lexA: liaR: licR: lmrA: malR: manR: mgsR: mntR: mta: mtlR: mtrB: nadR: natR: nhaX: nsrR: nusA: ohrR: perR: phoP: pucR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sacY: salA: sdpR: sigB: sigD: sigE: sigG: sigH: sigI: sigM: sigV: sigW: sigX: sinR: spo0A: spoVT: tnrA: treR: tyrZ: xpf: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywbI: ywcC
yddJ,rsoA: glcT: comA: treR: padR: sigL: sigV: liaR: arsR,rsoA: glcT: comA: treR: padR: sigL: sigV: liaR: arsR; yfhP: birA; yetL: cysL: ycbG: lmrA: mtlR: glcR: cymR: mdxR; licT: ccpA: gerE: splA: sacY: licR: hutP: iolR: gltC: sigD: sigY: sigM: resD: hprT: tilS: gutR; dnaA: zur: bkdR: ahrC: sigE: mhqR: gabR: ccpN: glpP: deoR: xre: comK: yfmP: ywbI: citT: purR: nrdR: ansR: salA: lexA: sigO: nusA: yrkP: bltR: araR: walR: adaA: fruR: rsfA; bmrR: hxlR: kdgR: sdpR: xylR: ylaC: frlR: azlB: mta: mtrB: sigH: manR: slrR: yxdJ: sigF: sigA: rocR: codY: glnL: sinR: malR
comEA,mdxR: gerE: citT: comK,mdxR: gerE: citT: comK; rsoA: splA; rsfA: sigF; bltR: slrR; sigL: sigY: sigV: arsR; hutP: sigO; mtlR: sigE; codY: salA: sigM: ycbG: ansR: sigA: rocR: purR: gltC: nusA: lmrA: bkdR: malR: sinR: lexA: treR: fruR: sigH: xre: ahrC: glnL: liaR: resD: licR: comA: yfhP: hprT: tilS: iolR: glcT: araR: adaA: yrkP; cggR: mntR: glnR: abh: nsrR: degU: xylR: citB: sigI: ydfI: aseR: bmrR: fur: xpf: hxlR: csoR: rex: acoR: spoVT: exuR: alsR: natR: kdgR: hrcA: gntR: sdpR: mhqR: manR: mta: glpP: mtrB: yfmP: licT: azlB: glcR: gabR: zur: ccpN: cysL: gutR: dnaA: cymR: nrdR: padR: birA: deoR: yxdJ: ccpA: sigD: sacY
pyrC,gabR: lmrA,gabR: lmrA; treR: citT; licT: iolR; glnL: glcT; gutR: sigO: sigA: walR; mtlR: yfmP; resD: sigF; nrdR: ccpA; rsoA: gerE; birA: ahrC: sigL: gltC: kdgR: sigM: sigY: liaR: ccpN: padR: malR: codY: hprT: araR: bltR: ylaC: manR: sigE: arsR: hutP: lexA: mdxR: comK: slrR: nusA: sigV: dnaA: glpP: sacY: adaA: bkdR: rsfA; salA: sinR: sdpR: fnr: rocR: cysL: mtrB: ywbI: comA: yxdJ: tilS: zur: yfhP: fruR: splA: purR: mhqR: sigH: ycbG: cymR: yrkP: deoR: hrcA: licR; rplL: ywcC: glnR: gntR: rok: bceR: mntR: natR: cggR: citB: alsR: azlB: frlR: nsrR: sigD: glcR: ansR: xre
scoA,slrR: sigF,slrR: sigF; sigE: rsfA; sigL: sigY: sigW: deoR: bkdR: hutP: licR: sacT: ywbI: ansR: citT: cysL: yrkP: gerE: arsR: adaA: sigV: rsoA; sigG: hprT: ccpA: zur: salA: gutR: liaR: ccpN: bltR: sigO: araR: sigD: sigA: malR: splA: mdxR; abh: abrB: acoR: ahrC: alsR: aseR: azlB: bceR: birA: bmrR: ccpC: cggR: citB: citR: codY: comA: comK: csoR: cssR: ctsR: cymR: czrA: degU: desR: dnaA: exuR: fadR: fnr: frlR: fruR: fur: gabR: ganR: glcR: glcT: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: hrcA: hxlR: immR: iolR: kdgR: kipR: levR: lexA: licT: lmrA: manR: mgsR: mhqR: mntR: mta: mtlR: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: padR: perR: phoP: pucR: purR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacY: sdpR: sigB: sigH: sigI: sigM: sigX: sinR: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: yfmP: ylaC: yodB: ytrA: ywcC: yxdJ
opuAA,bkdR: sigY,bkdR: sigY; gltC: ccpA: gutR: sigO: gerE: resD: sigE: comK: mdxR; sacY: codY: arsR: yfmP: licR: ahrC: cysL: treR: rsoA: hutP: zur: sigF: sigV: slrR: fruR: hprT: citT; rsfA: glcT: ansR: araR: liaR: ccpN: ycbG
guaA,rplT: sigW: sdpR: gerE: purR: salA: yodB: nsrR: glnR: exuR: sigH: sigX: hrcA: rpsB: nadR: abrB: sigB: ctsR: ycnK: hprT: mdxR: sigY: comK: citT: rocR: fruR: araR: mtlR: ahrC: yrkP: mhqR: walR: ccpN: rsoA: glcR: bkdR: lexA: birA: glpP: xre: ycbG: zur: codY: sigA: sigL: frlR: licT: slrR: mntR: mtrB: padR: bltR: cysL: arsR: iolR: gltC: yfmP: sigO: dnaA: tilS: licR: sacY: adaA: glnL: rsfA: liaR: cymR: sigF: ywbI: glcT: sigE: yxdJ: nrdR: sigM: ccpA,rplT: sigW: sdpR: gerE: purR: salA: yodB: nsrR: glnR: exuR: sigH: sigX: hrcA: rpsB: nadR: abrB: sigB: ctsR: ycnK: hprT: mdxR: sigY: comK: citT: rocR: fruR: araR: mtlR: ahrC: yrkP: mhqR: walR: ccpN: rsoA: glcR: bkdR: lexA: birA: glpP: xre: ycbG: zur: codY: sigA: sigL: frlR: licT: slrR: mntR: mtrB: padR: bltR: cysL: arsR: iolR: gltC: yfmP: sigO: dnaA: tilS: licR: sacY: adaA: glnL: rsfA: liaR: cymR: sigF: ywbI: glcT: sigE: yxdJ: nrdR: sigM: ccpA
glmM,walR: xre: fruR: sigF: iolR: nrdR: licT: yxdJ: mhqR: bkdR: glcT: rocR: gutR: mtrB: yfmP: tilS: sigD: licR: sigE: sigY: ccpN: cymR: liaR: padR: rsfA: citT: sigV: yfhP: slrR: arsR: bltR: ahrC: ywbI: comK: nusA: mdxR: adaA,walR: xre: fruR: sigF: iolR: nrdR: licT: yxdJ: mhqR: bkdR: glcT: rocR: gutR: mtrB: yfmP: tilS: sigD: licR: sigE: sigY: ccpN: cymR: liaR: padR: rsfA: citT: sigV: yfhP: slrR: arsR: bltR: ahrC: ywbI: comK: nusA: mdxR: adaA
citB,ycnK: exuR,ycnK: exuR; sigY: rpsB; purR: bltR; frlR: sigO; yodB: bkdR: fur: ydfI: gutR: xre: rok: sacT; sigX: nhaX; ahrC: gabR: citB: gltR: hutP: bceR: ywcC: rsoA; degU: rplJ: pucR; sigW: xylR: padR: hrcA: fnr: sigF: glnL: mtrB: rpsD: nrdR: desR: sigG: sigL: tyrZ: aseR; birA: citT: alsR; spo0A: yrkP: ansR; tnrA: sigH: nsrR; sigA: iolR: sdpR; codY: liaR; yxdJ: treR: mhqR: araR: rocR: czrA: gltC: levR: ytrA: rex: cggR; rpmE: sigV: kdgR: mntR: tilS; glcT: adaA; yfhP: manR; xpf: cssR; arsR: hxlR; mdxR: sigM: walR: ganR; ohrR: ywbI; yfmP: yetL: abh; gntR: cymR: rplL; licR: cysL: abrB
rplJ,malR: spoVT,malR: spoVT; rplT: perR; rpmE: degU: cysL: bmrR; fnr: hprT; ctsR: rex
rnr,hutP: sigE: deoR: codY,hutP: sigE: deoR: codY; rsoA: ansR: rsfA: lmrA: bltR: sigV: yfhP: yfmP: comK; dnaA: mhqR: tilS: adaA: yrkP: purR: sigF: gutR: padR: sinR: yxdJ: slrR: liaR: sigY: sigL: nusA: sigO; malR: araR: glcT: citT: mdxR: mtlR: bkdR; cymR: ccpA: ccpN: hprT: lexA: sigA: cysL: ahrC: sacY: ycbG: glnL: ywbI: gerE: licR; gabR: glpP: nsrR: fadR: sigW: rocR: glcR: hrcA: frlR: arsR: sigH: walR: iolR: comA: sigM: zur: xre: licT: resD: fruR: nrdR: gltC: birA: sigD: splA
ddl,rsoA: ccpN: splA: sigV,rsoA: ccpN: splA: sigV; rsfA: adaA; sigE: glnL; mdxR: sigA; nrdR: nusA; malR: bltR; bkdR: hprT; ahrC: gltC; dnaA: yxdJ; padR: licR: gutR: sigM; ycbG: glcT: slrR; araR: comA: tilS; ansR: birA: gerE; yfhP: cymR: sigD; yrkP: mtlR: ywbI; sigO: resD: ccpA; liaR: purR: lmrA; sigL: licT: fruR; zur: yfmP: treR; walR: hutP: cysL: mhqR: deoR: arsR: sigF: citT: lexA: comK: codY: sacY
yosX,sigO: bltR,sigO: bltR; slrR: rsoA; adaA: sigF; mdxR: arsR; yxdJ: lexA: sigL: lmrA: comK: gutR: comA: splA: citT: malR: licR: sigE: yrkP: hutP: sigY: licT: rsfA; zur: cymR: sigV; liaR: mhqR: padR; gerE: yfmP: hprT; sigA: nusA: xre; codY: sigD: ycbG; fruR: sigM: gltC; mtlR: salA: bkdR: resD: glcT: deoR; sacY: treR: yfhP; dnaA: ccpN: araR; iolR: ywbI: walR; nrdR: ansR; ahrC: glnL: birA: tilS: ccpA; abh: abrB: acoR: alsR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: cysL: czrA: degU: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hrcA: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: purR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sdpR: sigB: sigG: sigH: sigI: sigW: sigX: sinR: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC
yqxJ,rpmE: sdpR,rpmE: sdpR; sigF: sigW: liaR: treR: ywbI: manR: sigB: bkdR: fadR; rocR: hprT: ycnK: yxdJ: bmrR: gutR: sigD: tnrA; acoR: cggR: ytrA: glnL: pyrR: glpP: phoP: rsoA; nsrR: gmuR: mtlR: degU: sigO: yfmP: spoVT; araR: yodB: rex: lmrA: malR: bltR: gntR; sigA: sigH: glcT: desR: hutP: hxlR: birA: ylaC: kdgR: aseR: hrcA: fur: fruR
ahpF,gerE: glpP,gerE: glpP; sigL: tilS; mntR: treR: exuR: mgsR: alsR: deoR: ctsR: spoVT: birA; hrcA: nadR: padR: lmrA; sigM: purR: citB: iolR; yfhP: dnaA; nusA: bkdR: rplT: comA: gltC: hprT: spo0A: mtlR
uvrX,sigO: rsoA,sigO: rsoA; nrdR: kdgR; gutR: glcT; resD: lmrA; manR: glpP; cysL: mtlR; sigD: treR; mdxR: glnL; citT: hprT: sigF: hrcA: ylaC: iolR: sdpR: gabR; yetL: cymR: ywbI; ytrA: glcR: sigV: sigM: ccpA: bltR: bkdR: walR: glnR: sigA: codY: yfmP: rsfA: deoR: ahrC; hutP: ccpN: lexA; dnaA: mhqR: licT; fruR: zur: sigL; tilS: gntR: ansR; spoVT: ycnK: mta: nusA: malR: sinR: cssR: padR: comK: gltC: yrkP: comA: mtrB: tnrA: fnr: bmrR: yfhP: bceR: arsR: purR: sigY: sacY: xre: yxdJ; hxlR: sigE: sigH: splA: gerE: liaR: ycbG: birA: araR; sigW: citB: perR: gmuR: acoR: rok: salA: nsrR: alsR: cggR: natR: adaA: frlR: rocR: licR: slrR
ppiB,tilS: treR: ccpN: ywbI: purR: sigF: gutR: cymR: ccpA,tilS: treR: ccpN: ywbI: purR: sigF: gutR: cymR: ccpA; abh: spo0A: sigB: fur: xpf: glpP: rpmE: ctsR: acoR: spoVT: sacT: sigX: rpsB: rplJ: rpsD: sigG: mgsR: exuR: phoP: rex: fruR: mntR: splA: yfhP: resD: yfmP: comK: bltR: nusA: mdxR: dnaA: padR: cysL: sigV: rsoA: liaR: iolR: citT: walR: glnR: codY: arsR: cggR: sigE: rocR: comA: xre: licR: sacY: bkdR: glnL: sigM: araR: lmrA: adaA: ycbG: slrR: abrB: sigL: rsfA: ansR: mtlR: birA: sigY: yrkP: sigO: hutP: sigD: gerE: hprT: mhqR; licT: glcT: ahrC: deoR: malR: yxdJ: gltC: zur
spsB,arsR: sigV: lexA: gerE: dnaA: bltR: splA: comK: citT,arsR: sigV: lexA: gerE: dnaA: bltR: splA: comK: citT; birA: yfmP: walR: purR: mhqR: adaA: mdxR: rsfA: codY: rsoA: slrR: yrkP: padR: ccpN: sigE: sigY: sigO; xre: nrdR: ycbG: comA: iolR: sigF: hutP; zur: ansR: sacY; deoR: araR: sigA; resD: gabR: mtlR: gltC: glnL: malR: yxdJ: yfhP: licT: ywbI: ccpA: tilS: hprT: fruR; treR: sigL: liaR: nusA: cymR: licR; sigD: sigM; cysL: gutR: lmrA: glcT: bkdR; abh: abrB: acoR: ahrC: alsR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: desR: exuR: fadR: fnr: frlR: fur: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hrcA: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: salA: sdpR: sigB: sigG: sigH: sigI: sigW: sigX: sinR: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC
