CSNK2B
PDK1
HMGA1
HES6
KLK3
SH3GL3
PLAUR
GBP1
SALL2
RWDD3
TFAP2E
ZNF460
HLF
SMARCC2
FAM3B
PTEN
SSB
GABPB1
ZIC1
ZNF648
NONO
SPEN
NPNT
ZFP90
IRAG1
U2AF1L4
ZNF595
PCGF2
POLR3E
UVRAG
UBR5
ZNF157
ZNF286A
PTCH1
ZNF571
HOXC12
MBTPS2
KLF13
ARAP2
AGT
ZNF280A
HNRNPD
MED26
POLR1D
SOX9
TAF5L
ONECUT2
AR
TCEAL7
RBMXL2
PRDX3
DMRTC1B
MLLT11
ZNF616
SORT1
BAZ1A
TOX4
CDK7
PUF60
TRAV39
CNKSR1
ERBB2
POLR2A
CNTRL
WWP2
HOXA9
HDAC11
EPO
TRRAP
PPID
CD34
ZNF677
MPHOSPH8
RLIM
NFKBIZ
EPHA5
ZNF664
ZNF107
SLC30A10
TEAD3
PER2
KCTD11
KLF17
RRAGB
NEK6
TRBJ2-2
C1QBP
EDN1
NUCKS1
IL31RA
WNT11
TFE3
DMBX1
ZNF154
DAB2
MED4
CALR
ZNF219
TRBV7-6
NDN
ZNF70
NEUROG3
ZNF506
CBFA2T2
HIF1AN
CDK10
HES3
IL23A
MSTN
MAP3K10
WDR75
RIT2
SIM1
ISX
POLR2J
FZD9
ZNF101
SOX8
ZNF320
ZNF579
ZNF544
MAP2K1
TADA3
SRSF8
EZR
ZNF275
DDX3X
S1PR1
ZMYM2
UBTF
KSR2
RBM8A
GATAD2A
MTRES1
SLU7
ZNF444
NXF1
ZBTB41
PPFIA4
WNT2
HELT
PCID2
ZNF837
MED24
PDE8A
ATF7IP2
MYZAP
ZNF93
SUPT7L
NOTCH4
BARHL1
ZNF711
MIS18BP1
YY1
HOXA7
H3C2
POLR3H
DOCK2
TLR9
DAXX
AGO2
PRKAA2
CHMP4C
WWP1
ING2
CGGBP1
PF4
MYB
METTL23
ZNF286B
GPBP1
HYAL2
CASK
EPHB1
HNRNPDL
FOXL3
NOG
GCM2
SP100
JMJD1C
HOMEZ
TRAV26-2
HMGB1
PRR14
CREG1
SDR16C5
RPTOR
TPT1
ZNF257
ZKSCAN8
DRC1
THRAP3
ABT1
CPSF6
ZNF419
PPP3CB
COMMD6
PEG10
POP1
ZNF521
CTNNB1
ZNF7
TBPL1
MRPL36
MYOD1
CASP2
MLX
GDF2
TIMM23B
INPP5K
ERFE
PHF3
FAM111A
TNPO1
ARPC1A
TRBV5-1
MECP2
AEBP1
TWISTNB
CCNH
MSL3P1
FBXO7
KNTC1
ZNF687
APEX1
DDX20
SAP130
SALL4
CACTIN
SNCA
TRBV11-2
ADIRF
HSPA5
CD4
ETHE1
NR4A1
RPF1
ZSCAN22
NFRKB
NR4A3
CNOT4
RUNX2
FERD3L
ZNF517
UBC
LEF1
TAF7L
ZBTB18
FZD2
SF3B3
TNFRSF11A
QKI
BNIP3L
SMARCC1
RNF10
ZNF292
HDAC7
ACTR3
KSR1
TTF1
RGCC
ZNF468
PAX8
SIRT7
TADA2B
FOXD4L5
LMX1A
ZNF639
ZNF324B
INTS12
HDAC3
POGZ
FUS
BMP7
XRCC5
AFF3
SRSF7
GDF6
EEF1AKNMT
ZNF227
SCAF4
CPHXL
MYBL2
HOXC10
MTF1
ZKSCAN4
HES1
MAFA
SOX6
ARID4B
KLF1
TRBJ2-5
CHUK
HNRNPK
ELK1
E2F3
C3orf33
ARF4
TRBD1
CCN1
DMRTB1
GATA1
TRBJ2-7
RBX1
SAMD4B
ZNF524
ZNF358
SKP2
ZNF74
GTF3C4
TBX18
ATXN7L3
STIM2
LMO3
MRTFB
ETV2
ZNF44
TET1
MAPK14
AKAP17A
ITPK1
PARP10
ZNF212
BID
POU4F1
GFI1
ZNF324
RIPK2
CHGA
NCL
SRRM1
MBD3
L3MBTL3
FUBP1
ZNF329
PIN4
ERCC6
MEPCE
MTERF3
ZNF662
PSMD10
MORF4L1
TRBV10-1
MNX1
NFIL3
ADGRB2
NTS
LCORL
NFATC4
AKNA
MAPK13
EPHB3
GRK5
ARID1A
CRKL
MYPOP
ARX
ZNF607
SP9
DCSTAMP
STEAP3
FOSL2
MEF2A
CD36
ATF7
LHX8
ZNF689
PYDC2
MAP2K6
NFKBIB
UIMC1
UBE2K
PLA2G10
TSG101
LUZP4
HOXC6
ZIC4
ZNF672
IL1A
PHC1
ZNF251
RPS27A
CELSR2
SOX11
DAPK3
KDM5A
UCN
TRAV26-1
HSFX1
VGLL1
ELK3
APPL2
ZNF527
TRBC1
NR5A1
IRF6
ZNF146
NUP62
NKX1-1
ZIK1
SPZ1
ELF1
WASL
SF1
ZNF771
SAFB
NOD2
ZNF214
SREBF1
ZDHHC6
EVX2
ZNF667
ZNF772
HMGN3
POU1F1
CHMP2B
HES5
SMN2
BAZ1B
CAST
PSME4
ZNF628
HR
PCM1
PHOX2B
HSF2BP
TAF11L3
ZBED6
LILRB4
RFX4
ZNF22
ZNF202
BOLA1
IL19
ZC3H12A
ZNF382
HIVEP2
EXOSC3
TRBV5-5
REXO1
SS18L2
CSN3
ZNF626
PSMB5
PLK1
PRDM1
EIF2AK3
BFAR
LIMD1
BTK
DRAP1
DCPS
GRHL1
TRBV6-7
COMMD1
ZSCAN12
IRX6
ZC3H3
ZNF559
THBS1
HOXA13
PLK3
THAP11
FBL
TCF20
CREB3
GMEB2
EYA1
BCL6B
RPS6KA5
TADA1
BACH2
MTA1
TRAV17
CAND1
EGR3
MYLK
PKNOX1
LAMTOR4
GPER1
HIPK2
ADGRG1
PYCARD
LHX9
TACC1
TNF
DCAF1
ZNF155
HOXC8
ELP2
TCEAL1
H3-3B
NME2
ZNF121
RFX2
ETV3
CRTC3
RALGPS2
MAGEA2
SPOCD1
CPSF3
HOXC11
DEDD
STK11
CDK13
ZNF397
CDX2
SOX15
TENM1
IRX1
ZFP1
MCM7
PAXIP1
ZNF695
SOX17
HSPB1
KDM4A
CASP10
SCAF8
ZNF229
ANKRD30A
MED20
MAP3K13
TBPL2
HIVEP1
ARNT
U2AF2
ZSCAN26
CD3EAP
RNF25
PIR
CDK11A
BZW1
ZBTB48
ZNF211
ZNF833P
ZNF391
HERPUD1
CLP1
LHX6
UBXN7
JAG1
SCRT1
DLC1
DACH1
PHIP
SCG2
UHRF2
EBF1
XRCC6
MYD88
HOXC4
ZNF708
NCBP1
RBAK
SCRT2
ZNF316
TWIST1
EIF4E
TERT
ZNF586
APBB2
PRDM2
SP5
SEC14L2
PUM1
ATOH7
UNCX
HAND2
SIAH1
UCP1
SFR1
PRICKLE1
SAMD7
F3
TRBV18
JMJD7
LAMTOR1
ZNF654
HOXD10
MBD2
COPS2
FOXD4L3
PHF21A
BCOR
BRD7
TRAV38-1
ZNF175
PHF23
GABPB2
GNA13
EIF2AK4
DUXB
ZDHHC7
MAF1
ZNF644
AEBP2
TRAV35
MAPK1
DMRTC2
CHP2
ZNF333
TCFL5
MED14
IRAK3
CASZ1
NR0B1
TAF11L12
HINFP
NKX2-2
CDCA7
RANBP9
PSMD1
CRNN
ZNF518B
BAP1
ZNF681
GCM1
FURIN
ZNF473
MEN1
CCND1
EOMES
DAP
L3MBTL2
SCML4
RMND5B
POU3F3
HOXD1
ENC1
RRAGA
STOX1
HSFY1
RNF220
RASSF1
ROS1
NELFE
STON1
NDP
UBTFL6
IRF2
STN1
RFXAP
TNKS
EAF1
DNAJA3
LDLRAD4
EN1
CSF1R
NFE2L1
ZNF18
ASAH1
P2RX4
ZNF829
BCAS3
BTF3
CKLF
ZNFX1
ATF2
TRIM32
ZNF714
FANK1
TGFB1I1
NCF4
DEDD2
ELP4
ZNF787
NEXMIF
ZNF197
SOHLH2
CAMK2A
ZNF236
UVSSA
PCBD2
TERF2IP
OVOL2
RNF186
KAT6B
CCDC124
CD200
SNAPC1
CPSF7
HMX2
SP3
TRBJ2-6
FOXN3
FBXO3
ALX1
CDX1
TAF3
HOXB6
LEP
TRBV19
RNF141
ZNF467
ZNRD1
VPS36
NR1H2
ZKSCAN5
GLI4
CNKSR3
ZNF98
SP140L
CBX4
TCF15
SIRT2
STAT1
TRADD
AMBRA1
GBP3
STK36
TRAV21
TRBV4-2
DEK
ZNF709
GTF2B
ZNF792
CTDSP1
LAMTOR2
TAF1
ZHX1
ZNF699
SHANK1
PID1
ZNF71
CHL1
LZTFL1
PRL
DDX17
SRSF6
RNGTT
ZNF277
PSMB6
CPEB3
FSHB
PSIP1
PTPRK
PSMB7
POU6F2
H3C10
ING5
AHCTF1
ZNF148
SUV39H2
ZNF774
CREM
TSC22D1
NR5A2
ANKRD49
TRIM28
EPS8L3
IL25
SNW1
INSR
POU2F2
SETX
MEF2C
NODAL
ZNF230
NELFB
NLRP3
UFL1
KEAP1
FOS
ZNF705A
BMI1
PSMC6
TAF8
PIK3R2
TRPV1
TNFRSF10D
TMIGD3
TNRC18
SOST
TSTD1
SPHK2
WDR26
RHEBL1
TEC
TRBV27
TLE1
HSFX3
CDK3
ZNF707
BLK
ZBTB21
HGF
SAMD4A
GTF3C5
CAMK1
SAMD1
TCF7L2
ZKSCAN1
TLR4
PLPP3
SMAD2
ZNF281
SMARCB1
SORL1
IFNG
IL18RAP
ZNF486
PPP1R8
TP53BP1
HSPA1A
GLI3
COPS5
FZD1
TCEAL8
HES7
CCNA2
DLL4
TDRD3
CHD8
CRLF3
MFSD11
TRIM62
NELFCD
ZFP92
NR2E3
ZNF548
CTNNBL1
SNRNP70
POLR2K
GTF2H4
NFKBIA
FOXP3
TRAV4
HOXB13
JAZF1
TEF
ACTL6B
SNRPD3
CPSF4
HEY2
HMX3
IL18R1
MLLT3
POU5F1B
TFB1M
GSX2
BCL10
IRF2BP2
SUDS3
CUL1
ING4
MST1
ITGB1BP1
SND1
GTF3C3
FUNDC2
PSMD7
ZNF710
GTF2H5
S100A12
ACADS
KLF10
SOCS7
ZNF184
TRBV6-4
RAD23B
ZBTB8A
GAREM2
ZNF682
FOXL2
ZNF445
PFDN4
IL16
ARPC3
TBX22
TLR3
PAX5
CAMK1G
THRB
ZFP41
PSMA1
FOXA2
TTLL5
IRF1
NKX6-2
ABCG4
UPF1
CHAF1B
UBE2I
FOXA3
ZNF853
VSX1
EMX1
ZNF14
TPBG
MEIS2
ZBTB3
ZIC3
CD247
BHLHE40
ESRRA
SYMPK
H3Y1
ADNP2
UTP4
LHX2
DRD2
VPS72
LHX4
L3MBTL4
ZNF738
ADRB2
DUX4L4
DEPP1
RFX1
SNIP1
MTDH
PHB
HSF2
ZBTB32
TRAV3
ANKRD30B
TRBV5-4
TRAV41
MED27
JUNB
PHF8
NLRC5
NEUROD6
IKZF4
RNF111
SLC9A1
TBR1
ACVR2A
ZNF182
E2F5
CHMP4A
ZBTB34
HLX
SPDEF
FBXW11
TTC5
RBM15
TCF21
TSHZ1
CREB1
NAP1L1
ZBTB24
INS
PPP3CC
CEBPG
ZGPAT
PHF12
IPPK
TAF6L
ZNF83
ZNF81
NANOGNB
CCDC89
FOXJ1
ZEB1
BDP1
NOTCH3
TPRX1
SAMD11
RIOX2
ZNF417
ZSCAN29
ZNF789
HNF4G
TIPARP
TBX10
SS18L1
TRBV20-1
HOXA2
PMF1
MYO1C
ZFP14
ATF1
ZNF205
TIA1
ZNF449
PIM2
ZNF585B
MRTFA
PYDC1
SP1
RYBP
ZNHIT3
GAPDH
SAP18
NOP58
TRBJ1-2
STAT5A
DDB2
PTH
PDGFB
ZNF780A
H3C12
PSME1
IL33
TRAV22
CARD11
RHOXF1
CNOT6
SKIL
PSMC3IP
NLK
DTX1
TEAD2
COIL
NOBOX
NEIL2
MARS1
CIR1
FOXF2
ANKS1A
GTF2H1
MLLT6
TRBV7-9
ZNF764
ANKRD7
MICAL2
KLHDC2
CARD14
NANOGP1
ZNF140
LRP10
MAF
RUNX1T1
SLCO3A1
MYF6
UBN1
DACT1
SSX3
METTL21A
ZNF665
SRSF3
PNN
SAMD10
RO60
NCOA6
BTG2
BSX
GSK3B
PDE2A
LHX1
DUX4L6
CTR9
PRKCD
MAPK12
PRKAB1
CCL3
STAT2
MXD1
MAP2K3
PLRG1
SIX3
BMP4
HNRNPL
FOXO3
CDCA7L
XAB2
MCM3AP
NUP155
RPS6KA1
CBX3
EHMT2
SUPT20HL1
SLC11A1
TRBC2
USP37
TCP10L
PRDM14
BCL2
ZNF540
DGKH
SART3
BATF2
SMAD6
BAG3
C14orf39
TRAJ42
LMX1B
DDX5
AHDC1
WNK1
ZNF395
PSMC2
MXI1
C9orf72
TRIM37
ZNF502
MCRS1
PTPRC
TAF11L9
SERPINE1
TCEA3
LMCD1
NFIC
ZNF567
ZNF461
THOC7
ZNF688
KLF7
LCOR
GPBP1L1
ELAVL4
OCA2
MAPK8IP1
TAF5
TNFRSF10A
EPAS1
TNFRSF10C
NR0B2
SIN3B
STING1
MED13
MAPK7
ZMYM5
SRF
AK6
PPARD
RPGR
TRAV8-4
NUDT21
ACOD1
ASPH
ZNF530
ZNF761
ALYREF
EEF1AKMT3
ZMPSTE24
NFX1
IRF3
ZKSCAN7
CREB3L3
SNF8
RAF1
CITED4
TWIST2
PSMC5
THAP7
ZSCAN2
RBL2
TCOF1
NR2F1
RBM23
NKX2-8
MTERF2
ZBTB38
ZNF439
SOX14
ZNF576
ENPP1
ZNF91
C5AR1
PCBP1
SUPT5H
STAG1
SCP2
GLO1
CDCA4
SSRP1
ANG
ZSCAN5A
CLEC7A
KANK1
ZNF398
PSMB8
TXK
FOXA1
SP140
PHB2
ZNF334
NHLH1
ERF
HSFY2
DUX4
RELN
CHURC1
HMGXB4
ABRA
PRKCB
USF2
TNFSF11
ARPC5
ZNF536
PRMT2
TRBV6-2
ID4
WNT16
ZBTB47
REXO4
ZNF354A
ELOA
CLDN18
ZNF613
KLF8
ATMIN
CRABP2
LEFTY1
FLNA
C11orf53
MED6
