gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h
aadK,141.2181,139.289,135.5505,116.7589,119.9029,146.4865,158.5016,137.5263,152.4821,131.501,137.0166,148.7501,111.6527,116.0692,167.3432,137.9838,160.5202,110.2057,153.9069,165.1534
aapA,81.9586,52.2426,44.9094,41.0472,38.7765,70.934,34.787,33.913,35.4705,36.9795,65.3242,48.9274,36.5089,54.1108,31.0166,70.9528,38.9159,34.9312,33.3278,29.2352
abfA,2.3094,4.2147,8.5876,27.0024,13.117,5.1327,4.3983,7.7844,4.8375,4.5706,3.8527,5.8962,17.5986,31.3756,6.8132,4.3244,4.3409,15.9361,8.6991,4.9911
abh,358.1198,489.2919,372.0259,248.293,307.3815,334.243,530.1574,526.2903,502.3301,412.0152,356.8262,542.5524,393.8737,209.0732,403.7356,328.9645,444.312,312.6204,365.8313,395.4027
abnA,1.316,2.3537,6.8509,31.9412,20.7194,0.7226,1.7544,2.4841,6.6538,7.5357,1.655,3.0511,15.5713,42.8233,8.153,0.8363,2.2262,20.1494,7.3876,8.1977
abnB,17.5836,20.891,52.4449,78.2446,58.5851,22.6895,32.4283,39.8298,42.4972,55.3795,19.7444,27.8582,60.3711,99.1263,56.0831,18.4384,35.0346,64.423,56.3848,71.0412
abrB,4328.7554,4163.1102,1200.1411,450.9402,708.3497,3897.8156,3414.5502,1782.7105,798.7716,473.243,4025.317,2896.0046,1053.8107,394.7238,810.4333,4156.7904,2778.9897,938.7306,708.8598,613.9063
accA,670.017,477.6922,693.4199,396.6117,486.4196,564.2213,537.0894,815.2914,677.8041,640.8401,566.3571,572.3329,538.7019,388.0705,533.1258,596.907,589.9191,512.9184,570.5461,540.9836
accB,763.4151,526.5706,547.3226,310.9932,350.7594,742.1354,745.4227,570.375,506.1324,384.0328,763.2698,676.6238,377.2235,302.2312,396.4523,751.7122,716.5158,356.3599,454.7145,387.4897
accC,845.671,883.4848,835.5164,368.3994,399.8333,903.7226,1015.4613,908.1984,567.3996,568.1556,915.8888,969.558,721.5613,375.276,527.6938,882.8773,1000.7687,674.3769,550.195,546.1238
accD,928.9532,677.3686,829.4919,530.0778,599.5742,798.6805,743.0386,946.8557,873.9153,862.7071,803.363,739.9384,633.242,508.071,694.6708,843.32,694.7692,601.0106,763.3304,722.8124
acdA,13.4839,7.7794,15.0961,30.8947,22.6547,9.9515,14.9803,14.8816,10.5565,20.0867,8.5961,11.9756,23.8352,38.0437,11.7273,12.0937,17.987,29.1371,16.4636,17.4185
ackA,1430.6011,580.1462,607.9665,255.627,284.6035,1087.3002,522.8352,816.9318,408.9959,295.1022,1128.2079,602.2095,467.1586,230.6768,277.7459,1267.6087,562.7231,419.2077,321.2934,215.4345
acoA,0.9897,0.0,8.856,51.677,34.6288,1.1322,1.9243,4.3787,23.0198,71.7589,0.2223,0.4781,14.3989,50.0876,52.5182,0.7862,0.9302,20.9725,26.0972,72.0035
acoB,1.4457,1.8468,7.317,35.3607,23.5658,1.9845,3.7475,5.1166,16.3245,55.1887,2.5973,1.6293,13.32,40.307,38.7007,2.1054,2.038,19.7634,18.6494,48.887
acoC,3.9354,3.1753,11.4569,53.5859,35.7403,5.3075,5.2926,6.8421,27.6479,81.1121,5.2098,5.0024,21.8966,59.8066,61.31,2.6327,4.6719,23.2191,32.0639,73.9135
acoL,5.9417,4.6004,10.3498,41.8384,32.6433,4.6137,5.0008,11.4706,32.9554,84.3117,4.6905,6.4357,22.1776,50.0633,56.8074,4.8631,5.9226,21.6608,27.7194,77.2302
acoR,16.365,28.5723,36.6816,40.4137,30.6892,16.9734,29.2414,34.9134,22.0652,26.8287,14.8233,23.4507,47.7483,47.2948,19.0885,17.2255,24.9932,44.4962,20.9954,21.9664
acpK,100.5656,120.8424,195.4651,129.2683,129.8486,82.9214,219.0285,177.3795,161.1025,167.3731,93.9168,256.827,158.3761,115.6102,171.3555,94.9181,288.2252,204.1819,122.8028,156.8367
acpP,2526.9699,2980.5502,1771.979,606.0381,840.8283,2207.8619,3113.469,2488.75,1087.5063,762.3165,2074.885,2829.1177,1306.0948,457.2822,955.4606,2048.6703,3291.0633,1126.9098,903.008,857.0809
acpS,54.1922,36.3466,58.0412,74.5619,51.1723,43.3952,52.6807,49.5492,58.9114,56.9343,48.6813,49.0805,49.9318,92.1066,54.403,53.2748,51.5685,60.5033,60.499,59.6799
acsA,94.9025,118.1074,137.1873,87.382,78.7904,102.0301,140.5266,123.534,83.2802,118.2908,101.447,156.1919,121.9792,88.1385,90.0179,112.3985,166.4574,116.5955,79.1268,127.7088
acuA,96.3516,108.5803,146.5566,134.4935,120.2199,107.1747,124.4506,136.3152,115.654,158.0853,111.1826,137.7294,137.8948,153.1856,130.7662,103.6115,147.6119,128.8658,151.5819,182.2937
acuB,74.5709,104.1049,101.7232,109.2092,88.3346,85.4813,117.0107,105.6628,104.1734,138.1032,93.2304,109.916,113.7065,131.2501,110.693,79.6981,126.8026,111.0539,123.5867,138.196
acuC,84.347,79.1836,94.7155,99.7903,77.4027,74.8519,81.403,90.2126,87.2336,111.5434,75.0044,91.5663,95.6474,117.6351,99.4598,82.0646,103.0944,86.1914,109.608,126.8081
adaA,8.1863,12.9483,12.6839,40.7078,22.9386,8.9188,16.8905,6.4387,9.461,14.4018,9.1048,10.5446,24.1974,48.538,12.523,11.1484,9.5257,28.0675,15.9156,16.9986
adaB,15.1512,24.0483,12.4491,38.0103,28.842,16.807,12.242,10.8333,25.0716,14.4178,16.91,17.2982,26.2726,54.0106,19.4901,18.9661,12.9452,26.7806,25.384,17.9776
adcA,303.9714,328.2818,2071.6469,2000.0751,3165.6648,263.529,250.4827,2676.0703,3766.2206,2911.0166,265.6364,269.7015,1343.8274,1710.8022,3602.7383,264.8637,292.7229,1243.9643,3385.7561,3139.4477
adcB,84.4077,42.4567,180.8613,155.4966,187.7935,68.6337,34.3081,214.4306,219.1904,223.8275,63.1428,43.1862,128.6453,150.297,216.9649,73.3617,42.0143,142.0635,221.3887,186.0869
adcC,115.7715,71.4472,219.8331,208.781,233.122,80.5216,55.0098,238.7069,296.4642,308.6081,92.1588,64.696,145.7969,202.1768,274.2328,92.535,59.5925,137.6546,309.6573,258.6751
addA,108.448,86.9114,84.2537,72.3885,62.5182,110.4111,81.9856,82.0012,75.6417,82.2105,106.0299,79.7729,78.6586,83.4043,68.5941,115.4363,79.8129,76.3589,76.0521,77.8395
addB,123.3626,110.373,78.2658,67.7549,69.7142,112.1189,88.6679,80.3727,67.1726,79.9923,112.6626,92.4256,70.7441,67.1323,69.6297,117.183,85.2585,65.0583,74.1491,75.4355
adeC,339.008,185.2183,175.0793,121.0614,126.0884,310.901,161.7087,191.9637,174.2286,134.6991,309.8001,194.6215,129.1058,106.8173,124.1803,316.4458,191.7589,139.5644,130.7372,104.0826
adhA,163.6332,147.5077,62.4871,49.9811,47.3155,138.73,114.3752,66.8571,54.9187,50.3775,152.5081,96.4895,63.894,56.8163,47.6793,160.0026,96.5341,67.1428,51.2142,46.2282
adhB,4.7972,11.1428,10.879,27.0786,15.6054,8.5809,8.7212,6.4314,7.4972,9.0629,9.4023,7.1622,17.7649,32.9804,8.0056,9.8737,7.9925,18.4823,10.7574,8.1501
adk,1636.9387,2339.1839,2837.0135,788.8956,738.5518,1837.0161,2666.0033,2802.4541,1215.6263,1225.4738,1733.0381,2366.5628,2289.1612,744.8091,899.8888,1827.4066,2717.7755,2236.81,941.8756,999.9407
ahpC,2258.6167,2619.2348,3880.926,7697.4955,9900.7504,2029.9852,2546.4001,3820.1329,9092.002,10129.4942,2053.4193,2701.739,3115.7632,8017.4123,13947.1331,2160.2209,2804.0089,2945.5103,11580.5681,12130.2132
ahpF,1863.5195,2076.3688,3147.0034,5637.6666,8115.1576,1532.5045,1756.5463,3400.0735,7059.8605,8409.2669,1522.1908,2010.9688,2609.0826,5809.4984,11490.1108,1691.8834,2123.3143,2373.6279,9488.0406,10415.3991
ahrC,139.3913,74.6085,96.2063,102.1094,92.0025,148.7422,92.4271,113.1,121.4579,130.269,146.0034,107.5147,84.963,103.5319,112.5158,161.9409,100.4546,85.3632,110.5959,121.1039
alaS,147.1403,103.6563,189.9734,81.021,75.9585,138.7871,160.2323,204.872,103.7281,87.2709,134.7113,155.8605,156.3864,83.0232,62.8875,151.7683,174.6937,143.443,81.4899,69.9471
alaT,607.7573,513.977,482.4442,251.9286,295.1278,566.7487,494.662,500.3488,373.1583,326.2248,585.0878,564.2271,365.1448,231.8001,358.1964,607.1512,559.7536,334.7575,348.3823,334.2777
albA,429.0444,289.2228,993.7505,1409.6858,1984.6536,628.13,314.0931,383.4855,1742.3535,3610.4368,616.3987,291.6118,449.6821,1651.0614,3380.247,561.9144,294.0776,462.3233,2901.4684,4388.9431
albB,232.6249,193.5598,439.8665,591.751,724.0934,358.55,163.2266,176.9444,727.3852,1482.7714,357.4471,116.7995,192.9627,740.0149,1415.227,311.2378,142.397,206.4338,1132.515,1733.7528
albC,169.0739,84.0226,362.6409,506.6598,700.1496,253.0508,109.4128,110.5,556.1015,1350.3962,257.9805,91.4806,141.6049,638.3943,1238.9382,247.0146,104.5323,160.056,1029.8076,1654.7601
albD,156.0195,73.4456,298.0252,373.263,465.2756,214.4339,81.9401,94.3764,371.197,905.9981,218.6398,72.1644,124.1741,489.1432,827.3137,200.8612,71.9835,128.7514,673.182,1038.2116
albE,108.7959,48.9134,240.5346,281.2717,308.1167,170.0276,56.4836,58.5,246.0611,592.4716,178.1736,45.8814,90.5027,338.6604,564.8195,158.0627,43.2598,92.1007,430.8401,711.4305
albF,97.7394,35.3575,176.9573,208.8461,213.3078,130.0085,41.4995,34.2506,170.6668,433.1297,127.9623,26.3632,77.5257,258.7264,391.9238,124.9996,28.0125,69.323,310.6437,531.6934
albG,85.4684,30.2296,115.6804,136.5579,146.0356,105.3671,26.2889,35.0,133.5722,252.1483,95.1782,17.4005,58.2313,148.6505,275.9409,103.5277,22.903,50.2136,197.9648,313.6658
ald,532.2735,430.948,287.11,302.9927,603.0617,511.661,297.7324,320.5409,509.1492,908.9052,496.559,337.888,251.8815,284.6645,672.9734,549.465,316.4226,219.8006,398.7656,671.2184
aldX,17.418,24.1457,63.7079,75.3078,76.4723,17.4665,22.8508,63.6155,62.96,77.0141,17.6442,23.2711,58.5877,76.4345,72.707,17.2225,23.6845,59.6146,62.8864,79.6462
aldY,54.5852,82.9852,20.1029,28.7957,17.4431,56.3347,42.1291,25.0772,7.2223,5.1829,59.5745,45.5042,34.4694,28.8368,4.6823,58.0869,43.6301,31.461,9.2568,5.5991
alkA,35.3408,43.412,28.8949,66.4953,46.2606,38.3134,43.4913,30.4687,45.0848,43.1864,40.5384,40.1814,37.1766,77.0426,48.344,37.1451,44.4565,40.8812,46.7085,49.1106
alrA,275.9006,184.3556,158.8116,113.8315,103.7976,251.9115,181.0403,171.0,141.858,113.5157,247.8441,206.3495,136.0558,109.5859,105.7571,263.7852,202.3431,136.3493,113.5519,111.0716
alrB,3.3476,5.8803,7.9422,33.2645,15.9715,2.2977,4.6489,7.4051,9.7324,9.0822,2.8192,6.2657,16.2337,41.8731,9.6017,2.6593,6.8822,20.9753,9.6098,7.82
alsD,130.7439,244.5617,1134.0698,2012.6484,3066.3206,155.6948,174.305,1714.6289,3553.7651,4647.7515,165.8778,204.5839,992.5287,1752.8225,3163.0259,160.2825,199.3356,968.2797,3295.582,3027.1193
alsR,90.0073,102.7905,63.6011,66.2015,61.5952,103.5879,102.7237,76.9059,68.6779,60.7109,104.3756,106.1867,69.5724,80.6304,74.1636,95.1192,115.8658,68.1116,78.4138,70.3895
alsS,107.8267,165.4858,917.2096,1906.6716,2583.7567,130.7328,128.7982,1125.2627,3170.6102,4423.6359,127.4155,159.3956,812.9077,1630.9674,2682.5986,114.2869,157.9267,807.947,2964.1677,2579.4809
alsT,208.3811,120.5312,52.1257,39.7084,41.3193,171.0638,91.815,62.9775,30.4876,33.7422,182.252,89.4318,47.473,44.2988,53.5124,192.5878,94.5054,40.5696,34.8453,38.8241
amhX,433.77,545.216,171.2224,104.0631,140.0257,511.968,375.0288,192.5,154.7152,182.0165,540.2315,385.8818,178.1879,103.7586,187.6884,534.9773,402.4956,172.0783,124.5466,195.9311
ampS,154.83,171.8534,149.1705,119.3654,130.7925,162.6724,153.9185,150.6387,159.8237,132.0445,153.5357,180.8487,124.8136,115.8137,129.652,159.2573,178.7758,123.3349,151.5341,140.1111
amtB,305.2691,189.5192,242.3416,71.0293,39.7541,349.3995,110.8581,101.5926,125.0483,43.3476,350.2981,186.8792,242.0445,48.0094,70.4687,338.7953,172.0271,240.6535,90.6012,608.1527
amyC,25.6581,27.4427,19.0915,37.0497,23.2497,26.7578,27.1799,17.2473,27.7567,29.7602,21.4409,24.4989,24.3065,38.7436,22.934,27.4931,20.4693,25.56,22.5854,31.8606
amyD,20.1171,28.8256,20.9341,33.2476,26.1567,20.1518,35.6387,11.5461,14.845,22.5976,18.5598,25.2119,24.2571,37.1715,19.3376,22.0279,27.5937,31.7139,19.4234,22.4989
amyX,61.2639,52.7156,87.6386,63.6909,52.189,61.1154,66.403,104.8227,62.4174,54.5666,71.0382,60.9609,74.8027,67.3437,44.1775,64.9212,55.5256,76.6823,54.7492,53.1896
ansA,45.5789,44.7907,63.8297,54.1882,46.5986,53.6297,57.593,55.25,57.7406,56.9002,50.1676,53.7089,57.8078,64.277,54.8788,53.3172,53.4283,57.2892,51.1229,51.9272
ansR,96.7701,122.7232,126.4058,104.3289,115.7052,98.9029,112.2183,127.5,132.8579,118.7348,95.1782,106.4502,92.4851,118.7045,128.0431,98.197,117.5024,97.8522,131.576,108.1173
ansZ,52.9707,43.5229,47.4388,35.9793,23.9444,49.0801,23.1979,23.8564,34.8957,11.7742,54.2971,42.2545,53.7201,34.7547,18.6607,57.4453,32.2252,55.6891,20.7517,112.6645
appC,321.3292,372.9962,909.0102,330.1745,392.5669,346.5621,442.7656,903.4786,591.3263,491.8734,344.8206,503.975,822.1031,302.3558,492.4854,349.8546,535.7772,823.0741,449.7431,521.5881
appD,174.8315,335.3468,344.6382,319.028,333.3741,225.2857,314.7942,373.7006,468.6632,520.3863,227.907,370.5533,249.2318,284.7531,430.2776,227.0871,411.2554,260.7598,396.3387,588.3592
appF,192.0825,283.4611,423.7205,293.0875,283.3755,266.7734,321.3524,407.4318,433.3077,445.7181,243.414,326.1246,353.8909,276.2382,373.233,249.2776,368.1139,364.2771,345.9319,495.648
aprE,78.7489,537.5638,309.2579,101.7648,126.9593,87.9069,577.8094,380.5563,198.4286,150.6609,91.3412,664.6168,295.0161,85.7698,144.459,85.0723,818.7996,270.1283,144.4524,239.5022
aprX,8.3949,7.1498,23.8752,63.006,37.9759,7.6827,4.9742,35.4345,77.5351,22.0546,8.3791,5.4066,29.4922,56.8591,35.7435,11.1149,6.6625,31.4544,58.8693,33.3691
apt,464.9275,261.1668,251.6019,120.0325,145.6513,368.8701,237.8598,327.2807,188.159,144.6243,350.7902,237.1784,186.0879,111.8606,170.781,376.6335,218.4783,154.6051,158.6754,150.1004
araB,3.5355,3.1993,10.3853,29.2422,18.5083,4.3141,2.9459,3.4759,5.6608,5.3063,3.3083,3.9848,19.5741,37.9226,7.2676,2.6916,5.8149,19.7364,9.0217,5.6371
araD,1.078,2.2952,4.6765,29.7472,14.8575,0.3288,1.996,3.8152,3.2702,2.9868,0.3228,3.1241,13.9398,24.4283,8.6572,0.8563,2.0262,13.4267,4.2788,4.1569
araE,4.7986,16.5746,12.7221,38.9578,26.2864,7.8071,24.0891,7.129,5.9309,5.2528,6.2265,17.3411,26.3732,52.8113,11.2149,5.6475,14.1979,28.0224,12.0936,6.4846
araL,1.2243,1.5641,7.3034,28.7957,16.5507,1.6807,3.0605,1.8056,3.7143,3.6751,0.5499,3.844,21.0775,38.3452,5.2676,3.161,3.1644,16.7379,6.7691,4.3582
araM,0.6277,1.6037,5.2191,19.2895,12.8105,1.7233,2.7893,2.4684,3.5968,1.7392,0.9397,4.0424,11.9723,31.1651,5.0409,1.8283,4.1293,16.7803,8.1861,4.2824
araN,5.5222,9.2442,6.1958,22.0347,12.4164,5.7508,9.52,7.4136,3.4661,5.2762,6.6712,10.3016,14.4055,30.8373,4.151,5.8996,7.5166,20.8259,8.4223,4.7448
araP,3.1583,2.6899,7.4219,37.6361,20.3008,3.613,5.2633,5.5892,5.0569,3.8894,3.5464,5.3395,22.974,41.8181,7.8511,3.1362,4.6998,21.3488,9.4024,7.0266
araQ,2.6375,2.6207,5.0856,26.1918,14.6812,2.4138,2.6047,3.4574,5.038,4.3308,2.8958,3.3973,15.6328,35.818,5.0434,3.9577,4.4069,14.9573,10.7186,6.2591
araR,73.764,72.4213,58.7678,67.2534,57.2074,69.1727,63.4864,62.0455,61.9307,45.8398,68.9216,67.741,70.4381,75.8246,53.2854,78.6735,72.5358,65.3607,57.7069,61.7939
arfM,18.7116,4.6481,9.5834,23.4712,16.9456,32.3456,8.6618,3.6792,4.7305,4.3205,29.4155,3.5149,9.5781,25.4105,4.7707,25.6,2.931,14.2114,9.7262,5.088
argB,80.4094,65.222,79.251,142.8888,118.9993,104.249,73.3811,65.5019,159.077,259.0488,89.7174,66.891,68.0843,148.439,151.9264,99.8717,82.4693,71.2491,135.9742,211.5481
argC,228.3996,69.9797,61.9941,234.3652,221.5786,170.0077,67.7367,54.7911,287.5645,422.7819,170.3004,49.4671,47.5841,233.9602,323.2512,199.9823,57.0782,49.9242,258.285,350.9808
argD,102.1262,122.5362,106.5845,215.1171,162.7579,138.7233,115.1255,99.7733,217.3736,387.5799,129.0528,99.6936,86.591,226.3494,218.1275,120.7583,123.3481,92.2968,207.9684,311.3274
argF,308.3618,430.8905,248.1719,253.6538,249.5156,376.2674,325.0824,274.2187,303.9928,463.2247,369.5711,305.6284,211.9064,257.4489,301.3393,360.0586,345.8791,220.3123,284.9105,375.7684
argG,779.9948,308.6329,278.2178,740.5333,799.4909,611.2309,296.3532,278.7438,1034.7196,1496.3607,610.4504,243.2676,250.3812,686.7648,1037.1163,700.5558,291.0743,252.9947,905.1227,1141.4022
argH,614.0986,532.9179,437.3013,663.2166,717.329,645.4882,469.6077,455.211,915.4923,1365.34,631.3529,450.3395,374.3977,627.7396,862.3805,649.412,517.471,384.4277,828.7697,1078.4993
argI,304.694,205.8239,229.0626,150.5228,155.1076,258.7264,187.6488,217.9798,174.4599,199.6903,260.7114,198.1156,179.1989,154.5285,173.3517,280.7329,210.7842,180.5662,164.4928,200.0817
argJ,131.173,71.0771,100.4244,221.0191,179.0641,121.3451,80.9867,81.6892,224.022,402.6522,114.1858,66.4987,87.2435,223.0463,248.3405,144.5306,81.6787,81.6126,207.7733,305.0216
argS,487.2527,459.0846,363.8431,253.2054,310.175,418.0786,362.3147,385.2738,376.4487,388.6364,428.9069,384.8546,292.8417,238.0097,367.3509,453.433,396.0249,257.3336,382.137,375.2506
aroA,2074.1331,3462.6079,2798.3529,1295.5163,1598.6021,2079.7646,3160.8388,2807.9456,2421.2576,1558.4827,2114.4675,3654.517,2346.7852,1028.18,1747.9023,2149.8652,4077.4075,2209.6795,1745.2109,1355.7663
aroB,400.6935,519.1649,683.2369,367.3232,319.1663,453.9982,747.9252,640.8678,537.8071,378.4934,468.9533,746.2508,640.5674,343.4717,376.1324,430.6246,776.7109,650.9098,426.4117,341.1835
aroD,172.3882,139.8085,102.588,142.741,140.16,181.3977,126.9629,95.2148,191.6278,163.9892,165.8778,116.3259,78.5882,144.2602,181.1147,171.0535,128.9461,76.2031,186.7185,161.454
aroE,528.7999,934.206,974.4735,391.2788,450.5148,535.7682,843.4563,1069.0909,666.2376,410.8271,544.2463,936.8358,799.4821,326.0941,498.8375,550.7705,1027.4672,724.2351,521.2245,468.6987
aroF,338.1664,418.0321,511.1514,326.9631,290.9267,384.0861,590.8417,512.7973,516.7907,345.9583,397.0784,611.513,462.5087,289.8826,323.9143,352.2126,653.9066,468.0046,393.6466,319.0258
aroH,447.4346,659.0381,751.3781,348.0451,331.6606,496.3326,941.1034,779.2383,536.0355,369.7211,534.1728,853.2646,710.7382,350.6631,425.1936,470.8459,884.1154,715.5443,426.1576,318.3115
aroK,149.3762,164.8599,120.3098,137.2029,126.8636,126.9964,170.3732,129.8262,206.4718,140.8218,135.774,155.4058,95.5844,115.7932,148.056,129.548,192.3086,97.8763,146.9784,117.9865
arsB,53.587,71.8053,31.5137,36.7456,24.0517,60.1566,86.7876,30.0648,19.2673,17.3776,50.919,78.9173,32.1077,40.2062,14.7553,45.5967,68.27,39.2882,18.2319,19.287
arsC,72.6078,77.6753,47.3775,47.2043,22.5312,64.8271,80.666,34.8214,16.7144,16.9015,59.9215,76.9863,38.3593,49.6015,14.2225,51.1146,57.1437,40.3502,14.0588,17.3356
arsR,90.4396,182.2716,55.8093,39.6076,29.7582,104.8854,178.4329,66.2264,25.2293,16.5621,107.1563,174.7389,43.8577,39.9024,29.5184,91.6647,126.0323,54.7139,23.2103,23.5899
artP,1418.4903,569.9566,275.2019,734.6607,1309.9568,1053.2296,474.8555,300.498,1431.822,1598.1491,1061.9658,390.144,226.6848,638.9369,1610.7728,1105.5647,394.7269,218.3116,1218.613,1618.275
artQ,360.6242,146.3696,113.2637,253.0354,290.0467,316.9653,137.7224,109.9091,367.3366,421.2001,307.7544,99.797,88.1691,200.8657,406.4189,320.7982,97.795,95.8624,306.0986,388.7851
artR,400.8702,209.8419,194.1432,286.7977,410.3844,331.3984,184.3919,222.9149,473.343,590.0493,332.9974,178.8893,181.2605,298.8815,489.0339,350.0517,188.86,181.8942,407.1804,498.9457
asd,1239.4074,1325.9632,1129.0681,756.1975,926.653,1249.1207,1245.72,1267.5,1262.249,1153.0815,1196.168,1312.8342,950.0643,714.4337,1184.7989,1206.8943,1353.0885,869.7667,1057.044,1087.0656
aseR,33.2048,23.5665,20.8077,56.2287,21.7098,29.7124,22.9537,24.375,14.1774,12.9488,29.8282,35.6418,35.7829,59.7473,13.5452,32.2397,20.1113,35.6427,11.9249,8.5365
aslA,64.2779,125.5206,976.0057,761.9334,942.6601,87.3966,142.8233,1060.5833,1213.6499,1699.6037,84.1375,171.2073,794.4126,669.8713,1435.9462,70.0285,170.0134,968.2862,1012.2341,1694.8012
asnB,698.2227,474.6844,545.8703,269.724,298.2657,543.1618,462.701,700.2133,452.9783,374.7743,554.1537,475.4942,431.6652,239.8512,354.4018,591.0729,479.5239,396.5925,343.8078,319.8564
asnC,985.1971,751.0496,759.9064,495.5327,625.2934,909.8608,827.3998,947.4014,827.3814,824.217,889.4901,831.9043,571.4905,427.8433,777.233,921.2566,845.3714,547.515,716.3141,732.7187
asnH,47.7297,61.6813,621.4407,455.8878,536.0953,49.9492,87.8871,639.8763,693.267,984.2221,51.4115,93.7131,518.3203,437.6847,847.6461,50.0287,97.5042,583.4314,633.68,929.7333
asnO,4.8376,5.3218,13.5543,36.6618,20.0888,4.5502,7.7632,21.2439,15.2196,12.2872,4.225,8.4381,26.1966,47.0133,13.4131,3.843,8.3354,25.7192,17.945,13.6327
aspA,45.3148,45.0259,58.5629,53.0845,50.2534,40.5169,52.8515,62.0641,52.6714,59.1714,41.3305,47.2988,67.8612,59.5484,52.7866,43.5839,56.4584,59.1804,55.9694,47.7424
aspB,766.4408,696.7081,922.4938,537.7262,601.4519,775.7041,926.0728,1008.1599,816.6291,730.1673,761.044,974.87,773.0563,519.9349,713.2911,759.4937,1094.4921,757.7925,748.4352,666.3839
aspS,485.6846,497.4454,511.4986,207.0229,235.1592,438.6125,487.2541,575.957,333.583,298.2386,441.8035,522.6469,449.8341,179.0613,253.2709,463.7691,566.0952,423.5981,241.3468,234.5251
atpA,1506.3049,1251.1946,2069.582,1522.5065,1631.9265,1400.9144,1526.1728,2150.8151,1725.1038,2267.5782,1408.1796,1637.068,1659.6444,1657.4247,2187.1932,1476.5763,1756.1695,1520.0355,2396.0064,2452.4225
atpB,1876.1657,2136.9864,2579.9722,1603.2017,1849.1688,2057.1805,2365.828,2895.551,2001.6327,2249.6954,1953.5464,2411.7479,2062.0775,1751.3852,2358.4203,1900.4163,2410.6569,1922.6697,2525.4207,2558.762
atpC,902.8597,1258.2049,1264.9735,880.9526,1103.3377,727.3147,1071.4047,1456.6353,1042.4497,1264.889,790.3942,1323.6237,1089.6087,840.1409,1286.0852,881.1152,1514.2942,882.8916,1439.7064,1353.6684
atpD,1201.4624,1442.4549,1791.7181,1201.4901,1425.0953,1063.9488,1439.5966,1865.2531,1482.9607,1814.1946,1038.563,1594.2259,1369.7157,1262.851,1845.5251,1072.8654,1695.8187,1240.5627,1966.7499,2023.4155
atpE,1985.7609,2179.9642,2615.7739,1735.6487,1945.565,1956.8354,2221.6635,2878.3098,2062.2253,2438.244,2054.6429,2326.5357,2106.5756,1824.5237,2577.4117,1981.5723,2370.6091,2024.1044,2605.8295,2714.946
atpF,1969.9008,1691.7188,2576.2987,1824.1298,1854.2683,2007.5555,2097.784,2462.5877,2026.2524,2589.4005,2010.0971,2078.1125,1954.1574,1942.6083,2563.3778,1919.257,2053.9687,1907.6775,2702.4151,2771.4813
atpG,1284.6975,1125.7995,1787.684,1205.9086,1262.2956,1170.1895,1348.5323,1813.9062,1439.5843,1787.6477,1144.7758,1484.2035,1374.5809,1311.4659,1750.8167,1207.4901,1493.0109,1285.9397,1961.3988,1871.0536
atpH,1480.3094,1185.723,1927.6059,1329.4105,1361.2608,1427.8588,1389.8364,1813.9285,1512.5598,1913.2704,1369.3425,1450.2372,1466.9895,1464.1125,1840.0691,1432.4339,1536.7779,1407.0853,2064.4044,2031.3746
atpI,907.1365,1411.2819,1409.6218,818.1794,1089.9621,1047.0254,1352.1188,1661.3086,1042.0373,1199.2081,1039.9261,1463.2739,1018.8291,841.3943,1297.0628,934.5112,1417.4973,889.1343,1366.8895,1299.6762
azlB,38.1832,32.0744,27.2303,40.8425,29.5306,40.2092,29.6365,29.6203,30.1494,32.3676,41.8182,28.2969,29.4235,51.5422,30.0053,39.8897,29.0038,30.9863,31.5878,27.9284
azlC,32.409,18.6314,30.2292,51.5273,36.3371,28.4731,26.2843,33.6471,33.7565,22.7492,32.6069,29.4303,34.8904,58.9206,31.2337,31.4098,28.3271,40.1709,34.4579,33.1673
azlD,42.4383,29.4858,42.7978,47.6296,35.5222,44.2888,26.4692,36.8919,35.3863,34.3827,39.4604,31.6473,34.6611,53.4608,35.0224,40.2191,42.6841,50.2136,38.6301,30.4781
bacA,151.9826,481.539,287.7006,210.11,292.0357,179.3023,604.6351,323.4146,408.0755,394.6794,199.54,707.6339,265.8758,163.5201,317.2891,175.8185,868.4006,269.3165,263.0026,328.6201
bacB,139.3726,446.0226,397.2725,249.717,293.4945,184.9129,564.5064,411.0699,398.3831,442.129,184.0247,706.36,375.2961,167.988,324.2249,171.9185,833.9768,368.3042,273.7297,328.1473
bacC,144.1373,389.8907,380.4117,195.5951,232.5934,174.191,542.9373,395.7579,346.4615,344.6848,167.1839,647.8163,383.097,160.0599,245.2542,157.6675,732.9827,378.3815,225.8265,271.0158
bacD,165.985,469.1863,522.6391,203.1647,230.3535,209.6259,689.2916,509.1438,364.5008,353.73,194.4654,839.2234,463.1293,174.0391,281.2428,188.2108,1023.3535,482.9745,221.1364,263.2379
bacE,128.0444,300.1625,348.5483,139.1596,145.9062,148.1997,451.6366,336.1899,210.5166,209.6646,144.7191,600.7023,321.4266,127.0576,163.9489,133.9627,724.0125,330.0752,140.944,161.6126
