gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
aroF,338.1664,418.0321,511.1514,326.9631,290.9267,149.5363,147.7908,384.0861,590.8417,512.7973,516.7907,345.9583,184.0382,130.178,397.0784,611.513,462.5087,289.8826,323.9143,152.8876,110.6324,352.2126,653.9066,468.0046,393.6466,319.0258,164.8175,115.0828
aroH,447.4346,659.0381,751.3781,348.0451,331.6606,149.1725,163.3442,496.3326,941.1034,779.2383,536.0355,369.7211,198.6566,138.3507,534.1728,853.2646,710.7382,350.6631,425.1936,174.9049,120.3537,470.8459,884.1154,715.5443,426.1576,318.3115,196.6976,117.6727
aroK,149.3762,164.8599,120.3098,137.2029,126.8636,96.1709,65.7693,126.9964,170.3732,129.8262,206.4718,140.8218,88.428,79.8934,135.774,155.4058,95.5844,115.7932,148.056,93.1163,87.6117,129.548,192.3086,97.8763,146.9784,117.9865,125.5202,79.5265
arsB,53.587,71.8053,31.5137,36.7456,24.0517,61.6805,22.084,60.1566,86.7876,30.0648,19.2673,17.3776,14.8358,40.7277,50.919,78.9173,32.1077,40.2062,14.7553,22.3026,62.1538,45.5967,68.27,39.2882,18.2319,19.287,36.688,43.4066
arsC,72.6078,77.6753,47.3775,47.2043,22.5312,94.8361,21.6244,64.8271,80.666,34.8214,16.7144,16.9015,20.0572,44.4988,59.9215,76.9863,38.3593,49.6015,14.2225,13.1616,80.3449,51.1146,57.1437,40.3502,14.0588,17.3356,50.7443,39.4938
arsR,90.4396,182.2716,55.8093,39.6076,29.7582,40.6346,34.8081,104.8854,178.4329,66.2264,25.2293,16.5621,30.1699,32.6511,107.1563,174.7389,43.8577,39.9024,29.5184,24.3365,41.985,91.6647,126.0323,54.7139,23.2103,23.5899,32.17,45.5664
artP,1418.4903,569.9566,275.2019,734.6607,1309.9568,567.0291,837.7856,1053.2296,474.8555,300.498,1431.822,1598.1491,1985.9566,774.6736,1061.9658,390.144,226.6848,638.9369,1610.7728,1475.8948,412.8322,1105.5647,394.7269,218.3116,1218.613,1618.275,1258.7759,622.6227
artQ,360.6242,146.3696,113.2637,253.0354,290.0467,165.3071,226.1957,316.9653,137.7224,109.9091,367.3366,421.2001,518.3464,212.9052,307.7544,99.797,88.1691,200.8657,406.4189,371.4553,128.0438,320.7982,97.795,95.8624,306.0986,388.7851,313.3599,180.26
artR,400.8702,209.8419,194.1432,286.7977,410.3844,260.1645,334.0672,331.3984,184.3919,222.9149,473.343,590.0493,679.9929,319.2947,332.9974,178.8893,181.2605,298.8815,489.0339,530.9955,196.6371,350.0517,188.86,181.8942,407.1804,498.9457,421.6536,285.8575
asd,1239.4074,1325.9632,1129.0681,756.1975,926.653,406.6819,735.8592,1249.1207,1245.72,1267.5,1262.249,1153.0815,957.3562,643.6633,1196.168,1312.8342,950.0643,714.4337,1184.7989,1028.84,356.715,1206.8943,1353.0885,869.7667,1057.044,1087.0656,803.6962,496.8871
aseR,33.2048,23.5665,20.8077,56.2287,21.7098,96.7391,10.1364,29.7124,22.9537,24.375,14.1774,12.9488,8.3572,46.868,29.8282,35.6418,35.7829,59.7473,13.5452,9.8712,75.9784,32.2397,20.1113,35.6427,11.9249,8.5365,48.7145,32.344
aslA,64.2779,125.5206,976.0057,761.9334,942.6601,793.86,3443.6793,87.3966,142.8233,1060.5833,1213.6499,1699.6037,2574.0046,1187.6426,84.1375,171.2073,794.4126,669.8713,1435.9462,3132.4527,1462.2779,70.0285,170.0134,968.2862,1012.2341,1694.8012,1313.4882,1915.0696
asnB,698.2227,474.6844,545.8703,269.724,298.2657,155.9431,260.6538,543.1618,462.701,700.2133,452.9783,374.7743,230.5502,176.9695,554.1537,475.4942,431.6652,239.8512,354.4018,234.1844,155.679,591.0729,479.5239,396.5925,343.8078,319.8564,195.3712,172.0856
asnC,985.1971,751.0496,759.9064,495.5327,625.2934,299.913,633.7104,909.8608,827.3998,947.4014,827.3814,824.217,646.9849,390.2682,889.4901,831.9043,571.4905,427.8433,777.233,626.5333,318.1702,921.2566,845.3714,547.515,716.3141,732.7187,480.3826,403.1425
asnH,47.7297,61.6813,621.4407,455.8878,536.0953,449.0351,1479.8087,49.9492,87.8871,639.8763,693.267,984.2221,1290.5477,584.6255,51.4115,93.7131,518.3203,437.6847,847.6461,1491.0928,635.1192,50.0287,97.5042,583.4314,633.68,929.7333,672.9618,869.3533
asnO,4.8376,5.3218,13.5543,36.6618,20.0888,86.427,22.7671,4.5502,7.7632,21.2439,15.2196,12.2872,33.1025,99.5161,4.225,8.4381,26.1966,47.0133,13.4131,57.0763,77.6128,3.843,8.3354,25.7192,17.945,13.6327,46.4834,59.7297
aspA,45.3148,45.0259,58.5629,53.0845,50.2534,69.4992,49.0921,40.5169,52.8515,62.0641,52.6714,59.1714,46.2102,53.1999,41.3305,47.2988,67.8612,59.5484,52.7866,43.5493,63.3924,43.5839,56.4584,59.1804,55.9694,47.7424,55.9978,49.9347
aspB,766.4408,696.7081,922.4938,537.7262,601.4519,264.6259,493.9232,775.7041,926.0728,1008.1599,816.6291,730.1673,498.2902,313.6,761.044,974.87,773.0563,519.9349,713.2911,508.3571,255.8235,759.4937,1094.4921,757.7925,748.4352,666.3839,370.4283,332.4445
aspS,485.6846,497.4454,511.4986,207.0229,235.1592,138.0819,145.659,438.6125,487.2541,575.957,333.583,298.2386,180.7288,127.8184,441.8035,522.6469,449.8341,179.0613,253.2709,173.6972,116.6972,463.7691,566.0952,423.5981,241.3468,234.5251,151.6202,122.0693
atpA,1506.3049,1251.1946,2069.582,1522.5065,1631.9265,809.9692,2952.7408,1400.9144,1526.1728,2150.8151,1725.1038,2267.5782,1575.975,1450.578,1408.1796,1637.068,1659.6444,1657.4247,2187.1932,1617.8783,1251.3226,1476.5763,1756.1695,1520.0355,2396.0064,2452.4225,1308.1902,1699.1319
atpB,1876.1657,2136.9864,2579.9722,1603.2017,1849.1688,823.2115,3028.1827,2057.1805,2365.828,2895.551,2001.6327,2249.6954,1520.5251,1475.0538,1953.5464,2411.7479,2062.0775,1751.3852,2358.4203,1619.6247,1187.5082,1900.4163,2410.6569,1922.6697,2525.4207,2558.762,1285.5997,1607.5067
atpC,902.8597,1258.2049,1264.9735,880.9526,1103.3377,441.7114,1541.447,727.3147,1071.4047,1456.6353,1042.4497,1264.889,814.0165,742.0809,790.3942,1323.6237,1089.6087,840.1409,1286.0852,790.3867,663.719,881.1152,1514.2942,882.8916,1439.7064,1353.6684,695.6777,851.0394
atpD,1201.4624,1442.4549,1791.7181,1201.4901,1425.0953,652.0206,2332.0321,1063.9488,1439.5966,1865.2531,1482.9607,1814.1946,1161.2805,1112.0535,1038.563,1594.2259,1369.7157,1262.851,1845.5251,1264.5655,985.4378,1072.8654,1695.8187,1240.5627,1966.7499,2023.4155,1065.4506,1299.7567
atpE,1985.7609,2179.9642,2615.7739,1735.6487,1945.565,836.1871,3272.588,1956.8354,2221.6635,2878.3098,2062.2253,2438.244,1598.4535,1449.4037,2054.6429,2326.5357,2106.5756,1824.5237,2577.4117,1620.7264,1236.4166,1981.5723,2370.6091,2024.1044,2605.8295,2714.946,1376.8145,1642.5368
atpF,1969.9008,1691.7188,2576.2987,1824.1298,1854.2683,922.6341,3353.8307,2007.5555,2097.784,2462.5877,2026.2524,2589.4005,1722.8452,1691.0423,2010.0971,2078.1125,1954.1574,1942.6083,2563.3778,1873.3296,1437.4247,1919.257,2053.9687,1907.6775,2702.4151,2771.4813,1546.1404,1924.807
atpG,1284.6975,1125.7995,1787.684,1205.9086,1262.2956,637.0862,2210.4432,1170.1895,1348.5323,1813.9062,1439.5843,1787.6477,1209.273,1145.0609,1144.7758,1484.2035,1374.5809,1311.4659,1750.8167,1217.8562,991.867,1207.4901,1493.0109,1285.9397,1961.3988,1871.0536,1087.7324,1361.7596
atpH,1480.3094,1185.723,1927.6059,1329.4105,1361.2608,715.1133,2438.4585,1427.8588,1389.8364,1813.9285,1512.5598,1913.2704,1306.288,1200.581,1369.3425,1450.2372,1466.9895,1464.1125,1840.0691,1323.7498,1060.3382,1432.4339,1536.7779,1407.0853,2064.4044,2031.3746,1064.8497,1366.7429
atpI,907.1365,1411.2819,1409.6218,818.1794,1089.9621,505.799,1636.3981,1047.0254,1352.1188,1661.3086,1042.0373,1199.2081,851.9078,748.0851,1039.9261,1463.2739,1018.8291,841.3943,1297.0628,951.5401,690.4097,934.5112,1417.4973,889.1343,1366.8895,1299.6762,744.1652,954.2909
azlB,38.1832,32.0744,27.2303,40.8425,29.5306,59.5812,32.9327,40.2092,29.6365,29.6203,30.1494,32.3676,24.6836,33.2229,41.8182,28.2969,29.4235,51.5422,30.0053,27.406,55.0962,39.8897,29.0038,30.9863,31.5878,27.9284,37.0498,34.19
azlC,32.409,18.6314,30.2292,51.5273,36.3371,88.4614,26.3414,28.4731,26.2843,33.6471,33.7565,22.7492,23.2471,54.5167,32.6069,29.4303,34.8904,58.9206,31.2337,19.8714,80.5504,31.4098,28.3271,40.1709,34.4579,33.1673,55.7192,57.3225
azlD,42.4383,29.4858,42.7978,47.6296,35.5222,74.0081,36.6494,44.2888,26.4692,36.8919,35.3863,34.3827,32.3244,46.2509,39.4604,31.6473,34.6611,53.4608,35.0224,34.8604,67.851,40.2191,42.6841,50.2136,38.6301,30.4781,48.6414,46.9492
bacA,151.9826,481.539,287.7006,210.11,292.0357,211.8436,283.8197,179.3023,604.6351,323.4146,408.0755,394.6794,515.5619,241.4273,199.54,707.6339,265.8758,163.5201,317.2891,549.6398,170.3347,175.8185,868.4006,269.3165,263.0026,328.6201,232.3248,246.1524
bacB,139.3726,446.0226,397.2725,249.717,293.4945,221.8361,297.0486,184.9129,564.5064,411.0699,398.3831,442.129,534.4332,248.3331,184.0247,706.36,375.2961,167.988,324.2249,541.855,187.3334,171.9185,833.9768,368.3042,273.7297,328.1473,234.5591,246.9419
bacC,144.1373,389.8907,380.4117,195.5951,232.5934,178.8432,245.0832,174.191,542.9373,395.7579,346.4615,344.6848,406.2763,200.9844,167.1839,647.8163,383.097,160.0599,245.2542,416.4029,159.0395,157.6675,732.9827,378.3815,225.8265,271.0158,182.1361,213.4286
bacD,165.985,469.1863,522.6391,203.1647,230.3535,183.2521,239.4166,209.6259,689.2916,509.1438,364.5008,353.73,353.7216,205.1246,194.4654,839.2234,463.1293,174.0391,281.2428,385.0802,152.7137,188.2108,1023.3535,482.9745,221.1364,263.2379,179.5125,197.512
bacE,128.0444,300.1625,348.5483,139.1596,145.9062,155.0235,136.7604,148.1997,451.6366,336.1899,210.5166,209.6646,218.4004,129.9708,144.7191,600.7023,321.4266,127.0576,163.9489,223.4467,128.2689,133.9627,724.0125,330.0752,140.944,161.6126,128.631,140.6215
bcd,24.4533,31.2395,46.1672,45.7969,48.7919,80.2937,67.1318,19.8922,28.4249,36.5959,35.9474,77.7934,90.181,55.6292,19.7293,31.935,31.6223,54.8273,51.9544,104.4992,85.8863,22.6633,30.8556,39.6206,35.0507,57.0225,61.0378,92.8051
bceA,10.7371,18.2891,18.3501,31.5279,28.7184,55.069,18.9958,10.4217,11.5672,17.2736,17.1092,19.2326,21.4961,44.5118,18.9982,12.2585,18.934,42.2518,23.1442,12.3325,54.8744,14.4744,16.207,29.3572,24.6306,17.0833,39.8283,38.282
bceB,15.7111,14.1967,18.2868,36.7712,27.9319,67.6024,20.3251,16.0147,15.1842,13.5626,20.7961,19.2298,16.5163,39.7634,16.8673,14.5608,23.2904,38.7362,22.5684,14.9517,57.825,16.2354,12.605,26.3098,24.6627,20.8017,40.6707,42.5325
bceR,77.2997,81.4589,75.7246,97.8556,96.8745,114.8401,97.8689,78.2396,69.6527,67.2414,99.4218,113.8362,108.9312,94.7305,79.9989,77.7729,73.5894,99.8639,96.4515,111.9868,99.2868,81.7817,83.6973,71.7492,96.3513,97.0032,93.3345,96.9734
bceS,78.9426,81.3109,80.5361,85.175,96.7105,93.449,117.764,80.8243,69.3409,78.0,105.5251,112.1018,105.7077,87.3004,79.7792,80.0759,67.4727,89.3232,104.7229,108.632,93.7236,82.7016,68.1651,64.9779,99.6706,110.6466,95.0055,98.8394
bcrC,209.1636,290.6118,96.1016,109.4087,141.5944,128.4078,157.0274,191.8081,199.2479,136.1985,192.56,247.0873,272.1964,110.0152,191.7203,214.8208,63.6272,92.416,149.0675,231.2772,98.8196,194.2479,207.3898,69.4967,196.0261,162.2537,190.7149,128.7444
bcsA,9.2578,13.5578,12.0001,39.0866,28.5488,61.8756,23.7809,12.3986,7.0241,11.1885,39.9592,34.8279,24.5082,45.3904,12.3732,9.1617,14.892,48.1231,22.2793,19.8862,55.4531,15.247,12.5207,16.8751,55.8895,19.4914,45.3427,38.375
bdbA,176.6645,126.2347,796.3064,426.4889,447.631,205.6138,636.8805,189.6271,165.0008,745.3804,714.6004,507.7572,354.3919,296.7783,190.9772,199.594,587.794,418.5742,532.4851,465.3281,272.1704,169.3624,184.6095,604.7468,656.587,610.2094,264.8117,341.253
bdbB,207.4396,188.4817,892.1208,413.2661,583.0644,182.0897,570.1792,218.7734,185.4786,944.8993,738.686,503.5698,313.0475,274.4813,209.2643,277.5563,637.4643,387.6728,678.353,401.2953,210.0644,196.0739,262.7264,603.0691,681.2388,632.7822,253.272,255.4924
bdbC,346.6251,319.7724,232.7883,216.4647,267.5919,160.0491,389.9969,327.5557,311.114,265.8453,266.3479,292.1388,195.8421,251.4842,369.5927,316.4786,212.7822,204.8294,393.5916,237.9497,195.6225,338.6495,343.6526,176.6508,315.5646,362.4335,276.3995,242.3251
bdbD,610.002,632.5216,426.8629,356.3173,512.7619,257.2694,798.0043,631.8463,578.8872,497.9933,494.311,525.7494,426.0277,419.8233,623.5411,652.6636,353.6828,363.2054,721.9675,434.6268,349.7958,627.077,645.0531,342.1507,607.4287,669.8192,454.9238,464.2518
bdhA,1069.3581,1368.5596,2443.602,1435.5429,1916.3706,911.2592,2537.4738,1132.2949,1342.2977,2887.0677,2336.1602,2426.2665,1884.816,1324.3971,1102.032,1574.8948,1989.0599,1284.416,2289.8096,1965.8145,1089.7355,1064.9958,1623.4824,1843.0718,2140.6255,2223.9383,1494.3803,1457.511
besA,39.8966,552.6466,1063.544,751.2095,938.1531,422.6117,364.3984,39.6414,1039.4087,1201.2672,1198.5365,1251.5407,869.836,357.8376,40.1915,1167.2811,850.1824,668.7345,1119.491,922.2627,179.433,37.8063,1324.1581,797.3578,1094.8902,1060.8217,655.3505,221.3404
bglA,11.0191,12.9773,24.4624,46.325,31.6258,93.1577,36.66,12.7628,14.7287,13.8125,20.5448,23.3759,21.775,51.1943,10.5172,16.3002,31.7275,61.6825,32.5932,15.931,76.3131,12.3097,17.9614,32.9527,25.7745,25.5875,60.5041,58.7867
bglC,35.616,32.2477,24.9398,92.7124,105.1732,158.111,264.6213,33.2273,28.236,19.1736,46.3317,165.7532,175.5819,181.0157,38.2067,26.0558,30.0157,108.0329,188.6416,175.3958,152.5487,35.2981,27.9486,30.0967,113.9705,183.2468,178.9427,172.9764
bglH,15.4736,18.1954,66.9388,68.3193,59.0046,131.9863,507.2523,15.2872,28.7166,59.7447,49.7875,74.3807,86.7959,187.4106,15.7955,31.7652,79.9832,89.3211,54.0657,249.3417,272.3106,16.0637,32.8863,74.8397,51.7484,65.721,103.147,325.2031
bglP,32.2443,39.8081,139.7396,74.307,71.2103,123.3145,562.0561,26.781,46.9611,112.0451,70.8306,83.9625,117.3838,192.7202,29.8173,56.279,159.1249,84.0343,57.6672,309.6204,283.6526,27.9827,62.2642,144.714,70.4093,88.9773,105.7478,332.9771
bglS,20.7458,42.1443,40.2058,62.0707,41.3768,126.0878,92.2706,16.4958,38.5396,32.5,29.9208,26.0714,34.3457,66.4668,17.4141,53.5536,41.5612,75.5992,21.8508,43.2219,117.132,16.7506,66.4839,50.2136,26.0348,35.1079,56.8336,87.0914
bhlA,13.9678,10.4091,50.4976,48.182,23.1395,44.4048,29.3147,19.1742,6.4658,42.5704,35.3121,37.6272,24.1691,24.3734,17.7755,3.3734,33.8678,66.6858,32.0507,24.6548,51.6609,18.4934,14.2215,30.7647,43.5625,40.3979,40.8242,29.5388
bhlB,22.2858,8.3039,53.3771,38.4374,29.5353,23.4498,32.9529,19.5453,17.5377,52.5843,42.2555,42.8817,19.2809,20.7402,18.3512,17.941,30.6205,48.9429,41.5489,39.3368,20.881,15.4909,21.8177,36.3908,37.9114,39.6647,24.9046,34.99
bioA,1127.921,997.4659,1593.634,870.4693,885.6297,431.5874,1002.324,1149.2976,1308.3121,1714.1759,1349.4352,1371.8912,978.2155,469.6915,1163.0226,1320.6102,1375.8237,839.0985,1064.9457,1045.6556,456.8155,1128.9464,1440.9803,1373.5497,1202.3567,1055.9999,637.3214,611.0449
bioB,743.2954,581.3078,1273.0046,686.5453,672.4159,333.565,648.1677,740.7848,945.2023,1283.75,990.9241,923.9051,579.6617,384.2144,757.1937,1006.5243,1016.4734,627.3467,855.3256,657.2557,320.7975,793.6824,1165.0663,990.8226,869.261,804.1784,489.1751,412.7175
bioD,747.7058,505.5916,1155.9589,584.1176,552.9211,287.1003,600.6702,740.0164,838.6031,1206.9827,834.6385,846.8627,538.6044,334.1675,726.0703,854.469,893.7832,558.0951,685.7863,659.2129,286.6881,752.7309,971.8929,889.8851,706.2732,673.6332,407.6343,358.3085
bioF,878.9829,740.1294,1368.3999,711.0979,706.7002,366.8524,778.1997,844.7472,986.6577,1445.0,1022.7917,1124.5881,801.8014,406.0043,859.2689,1026.2205,1163.2568,705.1049,832.9282,890.5993,381.0876,887.8132,1160.2865,1142.167,937.434,895.3619,530.8843,497.9963
bioI,286.9382,210.6424,443.1499,267.1061,216.4952,162.3856,200.4923,274.1877,335.0911,452.865,342.4212,352.6758,208.0004,152.56,268.2358,327.5091,343.6274,261.1185,279.3748,210.9373,152.4284,277.9416,360.9532,370.1881,315.2114,281.2958,204.5181,164.8363
bioW,1510.5488,1487.4687,1891.6408,1064.1611,1216.1273,559.4325,1337.642,1562.2751,1748.3838,2230.4536,1723.3884,1679.2492,1157.6546,603.1173,1567.6182,1723.7528,1656.3042,949.1321,1383.8113,1281.652,607.6381,1579.19,1901.892,1612.5555,1514.4429,1368.1054,775.4827,743.9895
bioY,499.8357,334.2365,243.9748,175.0376,169.7371,116.1175,117.8788,478.4611,337.8005,233.5829,230.6049,196.3342,115.1232,88.5305,512.13,337.2819,155.5925,172.8458,162.7602,137.9501,94.9344,558.9173,362.6035,161.1133,209.0026,144.7301,116.7065,97.8787
bioYB,1561.1722,1752.2809,1579.0602,1611.0531,2603.4667,888.9807,1557.9491,1391.8478,1612.9285,2248.8059,2875.5391,2885.7111,1821.1674,787.1955,1467.7901,1795.7506,1251.3553,1425.5899,2796.3851,1938.4171,614.6049,1499.2109,1881.8816,1130.5562,2737.9701,2598.2204,1703.5949,844.8465
bipA,1269.7099,673.5984,715.6032,278.3973,342.5167,161.538,253.416,1029.9721,677.1541,847.5979,485.7532,414.1467,335.0316,220.5718,1010.1591,664.4886,470.0696,233.5679,449.1806,361.9109,152.5408,1117.8999,652.1584,416.7813,371.4231,353.9273,305.6777,183.9207
birA,128.5277,64.7718,99.2564,56.9995,39.7118,64.4279,25.8282,118.5514,92.3782,96.6028,56.1419,43.55,35.4111,46.7132,110.4476,98.4501,80.6455,54.2214,38.6829,27.9784,49.8057,120.4286,103.6409,86.8727,42.6939,31.1325,40.446,40.5493
bkdAA,63.4179,75.9141,99.111,71.8761,87.5552,94.5783,86.8894,66.2634,81.829,101.3293,83.8244,122.4501,122.7736,75.1108,62.8004,98.4101,100.2527,86.016,101.9781,145.2941,100.4707,64.4617,109.8189,88.5186,74.7538,98.6524,87.3967,97.3458
bkdAB,61.2264,103.003,106.8493,86.0446,98.7744,107.4922,94.3181,74.0175,93.7744,105.8232,88.1582,135.4383,138.8783,74.5667,68.3542,109.2899,97.9928,81.7985,105.5125,151.3981,106.6083,76.4602,117.6906,105.1731,78.6522,103.5907,95.8201,96.2986
bkdB,96.8382,154.765,138.9842,108.6647,134.0607,117.7512,123.7677,96.6305,131.5654,148.2,137.0579,170.4393,163.8921,89.1722,94.6766,154.7911,127.303,109.1764,153.0453,197.4854,120.2503,104.2704,155.5249,125.6522,110.3203,149.6855,125.5689,134.8823
bkdR,48.7749,53.0176,110.9744,64.3976,48.4573,97.1396,46.0064,44.4186,62.7998,95.9524,43.414,57.495,46.3724,70.1693,47.4573,65.2065,100.5102,68.6861,46.9295,45.999,83.5559,51.4414,65.7907,93.2539,46.0512,51.1524,69.9554,69.2391
blt,7.2132,11.3213,9.6115,38.1956,18.0268,74.4141,12.976,11.1278,13.5089,4.3766,11.6709,11.4209,18.6733,41.141,8.3311,9.1584,17.39,51.6369,10.4038,13.7852,63.4188,7.2037,10.8468,20.2858,14.199,12.4715,39.8261,40.2556
bltD,10.803,19.3215,12.8884,25.9161,18.0397,63.5599,13.6036,17.3014,13.2022,8.9216,14.2018,10.4766,14.7843,33.9316,10.6749,9.3927,14.6687,36.7222,17.3521,15.0541,43.152,10.7274,9.6454,20.1839,11.486,9.133,20.8018,27.8305
bltR,10.5566,10.789,12.1038,36.6041,22.5449,77.4654,12.7753,12.1452,14.0738,8.1843,11.2853,7.2429,16.2263,43.1575,11.3797,10.4896,18.4295,48.6141,15.226,13.786,69.7887,10.303,10.4884,21.7165,13.8536,11.8101,39.825,45.4614
blyA,17.0676,9.4676,49.2008,57.8887,39.1082,73.4852,28.7933,18.2913,11.2274,29.6739,37.6982,34.0164,22.8913,45.7707,20.3754,14.1018,35.5029,69.8196,32.2068,25.2859,64.8531,14.6289,12.2416,51.5781,36.2931,34.5741,49.4205,37.1303
bmr,156.1742,234.4375,108.709,65.189,72.6246,106.0023,66.9523,179.1888,209.5265,110.5,69.2147,80.6353,66.6001,80.3134,188.0721,168.8873,103.1722,74.7839,76.0965,59.5308,96.0556,177.2596,163.1093,96.3715,75.3408,64.1161,88.4564,83.108
bmrA,91.6077,64.7784,74.593,87.2362,74.9608,106.0448,63.0176,90.8862,68.7834,80.8093,71.5319,79.4344,59.3594,75.6732,81.6629,69.5535,76.7574,84.957,72.4785,59.807,89.1906,87.2389,65.823,71.2353,75.6554,74.6668,85.1541,76.9101
bmrR,43.5431,40.4905,35.3392,55.4549,52.5257,87.3773,39.3346,50.15,33.5668,26.9086,56.0142,68.9428,44.4517,55.2026,42.5743,32.6218,27.2925,60.6403,49.6173,42.268,71.8685,47.0622,38.9747,35.6355,56.1848,44.8123,62.5374,43.5077
bmrU,63.7849,205.4875,113.0942,31.8298,17.8624,81.9553,54.2877,100.25,171.6139,123.0201,10.0959,25.1017,80.0941,57.103,94.4181,136.9028,136.6379,31.3528,14.6361,43.9013,73.6866,87.9028,133.1877,121.827,14.1532,12.093,45.5813,54.596
bofA,46.0171,29.9938,38.7052,62.7287,35.0983,121.1041,21.5015,44.6914,28.1705,28.8068,26.5911,24.2867,32.7955,60.3057,48.9303,39.9188,51.0069,76.7594,29.0915,31.4083,87.2521,47.7467,33.5398,48.7871,39.141,25.0721,63.9378,61.3866
bofC,72.9772,137.0663,44.5545,35.9188,20.7524,68.2952,58.0918,85.362,110.6075,33.6404,14.173,19.6403,32.8422,60.3823,80.7512,89.6422,63.748,36.5485,13.8621,35.0205,64.0635,80.241,79.0337,40.0828,16.8541,22.3645,40.2156,54.6334
bpr,42.9928,83.1961,353.3447,195.3467,298.5635,544.9968,1457.4295,62.0243,184.6544,388.1642,337.3182,667.9098,2091.4807,746.6294,58.2419,182.7246,348.842,166.0554,537.8236,1939.89,610.5699,54.7555,203.6022,355.3823,315.0977,909.259,633.1361,906.8075
braB,168.992,118.3611,61.6982,55.0862,55.8439,67.1051,49.2124,147.363,116.1068,82.6345,62.5852,59.2153,36.9014,48.2422,146.8135,98.8125,50.6802,63.4123,51.8728,34.704,53.7304,149.1148,98.0467,45.4287,53.5874,50.7889,52.3736,47.0237
brnQ,36.7302,24.18,32.9265,38.9623,30.9953,52.7622,28.3176,32.7566,28.9394,36.4796,26.7203,29.5972,22.8164,33.0929,36.6986,32.0437,30.5348,45.9512,27.5205,28.8301,53.6742,36.4732,33.6399,40.6491,32.0388,30.3519,39.8222,41.2159
BS3610_RS01320,435.8754,379.7405,403.3493,240.7689,248.025,200.538,213.6278,389.137,321.3524,437.1774,346.4191,336.0961,222.6778,213.9878,368.8002,414.6405,310.2725,233.1709,344.0929,280.8508,155.3936,418.265,412.1579,240.5395,340.1324,320.2762,201.6677,181.4341
BS3610_RS02805,130.9345,107.4861,113.3914,115.6857,134.995,159.162,111.1342,114.3587,113.9391,118.6446,142.9785,154.4983,103.3737,114.3249,145.3475,106.2898,93.1908,117.8919,127.9454,117.1062,131.6916,128.9305,107.6166,97.0999,139.3177,126.2668,148.5891,101.8383
BS3610_RS03225,66.1144,56.3083,20.9144,38.8742,28.4769,57.7263,7.8839,59.2448,45.9075,26.0,18.1072,25.4432,18.2,35.5716,45.7807,18.6288,22.7102,33.6689,33.1858,13.8196,44.0151,61.2749,36.2465,16.3194,11.7157,18.3862,33.1529,31.7766
BS3610_RS04215,47.8033,53.8241,75.5731,73.1749,46.3878,134.9559,66.7811,46.7137,62.1101,51.6176,52.4373,72.5879,49.706,88.2221,40.7587,39.9188,73.0813,87.2669,39.9717,66.8401,124.6614,52.1352,53.3037,83.4432,50.3085,56.9612,80.7929,82.2453
BS3610_RS04230,38.7389,29.6938,74.2275,78.9631,40.0457,131.8269,41.3904,34.2706,47.3421,50.2734,43.0918,33.3942,52.4063,61.2889,25.5197,52.3934,78.9013,87.7891,40.0008,41.7468,107.7452,41.0323,37.6219,69.436,38.442,42.5181,59.4977,60.5741
