gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h
glnT,3.8656,8.4095,32.7361,18.0456,85.3549,3.3616,3.1236,4.781,2.096,7.4966,3.6539,14.1232,35.5373,6.2922,0.8433,6.3985,17.5805,7.0777,3.1976,42.1375
glpD,1758.5585,2554.7068,1087.7771,1022.9718,682.7645,2160.9543,2466.9604,1474.3829,1619.1191,1534.1898,2359.2304,2340.7485,1097.0407,1234.3224,1385.6099,2466.057,2204.6133,1553.928,1475.5275,947.2611
glpF,497.9446,1342.5421,347.747,329.0581,194.574,658.3968,1453.9909,554.0058,472.9654,312.5678,740.3125,1344.8339,282.3598,295.1385,430.1678,767.3903,1221.5607,408.9835,357.5619,203.7744
glpG,61.9336,51.345,55.5564,61.1884,87.6734,63.9813,49.3258,59.7177,63.1071,51.5906,65.536,39.9191,62.8807,70.5526,46.0655,65.1336,47.7425,63.9288,61.8182,60.6374
glpK,931.9336,1372.8124,404.385,372.8757,202.0108,1062.615,1518.8028,649.2378,575.0054,365.3608,1097.1649,1369.8709,349.5606,367.057,538.3266,1233.048,1276.962,447.5057,413.1536,243.9157
glpP,186.9612,262.8306,164.0003,169.7664,174.8441,231.9284,280.8203,231.1286,201.9552,190.9378,248.2451,192.8699,154.2063,185.6827,189.0604,241.5085,240.8685,197.3359,203.3976,162.2126
glpQ,207.2059,252.1314,231.9227,156.6903,376.0819,291.9966,305.102,239.6297,615.3093,755.8585,304.6864,258.4549,254.8789,366.6891,460.3414,348.4631,244.4072,342.3845,702.9291,398.4153
glpT,153.5034,215.9253,65.3435,53.9019,84.02,226.9583,230.4944,80.0037,53.6879,34.881,245.9716,210.2009,58.0221,38.779,39.1298,263.5581,193.8021,53.5498,39.1689,49.6815
glpX,409.197,754.6446,495.4643,560.219,278.1509,467.3439,780.6056,687.0027,688.6249,477.4481,558.3675,590.2003,480.3311,645.1658,440.9125,565.1657,522.3309,705.9966,641.8048,373.8311
gltA,132.7188,167.6571,181.8216,261.0927,567.2785,274.3583,223.5897,345.3866,794.0577,1505.9514,159.7802,65.2929,146.0564,523.2062,1184.316,145.7418,64.6241,303.1286,932.1489,957.4653
gltC,86.9879,67.0015,60.1839,85.147,83.7939,91.5099,69.9668,91.0684,103.4633,136.565,67.106,41.5415,68.3725,112.142,155.184,85.1543,43.5407,109.5279,125.8326,119.5205
gltD,58.1321,165.1138,167.4579,287.3414,574.0271,172.85,269.8026,335.8102,803.005,1560.6343,126.5442,86.6439,132.5203,520.916,1099.2305,131.6006,88.128,311.2005,981.6903,973.7647
gltP,55.9691,57.6676,81.6826,68.5664,124.4406,59.0713,48.6325,69.0727,81.2955,79.5038,53.8663,64.123,84.8822,86.3632,84.5829,62.324,64.4307,75.0368,93.0387,99.1507
gltR,24.5282,21.7293,41.0993,38.5003,70.1208,21.3307,18.7121,29.827,32.1252,31.2526,27.6878,26.448,48.6754,29.3708,32.2613,25.3673,27.8965,32.8986,28.2294,46.883
gltT,935.9619,676.0009,447.324,559.3505,270.0434,930.961,813.5581,832.6095,663.7117,672.6151,878.7708,487.6329,367.7645,681.7982,638.2747,900.2621,447.1933,623.1648,645.4847,462.0706
gltX,854.877,737.807,447.5347,549.625,286.4296,791.4298,818.2748,711.9153,695.1663,538.5877,855.9451,561.4073,388.1665,642.3636,579.0545,849.5676,517.2834,616.5251,609.9364,396.7785
glxK,8.8211,27.8495,58.4635,49.2441,111.6498,10.0685,24.6932,30.9849,41.4531,44.8043,11.6734,36.833,64.9423,38.6199,38.4881,12.3706,32.8421,32.4858,39.5568,71.0791
glyA,1562.6063,1227.716,1092.0272,1173.8843,354.5983,1462.4182,1381.875,1749.5861,1521.6361,606.9386,1512.3088,890.5542,930.0939,1321.2798,497.6401,1545.7666,863.6503,1513.6874,998.1598,643.4768
glyQ,164.074,229.5336,131.5943,131.6541,109.662,197.5883,228.598,180.9784,171.4835,131.4935,236.2762,198.7596,127.3248,152.7958,117.6537,246.1334,202.042,175.2601,169.4514,111.3632
glyS,198.8905,285.6399,139.3753,141.676,102.4577,231.4277,314.8676,184.5956,202.9467,146.5944,251.0189,241.2863,137.7703,169.2757,147.2741,273.7906,248.779,177.3891,172.0734,118.2641
gmk,750.8919,621.311,429.3223,479.8874,261.0139,693.7628,682.0244,679.5824,666.8593,555.1327,665.1837,407.8066,389.2456,644.291,635.9283,649.0272,395.7079,629.9031,643.6075,429.7176
gmuA,1.9023,9.6901,24.5152,15.3929,74.4081,3.3086,1.7568,3.7645,1.3753,2.8108,1.4385,13.72,36.3988,5.1252,0.83,3.4987,21.0354,8.8659,3.9754,30.2089
gmuB,1.0152,2.5856,44.1072,27.1711,125.1021,2.6485,4.6875,4.0179,6.6054,7.5,3.0707,19.2677,67.9853,8.2053,0.0,0.0,25.3482,7.4349,4.243,57.3801
gmuC,2.8599,8.0933,27.5541,19.878,69.9652,2.9016,3.3014,4.5276,1.723,7.219,1.622,15.9222,36.6235,5.1368,1.2478,2.2793,16.1522,7.9339,3.9844,36.5634
gmuD,4.0781,9.8096,33.5352,22.2814,89.0956,2.7584,5.2307,5.2008,2.9484,8.0343,3.4265,19.6084,45.5181,6.918,4.7449,4.3336,24.2448,9.9558,4.5768,54.0285
gmuE,27.8022,16.134,37.5783,29.5722,81.1129,18.9751,13.0,17.2715,20.8634,27.82,25.2819,23.7789,50.7138,21.8078,28.2535,21.2301,27.6175,18.7451,16.425,50.9608
gmuF,17.0395,11.9133,34.6915,24.1236,78.1301,17.7238,12.0332,18.2483,17.15,24.4368,12.3799,17.7556,38.357,11.7021,23.6158,16.9598,23.8356,18.4633,20.4809,47.1215
gmuG,22.1045,19.0131,25.2736,25.164,61.7753,22.2582,15.5785,14.9647,17.4528,23.6364,18.6948,22.0809,30.2603,14.3662,22.8424,15.4058,21.9944,16.0727,17.2213,38.3588
gmuR,47.9094,30.1288,41.1609,42.5221,74.8166,52.8515,35.6408,41.4348,43.6169,40.9665,47.6342,31.9941,49.3363,35.8551,39.4847,48.2997,34.179,34.8517,36.1544,49.9085
gntK,45.5999,70.451,40.0842,32.6023,83.8854,53.4099,55.0097,17.885,21.5326,17.6031,50.6363,71.7329,50.6016,16.9711,25.2733,53.7955,69.1659,21.3344,15.5961,45.0025
gntP,93.8211,84.6425,51.4282,45.0792,79.4145,89.3611,84.9053,46.3461,44.1997,33.8753,89.2617,81.5819,57.6458,41.8123,40.2175,106.3869,81.1918,46.4974,37.3457,58.226
gntR,86.5394,98.0822,41.4233,35.0126,74.6147,90.6861,115.8811,25.6881,24.4004,19.1804,84.7457,99.2067,51.4865,16.7095,29.0741,71.3046,104.646,27.3686,21.4004,36.3363
gntZ,184.5928,136.6476,88.3579,94.4405,83.2236,159.3548,158.4115,119.5666,90.0005,60.0385,171.5913,123.5632,88.1656,104.3186,67.9687,177.0371,110.9732,99.5208,83.1104,76.586
gpr,4.864,10.9309,36.4511,18.6997,90.3741,5.4741,5.0203,6.568,5.9988,16.0651,2.5963,18.2464,41.744,7.7087,18.4761,2.9469,16.3296,10.8584,7.9723,41.7396
gpsA,198.6455,301.2815,134.1495,127.4435,116.5306,268.0148,364.9205,171.0084,172.5135,129.1736,260.2799,235.828,127.9006,158.6673,127.5455,290.4809,235.322,150.3398,148.3651,120.8946
greA,1482.7705,936.0427,400.0593,618.8953,184.6455,1291.2206,1116.9304,808.7434,479.2334,365.8108,1353.1971,684.8579,304.8582,631.3112,315.4611,1387.2646,588.2622,593.9401,574.8604,291.7219
groEL,4023.2026,3022.3651,1265.6568,1718.0222,746.4903,3098.4602,3262.0458,2370.6822,2178.2621,1895.0456,3196.5811,2555.5069,1024.8944,1822.9163,2057.6478,3308.3607,2337.0069,1941.6631,2344.8002,862.6197
groES,6000.1686,3674.9604,1447.7552,1819.2966,754.415,4875.8578,4036.4999,2956.6864,2338.8968,1881.0349,4417.9618,3050.0605,1078.5131,1848.4266,1980.3308,4640.643,2992.2039,2254.5886,2348.7917,835.1551
grpE,1979.5889,923.031,360.6198,394.9953,273.9874,1594.5524,948.5505,621.455,615.1022,598.2777,1454.9132,755.0652,334.1148,442.8142,640.5062,1363.7886,695.1116,516.362,587.5768,275.4012
gsaB,169.6615,173.0129,130.0024,148.5488,127.7414,158.0071,167.7907,160.9245,169.1675,138.0421,156.1475,130.11,117.0093,159.4244,147.6238,153.5359,111.7545,153.3391,153.5891,135.7398
gsiB,3568.3686,633.9379,73.3593,80.0252,201.6123,2337.5794,581.8548,65.3748,136.0389,266.0811,2042.2978,632.1803,124.222,77.9944,121.1076,1477.0034,572.1924,104.3073,80.069,136.1257
gspA,2740.2476,1075.2859,87.5007,84.721,121.4558,1979.6202,1355.1481,74.545,199.2014,428.8649,2017.9167,1171.0265,84.2456,87.5485,77.6853,2067.0793,1041.6267,144.262,83.5388,85.1514
gtaB,3062.1245,1747.3881,695.7544,1088.9125,336.4463,2243.6694,2153.3191,1358.2575,1080.5966,860.6636,2128.3674,1542.891,593.3717,1236.824,741.7643,2270.7527,1347.5419,1161.8908,1057.2392,577.0649
guaA,869.684,752.4653,247.3122,294.6994,124.4891,880.1018,923.4047,417.5344,269.9748,152.0547,920.1519,615.1877,189.0192,315.9942,143.3945,967.413,553.3269,297.3137,232.0814,157.0112
guaB,1069.5987,832.3605,608.3129,804.4503,266.5199,873.8381,903.819,964.0678,992.4397,484.9088,985.1538,639.5907,506.1957,820.1935,460.6548,1081.6771,595.7863,851.2909,724.7706,419.6855
guaC,849.4676,168.3021,222.3078,185.4921,99.2659,590.4797,145.2064,409.4257,195.1421,96.3671,399.6764,79.1733,160.8154,238.6365,74.9445,336.5747,76.0115,339.2171,134.4949,155.0324
guaD,452.5735,146.1535,93.0999,108.8291,122.184,314.0423,129.172,168.7407,176.4816,135.134,212.5613,128.1439,97.7096,143.1309,84.5023,195.4145,128.5725,99.3967,108.2094,114.7532
gudB,806.0527,1141.5111,626.3563,713.0267,329.2406,989.1073,1278.6885,1015.389,981.0219,680.9942,1120.9052,1006.1452,577.4772,872.0028,617.7305,1087.5771,896.2604,901.4757,888.3948,469.4431
gudD,1.8522,9.2385,42.1137,28.6787,116.8549,3.8256,3.8487,4.2153,3.6826,10.6053,3.1515,24.2571,51.9155,9.7728,3.8388,4.2583,30.888,10.1741,4.6772,63.6886
gudP,8.5666,11.0076,39.0447,24.3553,107.2143,8.0539,7.9112,6.4145,6.026,10.9474,7.7036,27.421,45.9625,8.7331,5.2531,8.6869,22.6292,11.4074,5.9675,57.5814
gutB,9.842,17.4709,36.4582,28.9596,94.7053,10.1152,13.4958,13.6926,10.781,13.4407,10.8254,26.0386,47.6144,13.9279,7.5475,16.2363,29.3622,13.3042,9.3489,53.7832
gutP,7.2812,14.4881,36.8634,26.0598,90.628,8.3108,9.0356,10.0863,8.8832,15.1293,7.2267,21.7659,54.6939,11.0347,7.3466,7.5328,26.9465,15.7556,9.5101,54.0164
gutR,31.0374,44.1686,66.2266,50.0392,108.9791,33.0755,47.5753,46.317,48.7405,45.0145,31.0693,53.2105,77.3523,40.3257,44.7335,36.7768,54.8115,47.7661,44.9244,67.7895
gyrA,405.8719,497.1261,299.8323,320.3457,234.1789,417.5235,557.1259,426.7048,435.7839,446.2709,421.7213,381.9491,295.9855,394.6082,478.6999,412.2615,363.0409,397.9908,429.9961,318.3927
gyrB,280.7154,386.4467,225.4579,246.6151,202.5667,315.9642,406.1737,297.5369,335.7782,441.1463,344.4637,302.5521,223.8667,302.5528,414.3731,341.5583,283.6009,305.0475,330.7794,248.5026
hag,16204.6766,12905.1208,2797.9192,4152.8227,578.4278,15649.4843,20431.5242,7254.8643,3099.4786,881.5294,11679.0658,9992.9368,1455.077,3397.8575,719.2256,9946.2283,7809.1252,4052.6239,2707.6578,800.7019
hbs,16642.7372,11068.2521,5205.7923,8210.9717,1939.9667,13078.2024,16117.9029,10524.6696,7261.1523,4622.1372,13406.7108,8931.5392,4091.8602,9162.5557,4387.6132,13763.6506,7061.4945,8612.1529,8080.4487,3562.7959
helD,40.5965,39.9012,51.966,39.5992,100.5555,40.8725,44.2839,37.9578,38.608,44.9885,43.2668,38.6806,59.5451,35.7245,50.2857,43.8967,42.3738,35.4645,32.3598,64.6803
hemA,624.9018,472.3433,422.3301,580.4917,418.5352,638.4764,486.0033,493.9174,749.067,744.0803,678.9699,382.3122,472.777,869.1531,702.2965,660.0339,337.951,758.8981,963.8252,555.8727
hemAT,468.396,279.0428,112.5824,124.7542,74.555,434.9018,415.2194,210.1843,107.1786,48.2772,356.4114,199.5513,78.2919,107.7363,46.8102,310.8637,165.7746,151.1403,105.4766,67.9903
hemB,166.9758,180.3695,187.0744,216.964,152.4794,159.3343,202.5,191.5725,242.6104,186.4803,175.3971,149.9491,189.5819,267.2372,197.0185,165.1407,146.4693,248.5164,279.6969,219.6401
hemC,152.3149,138.4462,137.669,151.5236,141.5581,166.0857,112.715,135.7378,190.8238,175.3761,159.421,112.3173,153.6011,191.1432,157.5615,161.5262,95.7097,194.316,218.9951,159.0979
hemD,151.5493,124.3619,115.3314,110.5775,176.6363,143.6515,119.0867,126.1288,121.1132,92.3913,171.4594,104.7027,121.8324,106.3626,85.3316,174.545,109.2285,117.2432,106.925,120.5879
hemE,267.2259,218.0061,195.6885,245.0429,248.9933,249.7678,222.8178,189.8074,331.4081,337.1192,310.7803,175.025,249.307,381.4096,383.879,297.9586,156.3857,332.6059,430.4662,301.3466
hemH,474.5921,331.7292,267.7442,317.1697,283.9911,433.9807,303.1592,280.5437,459.6951,442.168,424.8594,266.2341,303.8729,457.3153,485.2428,396.5971,247.0317,471.2639,569.9138,387.7844
hemL,394.1418,328.3777,290.2483,390.4844,252.4174,310.1684,361.9489,362.7913,440.4443,331.3649,324.5371,271.1465,305.979,493.2228,341.8037,336.6348,256.0196,443.7821,527.6121,347.1994
hemN,41.8961,72.3231,47.9242,35.4658,69.5441,54.8947,86.6667,40.9016,41.7995,49.3175,62.5183,76.5489,53.1087,33.3614,43.3844,65.3423,66.9515,36.2628,33.6594,46.3089
hemX,178.3774,125.5512,149.3216,154.919,137.5428,167.3883,124.2509,140.2922,192.0638,181.3433,172.9335,92.307,170.4717,214.2789,180.9359,163.1934,89.1881,188.2967,231.2549,166.3974
hemY,352.8235,223.0363,186.0347,233.4245,199.7747,282.4626,221.0828,187.9037,296.7289,277.7202,277.9909,171.1988,213.5135,333.5696,293.8019,239.4446,162.7945,302.6673,393.0202,275.6008
hemZ,62.0429,61.2434,46.1534,39.9271,85.4484,62.0025,59.8207,36.4587,34.8196,27.0359,60.912,51.7327,54.0748,28.7094,30.2821,58.7948,49.6635,33.4667,28.1287,53.0975
hepS,542.135,437.1396,283.843,281.3794,159.4698,516.6413,383.4226,454.3394,390.4315,303.6434,491.6984,278.6296,318.1513,393.9408,330.8671,500.547,261.8282,408.3749,380.5656,243.7982
hepT,203.9203,268.3411,132.0026,106.8653,89.5014,257.1391,256.3551,177.5578,149.8056,100.3553,275.0792,189.7721,147.8915,142.9635,105.3335,258.1777,185.8374,147.8146,133.3431,110.1262
hfq,1490.9336,1332.3851,1183.035,2154.4204,687.6751,1337.5207,1714.1554,2083.6511,1662.7455,1547.3541,1489.9426,1041.9985,974.2376,2572.864,1602.3317,1745.5002,963.8982,1934.9858,2438.9077,1327.1419
hinT,512.7045,395.9822,223.6595,270.0659,145.3803,416.3117,462.7911,369.2047,292.2479,233.4662,471.9169,300.302,227.4382,393.5542,240.4239,487.3063,293.5434,345.2111,350.0938,202.0318
hisA,216.3063,249.224,167.8226,135.7063,134.8391,262.3818,255.2439,214.7051,190.5135,111.2929,247.6264,257.7301,146.5317,159.5696,118.7216,307.8427,233.6159,156.3042,169.213,116.2086
hisB,183.5434,166.396,142.7379,119.9739,104.5222,222.7101,149.5,195.8583,153.8333,101.2002,160.4941,165.651,127.8772,127.3947,115.2818,201.5465,188.8805,138.0647,126.7235,93.8483
hisC,852.521,748.3502,601.9571,584.3448,285.3719,975.1207,781.6205,900.771,793.5309,641.7186,945.8878,589.9404,556.6214,755.1191,570.1401,1058.3492,576.6917,845.2809,791.066,463.9576
hisD,168.2342,137.1723,119.3473,108.7078,107.5884,191.5672,115.0409,167.5344,127.5131,95.131,123.3006,127.7216,111.3611,117.1917,94.0683,138.1021,135.3304,117.2662,125.6106,89.3669
hisF,226.5964,312.4761,162.5646,152.4716,116.0143,273.6304,305.6028,233.2086,191.8797,120.5457,274.856,297.4876,145.4717,163.0248,124.1765,313.1403,282.8238,156.9807,176.7403,105.131
hisG,114.4585,95.497,116.9858,118.2275,121.8021,162.6069,79.2757,169.487,132.6849,87.8413,89.1644,91.3902,120.6535,122.287,94.7141,101.6257,110.5169,117.2662,120.2837,99.8572
hisH,217.1042,259.6417,155.8616,132.9747,124.8756,252.1679,231.162,198.9247,162.6929,120.8453,223.0206,211.1091,148.4871,172.7177,109.4326,259.6329,212.8775,145.2083,148.4709,101.6601
hisI,305.1709,403.7761,228.0617,230.9449,140.8268,342.7759,442.9286,296.4813,238.4388,157.8574,390.8242,375.5775,182.1729,208.5967,167.1519,481.5607,383.7756,218.2462,232.8922,132.0705
hisJ,285.3355,160.9399,193.9372,199.1025,163.0929,250.1872,167.0911,262.5214,267.0114,250.5283,244.2616,125.743,196.1934,244.62,248.3084,258.9999,123.7607,221.5961,250.4354,217.827
hisS,265.5599,247.1767,121.8362,141.792,93.4069,283.0061,241.1118,209.618,174.2109,104.7955,290.4211,183.8821,114.3753,141.2211,89.3128,313.7912,189.9848,140.4227,137.2261,97.0852
hisZ,75.6822,55.7921,113.4491,111.9855,120.3009,118.7505,48.9987,160.748,121.5041,82.1787,59.8782,68.0898,116.1127,118.7628,84.8451,65.3864,66.8661,109.2068,117.0715,93.2245
hmp,42.2312,221.618,204.0893,199.1196,102.2422,40.8577,222.5437,236.5085,182.0459,48.3601,41.7152,212.4074,196.6476,240.8344,41.2286,45.8259,210.8973,639.3242,160.8795,125.4602
holA,98.6002,81.6486,84.6742,82.5227,93.0205,102.3684,82.931,104.4649,109.0108,84.7243,86.9496,66.3341,87.4376,95.6341,92.3957,82.8045,69.9095,101.4012,91.5084,98.8056
holB,303.297,268.6279,269.9987,286.5618,185.2893,321.9088,261.4773,373.5411,451.2693,430.6553,301.9314,201.8417,252.1343,375.5316,436.9241,322.6881,197.8874,361.0557,375.5247,304.3182
hom,1147.9791,722.4352,1001.9499,1110.5102,665.7658,1297.4681,925.576,1440.5564,1755.2269,1635.6665,1131.3395,491.8189,954.9387,1546.7793,1462.8444,1127.3045,507.285,1284.5668,1535.8004,1214.7205
hpr,982.8077,531.6478,531.2801,891.3543,440.5658,773.6761,633.272,949.6064,991.5353,1064.0901,773.7205,413.7347,484.6097,1079.7019,962.4073,755.7701,376.6022,885.2224,1087.3108,792.6062
hprK,191.1269,190.5065,157.7466,159.9583,122.0776,202.5243,188.4164,190.2537,174.2571,141.2028,197.412,145.3592,150.008,186.8895,137.1596,208.7879,147.7346,176.9782,163.1703,139.0688
hprP,144.9874,195.3755,134.3577,125.3753,101.0875,163.3206,224.2051,176.7719,163.5632,124.3689,171.8164,160.6768,133.2405,143.7544,127.37,178.9656,163.4836,153.8694,142.6839,106.8577
hprT,714.4116,438.2067,324.8151,358.1524,202.0421,695.7534,471.25,487.9671,454.5846,407.7674,730.5142,321.5055,287.5887,459.861,439.6694,691.7042,310.9061,440.8998,437.1835,289.5357
hrcA,1720.5543,416.638,204.9933,283.3049,250.939,1210.6764,446.9695,369.5142,393.8514,567.315,945.5188,367.2159,186.8185,255.7846,610.3676,867.4777,335.2198,320.6144,460.5108,215.6043
hslO,265.0299,196.1493,128.338,120.8545,153.5921,260.0376,227.7226,143.1026,129.1328,110.3221,291.462,160.8565,134.4739,135.0813,99.0723,266.2629,161.9906,131.1995,116.3621,122.0366
hslU,405.1671,540.0974,331.7593,377.7268,256.1818,451.8159,651.6667,490.1814,524.0314,448.0008,451.0484,450.7791,359.8906,498.5981,485.6562,462.2094,441.7834,522.3988,516.8572,362.4965
htpG,220.7542,526.0767,306.4052,373.8582,177.6902,241.4719,611.9019,537.686,468.69,299.3115,278.986,472.613,267.9217,395.2964,286.2378,288.3864,436.9066,416.2707,389.6589,219.4485
htrA,116.6051,114.3321,130.6171,159.763,173.6723,109.3618,146.0333,192.2154,252.3962,315.4672,133.4175,102.5968,130.7477,222.2925,281.9207,126.6902,95.908,172.2985,220.6347,174.795
htrB,145.8312,129.0796,127.2091,160.3529,178.5868,140.2229,135.5229,172.7881,250.7732,281.2423,153.2395,118.397,130.6596,191.0794,268.9662,133.3438,109.7808,158.8124,198.8436,165.6719
htrC,64.242,91.8684,73.4828,73.7462,106.4166,67.5447,104.5511,71.2758,89.6539,86.3642,78.4439,84.1514,80.1316,64.551,82.4813,80.5765,86.0268,71.6964,72.8113,77.6679
hutG,6.9286,16.5261,39.1171,28.5454,98.2457,11.7638,12.1875,16.9755,19.798,20.7188,8.2333,24.0461,53.4626,17.7781,25.9118,8.738,29.6574,16.0358,15.8581,49.3742
hutH,3.5262,9.3331,29.022,18.5916,79.4751,2.7057,5.1719,5.7466,9.7474,10.4205,2.6665,19.9991,40.5565,11.5494,13.2133,2.5941,20.4209,11.0482,6.213,46.7845
hutI,6.2546,10.62,37.216,25.2275,83.5485,7.8326,10.628,11.4862,19.7154,18.4834,7.3784,21.8428,45.0282,12.1329,20.0854,9.0187,26.9512,16.9905,13.9422,44.7127
hutM,9.5375,10.5451,38.5475,25.679,78.1749,5.5938,8.6029,11.7633,15.7149,15.5673,5.7027,22.2275,46.2859,13.346,21.0972,5.3848,26.7419,11.9618,10.8154,44.5356
hutP,230.9963,273.1105,150.2786,223.6109,187.454,174.3868,330.453,196.8708,168.5397,185.3158,238.977,282.4209,128.8006,190.9061,296.1794,263.2476,269.4349,172.1968,193.4872,174.6966
hutU,2.6729,10.2114,31.9148,20.7962,83.0282,5.645,5.642,9.3697,10.3521,15.7975,3.0318,21.7415,40.4118,10.2875,15.9938,2.9495,21.2477,9.5335,9.9744,50.4617
hxlA,749.0539,133.3878,111.2796,95.3038,146.4729,688.8298,152.4881,81.5915,116.8456,184.8345,463.5122,127.6382,109.803,155.4814,186.8818,565.4161,127.0809,90.616,145.6956,120.6704
hxlB,555.1363,121.9204,81.9283,79.8485,110.0572,479.3136,120.0403,61.5557,93.9756,154.3229,344.6753,106.0098,92.318,125.4027,170.3927,377.9158,93.1382,83.5214,105.5725,102.3616
hxlR,113.431,51.1131,91.8844,66.8023,202.2072,100.9206,47.5413,37.2966,40.3726,51.5703,108.8695,63.593,134.0844,52.5018,43.4005,79.5968,76.5654,51.7039,44.9779,133.3946
icd,1147.9125,2590.6949,868.2505,773.0934,444.7816,1534.6525,2638.7087,1377.5569,1158.4443,1195.021,1901.4158,2308.5788,762.9108,1097.9953,1446.2823,2107.1946,2236.5199,1313.0395,1415.3923,651.442
ileS,359.5609,404.6131,161.3994,173.4846,116.936,391.6575,445.8351,249.9,192.3967,152.1087,417.459,351.129,142.2804,180.5837,156.083,461.6459,342.8633,181.8343,182.586,128.2763
ilvA,566.3278,371.8823,350.8783,444.0105,243.8593,494.238,402.9078,559.3194,593.3131,535.8591,522.2475,276.843,313.5568,612.61,493.9788,573.8112,264.2448,465.1371,501.4267,432.9029
ilvB,701.0384,695.0858,597.107,631.3311,386.5153,774.9183,701.8304,915.3668,1007.815,735.643,779.4929,508.3838,534.7869,790.359,627.2917,857.759,523.3134,834.3596,775.4829,537.399
ilvC,1091.7943,1996.4942,955.6468,941.6744,523.0192,1628.578,2129.9344,1434.6106,1549.5113,1120.2002,1705.9181,1662.8979,889.8829,1174.0132,960.7943,1909.6218,1661.2221,1262.4235,1185.7238,797.8248
ilvD,980.6107,479.1126,277.6129,366.5521,184.3715,814.1803,472.8488,463.6074,460.8445,400.7449,828.9402,392.1654,223.6062,415.7348,342.3184,890.7859,361.107,319.2783,337.4645,262.614
ilvH,514.4643,739.8623,466.0404,489.6415,295.4334,678.2631,755.2023,725.5781,849.7724,545.0992,667.3133,606.0178,416.7259,636.3132,471.3058,721.4881,634.3462,622.8945,582.8327,417.2179
immA,140.9778,73.2883,105.6462,118.2889,73.1374,116.1189,88.3235,175.501,174.2109,176.1885,120.2261,63.18,105.8343,131.6279,240.6244,133.8684,58.4841,163.3303,156.6074,96.2828
immR,222.7037,119.7443,170.0744,176.6119,142.9281,180.7607,111.2109,242.8809,226.0069,248.6254,193.3567,100.8184,145.9863,180.0036,298.7059,224.518,114.746,244.3816,249.9377,134.5358
infA,2371.891,2810.5527,852.0362,678.7657,421.5419,2736.8406,2795.4451,1301.6612,1250.5492,1025.7552,2439.9689,2351.9082,850.9474,878.0286,1162.3646,2744.0237,2345.2518,897.4526,1004.4419,586.2427
infB,514.6379,779.0711,373.669,386.2307,217.9368,589.8183,830.7217,512.0382,567.4146,465.7163,666.9837,625.8028,358.7008,466.9425,481.0855,664.9165,586.2809,503.3327,532.1491,306.9174
infC,2675.9014,2729.5437,934.368,1126.5607,535.5013,2793.2517,2929.0624,1588.3638,1535.677,1404.0025,3001.9895,1924.1667,811.6615,1409.2696,1471.9018,2935.7821,1686.1917,1372.8257,1368.0226,934.7101
iolB,10.4802,24.3855,40.3033,26.3347,85.0549,15.8651,21.5074,13.519,11.7862,17.4927,15.2631,37.7194,45.2581,8.7148,15.9197,17.99,36.8295,14.9892,19.1974,37.8194
iolC,11.9828,18.9714,28.142,21.3678,69.7401,12.9555,11.6641,9.2288,12.6435,14.5951,17.143,33.6842,33.8884,12.5065,16.674,21.6812,38.1223,10.9969,12.1823,32.7752
iolD,12.0802,20.6522,43.7487,27.5019,97.5097,23.1696,15.8934,11.3962,15.4334,18.5831,16.5181,34.549,49.2764,11.7406,16.4623,21.67,34.5907,16.4166,16.9453,49.2617
iolE,11.6915,24.9649,38.3524,28.8886,95.8131,16.0214,14.0688,11.7786,11.2701,18.5839,14.7351,29.318,52.5371,12.7271,21.9507,22.4151,35.6382,15.8044,16.0417,50.7307
iolG,9.1807,17.1472,34.029,25.334,86.3642,18.0969,18.087,8.7205,10.1773,11.9826,18.7445,28.3442,44.4649,12.9171,18.9603,17.5604,31.0015,14.0588,10.2323,49.0911
iolH,13.8344,16.3812,24.1288,15.6359,50.5297,18.0464,15.4655,6.3399,8.6858,11.2966,15.1416,22.1114,34.6122,11.4434,15.8846,17.9447,20.7781,11.6349,11.6657,33.3163
iolI,13.623,18.6334,50.4389,33.4469,111.0917,14.4798,15.3763,10.1844,9.0282,11.742,14.8801,29.5908,56.1149,14.2735,14.5296,19.4874,34.5556,15.6209,12.6529,55.6114
iolJ,12.6984,18.1731,33.6642,27.0994,85.1474,13.8827,13.7371,12.0619,7.869,12.0619,12.6204,26.4425,42.9539,15.9657,14.2471,19.7514,31.06,15.4599,13.142,45.1153
iolR,116.0521,135.5168,94.7172,93.3585,109.9549,126.4277,133.4821,107.7812,120.2493,123.1907,125.4591,125.3197,102.7103,95.5692,110.0453,140.5477,124.9363,117.1567,124.034,90.4376
iolS,458.6366,472.0873,241.7447,250.8197,183.3306,454.6464,485.619,337.781,354.4045,337.8334,479.5391,390.4595,240.9466,303.9622,330.605,459.7829,369.0944,324.5731,359.2112,210.3392
iolT,5.7912,11.9133,38.5461,20.3803,101.0819,4.8426,5.5538,4.2315,4.3479,10.6962,5.5583,23.6741,54.3391,11.0019,6.8029,7.0461,27.0137,9.6395,7.4476,51.438
ipi,370.2179,201.085,127.364,170.7752,151.9113,272.4247,231.5625,171.5424,181.2826,218.6057,269.452,168.7447,113.7987,244.5273,195.1722,267.2499,138.7482,172.0354,235.1501,147.3187
