gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
dacC,105.1489,183.2743,153.2843,151.3339,148.6479,362.0817,147.9863,183.1098,174.9575,231.4708,227.6589,198.2583,146.369,165.032,160.261,193.6805,241.3756,201.7854,168.761,168.5525,178.8783,241.5621,165.5337,249.8209
dacF,6.7678,12.4107,25.9161,16.6818,71.5032,24.0155,4.9439,11.5,9.6429,11.9387,45.8001,76.7637,6.5508,20.7578,38.3631,10.211,53.6249,65.5837,10.157,20.6648,12.7971,19.8005,40.075,50.1907
dapA,648.3437,767.8884,413.8561,487.7892,230.1117,414.5133,671.7322,961.933,641.2924,632.1447,490.7844,301.6995,690.5543,663.2653,377.4738,566.2936,479.9675,208.3951,699.0398,611.6227,595.446,572.9425,361.704,284.133
dapB,141.0334,136.7909,84.1306,75.034,82.8449,84.0163,148.6854,127.6959,94.4862,92.279,66.9404,75.9789,152.2277,104.9775,93.2805,76.0656,57.7537,76.4606,138.5328,101.1767,92.3265,75.7403,67.2248,70.6674
dapF,292.655,182.0969,179.2303,204.9879,169.05,123.4865,273.1898,200.1316,216.7005,267.555,182.0003,132.3688,291.8975,138.9331,170.3382,222.5697,180.0595,132.4742,294.3325,139.541,208.4156,193.5392,171.8968,123.5385
dapG,437.4321,552.8486,364.5532,330.0405,192.2017,333.8094,458.6214,594.3889,446.955,527.3332,377.097,248.111,467.5922,435.0072,322.6605,378.0962,416.5229,174.4904,472.5471,436.1147,414.9951,394.9633,288.2377,220.1608
dapH,462.8507,593.0161,367.0901,405.1103,176.4952,202.3862,491.6168,630.6645,558.9092,556.8511,273.8233,166.9662,570.3168,468.4089,320.1744,466.4822,248.4037,124.2244,544.0253,420.7775,483.1603,402.7902,250.1159,139.1735
dapL,145.557,218.4659,166.485,178.3971,105.7427,78.4604,145.6797,228.28,213.0527,230.8204,110.8642,71.3739,165.8493,182.1093,153.867,193.9318,107.8546,73.9453,165.6983,178.9614,198.6978,167.094,122.306,73.8912
dat,637.1991,1194.6868,1045.8932,1278.5601,598.1318,1375.6398,851.3161,1377.7473,1685.3177,1674.1246,1486.9638,805.3292,907.2713,933.2387,871.3172,1728.8133,1405.4041,612.9619,1012.7431,895.3286,1617.2596,1683.7363,1054.9365,933.0867
dck,127.3717,137.3279,109.1329,95.861,103.8829,85.0591,131.4049,153.8532,123.0577,115.5447,71.202,88.1131,113.8968,114.3478,107.7251,118.3034,80.2976,98.2599,123.9887,112.6352,113.5023,102.558,110.7995,78.1296
dctB,57.4513,52.0945,67.3376,63.8438,94.7556,91.3722,58.3326,57.2222,63.8099,73.285,63.5557,83.9782,55.7271,47.7269,81.8342,55.1071,77.432,102.5485,60.1896,56.0075,70.8948,70.821,74.9686,88.902
dctP,156.1154,142.0962,50.8496,42.9802,109.8547,186.2987,144.6847,130.5391,28.5174,24.9608,32.5309,91.3097,183.1346,137.325,56.8462,24.9399,48.2487,132.3465,230.6205,131.3646,25.1526,27.0129,59.6618,126.2028
dctR,17.6739,23.6916,39.7304,28.3708,75.1166,27.09,15.7744,20.1872,18.4079,24.2102,18.2115,39.6416,19.3439,32.4852,42.5497,17.1255,20.699,68.7264,16.0817,25.881,18.2703,16.8473,36.3034,47.035
dctS,20.4853,20.5688,41.7752,33.7163,97.177,42.5377,19.6991,12.9151,24.3232,24.3514,34.0523,57.576,17.8741,22.2815,53.1181,22.8197,39.3619,80.5665,16.3747,31.4772,26.3603,21.9537,51.4259,64.8575
ddl,374.1897,385.5217,288.6567,315.6911,222.5149,507.5303,347.9838,418.8191,400.545,467.0438,418.8737,333.9916,388.8224,315.7437,286.6974,399.6969,463.4544,280.3291,373.9798,289.4219,419.0456,463.0078,303.793,370.9611
deaD,94.1404,153.4968,110.7913,85.2939,120.0781,115.8931,97.936,164.9375,123.0945,123.5584,127.2377,105.1525,103.1236,137.9312,120.3401,110.0269,133.0141,101.8867,98.3834,124.5926,118.7676,120.4298,113.5488,105.5248
def,269.3668,161.8242,140.7875,175.8348,115.4526,160.0641,221.3485,205.0135,229.484,188.5545,195.6328,137.8172,241.2391,107.4493,134.4482,201.4214,172.8078,105.4775,223.3569,111.9628,190.3638,205.9257,135.1719,115.0828
degA,48.7283,47.9988,52.6756,39.8574,81.3213,44.5043,46.7224,49.6154,43.2695,50.5852,48.2309,53.9291,44.1705,50.0368,54.3509,40.9563,39.2511,63.8088,48.7168,48.5795,40.9702,40.2539,56.3292,58.4765
degQ,2900.0275,120.1466,107.5242,178.9713,140.7728,261.6778,1965.2309,294.5745,197.372,162.4032,172.5961,179.1876,1895.7188,119.3779,122.2289,242.0852,215.6257,139.433,1940.1246,134.6153,163.0223,233.153,215.2422,141.9805
degR,586.7372,442.2883,400.2126,497.7182,196.5461,300.8799,571.9621,567.418,674.0554,465.4849,255.7382,207.0938,492.1139,369.2328,336.3443,719.6743,253.7377,175.5792,486.3993,281.5256,428.6784,506.3747,391.3135,188.5759
degS,172.043,207.1316,219.7497,214.6837,207.1843,348.0346,226.2073,198.0311,293.1512,355.1497,343.726,215.3424,200.6282,154.7009,214.0833,285.4327,351.1001,208.7991,197.3972,150.4458,284.272,317.6149,242.2055,267.0551
degU,635.3046,464.144,337.022,443.4404,302.7252,684.458,819.1492,498.5217,551.938,578.4449,719.6361,390.7442,878.9081,341.1761,292.8647,617.9575,755.8745,340.8509,912.1287,323.8779,503.9777,603.7077,389.1868,433.5433
deoA,169.3141,198.68,87.4221,91.3059,89.5259,153.8992,159.3011,204.2108,88.7711,90.0477,65.5992,95.0318,193.3395,223.1007,78.5479,79.5237,78.3325,110.094,219.2329,173.3759,108.5184,102.1833,74.5123,117.5881
deoC,299.8019,649.4178,188.1362,261.0043,183.0653,298.9925,355.9995,663.6439,282.2523,249.8711,169.9814,197.2673,413.4986,621.1914,172.712,204.3926,205.9909,207.6182,443.3114,579.47,259.9553,246.306,184.4412,242.5214
deoD,268.9083,270.4317,119.6128,129.1854,90.5176,90.9679,286.8237,299.1667,190.0011,141.8946,84.0001,91.2092,318.6681,211.3455,126.5282,142.6302,85.4377,86.9433,304.7096,190.8762,134.8804,135.7752,98.3659,81.75
deoR,197.7067,131.3098,105.7278,117.6192,147.2148,109.37,160.53,121.4092,132.2778,118.6268,120.9747,114.4488,171.8797,115.1253,114.9997,123.5033,112.6697,130.8303,192.4462,103.3857,120.664,120.1546,111.3143,120.0224
des,33.4979,87.094,63.8725,40.3977,77.111,50.3854,30.9518,71.813,51.3742,51.463,82.4194,83.1756,34.6038,41.3257,76.1843,80.5808,75.4273,76.3371,33.6648,48.0088,64.32,59.5859,98.0501,64.6334
desK,33.8647,25.8511,44.0085,39.8547,62.478,44.1157,36.8745,27.8571,44.3765,42.7939,43.31,53.3302,28.8362,29.3825,49.1761,47.2806,42.4647,62.2195,25.3321,28.8289,41.6838,35.8804,52.0847,56.0159
desR,42.7591,33.1643,62.1986,53.8872,108.5699,38.3157,34.8897,36.5625,58.9182,51.1408,51.8701,83.6413,29.5399,43.283,78.5959,49.3047,41.9196,100.012,39.2239,50.8413,50.2602,49.2751,85.2504,81.3481
dfrA,138.0636,127.2897,115.0123,136.4872,117.7123,156.7446,134.1911,135.5769,157.7482,179.3066,130.1541,131.4095,125.1892,106.7136,140.0797,149.7992,146.6463,134.5628,119.9536,104.7355,166.3764,149.2657,145.6151,125.2261
dgcK,75.0777,78.927,59.607,43.8107,83.0124,45.9893,80.5931,86.3958,46.4288,45.1616,37.9167,63.1316,80.0594,57.6662,70.3189,43.4577,35.5728,69.9622,69.904,66.1146,45.4959,38.6111,59.2017,59.3163
dgcP,199.5062,125.9501,124.1292,138.5702,127.6257,253.9697,158.46,132.1293,154.1758,180.9536,218.2659,161.9121,147.8372,99.0866,122.0136,173.1222,201.735,152.4506,149.8516,98.9555,163.0094,193.8796,157.2724,192.0841
dgcW,69.8582,35.9204,35.9137,29.2071,62.8099,19.1339,71.8701,48.2022,31.509,19.4397,16.1648,37.2315,52.7267,30.3203,42.4014,24.6216,15.4127,56.7207,45.7687,35.0743,26.5906,19.4651,34.909,38.7191
dgk,149.7381,127.5549,94.1951,93.203,88.3827,88.2388,135.5154,152.3437,123.7507,104.5861,82.8751,82.0883,147.0087,97.88,118.3673,129.0054,76.1852,80.4121,137.7915,83.6492,117.2694,102.8921,100.2786,76.0805
dgkA,80.035,97.5845,66.4623,57.2365,58.3709,77.0586,74.0443,108.5081,87.6157,76.9451,86.8066,73.9653,90.7831,89.8497,63.6383,58.8781,69.8412,65.8648,86.4404,78.3576,94.1033,72.3587,53.6253,67.1409
dgrA,66.8338,83.0546,82.3847,77.774,97.9758,32.9821,66.5448,106.8922,108.1068,91.0352,45.0826,62.1819,63.3574,78.683,96.7209,63.936,32.9643,76.2748,52.0183,65.9918,102.2166,61.7372,66.4797,44.6038
dhaS,695.4104,1431.9623,1457.4672,1606.7306,810.7466,2619.6103,772.6525,1689.7379,2249.3651,2380.0649,2024.2294,1394.6422,820.75,1254.6645,1371.9153,2357.6096,2011.4641,1090.7135,806.4639,1201.6345,2390.8475,2651.3231,1333.8714,1588.4455
dhbA,552.8745,3101.5817,2005.1347,2061.0255,800.6432,209.7955,1494.271,3411.0114,3323.1001,3189.2333,1479.9187,371.6413,1417.5748,2721.2499,1851.9514,2415.6545,1480.0734,158.1033,1621.6063,2623.5664,2585.318,2100.8015,1291.5549,186.7785
dhbB,587.9316,3844.4902,1805.5988,1689.931,683.9482,190.1199,1773.8182,3794.7124,2557.354,2656.6571,1261.4591,336.1502,1741.6334,3368.7616,1676.2525,1951.467,1244.2095,132.4983,2106.0528,3443.8049,2072.4388,1784.5798,1021.1894,145.3805
dhbC,602.2449,3493.2229,1872.1947,1857.8369,729.0631,248.0162,1546.3573,3589.1729,2860.5054,2999.0419,1434.8898,335.2592,1608.3579,3065.9305,1730.9117,2061.4909,1434.1489,148.0651,1894.2791,2957.1299,2277.5972,1951.2437,1155.3321,169.1566
dhbF,629.2968,3767.7584,1722.2605,1522.6011,683.7302,239.2007,1863.6624,3764.713,2400.1194,2571.0756,1307.8056,348.4297,1841.8697,3384.1452,1707.1694,1817.4596,1338.3581,149.1426,2180.8957,3416.9332,1994.0281,1710.5448,1051.219,170.33
dinB,44.5503,52.8473,86.7365,127.6335,138.6047,258.6642,44.05,53.5405,92.2673,116.9209,236.2548,184.0542,45.2259,59.3045,101.8096,160.0374,377.0446,171.0283,44.8966,54.4223,114.5833,141.5633,178.3853,196.17
dinF,25.0925,32.1554,47.5903,39.1939,74.5723,53.8791,27.1739,31.917,38.6005,49.4602,44.7714,69.7119,31.1474,30.5519,57.8921,43.3691,39.6618,63.3799,23.5103,30.7361,45.7069,47.1611,62.3131,55.4309
dinG,218.9726,168.1103,155.4132,159.2133,135.5015,214.3874,228.4538,193.3262,206.3294,225.385,220.3588,145.6327,206.8754,121.3486,156.1974,200.4173,220.9364,130.345,195.1778,119.85,199.4178,199.96,164.9517,145.5177
divIB,171.5644,105.2511,113.9719,105.0461,109.6665,182.4043,153.0249,104.8864,122.1923,142.2504,181.4094,130.8807,149.3931,84.1007,108.8023,136.8377,201.362,122.6345,138.5723,84.4502,130.2037,154.3328,129.3826,140.1059
divIC,1028.9673,552.7379,546.7063,711.4022,487.7485,1158.5551,1043.4844,607.4405,899.393,1060.7379,1344.5738,665.6512,972.625,385.5013,546.619,924.0866,1273.0159,539.5143,902.4641,368.8311,927.7697,1112.5124,725.3053,783.3183
divIVA,1957.9934,1433.5877,1083.7642,1654.451,488.9916,1321.0518,1638.2015,1775.0909,1982.9336,1616.3352,1192.2203,650.9515,1648.5259,1083.2899,891.4613,1823.9285,1216.1287,496.7625,1639.0953,938.5384,1684.5007,1714.2646,897.2823,714.8771
dltA,559.7314,551.6709,248.6712,293.6359,179.3815,312.1642,557.448,668.378,443.0638,421.1753,290.0243,227.3011,521.1622,406.971,227.7162,355.7508,301.4364,172.5281,473.5779,387.2129,354.5386,329.7846,188.9943,215.753
dltB,300.4709,390.9003,160.994,177.0682,129.7384,191.6022,322.2798,481.3447,274.3522,246.1434,186.9246,148.7248,294.754,304.8271,163.5621,196.577,184.7272,117.0771,281.8519,285.1145,199.699,189.991,127.0145,138.822
dltC,223.184,348.3213,132.861,143.9098,89.3718,165.2621,251.0384,403.5759,214.7481,172.9491,123.4179,126.3199,268.8203,294.2352,137.4459,162.0285,139.9458,108.9543,215.3161,244.0764,184.1882,138.7113,96.4013,115.8438
dltD,299.8095,452.9555,176.8626,187.1151,138.1861,194.9907,330.1133,565.1527,284.7399,241.4188,164.5346,154.557,328.4922,348.7605,157.9034,212.7947,185.4341,129.7928,304.36,340.9544,206.0527,204.1666,136.661,141.4988
dltE,764.0848,579.25,235.0887,279.2282,177.6194,336.5451,576.2931,739.1502,383.1756,328.2471,275.621,233.9267,591.682,448.6075,184.3972,315.1812,270.9306,205.2876,561.8106,394.4648,287.2887,299.1213,207.7909,247.4304
dnaA,329.4886,398.236,293.7738,271.5381,175.9306,278.5285,310.1579,401.9966,384.5804,374.8172,270.2958,213.8296,314.3495,281.1657,307.3137,310.1164,253.1025,172.6467,306.8616,274.3215,372.5427,318.53,194.5312,215.3984
dnaB,97.989,79.4002,105.0342,94.4755,145.2311,109.2076,92.7855,72.352,112.3715,130.5509,124.8332,104.0257,90.6402,65.5803,110.9099,96.0194,118.4263,131.0009,85.8816,65.2883,103.2862,112.7274,119.4347,119.0447
dnaC,159.1792,110.3178,70.7424,81.459,94.0797,69.4475,124.5051,129.4286,88.3475,84.8851,150.1717,103.1967,142.8304,87.0241,79.085,82.105,187.7042,79.0014,117.9576,71.8441,82.1899,91.0017,80.4414,94.4219
dnaD,196.6562,173.496,174.5166,168.9438,102.9125,146.5793,197.8159,186.2124,233.8579,232.5921,159.3479,110.1684,192.2271,128.3148,158.2295,228.2926,145.907,104.9477,191.3442,136.094,225.665,192.8581,161.7197,125.4698
dnaE,192.0461,169.3874,142.9566,147.6844,124.9384,197.86,172.441,181.6331,170.2141,201.3567,176.5487,142.4518,178.7046,150.4678,137.176,180.9674,186.9862,136.9007,173.4376,134.3755,185.9391,182.9396,147.2276,150.7395
dnaG,801.0999,1075.7466,728.9547,800.7782,520.7277,1995.6662,890.0275,1127.2227,1035.5169,1205.0963,1276.542,960.2803,909.2765,787.8687,708.8451,1157.894,1421.1658,857.7915,956.6146,760.936,1059.6476,1321.7381,825.2167,1235.815
dnaI,64.2943,107.4449,95.1918,91.6233,123.1096,116.4389,83.8694,97.8125,115.4471,137.7356,101.0002,103.165,74.9757,90.173,106.4294,103.9337,116.6402,114.7401,78.4179,90.288,109.2712,106.0744,106.1987,106.5331
dnaJ,165.868,199.4518,90.8801,82.4534,121.0717,121.2385,179.4453,185.067,93.8784,102.1137,92.8473,115.8313,210.4032,138.8185,99.5174,76.2601,88.92,129.5409,194.4901,139.7366,80.2822,82.8119,86.6979,121.9949
dnaK,1572.8028,916.1038,357.2357,423.7181,261.9306,817.914,1157.2886,931.0294,594.972,589.9323,617.6285,495.8722,1221.3069,754.5191,312.139,469.4356,611.3461,403.6311,1117.9814,697.8218,503.4293,603.6209,275.253,550.1713
dnaN,170.7635,328.9703,165.9588,147.5576,118.1005,140.2873,192.5934,331.3456,208.599,197.1678,129.6572,127.8477,224.5565,273.6647,177.7279,166.367,137.1025,107.7472,221.1269,270.4779,180.4646,162.4197,122.6647,118.0513
dnaX,160.0519,154.4742,150.9475,168.9508,148.8822,160.5292,167.1879,169.4149,190.1113,231.1539,172.3195,140.9363,160.8077,130.1788,158.4947,187.7841,197.9836,133.7967,168.0119,121.3941,198.4186,192.2078,163.1447,141.8679
dppA,540.1758,264.6623,247.0982,315.676,293.5564,1151.448,402.6504,263.4273,377.4412,470.1898,1218.7876,525.4458,389.0269,204.0277,202.2431,482.7032,1158.505,520.1779,446.5381,220.2096,320.5408,567.7666,397.2154,775.1179
dppB,242.2487,136.3353,129.3289,152.0614,212.8271,763.2822,198.7839,141.0437,197.9762,287.2855,832.5063,394.0784,162.7757,126.3264,135.0434,272.4829,812.7799,388.7126,147.8013,130.1654,184.4934,326.3108,269.8218,561.6951
dppC,169.7143,114.764,118.439,121.4007,212.0643,588.8596,143.014,110.257,148.9194,230.4152,663.6087,307.1071,117.6423,117.359,112.2953,206.1746,640.0375,322.838,108.8847,125.7687,133.1426,247.899,221.4918,457.1474
dppD,118.4611,119.2441,113.3829,114.6119,201.9363,557.2215,97.2801,113.75,137.048,233.7591,666.019,308.1613,94.0943,118.5607,109.9125,189.9156,613.1096,295.617,98.2447,127.7758,137.6591,251.935,208.7282,426.1469
dppE,134.8838,203.1576,177.7921,224.0869,299.4062,983.804,153.9251,233.534,263.313,374.211,1104.763,506.6407,150.7229,199.6476,166.1784,355.3883,1081.5226,491.3935,152.0583,213.0849,242.6695,461.8187,375.0601,697.4496
dprA,69.4406,95.348,86.358,65.4955,100.5815,77.1456,88.1177,83.4312,79.6457,86.8312,85.329,93.1069,93.5011,73.6984,105.9215,90.6804,89.6576,92.8878,98.5224,66.9796,72.6529,79.7148,93.4513,83.3869
dps,4861.6534,3134.0917,452.1117,575.6905,305.0552,1023.1766,3885.7854,3534.041,678.3063,863.6736,1186.5637,600.9374,3779.1629,3020.588,389.5852,787.7579,483.372,448.5248,3752.6839,2584.6263,807.8999,795.8968,403.6744,637.2731
drm,160.639,204.0006,141.9153,134.2604,105.1102,176.7586,167.8238,229.0633,195.0717,194.5919,154.0256,117.1198,181.3021,163.1484,131.5325,154.5872,165.6025,110.6876,160.2581,167.8025,183.4763,157.8888,109.063,140.4606
dsdA,45.8524,56.6945,55.9303,42.0056,82.3814,44.0374,50.0995,59.716,50.6271,50.4897,55.764,58.8399,54.5883,62.3021,57.0834,46.4581,58.2744,71.1255,57.2586,57.5388,44.7753,54.3806,58.9855,60.7223
dtpT,43.9016,49.4528,47.469,37.8567,78.4516,47.783,42.6483,37.5761,41.5317,33.1329,71.8297,96.0614,43.7245,57.392,49.4278,33.4647,74.3775,79.9552,49.47,52.5563,36.359,52.0632,55.2197,70.5144
dusB,369.8394,458.0953,358.2474,380.5234,257.2556,417.7985,433.7845,504.4311,488.1701,613.1499,489.7194,263.2033,443.4095,351.3325,335.8702,446.8308,502.3068,240.8675,443.7019,354.0512,469.7494,467.2523,345.7662,289.4144
dusC,63.8002,90.733,68.9241,64.7081,111.0121,53.3976,74.0716,90.3221,59.2181,59.9397,57.1842,66.177,82.2866,68.5978,72.037,57.5881,53.696,92.5606,71.4765,68.6202,57.3565,53.2411,80.369,72.1309
dxr,207.3564,219.1289,143.9043,154.9142,105.2475,189.4564,228.2393,232.847,199.5843,193.0803,165.2239,131.5306,228.2248,165.0466,146.5442,186.7085,150.8674,122.5783,225.8252,160.5158,198.7749,191.3302,133.0988,135.9287
dxs,389.8395,325.0263,228.3397,244.8285,173.6272,342.6131,335.5446,350.6309,316.0969,345.2887,330.3318,235.0109,353.7285,266.5048,207.2112,294.7693,356.4625,197.628,323.9154,241.6432,303.0183,318.0759,208.0613,250.9048
eag,101.9122,41.0819,68.0298,61.6088,91.585,68.327,79.0629,58.2292,60.9379,74.7393,70.4168,67.2976,52.1162,43.9732,81.5419,69.7956,51.8237,80.4905,60.9502,46.5522,68.3414,68.9483,87.6185,72.38
ebrA,55.7771,23.6767,37.4072,38.4377,65.3505,17.8503,37.2457,22.0755,31.5366,16.5621,15.4529,41.9023,34.6465,18.9042,50.6225,16.1009,26.944,55.8262,38.1028,28.4228,37.7996,18.0393,38.604,34.1748
ebrB,39.3681,22.7881,34.262,30.6304,84.6703,13.6298,40.4608,29.7458,26.2048,21.3464,14.5424,40.5741,39.2422,26.4915,42.7995,16.8742,16.3962,68.7994,32.9115,29.3622,27.9985,17.4513,49.1274,44.7027
ecsA,184.3359,129.3898,155.4966,172.2396,128.9173,199.1316,165.1188,139.1734,199.1573,218.2162,168.2664,162.8168,160.9629,114.7362,144.3317,233.6008,177.9465,148.2944,171.9412,87.7726,199.5444,207.5864,148.7299,161.7019
ecsB,166.2403,171.3769,143.7108,159.8715,115.7349,243.1088,162.9772,184.511,198.2023,209.7662,182.3182,164.4478,169.8257,136.0066,139.5326,204.2384,207.6889,142.8905,156.1018,126.8846,202.1168,209.6659,132.7044,167.8177
ecsC,177.2999,225.4066,162.7137,191.8797,146.5173,265.4573,176.2692,238.6076,222.1532,200.9688,211.6206,176.7019,174.1605,173.1591,154.7598,222.0391,211.0849,165.2886,173.3671,162.082,237.2794,240.4949,183.2105,197.3635
efeM,242.3372,544.301,390.5543,482.1446,216.7325,155.8803,408.1722,633.75,614.4484,662.0497,358.6794,130.3113,353.2711,464.3102,356.8601,536.7215,343.4623,111.1146,392.9835,443.1418,515.9145,455.9402,333.3454,120.0266
efeN,338.5081,518.4538,319.0104,392.8779,229.6913,309.4565,420.5434,572.6079,503.2352,564.5089,395.0511,213.5817,440.3514,433.0608,281.735,437.9304,395.6992,202.542,480.5549,402.9734,456.1526,451.8514,309.9272,249.3358
efeU,136.682,190.61,222.7602,297.9036,160.3918,97.3545,191.0589,232.4222,378.501,380.0639,233.0295,98.9718,160.3378,148.0017,200.7824,289.7614,220.1968,94.3615,169.6839,156.2665,311.6563,263.3579,197.7386,85.1771
efp,938.2826,964.2795,509.962,675.1793,268.5777,671.4015,919.1369,1294.758,893.231,752.215,571.1623,372.773,933.1558,770.941,475.1663,779.4341,587.954,283.7051,959.6137,667.3554,761.5187,777.3616,410.9743,382.6859
eglS,40.7531,23.3046,37.0082,28.7836,90.7635,16.6508,84.1025,24.375,20.3915,16.4872,20.748,48.9158,73.4506,31.7409,47.3469,21.0493,16.0308,70.6197,91.0305,29.9775,22.7753,18.2391,51.8323,43.9788
endB,1811.6748,2073.0057,1231.5662,1768.7402,705.7537,1864.9573,2128.349,2250.7978,2171.9807,1949.6505,1654.5987,1183.1288,2343.3191,1354.9392,1120.8796,2068.8197,1612.2918,770.0033,2373.9259,1281.2489,1918.1297,2048.3035,1176.5769,1210.8912
engA,162.8367,251.8754,115.2881,100.4538,89.0129,98.5034,215.3555,257.4714,136.7367,130.127,109.9499,94.6435,217.9549,191.8554,105.8895,126.7116,110.6836,92.1037,224.8374,175.2881,117.9074,113.0942,103.6531,97.1477
engB,379.2192,317.3746,201.5109,285.6636,138.8784,220.1051,334.0004,409.4005,328.7446,285.4568,216.0922,152.744,338.9025,251.5028,173.6054,331.8585,216.2257,129.5001,356.6529,253.2458,279.0243,290.4273,182.6795,151.7495
eno,1544.9673,1978.1689,682.0565,606.5392,282.7074,555.7862,1405.7702,1981.8967,1164.9654,905.3282,627.4396,499.6128,1436.3362,1620.37,582.5173,718.055,596.393,275.3919,1581.3545,1536.642,860.001,711.5596,362.6275,384.7106
entE,482.1399,3000.8857,1447.4142,1292.9022,540.5057,157.152,1354.4407,2895.3888,2110.1909,2102.0299,1004.4684,285.641,1393.61,2627.2613,1376.451,1597.1346,1020.0945,123.1697,1649.3599,2589.0707,1645.5313,1387.6832,824.5085,127.9302
epr,539.3307,240.0393,121.4366,180.8717,116.6487,16.4024,412.1724,325.2515,225.4889,123.4742,37.7926,54.2012,330.9677,185.2469,91.9576,97.1651,27.3826,78.5064,297.8193,152.9728,137.7589,98.9327,78.4761,49.8784
epsA,58.8542,226.5622,96.6064,54.5303,62.3557,7.649,71.1078,194.1702,131.5813,49.6954,25.8894,28.9646,151.1819,183.1598,81.3964,49.224,10.9773,37.0434,180.7918,184.9357,79.5669,49.7602,37.2442,22.7169
epsB,64.8286,201.6747,91.3884,52.7458,72.8395,5.3942,77.3179,166.3487,109.963,43.856,24.9737,37.1908,127.8102,158.1982,81.9572,43.6656,14.9511,51.4796,143.419,167.4889,76.4602,47.4171,39.1354,27.8742
epsC,41.0679,120.7579,78.6569,48.3819,89.9217,6.4756,39.8529,89.5242,77.2936,25.9954,20.5743,42.4683,60.7779,116.2831,81.6781,29.7588,7.5366,63.1936,77.5414,126.7496,51.1656,26.152,50.0971,41.909
epsD,39.7991,212.8201,91.9954,41.9757,104.735,4.2102,51.9163,162.3298,96.2608,35.1675,21.644,53.3045,73.5676,208.1479,95.8507,33.7567,10.1296,78.0954,92.9206,230.8907,65.1416,31.9593,53.4117,40.7606
epsE,35.1927,137.1805,45.9802,29.9138,45.5189,3.3909,29.9468,121.6129,57.2123,18.33,11.1828,21.5022,49.2189,137.8989,49.5531,15.6329,4.2928,35.7589,64.8651,154.6904,35.5249,17.1341,24.0372,20.2732
epsF,18.9218,127.1161,49.6781,22.7019,74.9692,6.1433,27.1868,83.5714,42.5457,17.645,12.1559,37.9064,39.193,118.0446,55.0946,15.2692,6.7004,50.684,47.0061,126.5775,24.2834,13.7539,37.0526,28.0624
epsG,15.4924,105.4651,46.0574,26.6079,66.7279,3.5992,23.7022,63.322,31.1124,9.956,10.3859,34.3281,30.8069,99.9744,45.6315,10.5638,5.5078,60.9991,37.9913,104.589,19.8657,12.1909,34.4399,30.7404
epsH,15.9132,96.9078,42.8179,24.3816,72.3349,3.0164,23.4195,70.3696,28.8263,8.1861,8.3652,30.9318,34.712,103.8514,47.9416,10.9932,3.4716,51.7407,45.2519,116.1463,20.7826,9.5928,35.2533,24.316
epsI,12.0577,132.3275,51.1103,23.0647,76.8117,1.5812,25.0637,81.2047,30.7284,9.7804,13.4708,38.5629,37.8061,117.2165,54.8644,10.8286,2.823,58.0328,43.9199,133.6466,26.2379,10.4479,40.3693,39.8314
epsJ,19.8915,148.0896,55.4379,32.0009,73.3645,4.3876,30.0727,107.3913,44.5717,16.1509,11.0783,33.2726,47.9026,155.4285,57.0908,19.7878,5.3409,57.6944,58.985,177.7126,32.1926,15.988,40.1954,30.395
epsL,15.0826,132.4628,55.1515,24.2793,75.0289,4.6604,38.897,91.2562,36.2282,11.6562,9.9902,36.372,44.4416,131.8786,60.0194,13.0782,2.2692,54.6876,64.6621,147.6726,27.0095,13.767,40.0355,41.3252
