gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
comFC,114.7778,75.1282,84.5231,77.9867,91.3892,84.7926,105.5301,76.0581,85.9993,91.5321,92.2408,80.1827,105.3459,62.8592,95.6107,96.7839,86.0144,95.579,92.174,53.7557,77.2943,76.9017,92.2072,71.7281
comGA,3.5488,8.7876,32.014,16.1989,80.1029,6.3601,4.6293,3.2773,5.1501,5.1314,10.4874,43.4647,5.8145,16.6145,41.9093,8.7646,6.7098,62.6047,5.2216,17.3005,8.6637,6.3863,36.6155,42.3688
comGB,1.8308,3.6268,16.1788,11.7757,44.0198,3.828,2.1229,1.9725,2.1738,1.7648,5.4104,24.8407,2.3074,7.1814,25.7261,5.7548,4.5267,36.7499,2.0203,10.0137,3.6569,1.7005,22.5035,21.8579
comGC,2.1329,9.0539,24.3454,16.595,55.1697,3.8225,1.8548,0.9848,1.6883,2.313,7.0909,29.1332,1.6129,9.7156,30.6081,0.0,2.7918,55.3276,2.3537,19.7811,4.2602,3.7144,25.8335,23.1103
comGD,0.7332,1.8674,7.0189,3.6509,16.6518,1.971,1.9128,0.0,1.1607,1.0601,2.7083,8.4122,1.1089,5.0096,10.0831,0.6584,1.2796,12.2264,1.0788,7.8459,1.4645,2.0429,10.2616,11.9162
comGE,0.9102,3.8635,30.161,14.7295,68.5213,1.6311,2.3745,0.8405,2.8818,1.316,0.6724,32.3227,1.3765,13.1286,31.5646,3.2695,0.7942,62.8184,1.3392,9.7397,3.6359,1.902,32.8263,26.8457
comGF,1.6497,3.5013,30.9778,14.8888,70.0764,2.9565,0.7173,0.0,2.6116,2.9816,1.2188,30.1938,0.6237,11.8978,43.8945,7.4076,0.7198,62.6603,1.2136,14.1226,4.3934,1.1491,35.521,29.2941
comGG,4.2231,7.1707,28.6114,19.9777,89.1649,4.5411,3.6726,3.12,2.0057,1.8319,8.736,33.6873,1.9161,17.9544,41.4128,9.1024,4.4223,68.0766,4.3496,18.6795,7.3106,3.5302,37.7375,32.0308
comK,76.5851,106.8167,73.3171,83.7624,92.0308,21.0781,88.4849,125.285,105.6557,85.4258,39.2021,68.1444,67.014,100.0883,66.7273,54.0406,49.6457,78.0463,68.8174,94.8335,76.4857,55.2539,65.0789,45.7715
comN,503.3621,455.409,334.5533,353.1407,216.6418,382.2488,512.8654,492.4242,511.5614,424.8238,331.6976,259.2852,570.1535,335.998,286.951,463.5483,336.8829,235.1421,575.0799,359.8644,429.5746,451.6697,317.4646,245.2255
comP,234.0542,247.8299,273.5327,271.3987,227.5028,492.3228,231.2068,236.2792,345.6838,450.3441,471.2424,246.2418,232.877,178.6283,280.8021,402.1706,464.364,239.7645,226.0531,178.8127,377.4881,478.8059,287.9324,295.3986
comQ,226.6409,196.2967,240.7606,269.4358,200.4139,444.6509,213.0107,193.375,301.416,407.3451,421.4607,241.8868,213.1664,132.2537,214.8498,388.7485,449.292,233.2798,237.9324,130.8065,355.6878,455.2429,276.2114,317.5541
comX,199.8442,179.2664,183.2639,211.2301,130.0428,369.9793,186.909,189.7768,262.6546,316.2222,320.3577,174.0811,202.4454,131.6811,178.1146,309.8474,363.5883,177.2829,194.1777,99.5306,257.3264,324.3855,196.8879,198.6037
comZ,420.6626,148.455,99.615,109.869,78.4023,146.3445,311.3101,220.8984,148.8625,112.109,84.0939,95.5386,306.8759,111.4638,104.5578,137.7805,87.8123,69.5377,258.4991,130.6339,142.7848,133.3001,80.8103,73.4834
copA,509.2203,34.2682,34.4687,25.779,75.7039,19.3219,360.1708,30.3549,18.5253,17.3001,25.3525,43.4603,229.0733,36.4335,39.3084,16.649,15.3743,62.3653,232.3362,41.5529,17.7705,17.8596,43.7399,40.4429
copB,656.0923,161.98,36.7638,24.9721,87.2238,17.4346,430.3499,217.8429,19.3409,14.6116,21.84,51.7505,320.9472,153.8952,44.461,13.9516,19.6107,71.7515,262.5283,137.5136,14.0588,11.8722,52.1246,55.1097
copZ,1208.1148,104.9989,53.3131,57.2668,84.3692,81.0914,926.0195,90.5357,64.4698,50.1594,72.4287,65.9242,571.4092,89.3142,77.5588,59.5991,60.5432,95.0166,568.1085,82.8525,56.2352,78.7981,81.1909,72.6322
cotA,13.9675,33.656,62.1684,32.7302,107.9884,54.8497,12.1467,40.5934,36.9082,33.1157,120.187,228.6024,13.6687,47.2502,72.9548,31.1751,178.3469,102.2831,11.9378,45.4267,43.3525,41.9235,74.8567,115.7311
cotB,12.747,35.0534,61.0151,32.2543,113.9841,41.9646,9.1574,63.2087,29.6121,24.2411,58.5513,261.1662,14.2492,48.5971,86.492,16.9227,160.5642,103.7158,16.105,50.4113,38.3757,27.6035,66.9772,102.0854
cotC,26.7885,40.1343,123.0048,104.9495,79.5311,69.1899,27.4075,58.209,248.2211,61.5193,52.3882,242.788,20.2573,39.4787,88.5694,118.8747,226.8897,65.6941,30.141,47.2158,136.3914,90.0102,55.1371,70.1931
cotE,34.2259,61.5613,60.2336,28.5251,79.5384,161.1431,42.3761,94.8214,85.4087,76.7489,213.0004,437.3817,53.9562,71.786,52.0296,45.8454,376.6233,127.907,70.8429,52.9726,52.5274,78.7981,65.5773,200.437
cotF,54.4284,72.9313,69.5389,48.5727,84.6726,74.6275,54.7468,99.3168,60.2133,45.0392,74.1244,201.7137,54.5474,72.686,65.874,37.1022,147.6384,91.1285,51.1375,57.543,45.8439,48.4209,67.7767,101.4483
cotG,2.6395,197.193,328.9725,132.6643,218.6939,345.314,2.8692,334.5469,430.9177,111.6319,434.8508,2353.8542,2.9939,216.4151,284.4761,131.5582,1523.6158,233.2186,5.8253,193.0086,455.1539,179.2657,163.7519,532.258
cotH,2.0359,11.8523,40.9089,19.5519,88.0757,9.3825,2.2764,4.5661,4.3743,5.0466,13.7521,61.6564,4.1788,18.1064,47.6513,8.0973,18.5277,72.4827,2.9956,29.4642,13.168,7.6989,45.2477,49.7221
cotI,3.2807,29.1181,48.3182,23.7617,96.8377,31.8028,3.1124,58.3898,24.7883,14.0153,59.4916,250.2885,4.2851,34.8691,55.2827,13.66,133.7721,98.0875,7.2405,33.8304,36.7356,17.4513,53.4621,88.3282
cotJA,13.9923,33.4775,50.5832,28.5033,79.1797,77.509,29.8675,56.3855,44.3032,25.7497,109.952,189.7306,27.8951,47.3197,44.875,23.9898,164.2817,87.7944,43.9824,39.9289,30.489,51.3928,45.8777,127.8721
cotJB,13.1973,17.3155,27.3886,17.9226,69.1303,75.2552,19.8237,47.642,26.5911,26.0214,59.3865,140.2762,16.3304,36.4335,27.2603,23.7042,163.3231,70.5797,43.2487,28.2452,18.3723,34.2652,36.8127,86.6634
cotJC,14.4475,31.1357,33.9637,21.0983,86.0052,70.208,26.578,50.8026,35.628,32.1387,89.0844,169.1042,32.3552,44.2955,33.8904,24.4527,155.1679,94.9799,40.0619,43.6066,23.308,39.8691,50.2529,111.3853
cotM,11.8247,18.6437,31.0993,16.2976,52.2201,43.8975,12.4868,27.3,18.0515,14.0446,44.9281,148.5931,7.6644,21.8018,38.8876,10.6195,85.4975,65.3379,14.2915,22.8974,18.5576,22.946,34.1002,64.57
cotO,25.2266,44.42,64.6756,40.9998,143.6281,70.7456,23.5631,53.927,50.2911,53.7008,133.9117,224.609,40.6253,57.1007,72.9059,32.7243,185.4849,133.0839,40.5539,52.3244,45.7222,59.5518,80.2209,140.6044
cotP,8.065,11.8266,35.0947,18.7108,73.083,21.6807,6.376,10.1562,17.9912,10.6013,29.7917,76.9116,9.9797,25.048,42.9629,9.2183,39.0277,61.8113,11.327,24.0607,11.2275,7.1502,52.0975,48.5476
cotR,7.2359,24.5723,50.8634,28.4565,104.5796,18.5676,12.0132,25.514,22.39,11.4138,23.3271,100.8116,9.4512,27.9664,54.6727,11.8152,45.0609,78.767,9.6786,30.9729,23.2124,13.0594,53.1155,57.6136
cotS,4.799,20.6258,42.1873,17.5492,78.8438,24.1892,2.8692,26.8679,17.5691,12.3602,40.9944,161.9076,4.5362,30.0577,52.0099,8.8891,95.7953,60.2984,4.6338,30.385,21.3678,12.9539,40.2033,56.6923
cotSA,2.5138,16.1245,32.7037,15.6467,70.9538,22.0248,4.3721,26.8254,12.8232,7.2695,35.4921,154.2809,3.5906,21.8408,35.5728,4.7659,81.163,56.1509,2.8767,29.6898,18.4103,9.9227,42.2493,58.0049
cotT,27.9845,56.1557,80.5585,32.4621,128.3996,112.844,13.2745,139.7892,69.4754,42.3031,155.0605,510.8132,22.1237,82.0851,104.9619,23.9898,294.1531,144.9492,18.7159,72.598,85.5385,59.3676,103.3961,192.191
cotU,44.901,45.3317,94.7278,63.45,63.2897,65.2459,32.7157,88.5345,162.3408,49.1316,34.069,114.0413,27.5302,43.3014,89.2517,82.8284,87.8951,68.0182,25.8904,48.4821,98.5732,68.4728,52.2608,59.9007
cotV,7.3659,169.5387,169.3587,64.6972,141.8201,352.7578,9.2527,349.9419,270.1511,97.6308,437.7682,2584.586,14.8535,170.8704,191.3452,68.3562,1551.9425,196.7598,11.4399,157.0636,259.9244,99.2001,155.0809,561.6329
cotW,6.9721,183.4943,214.908,48.3571,169.66,426.6221,10.3941,425.8726,242.0432,113.7742,471.6801,2446.6582,12.051,178.4555,223.3345,46.5139,1532.3291,248.2191,16.1204,201.802,265.2605,127.6628,203.207,564.7841
cotX,7.3233,222.2696,196.3931,69.8945,132.4445,499.829,13.7988,564.1474,312.5493,97.9488,501.8159,2983.8794,12.4602,222.8552,199.2402,71.7976,1790.962,189.4032,23.7952,211.5939,330.7476,131.3605,167.5442,621.9396
cotY,7.7726,162.7695,159.3125,48.3799,129.6731,405.1251,10.1391,398.9724,153.8133,117.0698,414.8842,1841.6307,19.5921,160.3075,146.3978,56.4247,1263.2681,197.7227,22.8725,146.4821,202.2571,124.0788,149.5805,475.2843
cotZ,3.5429,108.8833,94.4459,26.0218,82.8493,222.2302,8.0107,222.4832,102.642,67.6208,253.3696,1162.1904,8.5732,94.1403,88.9741,29.9086,739.521,134.9007,14.5959,100.5958,129.2655,61.2051,99.1728,284.07
coxA,52.5238,97.2903,70.7158,59.4416,94.8345,64.6557,73.8211,122.4874,81.8921,98.1927,121.1158,235.3726,75.8257,90.2233,79.9425,58.1288,170.3728,93.6334,84.6966,90.0817,75.2393,60.6099,86.25,108.5833
cpdB,161.7223,163.8211,157.9125,133.9382,244.4775,354.0397,205.0923,130.6886,160.4746,329.8987,538.895,270.5755,220.7939,151.1939,167.0963,255.6569,503.1418,197.073,264.8277,155.7474,212.421,369.6462,247.8444,236.5741
crcBA,82.5106,61.764,68.6014,82.2831,124.2589,84.2714,54.0088,82.7521,85.6788,72.481,74.0674,94.5237,80.5085,60.6205,81.1662,69.3198,85.9373,100.688,60.7009,51.9015,77.9732,75.399,100.7722,97.199
crh,176.7819,232.4209,142.8399,168.8749,144.0576,308.0214,209.2527,265.2907,191.438,231.6512,243.0702,183.7828,187.5256,175.2198,163.6956,200.6586,254.9671,151.2662,209.5313,169.0331,200.2563,240.3037,168.5183,239.433
csaA,74.19,49.2579,67.9422,52.0992,85.2093,83.5265,73.6174,57.973,73.7842,77.0172,73.7839,82.628,88.4687,51.9916,71.6602,77.7326,78.0208,95.6083,93.0654,52.9279,73.4604,70.2321,72.1941,89.318
csbA,966.6564,550.6038,138.3314,232.1398,187.9998,434.9445,806.0638,619.1883,191.0215,225.0234,442.6761,286.1709,632.4798,479.8814,142.6557,245.0458,363.7378,231.8253,619.3513,441.1626,189.8852,187.2052,200.0248,257.5142
csbB,625.1502,418.2882,67.1463,76.6687,98.7672,152.2306,599.5795,478.9318,86.8641,126.0593,209.4186,114.8429,547.9764,385.7095,74.9899,78.7266,106.6486,103.8874,570.7648,355.1473,107.3582,82.9052,81.806,114.5883
csbC,641.0097,321.8646,40.8936,31.8623,88.3291,30.1021,457.6837,338.7175,17.7274,51.2168,141.1431,54.1877,500.9724,374.5712,48.0985,17.2394,21.7365,69.0183,512.5955,336.8226,36.2121,17.9883,52.8971,60.1142
csbD,150.8258,46.9507,64.1732,30.2502,169.1613,19.522,139.9085,63.4524,10.6123,20.5969,13.6191,68.671,82.3721,68.7032,88.1805,7.5251,10.2368,124.981,77.6711,69.3426,14.5051,4.6695,92.0163,69.6059
csbX,146.0174,96.0062,52.9616,36.3247,111.3177,83.9742,132.0367,82.7408,19.7429,26.2602,39.179,82.4241,134.5886,100.9275,60.8126,18.05,30.2173,104.7657,126.3046,93.9778,31.4388,33.9049,58.3979,96.0586
csfB,43.8555,16.5477,53.8257,27.2974,124.3336,17.4658,18.363,19.5,15.4287,7.0458,14.4,74.545,19.6523,45.626,88.3809,13.1285,35.435,101.5732,23.8988,46.351,5.4072,18.1034,69.9491,59.6422
csgA,8.9042,4.3197,14.9876,18.2105,31.5649,13.6781,8.8496,2.3494,12.0827,15.6338,16.9157,36.1392,11.5428,11.5885,37.2691,19.4203,32.1903,40.6565,5.6148,12.7047,8.4692,11.5191,29.4439,22.971
cshA,1219.8,921.8637,646.9601,759.2526,420.9042,1032.2629,1067.4649,968.8939,984.7979,1012.7923,1110.2808,764.6873,1038.3729,582.1266,616.7535,1058.8823,1195.469,511.6812,1014.2746,554.1759,955.7148,1025.617,775.9225,712.9513
cshB,246.5092,226.6351,112.6376,126.4921,107.0167,154.3014,224.2042,231.8679,152.6758,153.7022,149.0709,127.0617,233.3295,162.4985,115.6171,160.6916,150.6834,116.6382,197.6278,166.0824,136.2647,154.6286,131.274,130.4361
csn,109.3758,350.4722,509.559,1004.1789,665.4338,2651.3663,110.9706,309.6852,733.8095,1225.3906,1105.4696,1114.6643,134.6901,231.2349,501.1734,1516.7261,951.1362,1075.7476,130.4762,205.6411,1027.3549,1744.4426,1110.5045,1464.4668
csoR,231.8577,137.9648,101.3777,91.487,183.2788,89.969,224.1365,120.4412,100.7779,115.9909,114.7061,118.195,237.1647,141.4478,138.0178,90.1688,88.518,165.8955,223.8755,129.9647,110.2652,99.5019,113.1101,127.1064
cspB,30599.01,18870.4207,9516.1636,15443.269,4104.8366,12623.0214,24271.5558,21634.9628,18061.3657,10828.6878,12259.7865,6962.758,24221.3249,11520.9205,8265.2874,19443.001,11113.9747,4190.0604,24995.241,9658.7398,12981.654,16319.3957,11381.7687,6297.3739
cspC,5650.7906,3939.8465,4883.0576,9780.9005,2727.9158,8160.1701,4431.785,4969.5895,9905.143,7397.1269,7113.1469,4129.9784,4637.7316,2184.4883,3917.7812,11219.5045,7220.5922,2808.0582,4340.3067,1916.7368,7999.8807,9556.4455,6695.34,4132.8548
cspD,26421.3069,20168.8034,15293.2072,25486.0528,5446.5531,15522.5385,23242.8896,27525.5591,30768.1856,20503.0174,14448.6525,8221.2141,25636.2172,14189.6035,11898.4466,29214.865,15191.9831,5301.5145,26711.8982,12100.7358,24809.5972,23332.3921,13197.2761,7974.5031
cspR,256.5948,163.382,110.2254,190.0774,104.5481,176.0401,207.4553,215.981,206.2851,164.7365,126.38,126.685,234.4598,115.1576,123.062,198.635,146.9431,105.2399,205.9759,103.9231,169.0616,191.3098,111.8687,115.0393
csrA,64.7546,44.219,40.4291,37.6772,52.1017,29.0127,52.6406,71.5,51.2574,30.5318,20.8,30.7646,55.3541,47.0235,45.453,39.1909,24.5683,52.8181,40.389,47.2008,44.9882,45.1075,42.4358,33.0477
cssR,78.95,69.0096,78.7804,94.5032,111.6016,115.1186,84.096,77.2234,103.1706,117.1962,96.2922,85.5046,74.5387,69.1592,91.6212,105.7248,92.9463,100.1916,90.3871,71.9877,97.0431,114.5478,95.3095,96.1734
cssS,123.7973,103.7127,101.8296,116.0208,114.647,175.8175,121.8783,125.7577,130.5349,145.2287,137.8808,134.3825,124.8788,92.5669,102.3755,142.4348,135.7505,131.3527,131.4566,99.8163,125.3473,133.7476,117.0622,138.636
cstA,98.1691,86.4882,70.9283,96.8447,129.3194,204.151,122.42,109.4737,93.8351,89.7207,68.4212,93.1035,141.4667,91.4034,83.0648,86.4994,79.2003,138.1369,175.7819,79.2847,85.0928,104.5112,81.7606,105.922
ctaA,477.6806,383.3497,293.2656,496.4023,302.4448,1158.0831,382.2134,404.6091,334.2877,492.288,440.0529,564.6235,531.0372,328.7086,354.3051,746.7973,502.0687,462.1342,525.4816,288.0332,612.4969,762.9983,525.7573,627.0444
ctaB,981.255,926.5024,655.779,1098.4887,531.1168,1884.4022,898.6465,1191.6666,990.573,1257.1919,1033.3744,886.745,1000.3184,728.1941,646.7652,1385.9971,1098.6467,779.2934,995.256,659.9154,1223.0243,1423.31,995.1456,1034.2971
ctaC,81.9191,210.1484,289.4328,333.9185,261.9513,1016.2919,101.588,183.8025,288.1709,468.8813,445.0596,532.7256,110.0283,142.1213,306.274,481.7857,456.2676,501.6593,106.8249,139.0369,431.0186,610.814,361.0607,707.6301
ctaD,55.9242,215.5225,332.7078,352.2084,314.5403,1434.1324,72.5088,184.0449,279.1543,509.1901,514.3252,720.7218,81.7599,173.5592,363.6771,492.9555,539.6242,710.9762,83.406,164.907,483.2574,683.3891,384.9725,985.6356
ctaE,74.6153,219.7737,326.3186,385.7658,312.7553,1612.4053,73.7168,194.5312,336.2966,561.0953,570.001,759.3167,75.9993,164.161,401.5383,544.2843,627.6422,765.0907,73.1901,161.5044,553.5655,758.4317,422.1536,1023.2675
ctaF,55.1669,178.4589,323.601,358.774,270.8296,1321.9351,77.7532,173.0405,319.2297,506.8004,437.0819,599.1826,90.6265,135.7559,336.1205,528.7526,468.1249,582.902,81.1698,153.3551,481.9258,724.8479,370.1866,772.9443
ctaG,55.2691,128.1333,198.5452,261.7615,192.5204,681.2943,51.7615,118.4396,203.0405,303.0128,288.1817,323.4544,60.8159,95.7541,238.5353,349.3582,301.126,340.8623,65.9422,94.7824,317.5026,422.0194,259.3749,397.5274
ctaO,40.4551,126.2125,171.9667,280.8798,162.1261,467.4331,43.1902,121.7991,177.2974,249.4382,196.8228,302.6146,66.407,77.407,218.8873,365.9747,238.5073,243.4616,62.4272,71.0969,279.6432,376.6598,267.1711,296.3836
ctc,4748.9533,2391.6756,446.7683,532.1396,369.7516,1070.6695,3606.7605,2895.9877,725.6488,898.0818,1593.4858,718.3727,3263.2167,2396.0101,377.5436,820.9739,1062.4273,466.154,3211.0364,2009.0352,745.8026,818.3215,483.2244,678.9341
ctpA,239.868,195.0049,159.3258,196.3038,116.955,250.3934,237.3033,203.7687,249.642,233.0747,231.328,187.5028,245.3254,139.1963,161.9461,263.5376,215.038,139.9099,233.0133,127.4157,237.073,246.777,168.9188,187.5296
ctpB,8.3409,13.417,42.0261,24.319,78.7471,19.8654,9.1624,12.3649,17.5484,18.5666,34.0541,83.1077,8.4651,20.4967,53.2858,19.5153,43.2881,78.8997,11.6264,25.8376,14.1757,22.1705,50.2168,59.7215
ctrA,389.2342,116.9463,103.2751,133.4064,137.1214,205.8607,210.0317,124.9088,140.6017,139.5552,405.902,308.2239,158.6473,111.4584,91.7135,147.1083,447.6062,149.8653,183.8438,112.1725,114.4918,177.0759,132.6931,229.1188
ctsR,553.774,251.5512,90.79,77.1633,92.8205,237.432,533.1191,225.8226,119.6965,118.6801,179.6519,159.6535,468.209,198.5744,91.6392,117.4504,174.7516,188.9965,474.0442,177.8534,114.738,147.0898,99.0005,209.5205
cueR,1105.6371,427.625,436.7943,684.9984,363.5647,843.5753,767.6751,541.6667,778.2635,710.8185,774.043,490.3112,695.2526,351.7858,366.0619,948.167,806.7857,416.0373,632.1563,309.1277,704.4048,883.0495,623.9858,494.744
cwlA,5.801,13.4614,47.5603,21.1832,105.8885,11.436,9.0806,7.8571,7.9592,8.1083,20.2858,55.9933,8.4809,24.9563,55.7295,13.1979,15.5239,87.6002,6.8282,29.7971,11.3294,10.5064,49.3391,53.3102
cwlC,20.2083,35.013,50.7186,49.5437,74.2394,42.499,24.747,32.7539,71.1667,35.4813,48.1407,140.6039,17.7763,32.8756,53.7585,47.038,106.1665,63.4245,17.5974,34.4238,60.1343,46.2528,52.1715,64.7945
cwlD,10.6465,15.441,52.2678,33.4103,95.5264,28.223,12.3449,10.6513,21.7708,21.4877,37.6891,79.4968,13.4181,19.87,57.0285,26.2937,46.8397,68.2213,12.0749,27.8496,25.9911,26.575,62.3259,56.3434
cwlH,5.0476,17.141,40.8876,22.7781,88.6328,24.1228,4.7554,12.8187,20.9762,8.5148,31.3865,103.1871,8.27,26.1857,48.5416,20.3988,54.3242,72.6765,4.6417,26.7073,26.8854,12.0133,63.4001,55.9572
cwlJ,13.2895,18.8042,46.7577,25.735,116.7568,21.1707,12.8413,29.3182,21.6235,16.547,38.1819,96.4084,7.8163,27.4653,55.1829,23.2069,53.4746,88.2353,18.4673,31.603,21.1374,14.4004,59.6157,63.5532
cwlK,48.39,54.4201,78.6739,64.9337,142.2012,83.3439,66.1286,53.3929,60.6891,52.7037,58.0358,91.3325,66.0561,50.0961,94.6938,73.9345,82.8082,121.9729,76.2841,45.2819,62.3441,69.1672,92.3546,81.7113
cwlO,1721.1008,1849.0153,1046.3216,1389.6031,558.9015,1589.5501,1852.3766,1928.1962,1667.2068,1784.8867,1263.7997,1118.3817,1589.6782,1026.1031,1003.6749,2010.154,1378.6602,733.7906,1583.5725,917.3522,1559.964,1590.9902,1184.2736,1004.65
cwlS,300.1979,497.1942,313.616,321.9294,222.5592,522.0459,403.1009,499.012,455.1145,443.9986,375.9043,257.839,382.8358,386.2831,321.883,425.1901,376.2939,254.7806,408.9429,373.8798,453.4389,478.1304,265.817,311.6404
cycB,7.0052,14.2309,35.1894,20.8672,72.079,19.28,11.7488,9.0107,9.7038,8.1394,14.6019,47.5685,8.1351,21.8428,41.1387,15.0538,12.2259,70.3453,7.7303,23.3815,15.1582,12.7222,45.1167,47.5896
cydA,47.724,117.536,37.7966,23.5401,79.247,18.3565,82.0266,62.7825,9.6224,19.3672,18.4606,53.2559,68.4322,147.3188,43.3425,16.9821,11.7865,64.7556,76.843,136.6689,18.885,17.8766,50.2899,45.8017
cydB,80.9743,56.847,28.8976,20.9361,74.0081,18.9771,98.8568,30.7743,8.1353,16.8871,21.3983,51.2177,80.7797,78.2622,33.8924,17.6208,20.6547,53.5221,87.2941,66.6553,14.9297,15.4032,39.9009,46.3057
cydC,78.2542,26.8268,25.8705,18.743,64.9655,14.8239,58.6775,8.5827,6.4739,8.7349,17.0282,47.6296,62.83,32.5977,36.0103,12.5198,9.5699,54.6744,65.364,33.8146,15.2221,15.1492,46.7276,39.497
cydD,68.1858,15.4057,30.1005,23.3885,80.7151,12.1543,31.0832,8.8021,7.3996,12.5891,13.8125,54.0784,38.9486,26.9962,38.7982,11.5229,8.7972,63.5943,33.4417,24.0607,14.2785,12.6405,47.9534,42.6998
cyeA,11.1704,16.2135,30.5155,15.0272,63.652,9.0409,11.281,10.6485,14.8319,11.2019,12.2458,38.7839,11.4443,19.6965,34.4733,15.8567,10.691,54.7476,9.2781,17.7376,12.2355,11.2953,30.8415,36.657
cyeB,273.6059,171.9434,81.8136,102.8692,99.5481,20.0962,243.6397,234.8284,140.379,84.0622,47.9217,47.6927,245.5137,158.9978,70.1436,91.4083,38.2374,66.0066,276.6715,162.702,75.5776,60.8067,68.3489,47.7687
cymR,225.2961,211.2782,150.6373,139.6466,155.8134,342.1041,253.3109,189.7768,198.4833,223.5364,259.0719,240.0053,220.2663,125.9559,160.6413,204.0252,272.2799,206.1022,187.9363,137.8633,208.3716,225.8879,177.6051,250.2407
cypA,11.5596,14.8298,27.997,16.9487,48.4024,13.3508,11.6165,20.1642,16.0637,12.443,22.9635,41.2628,17.6769,19.5021,36.5566,16.6102,20.3988,49.2626,19.654,20.1588,16.077,10.7365,32.7727,32.1632
cypB,53.6397,43.4147,46.0594,40.6131,99.2901,60.9786,48.8229,45.2844,37.0727,64.9705,129.8277,87.209,60.0863,45.2052,53.9142,35.7697,116.0588,79.686,64.4191,48.1194,35.4468,82.677,84.4693,78.1915
cypC,188.424,63.0434,49.8482,32.0719,113.8804,27.1598,164.7398,59.0132,11.1962,16.0694,40.4929,61.8236,136.3734,75.7434,56.031,15.4247,19.8368,89.0363,121.5237,74.7799,20.8528,14.7794,64.9916,57.3195
cypX,132.3627,2815.2766,3779.2186,4956.5432,5233.7568,21232.6515,123.2492,2054.4642,5698.1226,8179.4777,12399.9087,10683.6973,123.296,1334.5794,3745.7713,6087.419,12761.9536,8859.3845,144.2463,1373.2068,5479.2987,10072.7522,6425.9789,12573.984
cysC,1425.304,1871.8848,1408.8935,1852.9931,989.0171,1990.5606,1585.8948,1949.5075,2331.572,3584.4029,2357.3375,1061.9039,1410.4646,1544.781,1290.642,2038.0802,2307.4618,884.994,1625.9932,1623.5741,1881.963,2022.4846,1887.2781,1369.2825
cysE,80.3943,150.0739,160.4896,165.1944,175.1751,85.9271,105.7136,135.0688,186.6951,241.5934,138.4681,128.5975,117.5591,140.0852,176.3564,189.1985,128.8988,129.4428,133.6085,161.0061,175.7351,188.9227,167.3724,110.4893
cysH,2333.5461,1259.8441,1387.8404,2184.0753,1046.3604,2138.7555,1762.5334,1170.4166,2492.8717,3566.6105,2516.3378,1168.7106,1680.3431,986.165,1200.5345,2555.5937,2444.6203,990.2342,1833.5687,1002.9851,1949.608,2413.4668,2216.7542,1446.5142
cysJ,334.679,520.0499,296.7522,297.9995,158.4945,154.7114,530.1329,501.6584,540.7351,433.7934,220.2281,113.5588,402.877,306.8592,229.0779,329.1986,191.2554,114.4359,414.8866,302.1518,345.4383,266.7519,211.3911,114.9411
cysK,6672.9443,3844.3642,2454.4812,3836.6257,1366.0599,3298.371,4691.1801,4480.5824,4841.7619,4624.9754,2973.5975,1577.4336,5623.7723,3347.002,1969.2643,3838.0818,3010.804,1316.02,6031.4489,3058.8877,4099.3478,3884.3129,2686.2623,1873.4824
cysL,83.0548,54.3775,89.6697,71.6305,119.7451,46.6726,68.8612,55.9,76.0504,68.4421,63.7001,78.2575,67.5959,45.4204,91.7478,60.3666,53.7431,95.3659,81.2957,56.4903,82.244,68.6419,85.6293,79.4415
cysP,1316.6032,958.1913,915.4589,1239.5341,669.1998,1371.3956,1125.0566,939.8451,1536.5462,2350.5188,1605.7043,733.8013,1074.322,779.862,831.7054,1473.7987,1551.693,643.901,1166.5978,848.2568,1229.0565,1407.0899,1332.6284,930.0249
cysS,119.5949,179.0744,187.4616,185.4684,135.6868,115.2701,140.9664,170.9904,207.0508,270.0136,177.7134,119.4435,147.8791,163.9118,182.088,213.3883,162.1663,97.1829,164.9887,182.5755,202.4528,213.0755,168.432,103.8353
czcD,577.2955,103.1356,28.6572,15.3759,48.9592,9.4,414.933,135.0,11.5179,6.3608,7.75,24.4046,203.1765,98.9077,36.623,9.7248,7.6776,42.9492,183.9709,86.184,7.4349,7.0716,24.2272,21.9992
czrA,207.2458,139.4294,112.3031,141.7763,99.4998,123.5141,181.9297,161.5972,160.9533,120.8551,98.9446,98.2759,181.8524,118.7463,99.9546,148.3706,100.6616,100.5282,176.1983,106.0066,151.002,116.4461,98.4064,93.5644
dacA,528.8415,379.1241,169.3302,220.6816,127.2139,278.0666,532.6922,431.0642,239.234,224.8626,167.4192,192.4088,544.1186,231.4349,181.7098,273.9861,178.6594,155.749,509.0605,207.6402,244.7626,235.8737,168.8368,171.6223
dacB,7.1672,12.8716,21.1118,12.8687,45.3324,18.2791,11.2671,15.2742,13.965,6.5767,31.1593,45.0324,12.5072,18.6258,26.3725,7.1793,31.5122,45.841,12.7762,21.8292,7.5249,14.0177,25.5232,36.6717
