,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
uvrX,0.0,0.0,0.0,0.0,3.9,18.6,18.4,0.0,0.0,19.7,0.0,0.0,0.0,0.0,14.9,149.1,81.2,82.3,56.9,124.0,214.8,13.2,60.8,5.2,40.5,67.1,142.1,148.6,0.0,50.2,78.8,3.3,356.7,685.5,193.7,44.8,0.0,28.6,380.6,864.4,737.1,358.0,0.0,53.4,0.0,0.0,1.5,55.8,0.0,18.5,6.6,0.0,9.0,7.6,3.8,29.4
cdaS,0.0,735.4,0.0,672.0,431.1,0.0,1144.4,74.0,0.0,0.0,57.9,12.5,775.6,709.7,36.0,0.0,51.2,247.9,822.1,4061.1,1193.7,30.5,86.6,25.0,220.3,571.2,2767.5,1717.1,548.9,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,91.7,0.0,0.0,420.7,142.7,293.1,135.7,592.0,415.1,1351.3,2002.9,0.0,140.2,16.7,318.0,797.8,613.6,2300.3,758.2
ynzF,0.0,0.0,487.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,156.9,38.8,315.1,395.3,316.7,110.9,105.7,107.8,140.7,226.8,235.4,250.7,145.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,78.3,171.9,139.5,108.2,383.1,0.0,595.8,21.8,132.7,25.6,358.8,115.9,40.6
cotV,49597.1,15765.1,18659.7,804.7,100723.2,2266.5,1645006.6,13931.5,7516.1,2874.6,1150.9,2231.5,40731.4,1228932.0,1386.0,2251.5,2162.5,1730.5,1452.2,1274.9,525385.8,1242.6,1386.2,1279.3,1837.3,1547.5,1053.6,490383.8,85303.7,62866.5,51530.3,24678.9,6103.1,3545.0,149531.5,1327.2,6234.0,6384.5,3537.1,1990.4,2237.3,907294.5,3931.6,10473.6,4151.0,2278.8,12893.3,117055.7,814722.4,6936.5,6193.0,2977.5,1651.5,14031.4,149433.8,983877.5
ymaD,697.2,772.2,274.2,794.5,271.4,243.5,688.3,871.3,2135.1,822.1,200.3,394.4,289.8,8.1,1510.9,1329.0,1498.5,2367.4,2471.3,3621.8,1854.6,1448.2,1163.6,1288.8,1311.7,2892.6,3546.9,1778.7,1937.7,1345.4,459.0,1050.9,180.0,1871.1,0.7,398.6,1875.1,813.9,1639.8,381.0,474.0,0.0,2031.7,788.9,2435.6,3938.1,2306.7,2297.1,3781.8,2153.2,1054.2,1502.0,3987.1,3102.7,2911.7,733.4
parE,8063.1,8761.4,10210.1,11276.0,7509.3,12758.1,5521.5,7294.3,11531.4,4839.4,6035.4,11576.4,7576.8,6742.6,2827.8,4062.8,4148.2,3382.5,3032.3,2379.3,1331.0,2206.7,3428.0,4005.4,3501.0,2987.1,3154.7,1163.9,13559.2,16581.0,13338.8,9020.7,13095.6,11092.8,6059.1,13665.3,20538.1,16268.2,13724.0,9475.5,9511.7,4699.1,2271.4,2707.7,2495.9,1994.2,2150.1,1177.7,726.8,1753.6,3580.0,2934.7,2019.8,1247.9,1295.2,702.2
yozP,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.7,283.1,1272.9,579.5,31.1,0.0,30.0,344.5,451.3,1317.4,48.6
fenA,1551.0,1111.6,728.5,954.4,908.0,638.3,1349.5,1088.6,772.2,903.1,517.6,764.7,962.9,570.5,1288.6,1097.1,1430.6,908.5,1440.4,1350.2,585.5,1134.3,747.8,1140.4,936.8,1217.1,1026.2,629.0,1443.4,524.6,1398.9,2033.2,1131.2,1879.4,1283.2,2144.4,1741.4,370.7,544.5,1644.1,1141.1,1656.1,336.1,1860.8,1217.8,670.2,763.8,830.5,1105.4,368.6,1635.1,792.6,684.9,798.3,668.8,1065.8
hfq,102820.9,165833.4,163800.5,76747.8,69204.7,142956.8,38736.5,49777.3,187008.9,95707.6,102361.3,123801.5,77817.1,35760.6,13776.6,44975.3,73640.2,53331.5,27095.2,15591.1,16020.9,14224.0,35943.0,65242.1,63330.6,43401.8,17920.5,9622.0,83272.2,67523.0,144334.0,118065.8,92273.1,83310.6,51425.0,90232.1,168345.5,191918.1,230649.4,125210.0,87731.5,46304.9,20878.3,47552.9,20141.8,13353.2,4462.8,8099.6,13138.9,22743.0,33023.9,20749.9,14184.0,7866.1,8908.8,4827.9
yngE,287.2,1962.7,1040.2,8793.8,9716.8,14986.3,9605.9,1107.7,8093.8,1565.1,8647.0,14000.0,12386.5,8679.4,126.0,143.4,602.6,20850.3,22516.3,23193.6,13535.8,68.9,251.2,268.0,3885.2,15581.2,23727.7,11376.9,143.2,447.6,2247.6,1675.4,31503.0,27983.7,31686.0,75.4,696.4,2914.6,6407.4,22927.5,22999.5,24948.2,74.6,114.7,6330.9,11446.2,20507.9,15706.5,25539.4,7.6,11.8,5920.2,14150.3,23200.6,11642.1,20631.6
corA,5.3,0.0,68.0,67.9,76.3,25.2,0.0,137.3,0.0,0.0,33.7,30.1,55.3,0.0,27.5,17.0,15.8,34.6,110.8,290.6,76.8,32.2,0.0,7.4,7.2,102.5,541.3,76.7,0.0,0.0,0.0,36.3,52.3,247.5,109.6,24.8,485.0,105.8,0.0,150.4,55.3,27.3,856.8,198.1,692.8,223.8,143.8,220.9,0.0,1182.2,39.5,1000.0,229.9,197.5,413.1,15.0
lcfB,211.1,1247.2,1287.7,749.3,712.5,1762.9,1477.4,215.8,1245.8,1016.2,1829.1,1228.4,781.4,771.4,1166.0,2825.6,10407.8,35062.2,10598.9,2564.6,5676.4,1345.5,1800.1,6621.8,18906.2,21648.2,2675.2,5240.3,127.5,5517.5,3861.7,1531.9,2605.9,2244.9,1560.1,265.5,3458.5,2333.8,1754.9,1795.7,1195.5,1341.7,1035.3,1484.3,3704.2,2118.7,2624.3,2616.3,11017.4,476.5,1827.9,2467.7,2408.7,3586.4,3049.7,11463.0
ykvO,54.2,56.9,191.7,409.6,197.7,282.7,691.3,23.3,148.0,181.8,71.4,164.2,173.2,596.6,58.2,107.2,22.2,64.9,185.1,66.2,537.6,27.8,139.2,80.3,93.6,200.1,77.6,376.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.9,85.4,74.4,98.1,141.5,89.7,0.0,84.5,30.9,281.3,86.2,151.6,61.3,175.2
purM,38400.9,3045.0,3232.5,1083.0,1186.6,1885.9,1665.9,29188.6,2534.2,2917.1,2293.8,1477.5,2026.4,807.5,5195.7,790.8,762.4,569.1,395.6,193.2,286.5,5625.1,680.7,703.3,407.2,393.0,195.5,331.2,27993.2,4061.3,3318.6,918.2,1400.9,1123.0,770.8,18972.5,3255.5,3011.8,1652.4,1134.3,906.0,471.4,3381.3,556.6,871.5,402.7,3883.5,1396.1,135.9,3811.9,883.6,825.9,11331.4,2056.5,651.1,22.1
nadA,4474.1,10580.5,20190.9,8527.3,23005.7,8639.8,74176.1,6877.9,10442.5,6310.1,8090.5,8468.3,14703.3,54120.8,6672.5,2196.7,1365.8,10603.1,23249.9,35898.1,20186.4,7106.8,3905.0,700.4,3579.2,17872.4,35031.1,23389.5,4094.4,6040.6,11478.6,11835.6,7025.9,8683.7,23352.1,5752.2,7604.4,11911.3,7497.9,7579.3,9699.7,39345.7,7930.0,11071.3,16413.0,21566.1,30192.7,24533.9,16214.0,6738.5,9543.7,14758.2,26584.3,28685.9,25228.5,13435.4
maeA,1021.9,16.3,33.9,332.8,211.0,90.8,173.9,588.8,52.7,204.2,60.0,72.4,289.1,113.3,321.8,315.5,119.5,56.4,81.9,75.9,142.8,527.7,362.8,82.3,83.0,45.6,48.5,68.0,590.2,283.3,58.0,693.4,167.6,426.3,686.4,825.7,159.1,123.4,217.2,818.3,1262.1,626.0,84.4,47.3,318.5,87.2,32.7,57.0,0.0,187.8,4.4,227.5,133.2,9.8,41.1,0.0
yusY,11.1,22.9,247.9,0.0,10.0,0.0,0.0,54.9,416.4,2993.4,4600.2,0.0,0.0,0.0,5280.6,14575.3,12328.2,6276.9,6841.6,4374.6,3415.7,8550.1,19434.9,18984.9,9473.6,6668.0,4651.5,3139.5,0.0,44.0,1616.8,549.1,0.0,265.4,24.3,0.0,0.0,252.2,0.0,279.5,0.0,0.0,8447.0,11787.5,8810.4,5915.6,5827.5,3392.5,8677.7,10800.4,16043.3,9736.9,4731.9,4008.6,2170.7,3353.8
xhlA,1395.0,4667.0,2325.6,8399.6,5116.8,23076.1,901.8,137.2,14481.4,2567.3,5265.4,21784.1,7243.4,1909.9,588.9,909.8,2614.5,1975.4,1487.1,700.8,378.3,702.1,1159.7,1502.6,2032.1,1283.2,796.1,353.2,4762.0,5665.7,7537.9,6796.3,18442.6,12537.9,4916.8,2858.7,7803.7,6387.7,5342.6,4512.8,5482.6,3096.8,0.0,3834.3,3578.0,1167.2,1013.2,534.0,0.0,187.5,3529.5,899.9,507.8,457.0,1164.1,0.0
yugN,0.0,634.9,403.1,0.0,8.2,0.0,0.0,256.2,0.0,656.1,2408.2,0.0,0.0,0.0,1803.9,7658.1,6122.7,3842.1,4799.3,5227.3,9527.2,2136.4,10861.0,11387.8,4164.9,4632.2,4700.7,10899.7,258.3,143.0,918.2,1183.1,169.7,1706.0,239.1,23.7,189.0,0.0,242.8,707.6,645.4,0.0,5070.2,9125.1,10162.8,11485.7,11437.1,12328.7,47869.2,3626.0,10989.5,12518.3,12033.3,9860.5,10440.6,34165.9
yqjU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.7,0.0,0.0,0.0,104.3,182.2,595.2,762.6,935.0,1575.3,361.8,78.2,134.0,385.4,957.4,1019.0,1667.5,856.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.7,0.0,0.0,0.0,0.0,602.1,736.6,1050.6,1522.7,2726.8,797.1,341.1,436.4,1226.3,1435.0,801.3,731.8,1176.8,0.0
ytbD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,113.7,0.0,36.0,0.0,113.4,76.5,79.9,35.2,45.3,78.8,53.6,104.3,130.4,37.9,15.2,42.9,65.1,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,0.0,272.9,0.0,0.0,0.0,0.0,103.1,21.7,0.0,34.9,34.5,95.7,0.0,266.4,1.0,82.6,70.1,56.6,110.8,104.8
yqeU,9039.0,8288.7,5325.9,4524.8,3280.2,5401.1,4161.7,10162.2,7837.6,3672.8,4980.8,4934.4,4199.1,2979.0,1016.3,621.8,821.5,566.3,871.1,1141.6,442.8,917.5,514.4,309.6,573.1,740.9,1187.3,601.0,5735.6,5874.0,5014.9,2551.5,8561.6,8823.1,6753.9,4491.0,16460.7,8128.4,6905.8,10861.1,11662.1,6458.8,750.7,607.4,796.2,618.5,614.1,716.1,2264.5,641.0,964.2,817.9,304.0,803.4,609.6,1782.1
yfnG,33042.1,19295.5,14348.9,1544.5,28942.6,5216.8,444150.2,10492.8,12787.4,4329.7,2753.0,4916.2,14078.3,406509.4,235.0,241.7,230.9,381.1,316.2,65.6,92136.6,112.6,112.2,417.6,590.1,331.0,112.5,63657.7,41858.0,89397.8,28092.5,19456.2,7813.4,3633.7,61746.2,2793.7,5821.0,2440.3,2620.8,2491.0,3904.3,237333.3,1009.4,2307.9,1737.0,162.5,178.8,3413.0,152530.2,1062.2,2181.4,700.6,326.9,173.7,4658.9,151001.6
rimM,6409.1,3421.2,6300.2,3156.7,2666.2,3858.1,2291.2,6376.9,6169.4,2775.3,2607.7,3969.8,2774.0,2315.6,959.2,1089.6,1224.6,912.9,1572.7,529.9,323.2,792.3,831.6,842.4,1050.9,830.5,1052.2,430.3,3067.7,3307.3,7696.4,773.7,4614.9,3421.8,1604.0,5305.8,7729.6,4819.5,3496.9,5264.0,2759.5,856.3,588.1,779.8,363.3,216.1,81.5,243.3,244.5,1101.8,626.5,609.3,407.6,278.5,513.2,103.7
swrB,354.6,343.1,478.5,2863.8,3811.3,3790.6,1372.9,936.8,2513.8,813.9,2012.1,3247.0,2929.5,1622.1,1831.9,547.8,556.4,2633.5,5339.9,2747.5,918.6,2366.1,764.5,925.9,1234.2,3654.0,3286.2,620.3,1631.1,1663.9,2123.1,2054.8,8342.4,8826.6,1981.0,2718.1,3599.6,1386.8,3279.0,6412.7,7849.9,498.5,595.7,301.5,1296.5,1733.9,847.2,1631.0,0.0,401.9,418.0,1312.7,2074.4,1190.4,1671.2,129.2
ycbP,857.5,0.0,99.2,317.4,741.1,0.0,1997.3,435.1,184.9,18.6,640.2,0.0,697.2,1090.8,56.3,76.9,77.2,64.9,846.8,5716.5,1528.3,493.1,137.9,149.2,72.2,564.4,7122.8,2573.8,0.0,0.0,0.0,45.0,144.5,473.6,312.7,0.0,0.0,125.3,367.6,190.9,515.3,234.5,12792.1,3167.9,13134.0,5324.9,3648.5,8149.9,1255.6,14387.1,2469.7,8608.5,5712.2,5909.3,8296.5,1860.1
BSU_misc_RNA_49,48245.0,79770.9,225780.0,191127.0,190699.3,294501.0,213478.7,47466.5,120268.2,78967.8,72747.1,286717.8,166933.2,243056.6,102174.7,132217.7,202304.8,166384.3,162541.0,132097.9,183583.3,120658.8,129366.6,225658.5,196736.8,124500.5,99264.3,215600.4,116686.7,322913.6,79878.7,72033.6,102754.6,76122.6,245113.4,133963.9,188661.3,72303.5,147873.9,134879.5,44955.0,392119.0,51617.7,79516.7,69574.5,56752.2,20612.8,54174.8,227458.9,52815.1,101453.4,55262.5,69288.5,54410.3,51737.5,184125.9
yozQ,0.0,337.7,0.0,0.0,0.0,0.0,0.0,102.1,0.0,15.7,255.4,0.0,0.0,0.0,0.0,9.8,36.8,107.9,1264.2,4183.4,1566.9,11.7,37.7,12.4,30.7,269.1,5149.7,1948.9,225.7,333.7,580.7,281.3,1875.2,3839.4,10027.9,142.7,502.9,1765.2,0.0,3066.9,8777.3,11633.1,24.4,233.5,467.5,4744.7,2370.7,7447.1,3073.9,70.2,30.2,480.8,5276.1,6076.4,14328.1,2731.3
ymcC,89.4,0.0,94.1,79.6,44.3,30.7,96.5,0.0,0.0,76.0,84.0,127.6,188.7,96.6,278.9,365.4,259.3,444.1,684.9,512.0,300.1,257.6,268.3,283.6,377.6,531.3,501.1,409.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,528.7,84.7,221.2,148.2,262.7,0.0,69.1,282.5,80.3,178.5,281.3,81.7,67.0
mifM,32312.4,18475.8,13946.9,7012.1,6247.1,9988.8,2913.3,13272.4,16526.3,6307.9,11418.5,11520.5,4792.7,3429.1,656.4,1392.9,863.0,983.2,834.0,372.6,279.4,1106.9,919.3,1012.1,894.7,1291.3,673.7,386.4,6309.0,10991.3,18054.4,8652.0,15035.7,8703.4,6046.4,7475.2,11145.0,12876.4,14588.9,18983.4,9353.3,11055.5,1577.5,1633.4,1171.9,107.5,214.0,608.7,0.0,2016.6,1057.1,633.1,1094.5,69.3,691.5,0.0
yorH,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,9.4,100.3,9.9,40.1,19.9,23.1,26.5,4.2,0.0,5.4,40.1,14.3,5.1,0.0,0.0,0.0,0.0,88.5,187.5,0.0,39.1,25.9,0.0,0.0,15.1,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,139.7,0.0,12.2,0.0,0.0,0.0,0.0
yizC,14713.8,23759.1,11049.1,38027.5,176191.1,8926.1,657220.8,15555.1,12500.4,5566.4,14510.5,8848.5,126135.9,391011.6,5092.7,11707.8,10538.3,12588.8,9147.0,44286.7,74844.9,3805.8,9738.6,11440.0,10186.1,9625.1,19289.8,81078.3,10477.3,9717.4,39004.5,40026.6,27336.2,71850.0,498323.1,24298.3,20694.1,30466.9,38342.3,157027.8,416347.7,580261.2,2185.9,1772.1,2494.0,5245.8,85925.4,75461.5,460339.6,3551.1,777.4,2042.5,8552.5,57645.7,105505.8,496917.6
ezrA,10933.2,9816.9,7181.5,2864.2,1875.1,4601.4,646.5,9621.6,6232.9,3847.7,3413.4,4701.6,2089.3,1425.4,4084.4,3263.9,2926.4,2099.9,1202.3,903.2,1038.1,4164.0,4567.9,2835.7,2531.1,1458.5,833.7,731.6,13215.7,18490.7,15654.0,6735.5,5673.5,3550.9,845.7,12513.8,17292.7,14261.1,10135.5,4575.3,2737.9,621.9,6481.5,5313.7,3294.9,1617.4,960.7,528.3,791.7,7074.9,5525.2,2472.3,1097.3,617.7,742.3,764.1
pckA,146209.0,37368.8,47608.0,31173.8,28769.1,47678.1,66791.4,84405.9,80040.5,66815.7,48469.4,46219.4,27453.3,54037.0,83194.3,32655.2,44829.7,47803.8,25512.5,29469.8,53835.0,85124.5,14471.4,39789.7,62592.4,47841.4,31944.6,44481.8,224064.5,98976.8,42747.0,64094.8,28926.2,29212.9,47022.4,441685.5,83870.3,55698.7,105547.1,42096.6,21270.6,142095.5,91300.9,6834.4,22899.1,45176.9,48979.7,30225.9,26714.4,71438.5,10256.3,29081.7,30879.2,27756.1,20245.8,18733.2
yxeJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.4,0.0,0.0,0.0,22.2,27.4,28.8,79.2,18.5,16.1,0.0,7.4,46.4,11.7,40.7,11.5,20.8,7.2,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,26.4,106.9,4.8,79.3,155.1,14.8,0.0,0.0,75.7,0.0,0.0,0.0
youA,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,6.4,0.0,23.4,9.3,0.0,0.9,53.6,10.0,0.8,0.0,10.0,0.0,8.2,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,3.7,5.5,0.0,9.7,0.0,6.4,6.4,0.0,14.6,0.0,0.0,12.5
yodA,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,95.9,193.5,80.2,143.2,260.1,113.1,236.4,62.0,124.7,9.9,60.1,147.6,122.6,110.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,204.2,72.1,423.7,0.0,44.8,208.9,0.0,90.6,66.1,91.2,145.2,65.8,152.5,210.6
ylaK,678.9,1832.8,1455.9,24012.3,21687.4,25161.8,17192.1,1828.8,30767.2,5574.5,17437.7,25823.0,23227.2,17415.8,173.0,206.5,769.5,15570.0,18747.8,10704.5,6833.8,136.0,180.7,198.9,5637.4,17152.9,14583.3,5501.7,318.5,532.9,1109.1,6797.8,55563.2,53617.9,34702.4,142.4,229.9,4377.7,18388.3,49087.4,46246.9,30859.3,43.2,237.8,4966.7,8724.0,13712.7,8711.8,6985.4,116.3,313.9,7518.2,12650.5,13466.0,9029.9,4327.8
addA,1233.7,1471.2,2374.6,886.8,486.2,1337.5,295.2,829.3,1803.5,1076.7,974.9,1284.5,601.7,244.1,1477.2,1012.9,781.7,425.8,310.6,166.4,347.2,959.2,1040.4,595.4,428.3,370.2,199.3,227.9,2759.3,10999.8,5791.0,3484.5,1639.1,1093.1,261.2,3249.4,11640.0,4526.7,2921.5,957.8,556.3,417.5,1793.6,1813.0,1586.0,1333.4,1043.2,436.0,907.5,1554.2,2135.0,1849.1,889.1,791.9,481.9,309.8
ybbJ,131.0,0.0,67.6,0.0,0.0,68.6,0.0,47.6,26.4,60.8,52.7,89.8,0.0,0.0,286.4,415.8,343.0,172.1,135.8,56.5,161.3,476.0,950.3,450.7,209.0,249.2,127.7,83.5,12.7,0.0,0.0,0.0,0.0,0.0,0.0,262.4,0.0,18.1,0.0,0.0,0.0,0.0,880.3,155.9,13.7,33.9,32.8,17.3,0.0,928.9,245.0,157.6,82.9,25.0,39.7,62.2
yloB,556.3,2183.7,1107.8,23316.1,17311.5,47452.3,5543.8,1146.2,56344.5,11979.9,25952.7,47708.0,25261.9,5691.4,32.4,28.3,802.4,17725.9,17323.7,5605.4,4367.1,34.5,13.3,87.8,5599.4,17679.6,8762.1,3383.4,250.9,466.0,1515.2,8312.7,53174.3,48310.0,15900.7,91.0,261.4,1988.0,26245.9,49947.4,28101.9,6517.3,77.4,293.0,9156.9,13307.7,15700.3,6632.9,743.8,86.8,307.4,15881.7,15971.7,12018.9,3534.3,723.5
pbuX,1588.9,28.1,42.7,62.3,741.3,0.0,1838.1,603.5,28.0,83.1,2.4,40.2,267.9,1627.5,191.2,55.0,49.6,10.4,16.0,19.8,37.1,195.7,12.2,43.8,67.1,94.4,108.5,47.3,167.0,0.0,0.0,203.8,0.0,0.0,19.1,565.1,72.6,56.7,25.6,18.6,0.0,0.0,627.2,130.1,66.1,44.6,953.9,382.3,0.0,1056.4,27.3,78.3,1846.7,157.2,128.5,150.8
yhjN,614.8,683.4,511.2,67.5,34.9,254.4,94.4,419.4,131.3,665.5,278.4,86.5,121.3,320.0,1100.4,741.6,330.2,550.6,664.3,914.9,593.3,1513.6,772.6,489.0,412.7,621.0,710.3,709.5,567.5,1013.6,372.7,153.6,395.9,438.3,148.1,709.6,318.3,394.1,262.4,398.2,132.2,811.2,184.9,462.5,555.9,388.9,1189.0,906.5,976.4,158.8,274.0,270.0,1019.5,1645.9,593.3,749.3
yrkF,189.5,917.1,759.9,290.0,273.8,1019.9,179.2,149.8,349.2,147.9,227.7,701.4,163.6,461.7,0.0,7.8,42.1,35.3,39.5,17.8,17.8,41.0,0.0,0.0,44.0,24.3,34.7,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,0.0,0.0,54.4,48.7,1241.7,91.7,0.0,43.7,73.0,20.0,0.0,1536.0
rsfA,1935.1,6041.3,2558.1,46565.2,28546.8,52188.7,16680.0,3942.4,67222.5,22039.7,41780.2,55340.3,39433.1,17131.7,123.5,83.5,6262.2,51622.4,27785.2,11912.6,9176.0,149.3,86.2,499.2,21196.9,30056.6,18501.8,4954.6,1351.3,1537.4,5977.7,19394.4,116166.6,111531.3,38226.5,1225.7,1492.4,11585.2,60914.1,53051.3,50863.7,18357.4,998.0,1526.6,36200.4,49212.0,31859.5,27900.5,7266.9,743.9,756.8,46623.7,46939.0,42172.3,30644.5,7855.3
yabN,782.3,294.8,192.0,287.7,194.7,234.8,475.3,1127.8,286.3,1271.1,584.4,325.5,338.8,211.6,3086.3,1423.5,788.9,421.6,687.5,647.7,443.6,3430.7,1533.2,597.9,442.9,473.8,677.8,454.6,574.6,654.2,1438.6,641.8,796.6,607.8,782.8,1350.0,2012.7,1069.5,202.9,863.2,1119.0,669.4,1747.5,656.5,460.2,624.0,633.1,714.9,0.0,1617.0,608.2,686.6,486.1,531.9,690.1,540.1
ydiK,2814.7,1205.7,1900.6,2353.9,2022.6,2761.1,1817.3,5316.0,3292.0,1231.7,4234.7,1268.6,1622.3,1740.1,1337.2,1865.6,977.8,1375.3,1582.0,2080.3,1035.3,1861.3,1911.3,1807.3,1420.3,957.0,1273.1,1203.8,5220.0,4513.8,3850.4,2035.8,3715.3,2902.0,1409.5,8058.7,2086.7,2025.0,4589.1,1228.2,1227.6,3453.2,2187.5,2904.7,274.3,1557.1,1725.2,165.4,0.0,2945.1,3040.5,1665.9,1071.1,664.9,684.6,339.1
ssuB,428.9,218.5,640.3,285.1,0.0,129.9,0.0,79.3,1817.6,1881.1,330.7,233.4,237.1,93.0,156.0,39.5,46.6,8.3,9.2,112.3,168.1,394.1,277.7,184.9,10.8,2.8,276.5,133.1,0.0,19.8,0.0,0.0,0.0,0.0,11.4,313.2,0.0,0.0,9.9,0.0,5.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,43.5
yxjM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.9,55.7,0.0,0.0,0.0,428.0,259.3,431.6,202.5,266.0,261.3,325.5,545.9,400.8,291.2,371.7,194.2,271.6,242.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2,669.5,221.9,142.1,173.2,160.2,415.1,410.1,1092.2,128.6,247.5,221.5,122.0,118.1
yoyG,906.0,579.0,1737.9,0.0,0.0,188.4,0.0,757.8,0.0,70.3,66.7,0.0,0.0,0.0,580.5,300.7,247.7,535.5,886.4,837.7,202339.9,365.3,90.3,572.2,212.0,1477.8,1146.7,278305.2,3592.3,839.3,0.0,914.4,0.0,453.8,0.0,0.0,228.9,275.9,2094.6,0.0,378.0,486.5,1331.1,824.9,707.4,572.8,10853.5,136084.1,1490904.6,1249.3,667.2,645.1,177.0,24351.3,229329.0,1780626.7
tatAD,86.7,0.0,0.0,0.0,400.8,152.1,0.0,65.9,199.6,0.0,35.0,0.0,203.2,370.0,0.0,58.7,0.0,66.6,175.1,190.6,206.5,0.0,216.1,0.0,238.4,86.6,85.7,342.4,0.0,0.0,507.9,0.0,145.5,0.0,0.0,0.0,710.5,0.0,0.0,110.0,335.4,264.3,41.4,81.0,0.0,0.0,197.6,159.7,0.0,0.0,0.0,0.0,176.0,0.0,485.4,142.6
trnE-Asp,610846.6,1066800.1,1790287.3,1967919.2,1894257.2,2809843.5,2445356.0,636343.9,1167287.4,493678.9,503420.6,2708176.7,1350371.9,2788159.0,169890.3,152992.2,319463.5,263387.7,589171.7,374805.9,447322.1,171543.4,160587.2,260363.9,420530.8,202652.8,370096.2,501045.9,1532291.8,4249880.1,877523.8,716818.7,785096.7,761634.0,2593260.7,2199393.7,2664893.1,606963.9,1217330.1,315640.1,618632.5,3829076.2,804714.7,615241.2,686360.8,505160.7,112548.1,1332128.8,38740187.0,819603.9,488084.9,1090088.9,1225959.9,455714.1,692636.3,5000785.3
mhqR,474.4,1256.5,659.9,576.5,797.7,1419.8,580.7,557.2,1941.3,754.4,1337.4,1660.8,689.6,278.8,2833.2,2730.8,1953.6,1305.0,1597.0,1574.4,837.9,3112.7,2237.6,1920.4,1348.8,1467.4,1540.2,1162.8,2904.8,2120.6,4386.8,2754.4,2423.8,4468.4,832.0,3454.0,4537.8,4262.8,3034.9,4174.8,2557.7,1179.9,724.2,1551.1,486.6,629.7,382.3,1244.6,849.2,1065.7,1043.7,159.5,956.2,1021.8,1323.1,984.1
