,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
ispH,7607.6,10475.8,9930.5,6779.9,10094.5,5644.5,7706.7,2930.6,3618.3,8673.9,1591.6,1900.3,2382.2,1945.7,1668.6,1548.9,1335.5,2444.3,2084.8,1635.7,7737.6,8658.7,8388.2,10235.1,8504.3,5018.6,22321.4,12588.2,15006.2,9283.7,976.0,1458.4,935.4,993.4,687.0,1190.0,752.6,853.4,761.6,1120.3
yuiB,168867.2,148641.9,63139.5,49393.6,53063.2,28650.8,93623.7,22093.5,31298.0,60989.4,8086.2,35282.0,28833.4,24812.2,25898.0,12764.9,48937.1,46510.1,36774.6,35368.4,70032.3,53960.3,40438.0,51786.9,39117.4,100592.0,38842.9,38286.2,50823.4,28052.9,21769.1,344971.8,99231.6,87220.9,61540.0,18265.3,267374.1,94136.2,88617.0,53677.5
yfmP,2461.3,3518.8,3455.4,1985.8,2031.5,1407.2,4231.4,3029.7,1408.7,3365.1,1499.2,1699.9,2038.4,1254.4,1430.8,2178.9,2472.1,1585.3,1212.0,924.6,879.9,170.0,1988.8,197.9,1617.3,768.3,1707.9,901.6,1666.9,2006.5,1046.6,1030.2,1268.9,275.2,97.5,618.9,666.4,176.5,836.3,840.2
glnA,305524.5,50104.5,91654.5,45716.5,22728.0,130821.1,59733.4,36518.1,35040.5,76479.2,25050.2,10723.4,13064.7,8385.5,7063.6,25730.4,11409.7,8319.0,9332.4,6938.2,116616.2,68214.0,41483.9,24067.5,29142.7,125642.0,92860.0,52257.9,43368.6,17663.3,44333.2,39973.3,33882.4,17876.6,5787.6,35203.3,32949.2,34255.1,8964.9,3897.9
gcvH,478547.1,129712.6,85194.2,46590.3,23362.2,184525.5,124120.4,65849.0,66103.7,71234.5,20369.9,25597.8,26696.5,17125.0,12810.4,18991.1,23577.6,21328.3,17181.4,11889.5,449876.8,325260.5,243112.7,163457.8,136725.0,314799.2,453030.1,273600.2,208539.1,53896.3,24399.7,13909.9,9224.8,5097.1,4683.9,22287.7,13081.6,7527.5,6413.5,3858.3
yqjC,613.9,9.3,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,26.4,52.0,0.0,36.7,90.9,56.3,0.0,0.0,34.3,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,384.2,0.0,64.8,129.0,0.1,92.5
yacP,4324.3,2944.2,4296.0,2528.1,2395.2,4398.5,3355.1,2232.2,2297.4,3258.9,1189.5,1011.2,886.1,637.4,629.6,1012.5,739.7,354.6,352.9,605.0,5303.6,6554.3,5378.8,2114.9,6458.4,5000.9,5416.0,5511.3,4494.8,4508.7,1644.5,1303.4,766.2,878.6,461.1,886.5,738.2,524.3,1081.3,1165.3
yhfM,87.5,1543.1,118.7,0.0,19.9,47.0,23.3,154.1,602.1,0.0,0.0,16.8,69.8,1169.3,2706.5,27.5,44.3,45.4,285.4,1765.1,64.1,0.0,856.6,0.0,0.0,0.0,14.6,809.7,401.4,116.6,0.0,0.0,1677.9,3361.7,4677.4,58.7,77.7,1437.0,3205.8,4796.3
ydzS/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,55.6,26.9,125.4,46.4,91.7,0.0,160.3,0.0,81.4,159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.5,91.0,218.2,362.6,102.8,369.0,504.9,0.0,685.9,28.4
yetL,176.5,8.2,41.1,57.6,55.9,561.9,0.0,167.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1197.3,373.4,586.6,334.8,299.1,1974.2,473.5,390.6,87.3,228.1
phoB,135.6,1569.2,354.4,608.0,980.7,18.8,229.6,210.8,821.9,212.8,347.3,279.5,221.5,203.8,119.9,485.6,242.2,235.4,132.4,190.0,100.6,97.8,696.1,2619.5,479.0,119.8,1402.1,1200.2,842.8,734.3,39.4,152.2,4413.4,6786.6,5809.0,89.9,171.0,4434.5,7358.0,6832.9
appB,4958.3,5470.2,5788.5,2152.1,996.1,1494.2,6078.5,1821.8,1307.5,4509.3,472.8,476.2,447.9,639.3,433.1,355.4,1410.7,917.4,899.9,856.2,19147.6,84829.9,26941.6,22951.7,22097.0,30329.6,80961.6,46770.8,41564.3,15153.6,561.6,2586.7,1162.6,767.1,501.6,497.3,5598.4,1114.2,372.8,365.1
exuT,542.9,2824.6,738.9,148.2,160.0,270.5,364.1,274.6,1289.0,326.6,79.6,172.1,647.6,9897.5,12511.5,47.9,167.6,187.2,2828.9,11958.7,58.8,111.9,658.9,2272.2,130.5,85.1,66.7,1001.4,716.6,40.0,23.8,274.9,11736.8,14941.1,14648.9,4.5,372.6,15705.1,22019.9,17884.6
adhR,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,80.7,0.0,98.2,70.9,185.6,73.4,0.0,0.0,74.2
treP,377.6,72.1,1124.7,837.3,517.2,359.4,433.3,122.5,454.1,591.3,186.0,360.6,158.7,130.4,236.4,149.3,315.6,356.2,191.6,199.6,1054.3,1394.5,851.8,932.6,1092.4,1048.4,628.6,772.9,566.3,1894.8,231.5,258.9,352.6,271.2,880.3,206.5,266.4,394.9,409.3,848.8
yfjR,5004.1,6114.8,7499.5,3169.5,4399.6,2585.2,3921.5,3879.4,2068.8,3584.2,3718.5,10337.5,7060.7,3118.9,3253.4,5667.0,13834.5,9449.2,5102.4,4093.9,975.4,3885.3,2093.5,6532.1,2709.3,1147.2,2575.8,2406.0,3527.8,3018.0,3978.0,5496.3,2782.0,2867.5,1646.5,3642.9,5912.4,3614.6,1738.2,874.5
hisC,32663.6,12814.7,19635.5,8834.3,11608.0,19033.3,26410.6,13027.3,10577.2,13007.1,10420.9,8280.8,9080.8,7323.1,5861.6,11931.3,11341.8,6452.3,7080.8,7165.4,7398.9,5072.6,12613.2,18523.0,11327.7,7832.8,6369.8,18698.6,34280.4,9479.9,2954.9,19726.9,9561.8,8958.3,6344.6,2054.3,27200.4,9916.0,5138.2,3758.3
plsX,14556.9,51724.8,74543.7,26627.1,16861.3,9713.4,49766.4,19574.2,16905.3,36460.4,5684.4,7845.4,27531.7,14213.5,8853.9,4438.7,3594.1,13725.6,16812.7,11482.2,19368.0,35305.7,51095.6,31697.6,25635.5,22554.3,41593.4,57597.3,40165.5,17705.7,4762.9,6759.0,9249.5,6349.9,3556.7,2285.9,8846.0,8777.9,5101.6,3477.8
xkzB,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,19.3,104.7,50.3,112.0,125.4,32.1,26.1,172.5,175.8,147.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,137.6,0.0,81.2,16.4,8.4,100.6,0.0,0.0,0.0
trpE,4213.5,1684.2,4406.2,1988.1,624.7,2896.7,1575.5,1319.7,1438.1,1869.0,1900.7,1191.8,993.4,863.8,528.0,2354.2,1433.5,1190.9,717.6,672.7,73.1,169.7,0.0,5.4,20.2,0.0,0.0,0.0,0.0,0.0,14.4,314.8,44.3,32.4,166.9,115.3,178.5,212.2,199.6,132.0
spsK,1026.9,3247.1,1903.5,1334.4,3870.4,3093.1,719.4,1223.9,2553.7,1381.7,1074.3,1295.0,1181.3,6290.7,11044.0,1318.5,1027.4,606.3,1749.3,9239.1,7135.9,5652.5,7452.1,5268.6,6707.2,262.0,2600.3,2015.0,1028.6,6395.6,2364.9,2146.4,3395.1,6350.0,18917.6,1751.5,1211.0,4283.0,8575.1,27953.5
ykvR,166.6,31.0,66.7,0.0,0.0,27.8,0.0,21.5,0.0,47.3,583.5,1170.3,964.9,888.9,975.6,756.6,1948.7,1261.9,837.7,1076.6,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,692.8,251.0,0.0,431.0,62.0,1016.5,87.6,224.2,18.8,0.0
sscA,98844.3,33605.1,47908.7,3121.0,423726.4,47633.7,46734.0,10031.3,7439.3,13510.2,3993.8,4259.0,4368.2,2338.2,3243.6,3003.3,4709.7,5082.3,2971.6,2051.1,468597.7,439121.2,518908.2,145047.0,54263.8,16167.7,30462.8,11850.1,17060.3,4302.4,18413.7,23766.2,7656.2,3303.2,7978.3,20947.8,11841.2,5994.4,839.9,23513.6
yopG,0.0,0.0,0.0,264.4,0.0,0.0,0.0,0.0,0.0,0.0,54.4,118.3,40.6,23.2,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.9,461.7,0.0,0.0,0.0,236.0,0.0,0.0,0.0
comER,773.9,4959.1,2471.7,32722.5,46747.8,4534.9,7999.6,2064.4,13816.4,13745.4,111.6,169.0,949.9,15372.3,35493.1,99.9,226.9,138.9,4922.2,22137.6,1109.1,332.9,2460.2,11308.3,17003.2,0.0,14.1,2231.0,6375.4,41749.2,209.1,242.3,8954.7,30960.2,51904.5,153.0,32.7,12902.9,33715.7,40599.8
phy,433.1,1136.7,1158.8,604.0,427.3,537.1,2968.8,842.5,836.4,1154.5,634.8,1475.4,2477.5,2049.8,1395.7,516.3,1127.6,1477.9,2026.4,1586.5,1638.9,1041.2,2935.5,1153.5,1970.1,2885.2,1238.3,2415.8,1442.4,1074.0,96.0,172.0,114.6,85.3,262.2,43.9,162.6,146.6,194.6,49.1
yhcC,474.1,170.3,618.9,2930.2,3707.7,3939.6,136.0,1069.2,827.0,261.7,2646.5,2238.9,808.3,1424.8,2169.9,2992.2,2412.9,1438.9,1151.6,1313.0,40.8,0.0,339.6,0.0,259.3,136.4,0.0,0.0,541.0,718.8,1021.9,248.8,213.9,3520.7,8020.5,1447.0,374.3,299.5,3989.4,4978.2
bacD,24379.6,99149.4,139147.9,29750.9,12025.1,7581.3,95298.9,36620.8,31668.4,61538.4,3577.5,13591.9,20333.9,12167.7,4341.4,2622.0,18664.6,18143.1,18431.8,8987.2,69222.8,552799.4,115407.6,120072.9,55980.0,103642.4,324669.6,196106.1,148510.1,26309.5,1038.7,18174.3,8732.5,6091.6,2230.9,894.6,21282.9,9399.4,2346.8,832.7
holA,2675.3,3809.5,1451.8,1339.1,1940.4,3542.6,3156.7,920.4,1466.3,1610.2,755.9,755.7,950.3,780.8,616.4,984.8,687.2,845.1,960.1,665.3,8350.5,4854.0,5702.1,3151.6,2742.3,3528.9,9535.0,3512.8,3607.4,2144.4,319.0,474.0,610.8,133.7,413.7,490.3,333.5,282.2,319.7,723.3
yraL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.6,0.0,0.0,1772.9,3909.2,3160.7,3353.4,470.3,1458.0,2054.5,3265.6,2091.8,1086.5
yopD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,12.6,7.4,119.7,53.9,10.0,15.1,12.3,0.0,24.0,42.5,186.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.6,836.2,227.2,293.5,148.6,267.1,642.4,309.0,30.1,320.4
tagA,7.8,153.4,59.5,38.2,3.6,586.6,0.0,243.3,250.7,26.4,33.5,67.1,162.8,115.8,37.7,56.6,108.3,173.6,94.8,47.2,17.5,15.8,51.2,959.9,149.2,0.0,50.4,55.5,11.3,0.0,1982.1,3996.5,3437.4,3773.9,1845.4,2512.4,3569.8,2192.3,1762.5,1207.0
L-box riboswitch,262801.4,720098.5,759257.0,816023.8,564880.0,272632.2,616216.7,116789.0,190856.4,647011.0,29712.9,32043.1,46870.0,23042.9,45563.3,32855.8,55511.8,41614.1,38512.4,26046.9,594304.1,990303.1,365080.0,245329.7,231831.2,399869.7,786452.6,213058.2,517910.1,76853.8,17192.0,36600.0,16064.3,10633.1,1496.2,16136.9,15511.2,14003.3,9780.5,6334.5
yxaM,0.0,100.7,40.4,31.0,0.0,0.0,0.0,24.4,139.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.2,351.5,98.8,0.0,0.0,0.0,0.0,0.0,49.1,11433.6,5500.0,3001.2,701.1,11.8,12389.0,7144.6,2561.0,745.0
ykzT,128.3,1038.5,24.5,50.4,220.9,262.3,0.0,325.5,17.2,33.2,377.6,165.6,174.7,202.3,134.0,201.3,131.1,275.2,373.0,141.0,79.3,0.0,0.0,0.0,26.4,20.9,0.0,0.0,0.0,0.0,180.5,46.3,44.8,369.8,121.5,196.8,21.8,63.0,790.5,128.8
yknT,444.9,895.5,250.8,2051.6,1876.1,2012.5,875.8,138.6,3050.7,1219.2,24.2,13.0,105.6,2731.9,13330.5,10.0,0.0,54.1,685.5,7243.3,202.0,99.1,343.6,3784.6,6806.8,0.0,109.2,1294.3,1797.9,21908.1,37.6,8.4,8820.2,20770.5,20123.5,29.8,5.7,9759.0,19123.8,25652.5
yxjO,0.0,0.0,4.5,0.0,0.0,0.0,17.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.7,357.9,0.0,128.1,272.6,472.2,311.9,239.7,375.5,314.7
cshB,8515.1,10970.7,7912.7,5125.8,4497.9,8028.2,9097.5,5073.2,4741.1,5858.8,4734.1,3657.2,3716.1,3123.7,2970.1,4962.4,3566.8,3424.8,2994.7,2574.6,1912.1,3550.7,4751.2,1523.0,2461.9,1802.9,3054.4,2662.2,3236.3,2009.7,977.8,2620.7,1443.6,1956.9,1134.2,1187.3,2461.2,1885.2,1602.3,1023.8
aroD,3452.1,2089.5,2487.1,1705.7,1686.5,3218.2,2729.3,1938.6,975.3,1820.2,3072.9,2029.0,1573.5,1018.2,864.3,2830.2,1911.6,1492.9,1148.4,939.2,2179.3,3590.2,2280.6,604.1,1226.8,1935.6,2511.1,1746.9,1814.5,396.8,1310.0,4178.3,1457.8,1656.1,1915.9,1568.8,2344.7,1521.7,908.3,1195.7
gerKD,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,20.1,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,191.1,76.2,0.0,0.0,0.0,193.8
pcrA,5405.0,4306.7,5354.2,5330.6,4138.1,4468.0,4085.5,2836.6,3197.1,5354.0,3133.8,2604.0,2062.3,1698.9,1967.9,2904.4,2885.2,2198.3,1563.7,1876.5,3875.2,5999.3,3883.9,3242.5,4034.1,3468.1,4315.8,6546.0,3730.5,3400.4,773.6,1231.4,686.5,1809.2,1980.2,845.3,1310.0,1741.3,1466.3,1663.4
sigH,17568.0,31748.5,27392.2,9860.3,10840.3,11048.7,27839.7,8977.8,9704.3,21973.8,4288.0,8300.9,10700.1,7321.2,4685.8,3734.1,6340.4,8420.4,8943.3,6117.0,8162.7,16813.3,21532.7,13348.3,15947.6,8899.2,15062.4,17763.8,16364.5,5868.5,4602.2,12540.1,2818.4,1946.9,704.2,4832.6,8410.8,2607.6,2913.0,548.0
gpr,535.5,82.1,737.2,2214.1,3577.9,294.2,274.0,171.5,727.7,1222.3,14.3,37.3,52.8,783.4,1993.8,25.6,7.8,10.6,135.6,1172.9,150.3,569.8,235.2,356.1,1820.3,224.6,1336.1,559.6,335.7,2787.8,43.3,26.0,830.7,2495.3,4294.2,154.1,67.8,1937.0,4367.8,6439.2
chrS,5313.5,2366.6,1059.2,1441.7,720.0,1747.0,1585.0,613.2,308.3,1865.0,457.5,240.0,347.4,353.9,196.7,763.6,595.5,326.6,234.9,181.6,2246.7,490.6,916.7,761.7,963.9,4615.1,46.2,468.9,279.2,1208.3,2312.2,288.1,184.7,190.5,332.9,2444.2,174.1,50.5,530.2,324.7
ccpB,479.2,127.0,375.3,122.5,180.2,166.0,782.0,72.8,67.6,164.0,224.0,191.7,236.1,226.0,276.2,266.6,273.6,268.5,226.3,195.2,88.5,93.1,157.1,0.0,171.6,659.5,0.0,154.5,191.9,0.0,392.2,298.6,294.6,59.5,67.6,449.8,268.4,139.9,210.5,154.3
lutB,8423.1,6792.2,9610.2,2214.3,1443.9,11115.8,1290.7,2930.8,7602.2,1569.7,2087.9,864.6,224.4,177.1,162.3,2276.3,1562.1,528.8,133.6,186.5,18438.5,1537.6,3547.5,6986.2,1069.9,23214.7,1123.8,3045.8,1929.4,1045.9,32817.7,73733.2,64298.5,46872.8,45246.7,25828.4,73260.9,56368.4,46829.5,58139.7
yetM,0.0,3.5,12.1,50.6,15.7,0.0,0.0,59.3,0.0,0.0,165.4,472.6,199.6,186.0,65.2,123.5,268.2,329.7,160.4,100.5,311.9,344.3,199.5,29.7,118.1,173.8,244.5,280.6,19.6,15.7,36.2,25.5,97.9,87.1,80.8,3.2,49.1,54.8,146.2,159.7
resB,3839.9,7799.0,6761.9,4675.3,2194.0,3166.0,12259.5,4545.8,4819.9,8719.4,1577.7,1953.4,3099.6,2802.7,2022.9,1082.9,1894.2,2460.1,2814.7,2568.7,11863.5,13138.2,13918.9,7959.0,6188.6,11170.7,13851.8,13829.5,11199.9,3252.2,6155.3,5047.9,6073.9,4015.9,3391.2,5505.7,5963.0,3759.8,5623.7,3380.1
yocA,2602.9,11887.6,15051.7,9856.4,9370.4,3110.3,11548.5,2512.5,4433.9,8689.2,1086.2,6836.1,15836.8,14444.3,10789.0,780.3,2359.8,9056.5,15638.9,9904.0,1318.5,13083.5,17534.8,18296.2,22763.3,3213.9,21441.5,19940.4,22483.5,11364.1,513.5,4916.9,5307.2,5154.3,6326.3,519.1,4383.0,7063.6,6389.3,5121.4
ywzC,4355.0,3326.0,7176.7,4803.0,4530.8,6470.9,1599.8,686.8,559.9,3130.6,388.5,483.6,996.9,994.7,1349.1,391.1,305.4,1385.4,1261.9,891.4,1292.7,5485.1,3385.8,734.1,6600.4,3439.6,5981.0,1669.7,4380.5,3257.7,778.1,1106.5,83.8,474.9,370.1,205.4,1399.0,806.9,1056.3,682.1
csbA,202.6,446.0,367.7,457.2,322.4,51.7,98.2,105.3,71.2,426.2,1189.7,977.3,733.2,924.4,1128.6,1105.8,1009.6,1200.8,670.0,1254.0,0.0,76.5,0.0,4662.7,12.3,110.7,0.0,0.0,0.0,2063.1,654.9,2027.3,7545.8,2295.3,641.2,1419.7,1009.5,5219.0,3265.6,2957.5
sleB,366.2,881.3,1205.3,723.4,2209.5,383.9,0.0,204.6,1101.7,39.4,3.0,0.0,21.6,23.2,1061.1,8.8,0.0,0.0,10.5,234.0,32.6,80.3,974.1,1364.7,124.9,0.0,0.0,388.8,0.0,975.2,0.0,0.0,404.0,5834.7,10457.1,0.0,13.1,217.2,7130.1,12452.0
yurQ,494.6,660.7,1176.7,2456.3,5439.2,891.0,614.1,1221.8,371.1,1499.4,1675.5,1408.7,1142.6,1100.1,702.7,1840.5,1402.7,1077.3,866.5,839.8,1147.5,863.0,79.6,532.2,824.3,2512.1,876.7,2004.8,1000.6,2406.4,645.6,902.0,14.9,819.6,949.8,701.9,905.4,1054.6,358.6,1513.2
sbp,62.2,48.2,123.0,74.3,42.3,22.1,27.1,47.9,54.3,73.6,760.3,336.8,638.5,382.5,293.8,551.2,407.4,345.9,414.9,370.0,35.9,163.2,46.2,322.8,0.0,91.0,30.1,1866.8,49.6,35.9,269.7,148.3,157.5,11.5,46.6,701.1,121.3,221.0,49.4,24.8
yisL,15105.7,18539.3,25557.3,9429.3,7745.9,8285.4,19675.6,8876.9,10471.8,18856.7,5021.5,8802.5,11328.5,4299.2,2863.0,4062.5,7146.6,8438.6,5194.4,4352.9,13719.1,12515.1,24356.9,9185.8,9066.0,21294.2,16237.6,17487.4,9388.5,6508.7,6898.1,10411.9,3283.3,4165.8,1095.2,7325.6,14158.1,8691.1,3556.5,1505.6
aroA,129929.3,56805.1,90414.1,40496.7,96239.4,51036.7,253278.6,135463.0,70130.5,70087.7,39325.0,61489.3,48783.4,28376.7,21220.6,50641.8,101271.0,49583.6,38754.9,25429.1,87087.7,89805.7,20606.1,35246.7,26489.0,176311.2,43845.1,36170.0,59759.5,37925.9,28754.1,79453.7,13711.8,20125.4,10466.0,38032.6,70770.1,21269.3,11471.8,5778.8
yycS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.3,0.0,0.0,30.3,104.0,77.8,46.9,205.3,76.6,236.4,108.2,7.7,166.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.2,52.6,33.0,344.9,12.2,43.4,50.3,8.1,0.0,0.0
sigX,21080.3,22779.8,26451.3,8236.2,6747.8,17116.6,18056.2,5995.9,4432.6,10288.0,2622.8,7377.0,8586.2,3832.6,2317.3,3412.7,6838.8,5958.0,4849.2,2276.5,21513.8,36211.9,33078.9,15504.1,14784.9,26245.8,41574.1,37953.5,30411.9,15200.7,3958.9,3710.8,2453.4,1165.8,741.9,3651.7,3233.0,2867.5,1506.1,1449.2
coaA,1708.6,1020.3,2328.7,926.4,843.9,1706.1,1902.1,1389.9,1342.7,909.2,2130.0,1825.3,1625.1,1373.0,1211.9,1693.6,1981.7,1992.8,1301.8,1185.2,1139.9,1659.5,1175.7,602.8,1024.6,1712.4,3175.6,1655.0,2438.6,3030.8,2472.1,1115.0,598.4,599.3,354.7,2513.4,719.9,871.1,285.6,290.1
ytiB,18347.6,8047.2,14633.7,4502.5,5415.6,7908.1,4776.7,2625.6,1878.4,5625.5,2798.8,4638.9,5096.7,3085.4,2181.1,3210.3,5642.4,4321.2,4233.7,2980.1,7559.7,9951.2,4833.4,2747.2,1866.6,17822.8,6818.8,5659.7,2230.8,1530.1,1586.0,3320.6,1640.8,426.3,367.0,3278.7,2323.4,688.5,658.7,196.5
xynD,1102.5,11050.3,6884.6,10042.1,7371.3,394.3,20803.5,4124.2,6300.1,19013.7,2097.4,2082.1,3239.8,3205.2,3698.8,1740.5,2718.9,2902.3,3157.7,3583.9,760.0,11418.7,10105.5,9374.0,14799.1,1000.0,14792.4,14359.1,19450.4,7655.3,532.7,1340.7,1545.6,1523.3,1215.5,762.9,1571.6,1422.2,1115.5,961.3
yorR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,12.7,11.9,4.1,0.0,0.0,23.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,19.3,0.0,0.0,0.0,14.0,0.6,0.9,0.0,1.4,39.0
ydgA,193.8,62.9,0.0,0.0,612.3,0.0,0.0,531.9,1619.7,0.0,0.0,118.2,0.0,147.0,220.9,48.9,0.0,0.0,106.5,230.0,27.7,0.0,0.0,0.0,0.0,0.0,147.9,0.0,681.0,0.0,429.0,0.0,0.0,242.4,5503.1,11.3,0.0,95.2,162.0,7888.3
rhaM,18.1,0.0,3.5,38.9,0.0,22.9,0.0,45.7,803.7,0.0,238.4,341.3,847.3,620.7,571.1,240.7,273.9,327.6,790.9,418.7,0.0,0.0,0.0,0.0,0.0,12.5,0.0,29.1,0.0,0.0,189.4,242.2,26.3,285.3,244.9,3.6,291.4,161.6,884.7,895.4
yocM,0.0,59.5,119.3,6.7,273.4,15.5,0.0,54.7,112.9,171.3,123.2,70.2,67.4,734.4,1782.3,112.2,0.0,0.0,370.5,1199.4,43.0,42.2,39.0,222.9,163.5,88.7,0.0,401.1,97.4,57.3,26.1,84.9,173.8,619.2,976.2,23.0,29.4,582.3,703.5,527.7
yxlE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,0.0,33.2,0.0,38.3,111.4,0.0,23.9,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9,1039.4,598.9,103.6,854.9,234.5,525.8,776.6,597.2,499.2
ywlB,0.0,0.0,317.5,0.0,0.0,0.0,0.0,16.2,1412.6,0.0,29.3,26.0,763.7,10620.9,9478.9,36.7,40.2,169.3,4611.5,9224.3,81.3,759.1,583.8,1377.0,13206.7,250.3,893.2,2517.8,8886.8,7563.3,395.1,302.2,2199.6,2598.0,3961.4,456.8,103.7,3827.0,3548.4,1889.3
yxaJ,23.8,0.0,44.5,0.0,44.1,9.1,0.0,78.8,0.0,0.0,488.4,294.4,574.0,270.1,364.5,607.7,879.8,1014.3,545.3,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.7,318.2,211.2,331.4,138.4,1387.2,476.1,268.9,354.7,69.1
araM,7.4,6.6,28.7,37.5,4.9,14.8,0.0,43.6,28.1,0.0,62.6,270.9,840.6,1007.2,709.2,71.2,250.0,736.5,1352.7,752.1,257.1,827.5,339.0,33.9,663.9,51.7,1648.9,489.6,294.9,310.5,139.2,309.5,840.3,391.5,813.1,94.8,159.5,353.8,289.5,653.9
pyrE,37333.7,497.9,13.6,1103.0,15.7,30394.6,580.1,1738.3,201.6,288.7,5409.8,454.0,185.1,104.3,105.5,4630.0,311.9,95.1,7.9,116.5,19337.8,293.0,0.0,5.7,195.3,6409.2,284.1,63.7,753.1,115.6,3128.4,41.5,314.9,1157.1,209.5,5584.6,24.1,4503.6,191.8,176.2
yqfL,7184.9,7706.5,6321.3,4839.2,3356.6,4585.9,5565.8,3639.0,3272.7,6039.5,3580.8,4721.3,3634.5,2667.3,2721.1,3613.7,6390.7,4583.3,3286.7,2608.8,12468.7,18942.5,18049.0,5948.1,9546.5,16877.6,31700.0,23327.1,14137.7,9736.6,1742.4,2411.0,1319.6,1413.4,1172.3,2470.7,2257.7,1477.8,1433.1,988.0
ilvC,15741.9,266664.9,286051.2,54220.7,61540.1,11216.7,200878.6,88221.8,53349.1,77057.2,8631.2,41625.7,25712.6,16129.2,36321.6,12039.0,85272.7,40190.5,33062.4,33019.6,6804.8,43435.8,55055.0,71560.5,23395.3,12989.2,23543.0,103853.2,53986.1,27614.4,6361.1,169341.7,55674.8,33741.8,30131.9,8711.3,183675.8,62415.8,34141.0,19329.2
spsJ,4675.9,3681.9,2154.8,18388.6,53378.5,2900.7,10169.1,2154.2,5916.0,14898.5,417.0,408.8,420.6,3290.1,6210.4,309.1,208.9,530.7,922.0,4478.2,6041.3,12729.7,10968.0,9349.9,12387.8,960.8,2204.2,1195.8,2446.5,8755.0,1056.8,948.4,1538.4,2391.4,10212.1,566.8,878.6,1928.9,4213.9,12155.5
mtbP,0.0,0.0,0.0,0.0,2.1,2.6,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.4,4.0,13.9,0.0,0.0,3.7
