,top_1_combination,top_1_score,top_2_combination,top_2_score,top_3_combination,top_3_score,top_4_combination,top_4_score,top_5_combination,top_5_score
AT5G03555,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G12300,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G64890,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G06850,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G68050,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G31380,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G13930,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G33980,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G02640,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G46830,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G54500,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G31360,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G11210,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G22190,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G37320,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G20890,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G28060,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G42900,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G13600,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G19450,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G28050,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G48250,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G23030,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G26570,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G28510,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G39660,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G26340,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G22070,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G12320,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G40080,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G22830,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G77380,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G22770,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G56300,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G27300,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G54960,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G14580,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G40340,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G39090,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G10760,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G24470,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G17300,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G30460,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G22590,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G26670,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G02120,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G61380,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G22450,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G09600,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G28080,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G07650,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G15430,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G38465,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G63410,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G29490,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G16146,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G40840,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G56550,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G15620,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G01620,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G47480,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G54570,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G60680,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G01170,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G05410,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G02570,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G21130,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT2G21660,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G01060,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G12270,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G27560,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G53420,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G27020,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G23575,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G49720,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G17665,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT5G06980,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT1G27630,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT3G46970,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
AT4G39260,AT2G47070; AT5G24930; AT5G62000,0.5548341023552307,AT5G24930; AT5G62000,0.5493673798805142,AT2G47070; AT1G06040; AT5G24930; AT5G62000,0.4573505896942021,AT1G06040; AT5G24930; AT5G62000,0.45628018249635544,AT2G47070; AT5G62000,0.4308580115474991
