,Rep3@0min,Rep3@30min,Rep3@60min,Rep3@90min,Rep3@120min,Rep3@150min,Rep3@180min,Rep3@195min,Rep1@0min,Rep1@30min,Rep1@60min,Rep1@90min,Rep1@120min,Rep1@150min,Rep1@180min,Rep1@195min,Rep2@0min,Rep2@30min,Rep2@60min,Rep2@90min,Rep2@120min,Rep2@150min,Rep2@180min,Rep2@195min,Rep3@210min,Rep3@225min,Rep1@210min,Rep1@225min,Rep2@210min,Rep2@225min
citM,4.36544756721242,4.38204665215058,3.39998029221173,3.18473220996198,3.29207421466331,4.11756071629916,4.46934632386997,4.75393389989672,4.25327436201162,3.96625843709478,2.87985884222062,3.44729342723844,3.34522832247478,3.86669684327552,4.10124124891955,4.34896230362982,4.44425058597444,4.07871339028759,3.01283190775504,3.58838982978999,3.74850468052623,3.76649062720832,4.37155508762848,4.01028256653716,5.18306934992884,5.94144718676957,4.48981497838255,5.1501199665081,4.66467488895148,5.20499230786079
ykoJ,5.82747184884521,5.64526209539996,4.41552482444989,4.21813745127113,4.20297421621525,3.92453289053524,2.98658771585352,2.78958875918236,5.57527807971196,5.13674026471751,4.76850641881373,4.45388742284984,4.17604497505454,3.91351163386875,3.58987231812316,3.81154902063434,5.72204730392329,5.3100277582736,4.49955374601775,3.93977850930715,4.2322715645066,3.67478852081037,3.21979457790339,3.69726519519247,2.45428677734944,2.72905715048338,3.65747036928545,3.15795396192678,3.39251353515936,2.75034169072362
glnR,7.12986768625246,6.2817763243702,7.99746166239869,8.01114434102804,7.97274210587641,8.07426090107757,8.52171975805719,8.54337302034383,6.2956806054097,6.8887236513266,8.32729052857381,8.33539984853336,8.34133165699915,8.24286406133258,8.31023684744571,8.326132250841,6.26052467291638,6.53839062904342,8.16358393883184,7.92873921075959,8.07418529007483,8.18776174499126,8.48514242823257,8.33044136540191,8.11119597015954,7.67543720857808,8.18494539616241,7.84883320895582,8.28662060981098,7.73415747680907
ganB,0.926621196861098,0.806627090131845,-0.334610007362832,0.966218822028446,1.70453236809934,2.36841765045235,2.42216813168858,2.14986763366391,1.25239180284188,0.826894585092704,-0.309298764546005,1.21021834662311,1.61719135309504,2.3010558932423,3.10870677326945,2.71594637351549,0.616358580863463,1.45506618248408,0.524390447821543,1.01713887102514,1.67222634403901,1.84728865555837,2.26254949444875,2.70134077874554,2.9418436952598,2.61971225830742,3.13039249988133,2.93201208648183,2.52186839707199,2.37023778363974
folD,8.62229038534535,8.42295537238819,8.65342572031539,8.59396847146176,8.64888487478473,8.4354180672317,8.43088710418982,8.42003095885322,8.32357774476236,8.44851525231038,8.48940895258204,8.51126074136243,8.57827380608006,8.54487365728382,8.52133296298983,8.41874845837768,8.3253684955616,8.24881181121428,8.39290720603932,8.43933780746188,8.56037136229067,8.58429230088175,8.46276271361224,8.42277838394213,8.57999636129349,8.50501461421528,8.39198954789082,8.66691186931464,8.43234700922261,8.5816030012002
yobV,4.32779156264014,3.89624219109433,3.57966625848388,3.49858021518823,3.96035514828535,3.59805391653128,3.79071121585098,3.67881378644628,4.43335616323618,3.71850511412031,3.53280368562935,3.6202961366927,3.76483304395863,3.65836235853298,3.634094326715,3.76346364495754,4.01019711691988,3.88319093178631,3.52100851839189,3.48362820851443,3.43057034246967,3.5017559433477,3.59387684459739,3.6632549774175,3.42699987662473,3.26349118461566,3.53860358356539,3.73094456923458,3.43231029064414,3.99312388722913
ydeM,4.15135746045519,4.23755737506017,4.14322893222299,3.62321795761544,3.97955942902228,3.50679290462069,2.71963860167963,2.44959071333318,4.50242662102156,4.17763584509966,4.2808376063826,4.27468427056408,4.30967010439579,4.07429063532704,3.73229438787346,3.62955596681973,4.4190421505614,4.32041551785721,4.27764735549397,3.76640664228269,3.81618861834134,3.82927286455644,2.81314001675157,3.45638801679281,1.87874626596257,1.35119799773311,3.59149216373343,2.60942363253787,2.55108280648655,2.23349328836571
gmuA,1.73888720595486,2.07621077237473,2.09570504945472,2.36200045411776,2.93351940151303,3.45890209407216,3.465981711269,3.78986738708726,2.06996398140897,2.15846676803463,2.25884892245974,2.85083927105886,2.9750384609792,3.36900342665182,3.98463707462508,3.20564878424076,1.63420959374948,2.50253876225767,2.09090818907807,1.91132699089478,2.89536070022606,3.7714182276302,3.54394564747041,3.78211294369239,3.6195603673396,3.39256457605424,3.97525448086417,3.57592953694074,3.95915021082207,3.5016103283188
yhaI,4.9195833511155,4.5454089197368,4.77384995640218,4.43771531510329,4.81514064025483,5.06736059529629,5.61427890096799,5.64004324688427,4.79763449067946,4.95053201313122,5.02440366480951,4.8216550113619,4.85952012113537,4.8609073130178,4.78088111480228,5.42752897724203,5.20862155792073,5.24196240387773,5.04242262193842,5.21715744019125,4.86414771269924,4.83803929171736,5.5950552128196,5.11563019527009,5.67486457112451,6.58113473265177,5.12783124792135,5.6465900477557,5.62096713334641,5.89253944891808
sndA,0.420651069596795,-0.0292746098139755,-0.405150149291832,0.0269086878364276,0.669458954735651,-0.20238791175241,-0.4551789576089,0.0314931624286044,0.0286534904050133,-0.0488576867266329,-0.926429104403453,-0.663203209840094,0.349953253562205,0.86339942744532,0.22871606618616,-0.0880412806477192,0.20904070394203,-0.215490812981257,-0.360905335436494,-0.208445678119048,0.135424721918093,-0.0133721779182332,-0.801836544649606,0.630184054013064,0.0095449378015722,0.783762752191372,0.106419858505421,0.599481802589773,0.215752471050516,0.515874003901462
fbpA,5.27656711549083,6.15124331638168,2.06993187108382,2.83553704565843,2.3212125025827,2.78939753432414,1.88211179737792,2.25684485796006,6.18972497339984,4.47972465557143,4.29122323469563,3.79009374163207,3.23007093784434,2.47439915205247,2.18426942986219,2.82808738781733,6.48361086535464,6.08709050539711,3.41098930270309,3.02360976357426,3.06207125651322,2.41170245794125,2.22682670175052,2.57533096307514,1.30780236930009,0.460416211895314,2.61114653598249,1.45956197460437,2.01425194117403,1.61649252643956
spo0M,8.80185520702174,7.44708011518929,7.43057337426368,7.72187403818534,7.99807490213996,8.11869464878732,8.49698247279983,8.64442756746439,8.62857170073386,7.66806861367572,7.95133599484481,8.4279244943881,8.44841166766201,8.14628594027567,8.22525776199219,8.60395663615251,9.03734121527226,7.59308355525386,7.96312731502939,8.20097074009097,8.16974569095451,8.14307442970278,8.58441386421512,8.27296475877897,8.90820028222425,9.47884789576548,8.67777075366944,9.36860661835387,8.75952678787013,9.39008736232751
plsC,7.19447320899527,7.1356844213665,7.34987773000574,7.66923425403473,7.68366794843269,6.95891349789215,7.2555515585096,7.39132061194766,6.71228854675847,7.08303578235705,7.56611597860777,7.94948287847528,7.67648474646574,7.11718965249882,6.9950515458936,7.28194431160264,6.95736986813138,7.31028193960453,7.43143484659905,7.80307897487307,7.49398443052592,7.04862954828299,7.30650200846039,6.98210724867414,7.15682835788415,7.63686946008893,7.12898027342349,7.60042915389952,7.35648795499637,7.6901980576345
ytbQ,1.65551073112277,1.85121060902642,1.6151550098676,1.83532488440698,1.50692870539446,1.67897255248528,1.81507561178264,2.30749873240371,1.91210656888455,2.09930605634112,2.12590970643165,1.98528461464309,1.89936748912976,2.04052677524856,1.43968923158371,1.7126172507228,1.63420959374948,1.99830993755306,2.02748162718093,1.3507581705839,1.67222634403901,2.11876551419091,2.19019686452822,1.1058048362045,1.52420348946341,2.44755848738571,1.65961114383998,1.99469728595414,1.76279055540871,2.43403798408028
yorO,0.315933536024869,-0.912645077319409,-0.405150149291832,-0.471203120107628,-1.06500147734553,-0.727355678832359,-1.34118487121056,-1.56102954154762,-0.47929901159906,-1.07875848293552,-0.803464623846472,-1.15643023842949,-0.70887872544232,-0.352856017758595,-1.56102954154762,-1.05730060400494,0.392907197675644,-1.35422996275248,-0.4304533726892,-0.299004332749782,-0.554935926660704,-0.491260407663623,-1.56102954154762,0.316781911403987,-1.56102954154762,-1.56102954154762,-0.847197883182902,-1.33016665145244,-1.13164541748892,-0.62013638997659
alfA,6.81997277525592,7.41519797460556,7.39889936745781,7.30140314802317,7.41465637094368,7.37204490007722,6.35283732421193,5.8596205331414,6.98346061128751,7.49346645660928,7.1319743094005,7.52181634277201,7.55164583654007,7.63401207750983,7.37936942605785,7.71162993636236,7.11839947294879,7.67648885817523,7.56586531202891,7.63057663192402,7.64422599717609,7.32150117637593,6.47859006553699,7.29412310596862,5.80462019101261,5.05816275851671,7.42584255372159,6.38980062845738,6.57391076388794,5.81677974142173
yfiQ,3.17362768487266,3.36996438151608,2.92682274154764,2.63301221425246,2.10507641292513,2.44064541728934,3.27133229070044,2.73511954001519,3.3257293084773,3.29946131024468,3.57874600619576,2.17247728777506,2.63817964761815,2.40552571312869,2.68233763804875,2.7467131750326,3.47878835167558,3.18812991913358,2.88267736160313,3.04217318880258,2.17510861045298,2.44908694509062,2.76413729725966,2.5606255312541,2.76889969916939,3.59597035523409,2.66148619186887,2.63696667989843,2.9135906556647,2.86279657898247
nasE,4.02417694198095,4.04930870550282,4.57290126075445,4.19489312930853,4.07787612506439,4.21138820039133,4.67551860556346,4.88895776281006,3.8496009349247,3.79972232710896,3.83683585993804,3.79009374163207,4.04589449677049,4.16934862812874,4.03314961596985,4.47604384357336,4.22663476984369,3.68651893720608,4.22490205346189,4.27801314776038,4.0947460181658,4.15377074968446,4.5338370407115,4.36790530452006,5.10963744121966,5.42378847235259,4.26081851957227,5.0486650054553,4.90708600163267,5.24111054045674
ribU,5.22448070696785,5.67543220246244,5.56720579891836,5.60327193970148,5.62319658086092,6.05315568123473,6.32900822565003,6.44319001052664,5.09463230759612,5.92567525302015,5.80853330189668,5.72195447694557,5.80151599334548,6.02801502188422,5.79378486047084,6.08291542619747,5.41608795589035,6.20312286722243,5.84202300996741,5.88258669743123,5.8481405767996,5.80564492727203,6.26294953395594,6.00646070088119,6.24143450587878,6.61409081743237,6.12978981659274,6.48001300397323,6.43585286829281,6.43502904577078
yhjQ,-0.150086052428723,-0.912645077319409,-0.0825887413636946,-0.098757321569825,-1.56102954154762,0.247601715970455,-0.831209019065148,1.14899906828059,0.829357218593882,0.0791371791246265,-0.926429104403453,-0.113972453768668,-0.456510609837849,-0.496118273370227,-1.10829613774294,0.0662822184581855,0.0429600788238611,-0.0503203009984466,0.0499183360455219,-0.0427819738122007,0.135424721918093,-1.56102954154762,-0.306987530492294,-0.784185243394904,0.623699320188135,0.895214077015863,-0.543644140633246,0.707346804654351,0.354785261875379,1.03791678573103
cydB,2.13746250215631,1.59985326524217,6.72366277236479,4.94322841924886,3.08305951460922,3.88883241905352,4.02627371115415,4.19155206645498,2.60664276881091,2.21529673497975,5.67743103608211,3.51346912376556,2.76769990859406,3.54399730420605,3.11565490552736,2.56874866068816,2.02796856745363,2.75782118379889,6.41673427576789,5.49830905104443,4.28661953929483,4.66878310448569,4.15581044040549,3.6632549774175,3.45062994709482,3.65258493793825,2.73854551222186,2.17461195268645,3.12749148037011,2.83155100354306
bglH,5.69802879721256,4.313936774496,4.73132272439272,5.81735755407725,6.60282960532217,6.90886685661165,7.43602620282645,7.6844959047305,4.75984753479174,5.29506294889756,4.77345360059945,6.21854293357243,6.71545778424427,6.83613287387226,7.8818975487782,7.7300313762679,4.72700744654635,5.05513398969558,4.75193448851062,5.62992819629302,6.68524397332211,7.12665132287996,7.62223745424725,7.61331422522629,8.49657249470799,8.36470534094482,8.20396418013855,8.5594628214924,8.18253706238861,8.69905740169849
gpsA,8.64107661949398,9.08086337543107,9.0783955261904,8.96408913966794,9.00787547120157,8.89626598349584,8.55098402262439,8.37175338572884,8.93376896091503,9.0818408108927,9.12351616034296,9.00312156874313,9.0264142448678,8.97161760584975,8.87882018322608,8.79499968171681,8.58184465625753,8.89398145949698,9.00084669862177,8.91687820675449,8.92610707038255,8.87491830102584,8.64656976812356,8.87385077150882,8.30335864585168,7.61905004212628,8.7507941264983,8.3536091081338,8.51636818843801,8.10709204064447
ycnD,5.5870911831607,5.3702740874737,5.2082356006699,4.93723777660088,4.85381411558957,4.86174903099177,4.6045110661328,4.55341966775685,5.92443847992363,5.76126833458947,5.31815245015005,4.93809816786212,4.77782055404889,4.72820207577409,4.78306490506439,4.69101611078612,6.33990258718596,5.91917162834645,5.19598943437122,5.27911639825218,4.93212317665179,4.9090683371396,4.94450466927247,4.6646064195171,4.67689130122777,4.84913131629899,4.81962821990612,4.99113391473753,4.79249574248133,5.00944850402459
khtU,7.28018209173672,6.40802145496376,5.38585899731074,5.57268295236043,5.64340628548917,5.79664775104878,6.33400518268851,6.54036697861709,7.13097170865625,5.85701741875401,5.13232054173353,5.29865236347393,5.59362062857705,5.72905077094498,5.75426065443119,5.75618919782983,7.84399421440012,6.24942228276694,5.32557145217484,5.35902908780653,5.40134700253773,5.72284919193264,6.14588922835441,5.59485858341089,6.63560739950212,7.10332299774045,5.71529176050291,6.55682622606376,6.19800397989844,6.66180478981715
yazA,4.8540884507947,4.60742200245998,4.72100970402179,4.79652408928613,4.68079580787157,4.55186685283905,3.66310375956841,2.33217398032278,4.93425334197276,5.18021143621582,5.31984428550837,5.11445941164838,4.98024923665802,4.7017730322919,4.3630276361594,4.35396669442968,5.27334954977274,5.17052607679423,5.02466610904022,4.58384723257546,4.81244122028895,4.64212888589369,3.42287859360686,4.4258514702525,2.53960194475887,2.23095102345865,4.35253728607788,2.66399372808114,3.50875450436565,2.49513583680041
yabP,6.67534558273586,6.2017443319957,6.81231147846829,7.16195405471388,7.2635593244327,6.78671112113956,6.17934753221571,5.29568790885461,6.32661943175346,6.14630935313786,6.2732442740869,7.09189501260228,7.073776565515,6.86756581313914,6.92805258497608,6.8278247852959,6.04469919507905,6.02711046139115,6.33984003980397,6.52045972683399,7.07396663099246,6.95752397389283,5.91285275813887,6.71542731991859,5.2862569182656,4.47604467989031,6.71480875081965,5.85444890158158,5.73673980530735,5.11702442017074
ydcI,7.20855780642261,7.60694290055114,7.39013893349832,7.27393717535704,7.26029142434003,7.12812836454777,6.42486341215136,6.06126305030626,7.21825225250654,7.58829005308038,7.12279664385005,7.27165861458697,7.32558626397163,7.40745428049936,7.29542361833345,7.26344615654064,7.11415171813128,7.60164444122411,7.29028948858053,7.06813836945198,7.34187747476276,7.34110570046317,6.61005945289754,7.05080052131863,6.17632432879858,5.53121773344802,7.13255372326389,6.52031796996669,6.74089028737055,6.29601091524893
yoaT,2.97013151533714,3.3428770224482,3.1150132955839,3.44329254610453,3.25051732369139,3.45192890373501,3.27964396442448,3.49434818376226,2.98317565440306,2.80231125509447,3.31936934022709,3.60736740993836,3.4415530300383,3.32705513317733,3.59485334743341,3.56196458235892,2.80749597611619,3.28408477108993,3.28104499418895,3.2639907028669,3.01540487582883,3.2567298698257,3.81448956742939,3.63545747820127,3.53066428818217,3.30444988713688,3.53860358356539,3.94439715726339,3.58135117679936,3.62519680295366
zur,6.94264719196871,6.84888427519612,6.90268720740028,6.63138707041556,6.76379673105798,6.93847918992511,7.44759902525373,7.54038767844242,7.07322101173825,7.36632102108726,7.62443593498027,7.17090950310054,6.94275839385251,6.90903115639769,6.78501950378123,7.07514357821806,7.46787508612677,7.42742045376415,7.29130243982894,7.09004942246262,6.92307115613179,6.6693269726398,7.3559146381518,7.00401224597051,7.02546009018919,7.98944907311277,6.91170784076222,7.34365622028515,7.42893035136955,7.6493437513747
mhqR,6.59324259468814,7.55968916254567,6.88709013507028,6.58679921298011,6.62738890119013,7.04426286447657,6.91160779723576,6.86177381477214,7.0886812593987,7.31117271181724,6.99096310369916,6.72681074834852,6.74669311827953,6.78281982436087,6.6256208419402,6.86510841348925,7.20482968031405,7.58368610269573,7.31473828673401,7.13452064950412,6.72928435169419,6.59854419486884,6.88176612377058,6.90852797726576,6.08277755535634,6.64631085515604,6.75651295549165,6.7354608013658,6.76056439290699,6.56657304980016
nrdE,8.82459761081361,9.49681946972747,9.84235464987964,9.91751634411693,9.87575098672846,9.73066711261493,9.66114409704428,9.54684126036656,9.25646501186094,9.19039411226058,9.38284875078065,9.5251998909468,9.70580189879548,9.73693411286658,9.72792908813175,9.4437136374502,8.43081121712214,9.12351780990886,9.50846022069095,9.60326429125198,9.72492276646038,9.79304140246257,9.70766568154547,9.73156041030009,9.16995166149286,8.51268140235028,9.49389012854349,9.0424932546952,9.38067892711286,8.96351805119032
corA,2.00899470282505,1.43862445139293,3.66391414162064,2.50925498433195,1.82267255030693,1.7714964434845,1.42329439540567,1.44888512344033,1.61518607539005,1.97316812075675,3.94603154762209,2.36911480547737,1.58005123491746,1.47590837469252,0.878213408003893,1.63251126229552,1.74655445821676,1.65972665446746,4.21069513352661,3.13156799844398,2.24611912317506,2.02284744463339,0.98686570942631,1.89673621684966,1.14309942357257,1.87081990691967,1.71786221714519,1.90691834200437,2.19168787497237,1.78906643820115
sdhC,6.61133247474644,5.67452716618896,5.35016837306379,6.13863855137037,6.80833422703011,7.26918712364425,7.61336464209521,7.94513590700676,6.08826245167205,6.14448148819057,5.38270668899711,6.16219367953236,6.8221935524299,7.28851745558508,7.85956610354394,7.94509922931235,5.97433682920238,5.57954148705803,5.50159991003725,6.35213053509048,6.8796897190139,7.32945851635607,7.73739153900199,7.56624016923573,8.68109066302918,8.7675958566938,8.20947323579628,8.89559030151695,8.24056974518891,8.92309705985507
ptpZ,3.21304141234858,3.55836876568944,2.69356838376413,2.82692264501991,2.7813327335977,2.95637879590473,3.08471798341084,2.75350539530143,2.37368883840616,2.2699726653431,2.91610032585321,2.89406560251508,2.59228666251195,2.540133883487,2.71014712517738,2.47997889924866,2.08250477303431,2.50253876225767,2.59833554129195,2.61613872910149,2.94600595620571,2.88161305079538,2.96179577787233,2.9013290908047,2.87775641044643,3.48454445175025,2.63149365811127,3.25001582783908,3.21223110288101,3.22931368124585
prfA,9.07700926732894,9.4288996113421,9.36949949302243,9.42214000470433,9.34931746276394,9.39515692330748,9.24945189041674,9.2497736341822,9.15990507546289,9.53123151457379,9.55388341250071,9.56182195069187,9.5938095888258,9.57205428596899,9.43932177938433,9.69059952228609,9.36737790740275,9.64177383114592,9.60917502912437,9.52376036521603,9.64348820010142,9.3895996962102,9.48776521923803,9.35932501653009,9.45338084470326,9.33212984311564,9.48124577454967,9.49204203278825,9.5220171713896,9.38673239228378
yaaK,7.76512429152818,7.81035225635343,7.93339420983708,7.76873026427707,7.61061397022182,7.69762617498391,6.84805697305425,6.43324494273852,8.01736749444326,8.5311054129335,8.52357809986817,8.32704517640926,8.17460450107117,7.82035491556026,7.39551660244391,7.66608225778163,8.30759283351285,8.55121108105252,8.30904030563429,7.80477868842931,7.94163187136649,7.69334790123761,6.92141523872231,7.47164562741582,6.20924669657213,5.46501754190464,7.38597851496269,6.53959994697065,6.92859755138106,6.14533449677671
yhjO,-1.10823263533349,-0.912645077319409,-0.821243788500025,-0.558797169830353,-1.06500147734553,-0.20238791175241,-0.34885523141686,-0.232295483410745,-1.2702339741813,-0.717944595667231,-0.926429104403453,-0.840801505455012,-1.26230750229599,-0.65519117734475,-1.56102954154762,-0.858983406938725,-0.614527379762268,-1.17339112001078,-1.27857105259021,-1.56102954154762,-0.331675086179167,-0.929181428340591,-0.533298387471833,-1.12093897507856,0.0095449378015722,-1.06739526943874,-0.964453526452984,-1.56102954154762,0.0618780693157286,-0.0554268348089879
bsrE,1.86795896820191,2.25151760333958,2.04368987713756,1.44287484500047,1.00551889910497,1.02542190747455,0.647294241232624,0.769966054687153,2.39460450144032,2.12918964195115,2.18651077487185,1.38199875643795,0.982748650308292,1.08093207878611,0.50757281562144,1.38119926570298,2.4738401223006,2.72400336270701,2.05318782659764,1.46523542687845,1.21015649442408,1.31077670784413,1.29354314536934,0.839583227545481,0.349058946184045,0.662975304319888,0.635849650881537,0.482895696442734,0.988200977417517,2.18487149080551
nagA,6.26263572812209,6.71356823398083,6.12545638687375,6.11140838602659,6.13947372070108,6.49263893997138,6.89547367269069,7.20432219667692,6.22445556017394,6.58207697009267,6.04578432613582,6.19136555624827,6.29607761429213,6.11455549429457,6.43185738512842,6.47620632442773,5.7280468099467,6.46862900808226,6.23634749867787,6.04671489846297,6.26770648745454,6.3362414183747,6.73133948462925,6.28777920485073,7.39580193965628,7.86918562654765,6.55089116432476,7.2520004808932,6.92790169627756,7.44193190706632
levE,0.579877640191127,0.268151915107626,1.48468451610814,2.59292789829132,1.23592494343083,1.13396793192082,1.3303350931005,0.840462986492003,0.361713890845691,1.3679438550917,2.04639324557854,2.56905963668996,1.86889555234606,1.41714038295517,1.60681044540823,1.51232055861871,-0.248648312929205,1.34070684122251,1.78823585873526,2.75765085295123,2.25762168645787,1.38980683108129,1.2585888797505,0.978826098377497,1.68263763313309,0.724632752395987,1.99412331280678,2.11709778633061,1.39499777729661,1.61649252643956
rsbT,7.01899337217593,6.90629182426444,6.8680548369994,6.65834294911745,6.77299836183706,6.52953869268315,6.213370404946,5.95405953980067,7.16712793998186,6.98736523168184,6.93189772713945,6.88828351753586,6.83111227706896,6.58233648358107,6.62440344869874,6.39901867538596,6.74641008513295,6.9964606959012,6.82382120736953,6.39518732436413,6.52016371912906,6.68334283004984,6.2227098671325,6.65094265683388,5.87196347197565,5.27201826053954,6.38253520522572,5.74321372693084,6.06508401959797,5.65216746834018
yhfR,6.73155851654991,6.38220022199334,5.89443083860464,5.7585533437829,5.76828910373624,6.03460570888203,6.45911407225366,6.70764693398554,6.83164714307362,6.64095559308412,6.41136367429256,6.28500428483294,6.22116111833912,6.07708397600876,5.8469429779489,6.11569567079813,7.37069314957027,6.87588356940325,6.39428183123764,5.99881288813381,6.03770037559174,6.08236949792724,6.43228947347197,5.87890698422197,6.61216550936545,6.93909018569564,6.10635737847821,6.68687414343131,6.42701562151355,6.57838542204793
tnrA,3.86626781606421,3.57009569612386,3.84956682634247,3.2246294790507,3.16363025031508,3.20887581436469,3.45134051182777,3.03478833401984,3.95192219505403,3.99494463022706,4.67906610435181,4.19626786196957,3.14361681757835,3.2505761915565,3.3575816895006,3.43547884930185,4.44840949853203,3.89336913911005,4.22772672597559,3.82117769650403,3.22913294835404,2.83530315989842,3.35003071773374,3.37467666210881,2.53960194475887,2.96449512777374,2.94773189295955,2.43211503860138,3.09810156082653,2.41308318584232
fadH,2.67787342378547,3.54654573131946,3.29264977128525,3.76524848343268,3.69973424965652,3.39489572624324,2.26360139175027,1.84153858444471,2.67662400792735,3.38864014904041,3.71869351405691,3.69144787138523,3.28879832269623,3.2505761915565,2.87482099132532,2.82087650333172,2.82038963029485,3.37405364924203,3.73465814983443,3.76640664228269,3.38409846781124,3.5252839059234,1.22276665358025,2.8658823213716,1.3836004535023,0.895214077015863,2.47139810156741,1.57797310470956,2.36620338474634,0.665129171693399
ilvB,9.12332176297017,6.07304469109558,4.40782983331822,3.55704526621076,3.28179667546065,2.91641019598455,2.45189248095144,2.92552228164159,6.78290208403099,4.62837260602625,3.74411703224147,2.90819128035321,2.9091818101125,2.45505423261319,2.79915467719553,2.36570079662388,7.97697429292154,4.74251902910658,3.87098851835966,3.32590639501049,3.08807531500254,2.69712057147291,2.73899730387681,2.61856873850593,1.90470613420495,1.95039737375335,2.79375367869126,2.47852661553881,2.57971735024693,2.68191348694548
yfmR,7.53590849719598,7.48525735665332,7.36706338405522,7.50883957325548,7.43160624741371,7.48181380842802,7.55977143849895,7.71940435344698,7.36721067400981,7.33220151487865,7.32502621603808,7.38710254776652,7.61699176349504,7.54989121022042,7.55704616648783,7.66909699507521,7.30455411993124,7.33569634044923,7.53369905457239,7.41070163114548,7.73574398259223,7.583115494595,7.72743989047163,7.44336735332718,7.88985271369705,7.86448545786191,7.54090494758834,7.77560267702685,7.65781485776268,7.83015649235024
yfhM,6.66294608004155,4.2952176651361,4.99539938557309,4.79431636188858,4.77540184491545,4.7496422955574,5.29771146980448,5.55350171957085,5.44473740524074,4.38691634774153,5.23451874783375,5.00698963664804,5.05490059092974,4.79895999347021,4.92034261494241,5.06362639660204,6.32188123193057,4.43284642575026,5.12504093955192,5.08239528942511,4.97804325871813,4.99794051135936,5.09574444507789,4.94211892118622,5.96742771949083,6.38624105594358,5.25130015375324,6.25631497435783,5.48755105799814,6.37173529452485
ymaG,-0.618625532465152,-0.0292746098139755,0.632095104332929,0.249513426540189,0.230556333866439,0.484718230656876,0.300422101252734,0.769966054687153,0.0286534904050133,0.0791371791246265,0.548346493229367,0.789600261996523,-0.309870380202236,0.205561657298749,-0.117275742995442,-0.388784734516915,-0.144757234647232,0.468423865245511,0.664405129329192,0.858599490988202,0.833475013973144,0.235140085694703,1.14833803322877,0.0897979402192023,0.0095449378015722,0.998669551549299,0.859331618091187,0.356053209696092,0.354785261875379,-0.62013638997659
yojN,5.28468291771144,5.51885531208066,5.49761972814109,5.48231686803784,5.43660776827655,5.60407974842024,5.25830104089101,5.31747806812477,5.30534691602044,5.63547261680841,5.12266054644749,5.34222299176462,5.55824983049944,5.56165995653995,5.56924981376946,5.45806154903361,4.8872405138766,5.3475273897757,5.2677347544196,5.36641394164562,5.51113673681013,5.47204399438292,5.38422635340938,5.50362523991403,5.06716682345887,4.86974640073114,5.30612464219908,5.28245236030259,5.28943649110276,5.27634658488288
alkA,4.9195833511155,3.61607282330427,3.90163436244245,3.35017386078005,3.18584750008797,3.55964670411255,2.26360139175027,1.84153858444471,4.64888972541273,3.82276480864675,4.2808376063826,4.05740155930464,3.53184696479385,3.77216100297493,3.369256960949,3.35788867570809,5.17889426970773,4.17780651267978,3.84178670622472,3.86354499603989,3.51446458077781,3.46572852976297,2.33144619481218,3.44041179391002,1.76996710425873,1.27080895398781,3.11602366819138,1.9514753107969,2.33294835487832,1.72249302360357
grpE,7.96123918295653,9.32451888120266,9.17127796863236,9.09683390404306,9.30955785588465,9.39322437048071,9.05556090381381,9.00894834567692,8.81175501832246,9.56228341622062,9.0975340281231,9.2972267064108,9.45579615175643,9.32639812413753,9.32153601979932,9.21976256479721,8.11418685849568,9.5325600430472,8.95129371012423,8.82092156535005,9.32960235053245,9.38267271256208,9.10745918843926,9.37438128188484,9.00756115867971,8.32803594033346,9.18345923742428,8.61613490267891,9.11738436413072,8.84310336432447
hemB,8.69749215964031,8.34048191382841,8.97587011272135,8.63582248539708,8.11810624974921,8.09818491015166,8.23457503828867,8.40919977935001,8.48693729345738,8.28806273253885,8.37858553395377,7.96582481872234,7.87800049729173,8.06414830769921,7.89659542415778,7.51193073596418,8.08342948918191,8.38826240116668,8.54035355559201,8.30311254253708,8.08955277722701,8.47016030026703,8.19496082254746,7.9925511655026,8.14630081333973,8.02549504944388,7.58949168835138,7.74665990436982,7.90022527287238,7.96044063523973
divIC,8.45476289610947,7.72507097186306,7.6648982968931,7.91459261062835,8.00551073613754,7.36324482287781,6.46459240744173,5.32056425447953,8.20111033017365,7.71531729974428,7.52600580967991,8.18995671426694,8.03018782384553,7.68653558766712,7.64071059792927,7.57043177167773,8.47399196675372,7.78011375903374,7.60359579466075,7.37910622922808,7.98206384157325,7.50945188977734,6.33077626596391,7.3646021982888,5.6935992954504,4.54175210970656,7.42292714165059,6.42346454905833,6.08893554731784,5.5187601285881
yneN,6.49223417118577,5.76148004488692,3.90528254358396,2.79194126956072,2.69101647708635,2.75581687873716,3.53008828760923,3.69792656851657,6.0566241303345,5.20848115487976,3.56168862323427,3.07399706332616,2.63817964761815,3.03950651103914,3.43183480664884,3.713720147664,6.05018268768947,4.99732488426919,3.88178858877043,3.30299827011393,2.91001309545305,2.93529136572572,3.55838890857442,3.62842360285756,4.72867588262649,4.47604467989031,3.7810111134247,5.36712167951556,4.03348603197967,5.41191078431674
