,Rep2@30min,Rep2@0min,Rep1@180min,Rep1@150min,Rep3@240min,Rep3@0min,Rep2@240min,Rep3@195min,Rep3@225min,Rep1@225min,Rep2@225min,Rep2@180min,Rep1@30min,Rep1@195min,Rep3@180min,Rep1@0min,Rep3@150min,Rep2@150min,Rep1@60min,Rep3@210min,Rep2@120min,Rep3@120min,Rep2@60min,Rep2@90min,Rep2@210min,Rep1@210min,Rep3@90min,Rep2@195min,Rep1@90min,Rep3@60min,Rep1@120min,Rep3@30min,Rep1@240min
yvgJ,7.44352801577101,7.54878876950954,7.22729168544846,7.34182435254292,8.24358912436429,7.38041636588224,8.2107205163364,7.96844192883034,8.36319162275405,7.84588574612452,7.99081100096609,7.63293911293646,7.46774901400873,7.24874365078435,7.76054772814188,7.624559831576,7.3849163731355,7.3919849192016,7.28920474919232,8.00944573474396,7.22259381485965,7.31926692262525,7.28012066580032,7.33273474311321,7.80263358150041,7.30357822969348,7.24674570125716,7.33951685304373,7.18873979493399,7.37212734638954,7.23066871413781,7.74395958850073,7.56864604993526
acsA,3.69817769650732,3.9586448429639,4.20261044036101,3.70823620935902,3.14763692335487,4.37633836253695,3.66229278040438,3.38066337428319,3.75217236723342,4.62571207124132,4.47986293131077,3.72769437042086,4.21990968100212,4.42226435976693,3.57805121717432,4.06061127805329,4.06825478086596,4.11164848320076,3.14710807695391,4.23022031698242,3.92117879850857,3.33246749724093,3.54838081216235,3.46998148950916,4.04892877022229,4.33092627662638,3.26345302872695,3.93816250602005,3.07399706332616,3.38959951045985,3.56073133013498,3.6385233453683,3.85320056072652
zpaT,1.04449500007989,0.957176186346399,-0.486597653253999,-0.161551174418004,-0.953232027565581,-0.253738300858023,-1.56102954154762,-1.56102954154762,-1.56102954154762,-0.531597958645119,-1.56102954154762,-1.56102954154762,0.631943762189792,-0.323411225571729,-1.56102954154762,0.52237545870206,-1.00587027277194,-0.232618728403552,1.14496541663473,-1.56102954154762,-0.138379036752909,-0.0518585477913781,0.822241262976271,-0.39563037529957,-0.204906250654706,-0.964453526452984,0.0269086878364276,-0.179689284916894,0.593756559325985,-0.0259078048926544,-0.803867162341872,0.0171566317885363,-0.283827152486945
ysxD,4.03800619390839,4.37165062293468,3.45940606397562,3.74851988706774,4.44786161552051,3.77044655151925,4.54902959410177,4.41589973308411,5.45140501526607,4.51131206483009,4.49987641970262,4.36745972833854,4.25421562003149,3.91336936714417,4.48739942718504,3.8496009349247,3.7761031444961,3.24260498486879,3.77897368433064,4.81334146014683,3.48540868150136,3.58738940931009,3.86374329175213,3.48362820851443,4.35254485598607,4.12390611576525,3.61323301563584,4.14945421222481,3.47127756027001,3.1150132955839,3.77308426147771,4.13075045719224,5.02973586630853
yxiP,5.35675195280513,5.62525645305437,4.89835105150872,4.87553261162951,4.24665374696463,5.33355979159079,3.93380277042691,3.90124919196087,3.3245012710258,4.38705321419917,3.87549717761131,4.16998817679288,5.37674150404082,4.76426780718181,4.13563010945937,5.40920612348727,4.56485272588269,4.64481657722598,5.34996288634695,4.20954176255219,5.01069941511354,4.93475791858508,5.2497827892954,5.03452415892931,4.39747070974026,4.72575170140134,4.92719775946769,4.56865359743107,5.46196908306417,4.99710984217929,5.3129369706955,5.05408442339723,4.60187297457011
bacA,0.521886421464455,1.13283592844316,-0.183961068857878,-0.422709600229323,-0.953232027565581,1.16635503126026,-0.734379939695402,-0.38480162267982,0.136713096833692,-0.531597958645119,-0.0554268348089879,-0.533298387471833,-0.51942960774535,-0.45726172945133,-1.56102954154762,-0.334590005666416,-1.00587027277194,-1.37530609426829,0.45289446000717,-1.08175144721789,-1.02676186306502,-1.06500147734553,0.100107792604546,0.240503837483452,-0.306052018828949,-0.637906076453175,-0.974578409271241,-0.942758706925138,0.146516649012536,-0.921081358379598,-1.40395068301128,-0.0292746098139755,-1.56102954154762
tcyC,7.14548097877856,6.57821444088685,7.24680595391285,7.52691401895315,7.27113908775473,6.29168992533747,7.26894929342631,7.41316935592749,7.37492730900459,6.99160911102808,7.16085602103537,7.31609593431963,7.05606475367703,7.25209831058212,7.35329267167271,7.03015445167968,7.32463747431054,7.42480380519506,6.85288815888458,7.38949588192088,7.39492463021114,7.16564896874192,7.05530245926996,7.09394719157404,7.43400674330293,7.06450045310999,7.28419996133167,7.1319976567978,6.96292380276516,7.09465022292738,7.27600783447394,7.350089288736,7.2372472356843
ndk,8.08418756313679,6.60779925024668,8.66930575996338,8.42229210491858,7.46120948808173,6.66161121905712,8.18268217660361,8.62739425593752,8.97348509670668,9.42153346953812,9.22687711175998,8.68430564704737,8.11405874734059,8.91159482953696,8.4011984282945,6.47146559436732,8.3002413458591,8.4190692463825,7.88259981448119,8.84571024877787,8.45424771365199,7.97074412007303,8.20394804540719,8.43341696873083,9.04927268526952,8.97671532505274,7.77853602464762,8.63154457759923,8.01540066455137,7.9197064180459,8.23949890783156,7.04999966109688,8.27379914973277
B4U62_RS05580,5.24990581500076,4.37602385256559,5.3422394752496,5.50517397177184,6.52853333440851,3.94445749099595,6.48764572176408,6.23487964122432,6.49970793325961,5.80370563260916,6.17675505266273,6.22610637445766,4.89942448852288,5.88364259427999,5.96029679237396,4.29001807814081,5.62438011185018,5.26751937046725,5.13616650152696,5.91410903884316,5.60867487803868,5.25938984275641,5.48398792087801,5.33476385665946,6.04211818774309,5.53397432820152,4.89870820991183,5.75197540278673,5.0265459976318,4.9216650653999,5.33121352824262,5.13263077956479,6.89230177205885
ykfB,1.00748962994893,1.43064350300993,2.19742820801478,1.83139209427293,2.67267844192153,2.15780409089708,2.24190398054388,2.38029335782105,2.50139522316184,2.5954523776212,2.02832601158918,2.70044632243113,0.965863484727601,1.81778116930454,2.06633976394126,1.27512764406252,1.79372910428504,1.95516537913597,0.801807211499652,2.36360754457389,1.81919340946567,2.0576729053613,0.664405129329192,1.98992856237406,1.76279055540871,1.71786221714519,1.50898897623239,1.64120923397575,1.14013367540537,1.10786624736464,1.91436545214412,2.05411265729843,1.61021409572794
epsO,0.76298949820162,1.9596815381591,2.35839162657759,1.47590837469252,4.24665374696463,2.39047681029477,3.82458734065989,2.84207608285437,3.54561001354806,3.40223074773575,3.38807490127902,2.39720211516576,1.83493579547191,1.34143789916015,2.70736810755155,2.46550990404766,2.05532109800198,2.07160347581531,1.14496541663473,3.02703663495053,1.08661433718173,1.70453236809934,1.48247292186733,1.73997822544952,2.57971735024693,1.89661847170033,1.70975542419782,2.11374217358897,1.23284320471748,1.13297636161372,1.39996448260783,1.91390583053892,2.60136283406353
sigY,1.68338248444853,1.81257192728673,2.86660695385508,2.39541264967006,3.39902005496043,2.56054583135017,2.59479813267972,2.95759463801249,2.83069524902528,2.97581229255727,2.93807226348674,2.82513497530429,1.5556998499028,2.4522467574148,3.00675501570007,1.93370291621966,2.14452356624842,2.42427189959221,1.9092816007845,2.74035190281569,2.49964388617032,2.7813327335977,1.55623897469537,1.71705463934282,2.47690668566252,2.61114653598249,2.3500253577316,2.40468726301046,1.99854876743427,2.4455715455818,2.61081940750719,1.95025551403076,3.05313889753892
yhcJ,8.98185900584519,9.67691471042565,7.74689151020397,7.82789454669312,8.18625852998976,8.79405866954041,8.2886865606168,8.42218747088823,8.35681660556697,8.13440210729711,8.1677729444798,8.13408714476058,8.71168675652349,7.8120982215838,8.26000195240484,9.25572036629195,7.8700303843055,7.75373011323393,8.34775095968851,8.07163930461486,7.79984163815271,7.62542210565177,8.13132692509241,8.00228085189872,8.26914565866719,7.84698415898697,7.72458381835901,7.85657413498305,8.1589112301127,7.78609706733169,7.98050418890329,8.97482249705456,7.93323965473801
fnr,5.53959669195014,3.74535265440325,4.90638682359974,5.69234825906881,5.67086663733559,2.88727997374692,5.65571926268184,5.32671689178717,4.77091771949085,4.69940974612081,4.65963525832571,5.53424663064324,5.74929129763665,5.04672692317659,5.35978751206944,3.63787116743115,5.5898564236388,5.75181036938513,7.69588033678235,4.33893982410906,5.97549916455643,5.03912336847549,7.65591517460821,7.02853823783694,5.04439195610352,4.70669999157467,6.09086796274212,5.27275326273145,6.32042574066148,7.15985762202489,5.49730037476285,3.89001795823296,5.59177008106299
yomZ,0.412903627738805,0.427026971715068,0.279097743091767,0.0073305608763174,-0.953232027565581,0.853679897169105,-0.900948532432798,-0.555355678165031,-0.700285593493282,-0.800470843639892,-0.62013638997659,-0.111410594304617,1.09261437742542,0.205681483906013,0.364339221058788,0.361713890845691,0.824119142245286,0.587800295203218,-0.0082703273104606,-0.195794060047221,0.563811838358722,1.39695357201573,1.42456270200772,1.22640816785814,-0.306052018828949,1.08265728142241,0.800114343699988,1.43091310826476,0.593756559325985,1.79896031041634,-0.619759944287459,0.980733611363111,-0.51295802052406
yfnD,4.8245919932271,4.84999900609291,4.72518357495443,4.69354264385103,5.77978870347345,4.5747091107011,5.54261137080775,5.64004324688427,5.75825456778912,5.11627290347324,5.06423891734472,5.35969624436233,4.55596227552207,4.797709219399,5.56412658726889,4.75984753479174,4.8748432920863,4.80237303020663,4.8620432304326,5.4175045533053,4.8957778709651,4.7345373712486,4.95137042037119,5.08239528942511,5.2916018245048,4.79953808850207,5.03022520045286,5.0086389779024,4.74108664934982,4.74970239349561,4.82422036272939,4.87500977044042,4.99741240952493
yxiH,1.75210807147576,2.61372666717311,3.39803834306375,2.47439915205247,1.99240272814155,4.15135746045519,2.41144937516843,1.53643099317969,1.97597678441591,2.77971553743859,2.90843162387412,2.19019686452822,1.72181074327295,2.5601134794691,2.5236295840394,3.53800840167648,2.4823077453688,2.94404674170982,1.73764687054068,2.50607883754199,2.6292663791564,2.99772156606307,1.30126448702261,1.95116301128985,2.43049853967595,3.05707300232867,2.59292789829132,3.15732956056878,1.70689055037091,1.71830234656965,2.2101152942902,2.64065412538417,2.15061128906544
scpA,8.15807028811535,8.42989132249175,7.06492183865086,7.60550828088904,4.95274676209809,7.85097946731897,5.26865048043463,5.59232314676453,4.24308302944597,5.66175406035345,5.12348885456967,6.23062264783881,8.38142361180754,7.16401905436095,6.35382171263662,8.40394653099154,7.33414959954483,7.40947582155157,8.842815495953,5.32920688412459,7.69269803852805,7.40581042514123,8.1593367763214,7.56869993213596,6.02790139172291,6.99160244472056,7.56366162593595,7.07276995582512,8.31864184028241,7.79078879783852,7.85032376423669,7.67617323513445,6.63826613927048
yhdX,0.573438384129224,1.15336256688072,-0.117275742995442,1.13055063509687,0.815107289168333,0.638953200097676,0.832548630009197,-0.97228198695623,-0.164898002630525,1.11244455567486,1.78906643820115,1.22276665358025,1.3169218762777,2.00757586665678,0.0120047711170059,1.25239180284188,0.371025959428305,0.716015219947289,1.37067101909973,0.349058946184045,1.78780345953145,0.230556333866439,1.06899797312755,0.363694984430174,0.59814291917573,0.714253670258968,0.142500233875253,0.630184054013064,0.0980462143847435,0.975309241821465,0.161673984179919,1.00397552669472,2.64374855209333
ydjM,7.6661376073866,7.36492926217316,6.64676059823565,6.88754581195896,7.1945095424204,7.09447261652364,6.87926781460477,6.80009547107496,6.23951491513142,6.42281196619489,6.2568540675516,6.91931857806088,7.55805628565107,6.8915919990333,6.89682509605977,7.40248809785278,6.84109752428068,6.70475224910172,7.32713065717921,6.13442875598596,6.88526190536285,6.8163671992659,7.68703550602355,7.55704882494987,6.63572752175555,6.49715736288081,6.98838425956114,6.6237890697726,7.11034077072651,7.40824984512007,6.93496545879435,7.55231789498172,7.77141819662192
yjdI,4.34287105391447,4.24348647869035,4.33353197975903,4.94651451401547,2.71230599757632,3.83502923344094,2.96544692997154,3.33255654470505,2.61971225830742,3.65214747581414,3.14286131387995,3.99522050077467,4.42053588255481,4.29273689257821,4.08436203601191,4.26751752271384,4.87223393035428,5.03733940265376,4.50559080446896,3.10747810227321,5.19846641812013,5.12211524164021,4.36234186040369,4.70238261688645,3.5671211501449,3.91569240200067,4.76304810562236,4.31631466651076,4.9500954553338,4.33395867625337,5.17807585555669,4.40841506426634,3.93512100998552
lipL,7.11644855739457,6.58720091014916,7.04276531649846,7.15327165912214,7.71758776334919,6.0203302787603,7.6559477650708,7.67909584674315,8.04413083806774,7.65491316982731,7.62961022649757,7.61534649620957,7.04434958056922,7.45027942664924,7.45679090443229,6.38200016261521,7.09214067307291,7.00274857874632,6.9978488832073,7.61311272415875,7.1763750142875,6.9044124395745,7.00843723273943,7.08446284961705,7.63539963130386,7.25522615848712,6.86127124319041,7.16821876258267,7.00460782504491,6.86898923826884,7.15770627779687,6.69583672064729,8.07679463539012
gidB,7.59308355525386,7.31056382545726,8.20279940996128,8.17409677498593,7.39045003999035,7.85039374791785,7.33427409629824,7.72640216804336,6.81170353475812,7.46531792538804,7.31847728125885,7.90992462709835,7.56865920996045,7.976670329966,7.81862116071503,7.79697384916675,8.03834174713744,8.15796774293331,7.53732043667204,7.42131620230283,8.06193636580231,8.25147235645591,7.63372450036579,7.83270527580788,7.66993395907952,7.97233624766281,8.29185425505579,8.01934949955192,7.97235213073322,8.07191339692944,8.08195820912363,7.82286349023353,7.52915103274325
ydaT,0.573438384129224,1.02557913458587,1.5046491928772,1.26992155596881,1.25151092032644,0.878405696412618,1.68829136700366,0.447472907545263,0.998669551549299,1.71350529760691,1.50208173442338,1.29354314536934,1.15204454448026,1.5301159563769,0.425544288557738,1.29751073657881,1.47396192717995,1.13840819217551,2.43153119569538,1.30780236930009,1.58360746963324,1.82267255030693,2.49895443984397,2.00892759363909,1.48857162009051,1.37586390232873,2.11550768760411,1.46289817412998,2.07567039242498,2.43551481051441,1.58005123491746,0.448388377345741,1.52207280719624
yhfT,3.35208193740602,2.68595404885827,4.14943444075156,3.95541713427859,5.03708788414177,3.32070306563101,5.12971645344017,5.21174321316067,5.43535967769946,5.01232070412188,5.10073546137543,4.3958860712985,3.19029902538924,3.99572374498351,4.72505008960741,3.06373558753938,3.71334060851716,4.16504836140992,3.25007552837387,5.10684463484288,4.0753774196418,4.10144295631212,3.5928779235123,3.4211750255926,4.75532434501393,4.16287050681469,4.12282493462892,3.93816250602005,3.42781483772567,3.93770756860297,3.68399904054774,3.80986085593027,3.99091248735704
gbsB,4.06527154386028,4.34512914633575,3.50245258114103,3.6284526510339,4.01276463613689,4.11800474798315,3.87701402887505,3.52677725997724,3.71467859412499,3.46504761987189,3.44079190330731,3.35830896932925,3.39480399934851,3.62542302318023,3.57805121717432,4.01068098056388,3.68388385426386,3.90745477292109,3.708397320676,3.47110204784612,3.94982421697083,3.73782758571106,4.05400404282042,4.05851303827567,3.88651675371243,3.70624591630833,3.69124204046708,3.39139336766324,3.60736740993836,4.12769776901084,3.47734187578664,3.95108392613463,3.47700968160891
fni,8.2558945467912,8.14984514538565,8.20802228822771,8.17901680699392,8.55450300367567,8.23858351823497,8.6742307702249,8.10207810791611,8.55094782971618,8.68220780277819,8.61915844657214,8.25290348816061,8.20200062693977,8.20869065116073,8.11937959087456,7.97979827856467,8.15752077459154,8.15726201304789,7.81792615203673,8.42699929882127,8.16071075147811,8.11774515840124,8.0587591390103,8.2856909215393,8.3309837287637,8.23836658104497,8.24614506147414,8.21721100952992,7.7824435530136,8.3449672839605,7.89857654704985,8.37955598649989,8.55090042684285
ywcH,6.11236326379036,6.68693192245802,5.30321037636834,5.23439655411147,5.52827982087544,6.10198799040687,5.54261137080775,5.70761006602983,6.10397721809701,5.60186573507607,5.47393293028511,5.58097617829844,5.81051354271121,5.39633623052182,5.63709973648198,6.46776946383188,5.39639253528363,5.31216296816492,4.91224965237264,5.73035430767881,4.99360414171212,5.09302028178383,5.25117166832781,5.21715744019125,5.69808392601429,5.19088613934132,5.28574327749429,5.2081724656289,5.05221548581688,5.10415249304418,5.16402646374038,6.20488188956142,5.61503641880058
yugE,4.55648957322613,4.66044624323517,3.95395155862202,4.4118820793832,4.88933389148223,4.06244339213686,4.80722842979143,4.59988417945511,4.91011335018121,4.10093320789858,4.71204720985991,4.64289743678406,3.85888398087054,4.63043831933076,4.55743416524664,3.92342048989895,4.23188765744312,4.12710834038727,4.0718400262426,4.49233433781072,4.39735461860526,3.97955942902228,4.37258744606632,4.46160595766516,4.79249574248133,4.11670721444294,4.25070712987731,4.35943396548617,4.00578681758368,4.04081182581518,4.41360564764267,4.37314898503881,5.35718358439696
mobA,5.06417221264747,5.05345272095265,5.70673743725097,5.66419532984261,5.00951841720519,5.49115704278355,4.83399714683335,5.07953862275418,4.79626679457777,4.98042268859483,4.97053557044401,5.45540925218237,5.08811964122053,5.55902403962001,5.42680592998252,5.62811530001316,5.50312714540795,5.8020375225237,5.25941672980762,4.98437934231326,5.5075282666177,5.84184107688072,5.35687188649176,5.32342536653442,5.18381577531815,5.55543121459181,5.72880541764539,5.60026121944356,5.36416520632716,5.4053121260839,5.6029081956815,5.48930910979446,4.79289605917818
dnaE,8.71169714823487,8.93073649340585,8.96658225079109,9.01712200855922,9.3487334421915,9.1010080529608,9.42159142575984,9.62988922553008,9.63778293275229,9.10623341641693,9.3195250179869,9.44565293455433,8.65904534756877,8.808961460134,9.54171897706608,9.0989856268479,9.09253638308512,9.1724436190498,8.39204933977046,9.52181186993086,9.11764451720576,9.13624725870201,8.63674982466222,8.84623137930522,9.28855040928529,8.8668993118363,9.1301484164499,9.06082463338895,8.82503167084399,8.84629184042804,8.99438896297234,9.03264764218521,8.67132700675696
hisA,2.4891789242681,3.23577170227901,2.9231466892353,2.68000792214089,3.47009305570844,2.69189054370658,2.09471462344185,3.07919670184172,2.25204278004019,2.40032318907306,2.20938721174627,3.30791159087526,2.76472862138943,1.99481673115042,2.96613449764937,3.38963331067988,3.03314003926606,3.0693748820435,2.32773249107972,2.41869606722075,2.80417653074996,3.20772779067763,2.63284154051669,2.55281708343474,2.52186839707199,2.36605417891696,3.30746494858355,2.51558790335555,2.36911480547737,2.89047287077588,2.62911709863577,2.84752576911983,1.74611233309769
atpC,8.82901915781979,7.65359631336562,10.6161179792322,10.2493063419046,11.0402850884965,7.93034928177912,11.0921907397925,11.4527140692968,11.7941178873923,10.9616387378749,11.2925271216248,11.1751399663065,8.96272405718818,10.3921331040506,11.2409896910951,7.97177419627913,10.5060149372744,10.567001068636,9.33094038489471,11.3836982277799,10.3480919179904,10.3820187921138,9.70166552221739,10.2676060005938,11.0534135277173,10.5113733231466,10.4894889010898,10.7060039689946,9.77024226856006,10.0383614842232,9.96932231823591,8.55200078328765,10.3815744487324
yvfS,3.99138663277671,2.15554961660413,0.878213408003893,0.740952624576231,0.294822510592779,2.81226892247444,0.935016224612062,1.49332201564745,0.783762752191372,0.542366114002524,0.734339213019369,1.32767051812901,3.9199950803263,0.950205232054734,1.19626827587356,3.35270079561186,0.78025429079907,0.977148840517953,1.2622276000779,0.559783669204038,0.487711617650708,0.230556333866439,2.00130906783771,0.680462266125455,0.215752471050516,0.552938614878524,-0.558797169830353,0.933888658285368,-0.004071832822199,2.46547711762652,0.110497604058299,4.4618484381473,-1.12175606929242
feuB,9.37078382388136,8.00177118606904,8.1250929708112,8.26681147698684,8.18229546342583,7.74761627200863,8.33305162499061,8.52308801819612,8.51268140235028,8.1775351056069,8.4696757864724,8.42803694798134,8.4965940103894,7.94572089553763,8.41376104683033,8.59366818911362,8.3921310000547,8.49066100974139,7.22339024966956,8.69091437957496,8.16860370454641,8.16359540926969,7.31706106803216,8.09020657061348,8.38851065972775,8.14746395790448,8.39671432764944,8.18700946349173,8.21556385930892,7.3347389785073,8.03769830822,9.67432261161648,7.21105928193518
ycgR,4.36498241990599,4.94871859321972,5.11320140577943,4.97904537991213,6.33743686970527,4.75742700052798,6.37367546358573,5.97379660239756,6.58840848034858,5.82181951386374,5.96990943407297,5.51586285091121,4.01509107711387,5.17809611742822,5.68011732278477,4.62031865697044,5.29483075851888,4.91798381440256,3.27121535706427,6.08135558618211,4.56643459480754,4.77906003524726,3.88894397911552,4.27801314776038,5.57903397374669,5.19259892223171,4.40046209205308,5.16507566001601,4.19626786196957,3.9763733161392,4.53259172253661,4.76196949907671,5.71284075803137
guaB,11.2547015659394,10.6712881890181,10.5475651289944,10.7362094232218,10.9327373010598,9.95496189399956,10.9165054784995,10.9116455010417,10.9999431020782,10.8946418498745,10.9868587048009,10.8343058581976,11.2415574411875,10.7864584849752,10.7009453317058,10.470029094956,10.649662527079,10.5228024358942,11.2243521118935,10.9483294302055,10.7802096865896,10.4051359648239,11.1544492054785,10.8419620323298,11.0097728457093,10.6665902325604,10.5535469727579,10.5801627207797,10.8196078132986,10.7082997540524,10.7847221842337,10.5590144070407,10.9555745218002
xynB,2.52889292045771,1.97128953771695,1.75656657886922,1.81631002278487,0.489850172869988,1.98642554201116,0.884691957865587,0.447472907545263,-0.164898002630525,1.49008828467325,0.924031850265869,1.0698597734471,2.89219550193866,2.23074427554631,0.540675596865991,2.18248164549024,1.63038589218503,1.77061173961607,2.32773249107972,0.743615628168067,2.50929893537465,2.00865876043396,2.27694837632582,1.28992251490358,1.39499777729661,2.18517527902116,1.98220733863933,1.91996586042936,2.44858543572073,1.6676503133769,1.48278937874636,1.93219515113383,1.84630632230174
zpaV,1.58633883023846,1.97128953771695,1.46166915271748,1.51379786258125,1.19668505205651,1.73888720595486,0.832548630009197,0.254424085310227,0.998669551549299,0.654422152595364,0.800380493035063,0.98686570942631,1.83493579547191,1.12431792724651,0.300422101252734,1.0563248293832,1.23491549362995,1.41521657710567,1.9092816007845,0.492904569457989,1.63742924943531,1.23592494343083,1.55623897469537,1.51923856116247,1.73759852319182,0.635849650881537,1.76491433867433,1.33046952776184,2.0630996949796,1.68473268377141,1.37849336482252,1.45558270084221,1.84630632230174
wapA,7.97161124895069,8.72799372017226,9.6822971115303,8.51963508034161,8.16097325957525,10.1061753824428,9.04425839649209,7.93610953308435,7.31104009901427,8.69584625530558,8.97696703089464,8.37573133396629,7.91373975034966,9.3393159430847,8.63193045080299,9.02273513945977,8.879255215611,9.30865242131888,7.25601016762757,8.48774385902573,8.6019969535009,8.96516024810887,7.48701377717064,7.5182087055189,8.70472373807484,9.51688717863718,8.34259516415462,9.82425198627475,7.85624920754097,7.83377807483195,8.36335876836257,8.78052982325572,8.97954701541049
cccB,7.34360539241766,7.07702818642014,6.67936676133839,6.96438111705473,6.83936999706754,6.5199996705973,7.01778076928889,6.47677613589366,6.31286177986364,6.81899479614136,6.36855503375564,6.86370760287513,7.44193691052365,6.90869804362468,6.465503444216,6.87694213806537,6.44777733846081,6.72584859527915,8.49447384978841,5.90449184360261,7.3523088518342,6.61516151237135,8.33137157705591,7.71434931618696,6.82402273981777,6.71063102029582,7.16452038614509,6.50975587529907,7.8942243482861,7.54549167165091,7.42678774016326,6.45989419010053,7.52584979831313
thdF,8.3238712265186,8.04583947725401,8.73296033166519,8.75151214835797,8.55029294116922,8.42294513562043,8.6346536099389,8.54304276845489,8.20724210944629,8.4143095212432,8.31694486315374,8.65036701582558,8.40890230646998,8.53787712092562,8.59909888985003,8.46763562256861,8.73824509454941,8.76160190704492,8.49409928139853,8.43666798742688,8.65813613278789,8.8155608931847,8.34541927538466,8.43407604093875,8.60638841407071,8.57465813132337,8.88157062000528,8.66114111374949,8.6698098563552,8.63528001461095,8.73893682003397,8.43716583138906,8.21995265179217
fliY,7.2751978820229,6.9715272712726,9.50884076947842,8.81497097965982,7.15910023694383,8.06669598027595,7.53523236706585,7.86179038064045,7.0034713439256,8.02692381092115,7.74677427574709,8.32119312940281,7.7430619513203,8.68921252481916,8.50209717598741,7.7533616584018,8.75657738755546,9.19301876011157,7.83813629261466,7.84990770411809,8.9935109781433,9.65114800438394,7.94178290834874,8.45110708219814,8.20712114894143,9.02570026064099,9.58481850375888,9.25186442826263,8.56044376449257,9.16482462636902,8.73972642255123,7.87500577474298,7.32451943910238
rplE,9.94468223588975,9.09385576579525,12.3440369068168,11.422180033566,11.7038974591542,10.5709662292389,11.4835800447494,12.3836553288755,11.3128372544031,11.6645876065934,11.9318006599144,12.2201771708502,10.1155166052962,10.8938959018491,12.4108085177829,10.255067549075,11.7076728183085,12.0980542164036,9.52003367372185,12.1488670357832,11.2965189662696,12.3578063292684,9.96925417018873,11.0425120241161,11.7794471336323,11.6651361947734,12.0177342773634,12.1323379785134,10.348618873782,11.4579097568375,11.1091371968683,10.8277471881171,9.20549039529423
xhlB,4.14836172492078,3.02359767095582,6.25514344250839,5.72097496881606,7.1733684171916,3.95030015325932,7.37699515818245,6.59873278253776,7.20687154699891,6.84136535534717,7.60152181701118,6.6255745301647,3.94960654165506,6.41586735216563,6.26974219683143,3.28149784562634,5.98111766468661,6.61165480979279,4.09178140866508,7.29266927504956,7.0662198860726,6.98739209051766,4.92550718766122,6.59700526356772,7.35700500007962,6.6445925559045,6.23212994120635,7.35877013568557,5.38577869117651,5.29004488549859,5.74391135628965,4.72047880577424,6.07996800314748
yutH,1.50901685448649,2.82038963029485,2.22339108466233,1.87571475713486,2.35984825061272,2.93520465910636,2.78515049335253,2.03431805576444,2.29332317598455,2.03666194267537,1.97212734083583,2.03360231599879,1.76051310796079,2.08184809122403,2.45189248095144,2.79147317097187,1.72597609647594,2.58963052461192,2.24466855430681,2.75469641218874,1.78780345953145,2.12820659170148,1.91981594386742,1.62153440780414,2.11550773353771,1.89661847170033,2.25046846821158,2.1534844555039,1.77013015934082,2.45555866220109,1.94390158249866,2.95875962891547,2.3515142137132
yusV,9.04413811005032,9.52742501567243,8.7741625566516,8.75349299560446,9.70145544712381,9.15970853910671,9.70338934841792,9.64150460590213,10.3425451810289,9.55453326818758,9.69901017529319,9.36308919300486,8.61253192439724,9.09295834854675,9.48848375574427,9.10880838351245,8.92009395555231,8.72031095669673,8.37119241261353,9.62545587191097,8.75832330911917,8.66404936444656,8.015146343109,8.85741201251927,9.49302553675828,8.97845383962191,8.64616401645759,8.88237582151874,8.82619454690643,7.61592335480023,8.81220865189339,8.87809736074591,9.73707635146027
narH,-0.0503203009984466,1.41372718967686,1.11852627719653,-0.496118273370227,1.19668505205651,0.878405696412618,1.68829136700366,0.971894637897199,0.998669551549299,1.03174145230052,0.161126422510513,1.18603226164368,-0.42955666937674,0.522531220371994,0.9684509958734,0.859759049470829,0.948237693230573,1.53595665855559,0.722167442655552,1.52420348946341,0.526263442863807,0.604967865200998,0.729625912614552,-0.0427819738122007,0.59814291917573,0.418889837625032,1.25015019122958,0.978826098377497,0.593756559325985,0.0286301659555093,-0.381328172587563,0.378971817428895,0.627755352726845
yubF,6.78723676746278,6.38019030367936,6.88600222045795,7.04503310493876,7.11172931712954,5.84090082119877,7.08478979217918,7.21015811785181,7.39758257998614,7.29044881075576,7.3710365324371,7.27951251851984,6.64483979814205,7.27338536978744,7.29657279620891,6.31295068780864,7.11494490949775,6.84633174908649,6.71954094328841,6.97734262990206,6.98896496785995,6.84107640874829,6.78023262429272,7.1771371201816,7.28655801443648,7.21070155746279,6.63817340453468,7.07039726913018,6.68588789853303,6.41112538582845,6.85851198748174,6.68419325976079,7.52679377922068
albG,0.232242603892799,1.28941045783949,0.94214730125192,1.10595466257147,2.65244886595225,1.45641212352294,2.94102924932494,1.84153858444471,2.41051779060615,1.42837576329776,2.51494001238511,1.36100921826925,0.631943762189792,1.30054955696141,1.4820980157107,1.1576865238531,1.38889291204843,1.46473163723337,1.56579599915409,2.16312124584766,1.23364432193387,1.31868477474536,0.560688511951671,1.40913196635111,1.76279055540871,1.5569734781975,0.800114343699988,1.36473363630864,0.906796882908122,0.829328951094056,1.06569516882554,0.832823228483765,2.28165265084294
