,Rep2@30min,Rep2@0min,Rep1@180min,Rep1@150min,Rep3@240min,Rep3@0min,Rep2@240min,Rep3@195min,Rep3@225min,Rep1@225min,Rep2@225min,Rep2@180min,Rep1@30min,Rep1@195min,Rep3@180min,Rep1@0min,Rep3@150min,Rep2@150min,Rep1@60min,Rep3@210min,Rep2@120min,Rep3@120min,Rep2@60min,Rep2@90min,Rep2@210min,Rep1@210min,Rep3@90min,Rep2@195min,Rep1@90min,Rep3@60min,Rep1@120min,Rep3@30min,Rep1@240min
yxiI,0.806726468310529,3.02916180148155,3.58987231812316,2.53092460185273,3.1036119032322,4.05432845240084,3.11481952958577,2.89272068678103,2.05010145057255,3.18619455647428,2.86279657898247,2.78884670089465,1.64114471360918,2.85657582611206,2.61842193874409,3.57053891834358,2.69805149501822,3.07735535055678,1.49568008099249,2.82435451685662,2.39936378446149,3.10654250980023,1.9057747158567,1.78476078344925,2.8966201546968,3.59149216373343,2.63301221425246,3.25189995971029,1.67419989693293,2.2063047034722,1.88421197101028,2.68446971487899,2.85090613993319
yokF,6.97145760018958,6.78884798004616,5.81100949780281,6.10760331873086,3.2454204637874,6.85387512384511,3.82458734065989,2.90921470570136,2.23095102345865,4.2949606280659,3.37729633774116,4.19331244625801,7.22687764509515,6.27720111881552,4.53330682870677,6.75385646876642,5.75900616831413,5.91322233778543,6.76060582831995,3.58786466595117,6.48939534763556,6.25693358934969,6.77203203945416,6.26689985743801,4.240440981449,5.81317341345835,6.19662785583144,5.6020576114756,7.04871222000467,6.3701343157489,6.57090976685491,6.82298077181685,5.87136235985143
yclH,1.00748962994893,0.909703293319427,0.22871606618616,0.641775557296563,0.661625578931336,0.902714860157721,1.12040456544486,0.447472907545263,0.386042123437949,0.901533972183278,0.665129171693399,1.39359487588143,0.78995512866971,0.782170095503747,0.647294241232624,0.947299802337016,1.23491549362995,1.13840819217551,0.877279737143805,0.957140761971921,0.704934829885089,0.731190109612309,0.664405129329192,0.772278577476169,0.757019307590802,0.675584208488991,0.442317722005297,-0.0841566897782687,0.819803973413388,-0.0825887413636946,1.14413091626888,0.779946477544149,0.242796474739517
azoR1,8.03072722360789,7.46736283685799,7.64491921705233,8.01332013367413,7.65858801757535,7.14406523820293,7.55397109438874,6.88697494261019,6.83983909757599,7.58106242565137,7.36012943309814,7.39667467289161,8.02422331240436,8.00378918340172,6.95895502305338,7.44509212169816,7.57902564377222,7.48716056554364,8.19872171275154,7.0031047036772,8.24354720880221,8.0700165410799,8.09040071910745,8.1675423109113,7.51129279695948,7.70709719023067,8.08502639204083,7.40991625361335,8.3450050795884,8.00250727404114,8.21282919923415,7.52797253819115,8.56184212281114
yyaC,-0.616358139375095,1.02557913458587,-0.573333456576962,0.0073305608763174,-0.526911144284814,0.549407241990272,0.329404037097246,1.35568161431775,0.531143391400372,-0.109295431063658,-0.310325912774722,-0.306987530492294,-0.0488576867266329,-0.260872047300345,0.163408858460362,1.10789568458384,-0.0363021909084301,0.344992707779763,0.722167442655552,0.0095449378015722,-0.331675086179167,-0.159780506358395,0.448934037906044,-0.0427819738122007,-0.306052018828949,-0.543644140633246,0.249513426540189,-0.281999312253433,0.28286173066473,-0.334610007362832,-0.619759944287459,-0.344443449971752,-0.0861488139428991
ykwC,8.08723883928708,7.31541055596293,6.41997832854713,6.52666998516564,6.32630634743787,6.4397268719847,6.39405651521979,5.5846419833249,5.59451303916884,6.5063856216413,6.29027653601943,6.06601094788521,8.05227803237992,6.7733004271923,5.64677066054002,7.29465310658235,6.28074029015679,6.15203737945921,7.71271915995317,6.05406841705498,6.7318638875454,6.49907652498679,7.50225804893731,6.90657011267474,6.28317191984014,6.63957842838765,6.47683775283198,6.18725520345432,7.17054331521097,6.85018524920787,6.7981371657018,7.48551539204338,7.45620672004854
yqeY,12.3932114743478,12.1144651932612,11.8596240898612,12.1013763844775,12.2870309650439,11.6208846669413,12.0375669705804,12.2745494013567,12.019785189243,12.3743497518983,12.1147528728115,12.3288158824851,12.2307776870614,12.3387933767013,12.0635266248073,11.8432440628007,11.8277938889542,11.8659375209338,12.222616504029,11.650556524972,12.1951396927678,11.9926752968858,12.2414778678359,12.3048019859446,12.2386617015302,12.0859920139277,11.9034337806997,11.919288761106,12.1478000945959,11.9492512737447,12.115280892277,11.9362532869129,12.9335378129254
leuA,4.1008418471085,6.58672933102262,2.38163549495518,1.80106861469727,3.11843668545298,8.20827605747466,2.70040365862666,1.90870165207081,1.49966994193404,1.9514753107969,2.28052971616671,2.46009117017142,4.1668709620004,1.66508932104208,2.00750615135017,6.25979529910465,2.12711885705151,2.03928321608831,2.76532919476077,2.00411221928344,2.33566975318971,2.65960935027077,2.49895443984397,2.18630699496271,1.71195876339506,1.63965946693189,2.67201285567268,1.98749151718592,1.53548446043899,3.21834309025836,1.5987408056018,6.15189374321725,2.18928179327973
ykuQ,9.45619305471617,8.82664681972794,8.90261642183746,9.06983910688876,8.74685774233963,8.22704830722934,8.78627193902244,8.9446437412552,8.63689398654319,9.07117042666964,8.81017188347227,9.01400060337019,9.27959794697071,9.09127367554849,8.774017766959,8.88066860390874,8.9417221102958,8.86635662708813,9.26605785074799,8.71884772512876,9.03054484826469,8.86802931353498,9.40822048922635,9.21951117559866,9.02100349979692,8.98402777507715,8.97322528999134,8.81833457182834,9.11939990751629,9.09416398782347,8.97730585774846,9.43812772363018,8.88957849101886
ylbP,2.60518441618794,4.05997063541514,1.27567184251983,1.22494413461965,1.08035678263032,3.47862573373395,2.00333218734172,0.907674997126104,2.12060303638967,2.93201208648183,2.71653325150845,1.60315356510018,2.29655271514412,1.56506147836985,1.83776887273051,3.25886296283572,1.23491549362995,1.13840819217551,2.683591227186,2.20550941059418,0.231883129137394,1.10213974195551,2.07844399536407,1.80664134058398,1.85937741764389,1.42331696950367,1.14318601539075,1.69606374434405,1.88885537404636,1.71830234656965,1.78977505266349,2.21214414359967,1.98464726811494
sirA,2.72400336270701,3.23577170227901,1.87595268345829,2.35423621777933,1.66900355499652,2.39904649384418,1.90576766381858,2.14986763366391,1.42734308754335,2.01583219076751,2.00050030394055,2.0743730556692,2.79300698241559,2.06973189076342,2.1593590489481,2.86824835862155,2.19551225279977,1.84728865555837,3.10062540854501,1.76996710425873,2.07464065787087,2.15097177725466,2.41222088623622,1.93138249187046,2.01425194117403,1.94619447111808,2.33795002945085,1.94282738984977,2.4093972548313,1.86038949454194,2.2101152942902,2.69164466375915,2.29943774940928
glgC,0.890412946897385,0.492937150155534,2.3107493177895,2.41896702205954,1.13969308138115,1.62661228375435,1.59747043365026,2.14986763366391,1.06405352250769,1.50988750973579,1.42043454445035,2.08438822135519,1.81668694085982,1.8081866465844,1.9532546948607,1.68476393123447,1.58010574625214,1.22716517412432,0.91358525845956,0.68490304088417,1.81919340946567,1.95792066704971,1.24660865720389,1.68575460047582,1.9053494329832,1.37586390232873,2.00773826578363,2.57533096307514,1.29135321484731,2.39457182299137,1.78977505266349,2.22208870641125,1.30471705628835
yydA,5.32514477693714,5.90415606219153,3.67700104324453,4.50182794241046,1.95984757802917,5.72298732011675,2.56314871122679,1.44888512344033,1.87081990691967,2.77971553743859,2.61007736669464,2.54956543697056,5.47455740036994,4.37627408593004,2.59196793842676,5.54519567826862,4.06825478086596,4.64212888589369,5.74068671227902,2.11944986686802,4.80657996925547,4.42000787982778,5.41379042098552,4.68181164534945,3.05795982100117,3.7991123170541,4.9747650569326,3.7947346350615,5.34871129898009,4.74360181724968,4.89586709583858,4.61875844278226,3.95208615674505
rpsR,11.6206192270635,11.0018044248059,11.5088116032375,11.6444514345677,12.3523210448308,10.6866352113655,12.3165822842977,12.149569320722,12.531848319918,12.0271385623329,12.1865800455968,12.0570618493879,11.6234836393313,11.8702376031578,12.0279295442955,11.1131312862005,11.7580634496689,11.5873965441341,11.5377839979143,12.2688895898167,11.7290478035523,11.6066592922029,11.6794838730812,11.7692113999741,12.1188068317463,11.6602832144864,11.5894031986793,11.6867806699178,11.786317387789,11.3727792105766,11.8245601941353,11.4109824696929,12.3764638436669
