,Rep3@30min,Rep3@60min,Rep3@90min,Rep3@120min,Rep3@150min,Rep3@180min,Rep3@195min,Rep3@210min,Rep1@30min,Rep1@60min,Rep1@90min,Rep1@120min,Rep1@150min,Rep1@180min,Rep1@195min,Rep1@210min,Rep2@30min,Rep2@60min,Rep2@90min,Rep2@120min,Rep2@150min,Rep2@180min,Rep2@195min,Rep2@210min,Rep3@225min,Rep3@240min,Rep1@225min,Rep1@240min,Rep2@225min,Rep2@240min
nagB,5.7742092330552,5.25043730353785,5.50679352988681,5.29047946958114,5.49975001742589,6.00484464937033,6.35413070030078,6.55798567985304,5.77787087784485,5.26117882243445,5.44390154219052,5.40075816944285,5.36321461888988,5.52948024392547,5.3926932809107,5.78279527819417,5.54606264812121,5.40508258361128,5.20485181580662,5.40005010984815,5.57145064963157,5.91846213131755,5.52082069308323,6.19569339254867,6.99333016769564,6.4250099038096,6.344576610164,5.66562458310257,6.46333451026442,6.55657062305062
ydhK,2.97649250428035,5.69283683409279,4.8925294171105,4.7117499572705,4.7063488519263,4.6045110661328,4.7075363272918,4.09018697172229,4.15239168541951,6.281081526468,5.60324719542205,5.06501660176088,4.98580150273783,4.56942470515721,4.67910233459724,4.78598754053941,3.80447558707749,6.47970049173947,5.36825426369786,4.91588100080009,4.46488101042168,4.58763827109085,4.78967676147701,4.79249574248133,4.3447583646804,4.43607565854953,4.85703126704066,5.01096863530553,4.71633012411815,4.24433741480405
ykuC,6.91321386773023,6.65055788349293,6.51487755627557,6.59143200242713,6.81687702755776,7.27386958149841,7.31755054115005,7.38373908438577,6.58679594277451,6.36213226971015,6.57957439645671,6.74564529283878,6.68450136553919,6.72381171452976,6.80562257185955,6.75361517424041,6.66037097074261,6.66408374334665,6.75304910534852,6.52612054032548,6.61645516004144,7.21031530542084,6.75713826338344,7.26247394364262,7.81529398136581,7.83835329128012,7.31836142694765,7.35566622829351,7.53882077078604,7.80291750863609
xtmB,6.56862515001963,7.70600383128304,8.56107084495475,8.75671242006635,8.18564131348654,8.45997712680597,8.11295041498819,8.27813431721437,5.29341426329094,5.58759414638622,6.94590701620362,7.27455558846965,7.87778174675809,8.54533211692757,8.06724818182484,8.50709673040234,5.83322481527797,7.30974826937998,8.57021242761848,8.55877408306528,8.93067920618949,8.42656149173745,9.46883998499395,8.63523565812813,7.59001305435824,7.85891342081682,7.65827730991337,7.18558311702485,8.31729735477734,7.84629541408413
ywqM,2.500608355779,2.91239250981865,2.25046846821158,2.69101647708635,2.74444735501849,2.69499235379983,2.40376426814134,2.28672304827037,3.19029902538924,3.48535008314968,3.47127756027001,3.27724253782719,2.93865155863015,2.64440428676558,2.79166705392791,2.71966311151286,3.57712003231971,3.24803596538735,2.59114258328847,3.2751330016466,3.13965800050352,2.57819814954198,3.01356413708092,3.07817030005288,2.37250097006048,1.95984757802917,2.84020843132471,2.67132931573075,2.37023778363974,2.98945820906329
glpT,5.65905404270122,7.41306262317785,8.43335400300568,9.39100196995303,10.2406578445276,10.8406972830054,11.3038476673918,11.8237273091852,7.13182517066965,6.89094342311497,8.43708714336127,9.49235788056623,10.1747218676346,10.7911668954905,10.7759367841327,11.1310986323112,6.84606254690966,7.42898245492795,8.4314379436594,9.46917180911549,10.2592865110455,10.894379016261,10.633861162586,11.4292038809287,12.1440445309497,10.4599622768625,11.5612795261215,9.99535125287267,11.4836624141769,10.9743769961232
pgk,11.2696950463607,11.8436993816791,12.1132114327124,12.0163724786742,11.9927504400123,12.5813073492236,12.88177672888,12.6939977619426,11.2268947314219,10.8036132980387,11.1659808740328,11.4878789280888,11.8491607454205,11.7567679646302,11.3320684171159,11.6433968380491,10.9640704471301,11.1373074335179,11.6766828823672,11.6407494423193,12.1772531385469,12.3462242914922,11.9046480977354,12.23332693031,13.1933496542697,12.7019414828014,12.2431779103687,11.3898791527609,12.398618961335,12.8766202562144
ywhC,6.33658560731746,6.59629727061321,6.65347919378853,6.66938665228452,6.61863750308208,6.60762988231192,6.54696990248218,6.70188128701398,6.34958340369587,6.46127163460038,6.37357047049436,6.590301171728,6.74548748727624,6.60725119131283,6.71711977485219,6.60011652153496,6.53433124372302,6.55304191562342,6.88359307961487,6.66270915510996,6.55776908844285,6.77759684400431,6.55682674570669,6.70153291562483,6.70962265008086,6.57763636503199,6.60294637713938,6.74838359291927,6.7119962725478,6.68710124020573
yrdC,5.89023393743956,5.54399136573709,4.93923742270487,5.09888640399976,4.98280239452022,4.13104393411245,2.73511954001519,2.91654937073007,6.64095559308412,6.55403417958706,6.05438661176931,5.37523956600938,5.31975893087669,4.78524539474466,5.21294308464432,4.5867831442572,6.68986760188843,6.18058416860276,5.41885266765058,5.36724300770755,5.0000411811919,3.94113523697557,4.45794771026253,3.92049481991154,2.58688580581865,2.86075296232657,3.85340351194638,5.34010044813896,3.38807490127902,3.83124581530501
yybO,1.7448614691385,3.68952810554159,3.27616546376744,3.09484879127098,3.33551475910372,3.71918014205203,3.9418983403634,4.32938790698865,1.83493579547191,3.01966288989688,2.9901585450197,2.99633915044986,3.12155113003971,2.75533721117878,3.18894250591773,3.07203802875451,2.33342511490207,4.14048395591424,3.70947390072169,3.08161811014562,3.01224025452661,3.24679934863001,3.15732956056878,3.71642654431932,4.89007105545347,4.10497250888527,3.88820212872432,3.87708488575315,4.1783819973745,4.5080610743965
ydiM,2.06520402470651,2.57030364845813,2.3257727772154,2.86632653374176,2.74444735501849,2.26360139175027,0.769966054687153,2.28672304827037,2.76472862138943,1.08255500038252,2.26319476997974,2.3925544522815,2.65479373824713,3.11565490552736,2.08184809122403,2.2258896738735,2.44834067424963,1.70959359258753,1.51923856116247,2.35721506242456,2.90870184481106,1.5463201390924,2.61856873850593,1.60458454225414,0.224698229581499,1.08035678263032,1.81345060413937,-0.51295802052406,1.33388799474441,1.28466009393672
yjbI,6.28533769443254,5.92080365719109,5.68419363419398,5.83306952544166,6.04969568075338,6.35677085427224,6.51229988339065,6.54978314132268,6.13530726322029,5.78545434787827,5.82327052936995,6.01745564646655,6.00907155316287,5.96417448425591,6.19173622765487,6.03845596821435,6.46180567843137,6.15558586990032,5.97967929670842,5.77898351548691,5.78264419199258,6.34021064063529,5.89657994378776,6.38301447765734,6.9120142777593,6.95537907936611,6.59331239063478,6.87535573163184,6.67726614149648,6.84841850187379
ctsR,4.96806261235797,5.00902659119939,4.87592208188179,5.05429781842345,4.68670206705773,4.39860725368502,3.58952724223862,3.71067200221059,5.17842605003788,5.50374668684576,5.21447554109598,4.9423380981146,4.88820924434299,4.83661221770887,4.87633288465591,4.97300270327525,5.50682494064781,5.27184598383022,4.67884884387737,4.74253189404058,4.73838260978205,4.57583096960468,4.80535473279007,4.42928714519096,2.89914575823141,3.32426345797187,4.30357986979079,4.28228931898448,3.64330438402089,3.47089641230278
yvbX,7.36025596794731,7.99010695234564,8.20912712351411,8.18650201382982,7.78588225881516,7.13418404410757,6.6934327097412,6.85285913700859,7.80106686692492,8.26322938388882,8.82083753878888,8.40128140070318,8.09135356576432,7.99878205575723,8.0725706829505,8.00560048788802,7.47436618134348,8.03503680780687,8.15533722671634,8.44311432988337,7.84537440397165,7.32984215513836,7.74840256007921,7.36987126812974,6.1829790197165,7.06466490220539,7.35302858703665,8.03858715909474,6.89787647753438,6.9778301623756
mprF,7.84475186928868,7.65355535402457,8.04589292469687,8.03449410667342,8.22758614729053,8.7597913020953,8.97825395894474,9.14066679069466,7.27152618298815,6.96633070606257,7.41519409883811,7.73757948373662,8.06447944230143,8.14878399433487,8.18337608590068,8.24395256694416,7.18847943641498,7.31340930213217,7.90326221961574,7.89313658743678,8.08785213001545,8.56666224330258,8.10703755936568,8.65492273337702,9.59689374932323,9.3878804443869,8.94428750530683,8.32353675350228,9.08317530024246,9.33697969588203
yktA,5.77336410577535,5.52277412035838,5.23129400041817,5.41325792490451,5.34838394470176,5.43984396194083,5.33894400438416,5.05852058000341,6.1297745939507,6.35389881316978,6.13016172745527,5.73337833305891,5.25970376586005,5.01813942853936,5.48111616240606,5.36503031721448,6.29428192894753,6.24752447957113,5.43298929148556,5.4142522096806,5.13997028348528,5.48595267860131,5.34318478921475,5.58963208079969,5.63119877510662,5.08315764131207,5.50055221803552,5.56628715658725,5.41718236133894,5.26127309959629
yfhB,5.02974662791044,3.63053853661867,3.39748436572483,3.15239199094251,3.20340546797709,3.27682336478487,3.4906264740327,3.97643169440401,4.66029424084271,3.88946199182143,3.61599942169652,3.14361681757835,3.22989545319281,3.62759543211116,3.3511970882546,3.5350437771514,4.6354410258059,3.82323078606367,3.54570310580887,3.31784473525604,2.98992170630234,3.85600443139158,2.99180478640049,3.85956369270404,4.03979072009305,4.40012883006492,4.20120629546103,3.80421190300125,4.00717513921163,4.05446280648575
ywaD,1.38651983924418,1.05629559205248,0.529846118305122,0.790387893161893,1.58010574625214,1.08685182553817,2.09324937272031,1.87874626596257,1.41722286960432,1.61071561078351,0.906796882908122,0.982748650308292,1.29189513586749,0.667422480456368,1.14756061180944,1.51378265337153,2.44834067424963,1.0176948116479,1.7625432588582,0.704934829885089,1.01087498828016,1.22276665358025,1.18464491682765,1.29493113385719,2.12060303638967,1.74739333830977,1.66081025356689,1.93999150657434,1.78906643820115,1.95537451278138
