,BSU05640,BSU05460,BSU12560,BSU37790,BSU18760,BSU28400,BSU04100,BSU05420,BSU16470,BSU26720,BSU06860,BSU27120,BSU03480,BSU22440,BSU02450,BSU17080,BSU31410,BSU06540,BSU33970,BSU01730,BSU09060,BSU36420,BSU24100,BSU32420,BSU14240,BSU00370,BSU00470,BSU10880,BSU22120,BSU38510,BSU38700,BSU02220,BSU15880,BSU31530,BSU39770,BSU33230,BSU03170,BSU33660,BSU24520,BSU38530,BSU29110,BSU07010,BSU33950,BSU18740,BSU06700,BSU35490,BSU09380,BSU05700,BSU29030,BSU40870,BSU27000,BSU15090,BSU39660,BSU27520,BSU16810,BSU02680,BSU13340,BSU19050,BSU08250,BSU01640,BSU18460,BSU37620,BSU37310,BSU30400,BSU36110,BSU27890,BSU26630,BSU29740,BSU33670,BSU25100,BSU03960,BSU02320,BSU05330,BSU31070,BSU05290,BSU37780,BSU00980,BSU25810,BSU02970,BSU14480,BSU03510,BSU34170,BSU14730,BSU24020,BSU36300,BSU05150,BSU40320,BSU38880,BSU33520,BSU26840,BSU03500,BSU10830,BSU08100,BSU01810,BSU21780,BSU36020,BSU29400,BSU34200,BSU14380,BSU07820,BSU36660,BSU13450,BSU05240,BSU08410,BSU40010,BSU28550,BSU29100,BSU03620,BSU05370,BSU31680,BSU36600,BSU00620,BSU38500,BSU40540,BSU05170,BSU23450,BSU05060,BSU34480,BSU05970,BSU27080,BSU38520,BSU05180,BSU40410,BSU38600,BSU24220,BSU02500,BSU33990,BSU10420,BSU30020,BSU00830,BSU03470,BSU04730,BSU34750,BSU38220,BSU03490,BSU03520,BSU07220,BSU19200,BSU13310,BSU09560,BSU03560,BSU03080,BSU40350,BSU33010,BSU36440,BSU35030,BSU17450,BSU02370,BSU25840,BSU34720,BSU30260,BSU10840,BSU21700,BSU18420,BSU12370,BSU25490,BSU10150,BSU19410,BSU16170,BSU04160,BSU19540,BSU13480,BSU40130,BSU15670,BSU24250,BSU28410,BSU34380,BSU07590,BSU36650,BSU26870,BSU08370,BSU23100,BSU37290,BSU40670,BSU00010,BSU17850,BSU34630,BSU40800,BSU23120,BSU05850,BSU18850,BSU09480,BSU08730,BSU39430,BSU38310,BSU12000,BSU25760,BSU15320,BSU40340,BSU26350,BSU37550,BSU03890,BSU32140,BSU38450,BSU40330,BSU03880,BSU23520,BSU36160,BSU33080,BSU13760,BSU35910,BSU24610,BSU33790,BSU09990,BSU17590,BSU11490,BSU09520,BSU12510,BSU00560,BSU08190,BSU05130,BSU25250,BSU36640,BSU03750,BSU37650,BSU03850,BSU07390,BSU13870,BSU40050,BSU33680,BSU03290,BSU26430,BSU11500,BSU39990,BSU13670,BSU24770,BSU19120,BSU05270,BSU30150,BSU25200,BSU10560,BSU26670,BSU32560,BSU03230,BSU15330,BSU26580,BSU38540,BSU08990,BSU09430,BSU01690,BSU31210,BSU08810,BSU23590,BSU14140,BSU08340,BSU34180,BSU33221,BSU05670,BSU13150,BSU01540,BSU05320,BSU30460,BSU27170,BSU13920,BSU35200,BSU32870,BSU05050,BSU32920,BSU06140,BSU40710,BSU02740
Germ1_T40min,-0.203666181,0.055360258,-0.59668983,5.153834875,-0.132804636,0.700382343,2.130743595,-0.00841435,2.200541738,0.117749952,0.475137959,0.437732159,4.35526264,0.44002423,0.000455109,-0.173156527,-0.041167731,-0.335211583,0.230141536,0.231176675,-0.546695966,-0.987315035,1.538228375,-0.069650988,-0.018964344,-0.574136858,-0.544460713,-0.434926791,0.161299681,-0.420176129,0.984508154,0.42414435,-0.052966941,0.115441978,2.011266981,-0.407189017,0.105186585,-0.450088267,0.755138673,-0.652612086,2.692587838,0.020300025,-0.973684679,-0.061014636,-0.403130299,0.06565503,1.545702609,0.572970049,0.234504209,-0.443129782,0.113066249,-0.524542281,3.597881929,-0.092940823,0.098763067,-1.988463383,0.985198261,1.927901296,0.727623328,1.078097798,0.146549285,-0.164565281,0.004941655,-0.229232973,-0.276145525,0.699216854,-0.177714124,-0.041213306,-0.891576156,-0.086997103,-0.76238522,-0.263539533,-1.631146772,0.207745275,-0.566088289,5.464149594,0.682042723,0.162232748,-0.134822096,0.747830896,3.568545945,-0.57464726,-0.60504316,-0.425082612,-0.722295961,0.246474821,5.170211623,-0.867880506,0.623081218,-0.62428316,5.088562172,0.675886125,1.833129203,0.317173537,-0.333083109,-0.255609419,2.137820881,2.36246453,1.317337078,-0.689791064,1.086823312,0.347784911,0.093946847,-0.654558975,-0.416444192,1.130398641,1.185207901,0.793835685,-0.349505025,0.601909649,-0.4475329,0.288027295,-0.350835582,-0.556454003,0.308341227,1.217526713,0.245417078,1.349033455,0.296424028,0.298482136,-0.098023663,-0.323102618,-0.385342456,0.892909811,-0.342773429,-0.408525832,-0.268662776,-0.543697948,-0.423508529,3.520223713,-0.798887138,1.679834845,0.234964442,0.635710999,3.627230787,2.356248194,-0.614160868,-0.293223319,-0.566942006,0.709787252,-0.039993688,-0.447118281,1.463324032,0.224024941,-1.284811153,1.176593256,-0.659536471,0.410829789,-0.668867075,-0.392660121,1.102819901,0.251281934,0.160190073,-0.959868981,-0.648067681,1.133875755,1.01938608,2.220280998,-0.151185078,-0.983772173,0.282942056,0.501694685,0.198136703,0.408293905,-0.297169876,1.471179187,-0.270763017,1.146784497,-0.688146212,2.045663077,-0.275054074,0.06440759,-0.340753178,-0.925977877,0.156510976,-0.366356279,0.414366936,0.165548461,1.211774913,0.414508057,0.043238515,-0.187009985,0.691042165,0.682485326,0.416669112,-0.530532062,-0.939365864,-0.850206022,6.194785163,-0.290948806,0.078862197,1.168719315,-1.131921941,-1.132428793,5.56752629,1.008892675,0.473175748,0.18119784,-0.588973622,-0.570932408,2.489504367,-0.251605912,-0.208888519,2.287177424,0.295462193,3.03918145,-0.076879025,-0.446328536,0.319426826,3.142743126,0.666877568,0.002274301,0.062940574,-0.343333947,0.209618153,-1.029618274,-0.643406177,1.446793118,-1.058268085,-0.361575995,1.085225526,-0.377244278,2.040330763,-1.951994801,-0.42320164,2.375884755,0.254265657,0.436294961,-0.090065323,-0.157016415,0.252028954,-0.637133491,0.021903059,1.913032822,-0.281887654,-0.280112727,-0.608740397,0.294711186,0.226678812,2.685721377,0.370768271,-1.107027472,-1.763209654,1.558705215,-0.4176026,0.640985306,1.163204108,-0.635491122,0.318922023,1.556196478,-0.523734758,-0.583541188,2.458419957,-0.268521265,0.211467189,-0.294301539,0.52030318,0.078729541,0.84112216,0.965099674,0.135703423
Germ1_T70min,-0.641790578,0.062767768,-0.429440349,5.537625356,-0.30550316,0.27149974,-0.134527574,-0.905732082,1.270918024,-0.35458959,0.070556345,0.123947718,1.428880264,-0.706520694,-0.179972608,0.027565755,0.023488551,0.060086332,-0.076489474,-1.076373097,-0.886016882,0.2009732,-0.25437666,-0.531539544,0.505396364,0.166341241,-0.394393731,-0.314297795,0.356635423,-1.071227589,1.240433343,0.176789936,-0.477556884,0.027271829,2.016995908,-0.086771544,-0.58161258,-0.37100506,0.351170118,-0.867683716,2.406370152,0.301431396,-1.760834312,-0.924699737,-0.259993149,-0.556543689,1.130560014,-0.049357538,-0.477511331,-0.750916251,-0.078715134,-0.822692132,3.403105601,-0.200854431,-0.350530629,-0.631082633,1.38621255,0.328645596,0.562917688,0.75006274,-0.245675719,0.442324857,0.362672713,-0.115161714,-1.002034965,1.072376242,-0.222826492,-0.431788425,-0.422897129,-0.02861594,-0.022865172,0.0506908,-1.921681918,-0.801977472,-0.6093128,4.207375226,-0.442415929,-0.177734327,-0.218906623,0.236314237,1.203958953,-0.910641021,-0.816608465,0.018376357,-0.556373613,-0.561442233,4.5356411,-0.893335683,0.175889824,-0.285407186,1.539797573,0.515705114,2.401107997,0.275767305,-0.167749969,0.267161686,-1.687967169,1.857458589,0.695174477,-0.45950215,1.416027067,0.444439252,-0.073196326,-0.58250214,-0.738126645,0.398628964,1.349554875,0.111351776,-0.998417497,0.151678046,-0.043725035,-0.365953006,-0.67520375,-0.339329713,-0.468619874,1.545481244,-0.044806308,0.324534022,0.183791828,0.147094271,-0.844760883,-0.799350335,-0.407389531,0.875576047,-0.126740806,-0.389543155,-0.661326732,0.247268854,1.37112555,1.955451151,-0.246435667,2.045475168,-0.229853404,0.047077031,1.395660217,1.078991271,-0.167607629,0.145305744,-0.350225393,0.156938622,-0.274183189,-0.826582837,0.33517813,0.346156626,-1.404626268,0.262360242,-0.969470186,-0.122577472,0.015065529,-0.444426689,1.359557366,0.411689263,1.061592215,-0.617115156,0.04151985,-0.328212689,0.91428907,2.602511984,-0.279885705,0.221850894,-0.081186927,0.102144748,0.111048985,-0.064395529,-0.130872766,0.791694629,0.091244429,0.7669056,0.148744014,1.427599356,0.066462901,0.022237088,0.280352741,-1.042571456,-0.413118634,0.009938613,0.551917616,-0.334240494,0.226930358,-0.265166894,0.519523447,0.326237338,0.094302214,0.189873475,0.186328497,-0.740833196,-0.267384777,-0.749768351,5.431207891,-0.434101682,-0.314341613,0.624563684,-0.802299826,-0.599293892,4.535087962,0.69160866,0.042738719,-0.052018551,-0.712579934,-0.385061907,3.328962089,0.422117609,-0.482828437,1.46691742,0.126179251,3.131341235,-0.099381656,0.130940009,0.169525663,3.441771397,0.136060339,-0.830903913,0.276112571,-0.924973865,-0.415963882,-1.238477464,-0.396766977,1.357139737,0.818589351,-0.28137109,1.250033064,-0.591046306,1.93129308,-1.338558356,-0.554445251,3.780502564,0.461822411,0.237657412,-0.089155379,0.229363816,0.051722644,-0.915892627,-0.071866262,1.294498143,-0.333034839,-0.307925201,-0.544318374,-1.074866213,0.689617624,1.835013835,0.19328603,-0.962389447,1.228857129,1.285839985,-0.380976127,0.221433167,0.380573537,-0.205071712,0.308841808,1.177302716,-0.517080847,-0.777595874,0.727080377,-0.211785961,-0.07803867,-1.091193637,0.080038376,0.080206664,0.031597108,0.09096204,0.016235846
Germ1_T90min,0.613561964,0.023805007,-0.165248189,0.566634112,-0.441785596,0.160804699,1.285064605,0.55920112,0.324979209,-0.128816623,-0.223649384,-0.665535567,2.553128697,0.977308082,0.010752657,-0.121273279,0.576667705,-0.066933149,0.9288929,0.692792941,0.247241575,-0.290414711,-0.730694942,0.6761339,-0.299158057,-0.211994084,1.194190204,-0.421129506,0.336530683,1.566967045,-1.241262805,-0.515923062,1.615063027,-0.147948019,1.387161739,-0.172353371,0.104151874,0.797511542,0.188390006,1.348082,-0.954799247,-0.084229905,2.566643667,-0.309532224,1.723957036,-0.201414134,-1.152693248,-0.695643826,-0.135355739,0.12629518,-0.419934729,-0.187870603,3.654930045,0.7939442,0.249236318,2.879967532,-1.262579767,0.006916402,-0.284742436,0.012419034,-0.036042859,-0.596640155,0.186176391,-0.149965259,0.925957618,-0.351418361,-0.003668939,1.102895722,1.19068204,-0.523644117,1.490724628,-0.157027543,1.519084665,0.017709883,0.100919543,0.166373069,0.463925321,0.21693009,1.072125348,-0.392295014,1.15694444,0.897098047,0.254433247,-0.37638437,0.642364452,0.009423901,0.842978096,0.377131181,-0.20352826,-0.076641599,2.083434137,-0.173001041,-0.843476967,-0.558065806,0.954718836,-0.654773491,2.000756997,-0.594009823,-0.638487594,0.605496257,-1.109218573,-0.124937059,-0.197972903,0.096132319,-0.275461198,-0.280767074,-0.892626923,-0.984772964,0.045962593,-0.368652552,0.037391712,-0.15722611,1.142194852,-0.438169886,-0.148573981,-0.506224439,0.531469311,0.423838325,-1.182015959,0.639438009,1.108194125,-0.039441893,-0.180083782,-0.673082758,-0.392616735,0.747090604,0.046513082,0.240206624,-1.558469625,-1.153705025,-0.3919996,-1.024344289,0.040723659,-0.658956115,1.648364082,1.072600446,0.880010918,-0.239642212,0.361210661,-0.30876491,-0.327483095,-0.078573139,-0.760440976,-0.903694628,1.91490169,-0.49705883,1.943683414,0.043770571,-0.115083291,0.15743288,-0.162149033,-0.290982897,0.329295038,0.041472347,-0.137793959,-0.035163835,0.047555474,-1.201465326,0.987211377,-0.117214362,-0.328258354,0.390812495,-0.163481745,0.339188982,1.311414339,-0.630711752,-0.485001051,-0.145160088,-0.738203495,-0.348952172,-0.534624816,-0.077799027,-0.764225248,0.682664866,1.192518767,-0.261500109,-0.402516959,-0.77105682,0.677910126,0.175720579,0.33686839,0.269003173,-0.458522929,-0.650111184,-0.736680091,0.034732223,0.198537288,0.141605227,0.308219219,0.498642922,-0.542967959,-0.637834868,0.115124215,0.791818911,0.468406467,-0.754409256,0.684081457,-0.2538666,1.040361136,-0.004059009,-0.59823804,0.226900722,0.253150686,-0.281983507,-0.353786953,-1.280076425,0.512957113,0.935703186,-0.702727799,0.550128598,0.561162592,0.747115404,0.403416242,0.214362732,-0.634003655,2.408522811,0.257510194,-0.87057739,-0.441385129,-0.180121607,0.823725371,0.176067846,-1.298804949,1.810192256,1.234955767,-1.224484291,0.093413504,-0.485848985,-0.062696016,0.568177554,0.014712386,0.833540777,-0.346677128,0.034558988,0.11500759,-0.390387574,0.859564547,1.385321498,-0.971265489,-0.888252355,-0.172310245,0.140953128,1.395900449,-1.011138066,0.296226279,-0.259168554,-0.506667889,-0.098555733,-0.521593404,-1.075119909,-0.711985377,0.589842586,-1.01338086,-0.061416981,-0.590532259,1.160361029,-0.533978509,0.07067754,-0.49081674,-0.765027179,0.148187475
Germ1_T120min,0.268340791,0.014113927,-0.109903441,-0.330910823,-0.197478095,-0.619806186,-0.776459995,0.179588525,-0.38463355,-0.134932367,-0.257750537,0.066457692,0.104082812,-0.926102105,0.031625769,-0.700950356,-0.64830217,0.269079985,-0.233157124,0.917943616,-0.02364843,-0.867233807,1.327035273,-0.079062466,1.171539184,2.755573937,-0.36822176,-0.05343902,-0.855693985,-0.25726921,1.804759188,-0.192015606,-0.338226857,0.486462806,-1.242684126,0.059816261,-0.069590014,0.06858522,-0.565405511,-0.170246908,-0.115513718,-0.755117241,2.831672393,-0.447883448,1.121281893,-0.050305256,0.779676384,0.234966258,-0.115964321,-0.690040708,-0.140914503,-0.098012157,-1.445981051,-0.644551889,-0.587346717,0.955283476,0.198393552,-0.941419864,0.423583981,0.548337624,-0.043968438,0.088691787,0.087153791,-0.068240009,0.349004305,0.119543647,0.134911583,-0.240889191,0.309708905,0.520142512,-0.041290072,-0.183161625,-1.205420036,0.207101602,0.1096894,-0.429797476,-0.101625443,-0.270864369,-0.078237769,0.104897019,0.423358637,0.326537808,-0.371385887,0.065844197,-0.418618751,0.361325015,-0.572556571,0.212366523,0.04559735,-0.135859527,0.558928701,-0.390051195,-0.033027713,0.406402756,-0.598066394,0.397505805,-0.442248202,0.322773086,-0.2456165,-0.369985709,0.254777386,-0.112750757,0.103447878,-0.314326594,0.012807282,-0.392673994,-0.191808996,0.989447402,0.145611565,-0.504506453,-0.456416589,0.105841036,-0.140629391,0.66447143,-0.237553102,-0.108295562,0.727766413,-0.599443829,0.679928388,-1.302468809,-0.183618109,-0.167830781,0.525127279,0.531106543,0.074492642,-0.157339255,-0.354512669,-0.192622071,2.077070864,1.431999524,-0.549533424,0.995457,0.106868106,0.214172259,0.571485909,0.566795651,0.586502968,-0.019562767,-0.552233672,-0.132704861,0.03610287,-0.381148989,1.691792933,0.429800247,-0.337935226,-0.212616692,0.12963442,-0.309700559,0.036328945,-0.531496304,-0.932362684,-0.586827637,0.099406136,0.156370172,-0.278780025,0.970615935,-0.743730735,0.856905619,0.006979722,0.567274329,-0.179949108,-0.045488242,0.188137097,-0.313939242,-0.649546685,-0.758681678,-0.300460748,-1.025558547,-0.143003483,-1.628350554,-0.200229438,-0.051326079,1.000366362,0.200381289,-0.137028538,0.053001445,-0.818935063,-0.080714362,-0.42881458,-0.211631267,-0.979405624,-0.074893586,0.268486149,0.779835072,0.5145948,1.066461188,0.643433786,-0.003522581,-0.511872406,-0.390991524,0.30496093,0.496985965,0.650182288,0.278101969,-0.608850305,0.494912399,-0.649737758,0.607114013,-0.472937508,-0.17185065,0.073527796,0.25457132,0.341666016,-0.280600002,0.113688112,1.357464611,-0.052863962,-0.045867572,0.856040882,-0.554445499,0.34612141,-0.409437534,-0.071631705,0.177824105,0.746904611,0.161727713,-0.009142592,0.057874698,1.904435367,0.321176922,0.624465109,-0.223414476,1.103252958,0.037478855,-0.024621666,0.675739887,-0.008072903,0.780114846,-0.769685379,0.059873366,0.289108383,-0.015515339,0.091931742,-0.122408272,-0.128548362,-0.059401436,0.246986343,-0.710069723,0.907339086,0.236578948,0.116976415,-0.362523092,1.318537992,0.052787111,0.118292023,-0.368984259,0.000762914,0.431500429,0.202160819,0.984277233,0.139096183,-0.523921275,0.778716037,0.246811666,-0.057373287,0.107564045,-0.059733021,0.323907403,-0.097143168,-0.018470965,-0.173069548
Germ1_T150min,0.168225802,0.515340674,-0.405635299,-0.4671924,0.049781831,0.095899587,-0.915017046,0.558158853,-1.018279092,0.271195463,-0.684198579,0.826253247,-1.833464042,-0.776272214,0.218602198,-0.172224491,-0.510916356,0.706403112,-0.139981384,-0.144214101,-0.460568168,0.128511476,1.584593929,0.160319569,1.895277303,2.409785458,-0.403115439,-0.144075329,-0.380757872,-1.092871614,1.382827674,0.192680395,-0.341685029,0.866441252,-0.273318758,-0.156905251,-0.46195237,0.452567049,-0.206733877,-0.593750804,0.226110937,-0.334448017,2.092492507,0.130662745,0.330137315,0.034300777,0.717908758,0.907446096,0.299667181,-0.42130312,0.003000954,0.403290889,-0.959438424,-0.094297918,-0.290233973,0.035601893,0.164824912,-0.563532477,0.035680293,-0.740789234,0.26372307,0.05118826,-0.806202489,-0.250516522,-0.073496582,0.681677375,0.537339853,-0.020224244,0.511002644,0.766935386,-0.671363607,0.058287517,-0.557063679,0.084965024,0.46503801,-0.555926805,-0.249346163,-0.262126516,0.230355071,0.477932223,-1.916634258,0.288057498,-0.071455865,0.711980016,-0.398019028,0.25210735,-0.756934851,-0.056128632,0.003885353,-0.029519976,-1.669040746,-0.103392802,0.114008454,0.362799467,0.081671505,0.317883896,0.725814703,0.471279552,-0.156022897,0.215573731,0.035094539,0.694891005,-0.183027275,0.367569309,0.093970881,-0.169107399,0.183161247,0.344919228,-0.124000304,-0.220481081,0.153535863,0.108340092,-0.961683942,0.127241992,0.234699206,-0.159293915,-0.50088483,0.210605802,0.477590184,-0.453720333,-0.95605394,-0.090136558,0.647818356,0.356320804,0.370761101,-0.027398802,-0.406921477,-0.003891923,2.621492874,1.10306523,-0.418432597,0.752174794,-0.141199148,0.26589166,-1.661425554,-1.722401882,0.416877743,0.371463593,-0.032182958,0.010295149,0.091480704,-0.513228196,0.767025975,0.627240456,-0.447231636,-0.110435446,0.605502979,0.187543238,-0.381817315,-0.717670176,-0.068656976,-0.046208411,0.218635032,-0.025574716,0.289459975,0.293235389,-0.075033627,0.175600096,-0.075757025,0.648686369,0.252513839,0.449493857,0.558246723,-0.09620201,-0.198766631,-0.125216671,0.050874028,-0.747069038,-0.110996969,-0.985702923,-0.169008676,0.315010997,-0.009655476,0.145111846,-0.350885836,0.742163956,-0.444316984,0.33996905,-0.980792966,-0.019584646,-0.437914578,0.121920695,0.6468622,0.773930318,0.23332546,0.378451072,0.247474689,-0.088669891,-0.786290394,0.125233801,0.280101701,0.162426718,1.041045379,0.522689416,-0.989916274,1.312062478,0.277288329,0.60944569,-0.260538663,0.206351357,0.436397428,0.630362859,-0.843724581,-0.008735689,0.224253884,1.877961341,0.57748672,1.06602555,0.506114753,-1.782064827,0.399684952,-0.382609307,0.026435947,-0.0604812,0.675846099,0.175911375,0.238055145,0.170864168,1.447515869,0.64103227,-0.94176337,-0.023691568,1.155578379,0.788121497,0.319265333,1.468664893,0.810824331,0.619788896,-1.193092768,-0.047542508,-0.153616404,0.428220844,0.351134454,-0.757803586,0.39906837,-0.0251247,-0.264905247,0.021916161,0.837874934,0.6339207,-0.222973754,-0.339820948,1.337994509,0.458532595,0.6160761,0.074221443,-0.118903462,0.309703597,0.708146826,0.622662004,-0.001514801,-0.75252376,0.60798922,0.496700902,0.522045437,0.260651662,0.216992911,0.168433696,0.151241234,0.267582814,-0.330118634
DSM1_T-1.5,0.175193393,0.057306555,-0.017907056,-1.151912629,0.10183108,2.09269386,0.013353677,-0.154374586,-1.795892194,-0.047747,0.427107787,-1.103055834,0.826167845,-1.317922961,-0.047210975,-0.117324574,-0.508636396,0.887602053,-0.451636818,0.569004879,-0.692896204,4.62490722,0.120671376,0.423365467,0.431960063,-1.426018968,-0.117351867,0.423761647,-0.241477294,-1.844490195,0.825307724,0.616358786,0.422924208,-0.563716265,-1.352765566,-0.241963323,0.126767552,0.055708672,-0.232637828,-1.68679238,0.609096138,0.363511943,0.088555179,-0.235510572,0.379900073,0.584748217,1.455126756,-0.60695573,0.114213001,0.539262696,0.056201492,3.359882472,-1.956649483,0.028392326,0.061971497,0.713807124,0.770695085,0.010155971,0.533158479,-0.519117542,-0.096552925,2.777894021,-0.081498048,0.04955676,0.078226499,0.218718022,-0.478929543,-0.609616222,0.043080013,-0.699467468,-0.337256208,-0.210385499,-0.921589443,0.669907829,-0.232134867,-1.084741656,0.973826552,0.436714206,0.794475272,-1.276621476,0.453543558,-0.179151774,-0.869389064,-0.236448738,0.395703633,0.153118401,-1.538467483,0.773291846,-0.052692384,-0.499137655,1.240078714,0.454647059,1.148884742,-0.10598689,0.167186667,0.144692029,0.732657493,0.698887543,-0.583862975,-0.140601114,1.160694633,0.237934648,0.448193988,-0.450661411,0.586001183,1.162248088,0.481404649,0.296426007,0.373198025,0.496826259,0.179964715,1.658041384,-1.805530545,1.043983003,0.778152059,3.925956208,0.296399217,-0.047560709,0.253001716,-0.503909493,-2.159849133,0.512523583,-0.279632105,0.457611596,1.529267736,-0.126233199,0.192301252,0.323358306,2.291788647,1.164106711,-0.464141963,-0.471774938,-0.210658108,-0.468575202,1.010130004,0.498243608,0.34762547,-0.385656917,0.419628146,0.583995248,0.294312634,0.369882603,0.168563807,-0.686882301,0.507070673,-0.34443493,-0.84330719,-0.255639029,0.881670534,-0.655314647,0.482245857,0.00261773,0.093702981,0.147518903,1.307122903,0.349167719,-0.421880309,1.075341977,-0.237499507,-0.285070463,-0.358196309,-0.625817007,0.111525736,0.476418945,-0.642311209,2.614044358,0.451021615,-0.333266186,0.882204186,-1.857389967,-0.013611966,0.690473579,-0.231136028,0.069595837,-0.774986615,-0.617217635,0.295319154,0.730275471,-0.576079183,-0.987710928,-0.776542898,0.252511405,0.258193024,0.148613934,-0.358087512,-0.480649588,3.499029338,2.525104026,-0.936360915,-0.703510402,0.677018468,0.648875268,-0.124663618,1.139041666,-1.406216472,1.284880307,0.829419292,0.029658558,0.909622625,-0.623136337,0.262461154,0.709961879,0.568446201,1.673698028,-0.031053944,-0.182361548,0.03133517,0.296683699,1.6028906,0.490517245,0.55344221,-0.926958615,0.792427548,-0.512711619,0.086019391,0.553438593,0.060615923,-0.693893839,-0.087501821,-0.146276486,-0.382189944,-0.260273062,0.25395014,0.518192586,-0.508821147,-1.486049441,-0.114499663,-0.382293891,0.936246597,0.283901125,0.96977729,0.758930472,0.783475641,0.113873631,2.59338489,-0.064304469,-1.027044221,-0.514987146,0.336096112,2.354562517,-0.296842986,-1.162980987,0.566495663,-0.170021642,0.762127326,-0.240388296,0.076456626,-0.641629732,0.118302721,-0.376083903,-0.847271523,-0.636742381,-0.250517588,0.740111541,0.375204863,-0.038516307,-0.283630128,0.751326388,0.006768121,-0.633196183,-0.059613209
DSM1_T-1.0,-0.181541605,-0.554690241,-0.460601611,-1.637090078,0.378797686,2.093988777,0.365568949,-0.509538001,-1.311571334,0.072671661,0.444487111,-1.628917934,-0.835273337,-0.56439789,-0.030506074,-0.234485146,-0.68677662,0.170403263,-0.113026686,1.068880546,-0.38631012,5.340842075,0.430190823,0.317066721,-0.71844606,-0.707499586,-0.843606023,-0.056126937,-0.051627129,0.569554277,1.082937565,-0.308257147,0.538487879,-0.991985244,-0.75145869,-0.551994338,-0.070020841,-0.596602818,0.089998956,0.543107223,0.240594318,0.407704893,-0.484099007,-0.19631329,0.412119376,-0.260495358,0.981970517,-0.834528496,-0.026898136,0.079017731,0.160708733,3.822041083,-0.475110519,0.407258149,-0.778231047,1.273059448,0.543422326,-0.72289191,0.382318244,-1.070845851,-0.372447822,2.899295398,-1.886124817,-0.545408679,0.026699094,-0.574076104,-0.502040669,-0.454590362,0.013138109,-0.77207499,0.461346963,-0.100568305,0.751103819,-0.06508703,-0.424915697,-1.968215541,-0.258676441,-0.255214714,0.55490417,-0.630359253,-0.463654744,-0.342567247,-0.569746063,-0.445210887,-0.412618513,-0.217742541,-2.027404998,-0.083637969,-1.058133049,-0.274803553,-0.590868964,0.200882446,1.251253563,-0.064223251,-0.54927965,-0.885303787,0.69239376,0.241623187,-0.130355875,0.376454925,-0.629030157,-0.196252207,0.389189597,-0.773199797,0.511045074,1.033100228,0.383298422,0.20556637,0.149685424,-0.419775708,0.33524976,0.224773542,0.53494814,0.644472388,0.561843228,2.211128008,-0.504920044,0.846860683,0.082298661,-0.878333752,0.482871359,-0.61977219,-0.732762642,0.440966328,-0.428867159,-0.253301842,-0.118344662,-0.059921921,0.545119205,0.311404834,-0.416405458,-0.135085494,-0.366004262,-0.741836599,-0.30042758,0.16240587,0.245590512,-0.662926731,-0.648663932,-0.704239038,0.464485089,0.017025666,-0.833899024,-0.802186492,0.579774315,-0.654355806,-0.327125041,-1.087953454,0.199111241,-0.263524049,0.867512555,-0.238158249,-0.367770833,-0.209096711,0.50540848,0.83930891,-0.059272211,-0.882427464,0.1830929,0.006476391,-1.135324138,-0.96793244,-0.699054509,0.386945715,-0.323194678,3.742318742,-0.32733415,-0.553553574,-0.102500583,-1.977597052,-0.38121953,-0.329073726,-2.012608872,-0.368932738,-0.187215068,-1.190493499,-0.402095488,0.249160224,-1.303773326,-0.605935322,-1.491045844,0.80721812,-0.0049494,-0.214354296,0.0042254,0.486703658,4.379406083,1.946712254,-2.069205484,-1.175994623,0.162213955,-0.056139131,-0.908418332,0.422230225,-2.215760559,0.496166254,-0.014431315,-0.61718214,1.446898779,-0.474582062,2.517086757,0.064440452,0.207265555,-0.610682328,-0.534759381,0.30560356,-0.093654455,-0.91124929,2.199211607,0.219560766,-0.320977507,-0.519219369,-0.326522908,-1.438608586,-0.815644902,1.313305374,-0.522530088,-0.09707878,0.066953774,-0.420175439,-0.816590089,-0.09787597,-0.213566508,0.203424422,-0.209877695,-0.26657149,-0.958280661,-0.034085321,0.838525612,0.15897881,-0.081639608,-0.328420708,0.245599421,-0.84198677,2.4327714,-0.767618056,0.905296541,0.808912723,-0.406336607,0.599278593,-0.001484508,-1.057402336,0.107777002,-0.182139223,0.078177762,-0.500832469,-1.483516129,-0.932438654,0.348344346,-0.263516793,-1.025433737,-0.738819648,-0.987346344,1.386711081,0.623934034,0.211983542,-0.264916539,0.398151697,-0.778149846,-1.300703978,-1.420488684
